Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
1,8:44,2,14,OAK 45,0,0,Jon Kitna pass complete short middle to Shaun McDonald for 18 yards (tackle by Michael Huff),1.770,3.780
1,8:01,1,10,OAK 27,0,0,Jon Kitna pass complete short right to Tatum Bell for 6 yards (tackle by Thomas Howard),3.780,4.040
1,7:20,2,4,OAK 21,0,0,Jon Kitna pass complete short middle to Shaun McDonald for 3 yards (tackle by Kirk Morrison),4.040,3.840
1,6:34,3,1,OAK 18,0,0,Jon Kitna pass complete short right to Roy E. Williams for 2 yards (tackle by Fabian Washington),3.840,4.510
1,6:25,1,10,OAK 16,0,0,T.J. Duckett up the middle for 4 yards (tackle by Warren Sapp),4.510,4.570
1,5:28,2,6,OAK 12,0,0,T.J. Duckett up the middle for 1 yard (tackle by Jay Richardson and Warren Sapp),4.570,3.940
1,4:55,3,5,OAK 11,0,0,Jon Kitna pass complete short right to Mike Furrey for 7 yards,3.940,6.280
1,4:24,1,4,OAK 4,0,0,Jon Kitna pass incomplete right intended for Calvin Johnson,6.280,5.340
1,4:19,2,4,OAK 4,0,0,T.J. Duckett for -1 yards (tackle by Kirk Morrison),5.340,4.260
1,3:39,3,5,OAK 5,0,0,Jon Kitna pass incomplete short middle intended for Mike Furrey is intercepted by Kirk Morrison,4.260,-0.280
1,3:33,1,10,OAK 20,0,0,Josh McCown pass complete short right to Ronald Curry for 6 yards (tackle by Stanley Wilson),0.280,0.540
1,2:54,2,4,OAK 26,0,0,LaMont Jordan for 8 yards (tackle by Dewayne White),0.540,1.200
1,2:20,1,10,OAK 34,0,0,Josh McCown pass complete short middle to LaMont Jordan for 14 yards (tackle by Fernando Bryant),1.200,2.130
1,1:36,1,10,OAK 48,0,0,LaMont Jordan up the middle for no gain (tackle by Shaun Rogers),2.130,1.580
1,0:55,2,10,OAK 48,0,0,Josh McCown pass complete short left to LaMont Jordan for 14 yards,1.580,3.050
1,0:09,1,10,DET 38,0,0,Justin Fargas up the middle for -1 yards (tackle by Paris Lenon),3.050,2.370
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,DET 39,0,0,Josh McCown pass complete short middle to Zach Miller for 7 yards (tackle by Paris Lenon),2.370,2.610
2,14:19,3,4,DET 32,0,0,"Penalty on Cornell Green: False Start, 5 yards (no play)",2.610,1.950
2,13:54,3,9,DET 37,0,0,Josh McCown pass complete short left to Zach Miller for 5 yards (tackle by Ernie Sims),1.950,1.270
2,13:17,4,4,DET 32,0,0,"Sebastian Janikowski 50 yard field goal no good, blocked by Shaun Rogers",1.270,-1.600
2,13:11,1,10,DET 40,0,0,Jon Kitna pass complete short middle to Calvin Johnson for 16 yards (tackle by Sam Williams),1.600,2.650
2,12:38,1,10,OAK 44,0,0,Jon Kitna pass complete short left to Tatum Bell for -1 yards (tackle by Kirk Morrison),2.650,1.980
2,11:56,2,11,OAK 45,0,0,Jon Kitna pass complete short left to Brian Calhoun for 5 yards (tackle by Michael Huff),1.980,1.950
2,11:07,3,6,OAK 40,0,0,Jon Kitna sacked by Chris Clemons for -5 yards,1.950,0.270
2,10:41,4,11,OAK 45,0,0,Nick Harris punts 43 yards. Penalty on Chris Clemons: Running Into the Kicker (Declined),0.270,0.380
2,10:33,1,10,OAK 2,0,0,LaMont Jordan left tackle for 1 yard (tackle by Ernie Sims and Dewayne White),-0.380,-0.710
2,10:03,2,9,OAK 3,0,0,Josh McCown pass complete short right to John Madsen for 3 yards (tackle by Stanley Wilson),-0.710,-0.950
2,9:28,3,6,OAK 6,0,0,Josh McCown pass incomplete short left intended for Zach Miller,-0.950,-2.490
2,9:24,4,6,OAK 6,0,0,"Shane Lechler punts 49 yards, returned by Troy Walters for 18 yards (tackle by Jon Condo)",-2.490,-3.120
2,9:13,1,10,OAK 37,0,0,Tatum Bell right guard for 24 yards (tackle by Fabian Washington),3.120,4.710
2,8:34,1,10,OAK 13,6,0,"Jon Kitna pass complete short right to Roy E. Williams for 13 yards, touchdown",4.710,7.000
2,,,,OAK 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,0,"Jason Hanson kicks off 66 yards, returned by Chris Carr for 16 yards (tackle by Teddy Lehman)",0.000,0.280
2,8:22,1,10,OAK 20,7,0,Josh McCown pass complete short right to Ronald Curry for 11 yards,0.280,1.000
2,8:05,1,10,OAK 31,7,0,LaMont Jordan left end for -1 yards (tackle by Paris Lenon and Idrees Bashir),1.000,0.320
2,7:30,2,11,OAK 30,7,0,Josh McCown pass complete short left to Justin Griffith for 9 yards (tackle by Paris Lenon),0.320,0.830
2,6:52,3,2,OAK 39,7,0,LaMont Jordan right end for 5 yards (tackle by Ernie Sims),0.830,1.860
2,6:28,1,10,OAK 44,7,0,Josh McCown pass incomplete short left intended for Ronald Curry,1.860,1.320
2,6:19,2,10,OAK 44,7,0,Justin Fargas up the middle for 3 yards (tackle by Paris Lenon),1.320,1.030
2,5:39,3,7,OAK 47,7,0,Josh McCown pass complete short right to Ronald Curry for 17 yards (tackle by Idrees Bashir). Penalty on Corey Smith: Defensive Offside (Declined),1.030,3.180
2,5:08,1,10,DET 36,7,0,"Josh McCown pass complete short middle to LaMont Jordan for 8 yards (tackle by Kalimba Edwards). Penalty on Robert Gallery: Ineligible Downfield Pass, 5 yards (no play)",3.180,2.850
2,4:32,1,15,DET 41,7,0,LaMont Jordan left end for no gain,2.850,1.960
2,3:47,2,15,DET 41,7,0,Josh McCown pass complete short right to Mike Williams for 11 yards (tackle by Stanley Wilson),1.960,2.740
2,3:07,3,4,DET 30,7,0,Josh McCown right end for 2 yards (tackle by Teddy Lehman),2.740,1.700
2,2:21,4,2,DET 28,7,0,Sebastian Janikowski 46 yard field goal no good,1.700,-1.400
2,2:18,1,10,DET 37,7,0,Jon Kitna pass incomplete short right intended for Shaun McDonald (defended by Kirk Morrison),1.400,0.860
2,2:12,2,10,DET 37,7,0,Jon Kitna pass complete short right to Shaun McDonald for 15 yards (tackle by Michael Huff),0.860,2.390
2,2:00,1,10,OAK 48,7,0,Jon Kitna pass complete short left to Mike Furrey for 15 yards (tackle by Nnamdi Asomugha),2.390,3.380
2,1:49,1,10,OAK 33,7,0,Jon Kitna pass complete short left to Roy E. Williams for 6 yards,3.380,3.650
2,1:45,2,4,OAK 27,7,0,Jon Kitna pass complete short right to Tatum Bell for no gain,3.650,2.940
2,1:18,3,4,OAK 27,7,0,Jon Kitna pass incomplete short left intended for Roy E. Williams,2.940,1.750
2,1:13,4,4,OAK 27,10,0,Jason Hanson 46 yard field goal good,1.750,3.000
2,,,,DET 30,10,0,"Jason Hanson kicks off 75 yards, touchback",0.000,0.280
2,1:10,1,10,OAK 20,10,0,Josh McCown pass complete short middle to LaMont Jordan for 9 yards (tackle by Ernie Sims),0.280,0.950
2,0:48,2,1,OAK 29,10,0,Josh McCown pass incomplete short right intended for Zach Miller,0.950,0.230
2,0:44,3,1,OAK 29,10,0,LaMont Jordan right tackle for 11 yards (tackle by Paris Lenon),0.230,1.600
2,0:39,,,,10,0,Timeout #1 by Oakland Raiders,0.000,1.600
2,0:39,1,10,OAK 40,10,0,Josh McCown pass incomplete short right intended for Zach Miller,1.600,1.050
2,0:34,2,10,OAK 40,10,0,Josh McCown pass complete short middle to LaMont Jordan for 11 yards (tackle by Travis Fisher),1.050,2.320
2,0:22,,,,10,0,Timeout #2 by Oakland Raiders,0.000,2.320
2,0:22,1,10,DET 49,10,0,Josh McCown pass complete short right to Ronald Curry for 9 yards,2.320,3.000
2,0:19,2,1,DET 40,10,0,Josh McCown pass incomplete short left intended for Mike Williams (defended by Travis Fisher),3.000,2.280
2,0:15,3,1,DET 40,10,0,Josh McCown pass complete short right to LaMont Jordan for 1 yard (tackle by Fernando Bryant),2.280,2.980
2,0:08,,,,10,0,Timeout #3 by Oakland Raiders,0.000,2.980
2,0:08,1,10,DET 39,10,0,Sebastian Janikowski 57 yard field goal no good,2.980,-2.130
2,0:03,1,10,DET 48,10,0,Jon Kitna kneels for no gain,2.130,1.580
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,0,"Jason Hanson kicks off 73 yards, returned by Chris Carr for 23 yards (tackle by Corey Smith). Penalty on Tyler Brayton: Offensive Holding, 10 yards",0.000,-0.380
3,14:53,1,10,OAK 10,10,0,LaMont Jordan right end for 15 yards (tackle by Dewayne White and Paris Lenon),-0.380,0.610
3,14:16,1,10,OAK 25,10,0,"LaMont Jordan right tackle for 5 yards (tackle by Shaun Cody). Penalty on Robert Gallery: Personal Foul (Offsetting), Penalty on Stanley Wilson: Personal Foul (Offsetting)",0.610,0.740
3,13:36,2,5,OAK 30,10,0,LaMont Jordan right end for 5 yards (tackle by Dewayne White and Paris Lenon),0.740,1.270
3,13:08,1,10,OAK 35,10,0,Josh McCown pass complete short right to Jerry Porter for 9 yards (tackle by Gerald Alexander),1.270,1.940
3,12:27,2,1,OAK 44,10,0,Justin Fargas left tackle for no gain (tackle by Stanley Wilson and Cory Redding),1.940,1.220
3,11:54,3,1,OAK 44,10,0,"Penalty on Cornell Green: False Start, 5 yards (no play)",1.220,0.560
3,11:32,3,6,OAK 39,10,0,Josh McCown pass incomplete short right intended for Ronald Curry is intercepted by Travis Fisher at OAK-45 and returned for 12 yards (tackle by Zach Miller),0.560,-3.380
3,11:24,1,10,OAK 33,10,0,Jon Kitna up the middle for 11 yards (tackle by Thomas Howard),3.380,4.110
3,10:39,1,10,OAK 22,10,0,Tatum Bell right tackle for 5 yards (tackle by Warren Sapp),4.110,4.290
3,9:59,2,5,OAK 17,10,0,Jon Kitna pass complete short right to Daniel Campbell for 1 yard (tackle by Michael Huff),4.290,3.740
3,9:21,3,4,OAK 16,16,0,"Jon Kitna pass complete short middle to Calvin Johnson for 16 yards, touchdown",3.740,7.000
3,,,,OAK 2,17,0,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,17,0,"Jason Hanson kicks off 65 yards, returned by Chris Carr for 20 yards (tackle by Idrees Bashir)",0.000,0.610
3,9:09,1,10,OAK 25,17,0,"Josh McCown sacked by Kalimba Edwards for -5 yards. Josh McCown fumbles (forced by Kalimba Edwards), recovered by Jake Grove at OAK-24",0.610,-0.070
3,8:42,2,11,OAK 24,17,0,"Josh McCown pass complete short middle to Zach Miller for 7 yards (tackle by Boss Bailey). Penalty on Jake Grove: Illegal Use of Hands, 10 yards (no play)",-0.070,-1.540
3,8:08,2,21,OAK 14,17,0,Josh McCown pass incomplete short right intended for Mike Williams,-1.540,-2.550
3,8:07,3,21,OAK 14,17,0,Josh McCown pass complete deep left to Jerry Porter for 17 yards. Penalty on Robert Gallery: Ineligible Downfield Pass (Declined),-2.550,-1.310
3,7:38,4,4,OAK 31,17,0,"Shane Lechler punts 48 yards, fair catch by Troy Walters",-1.310,-0.340
3,7:31,1,10,DET 21,17,0,Tatum Bell right guard for 2 yards (tackle by Kirk Morrison),0.340,0.070
3,6:58,2,8,DET 23,17,0,Jon Kitna pass complete short left to Roy E. Williams for -1 yards (tackle by Sam Williams),0.070,-0.760
3,6:25,3,9,DET 22,17,0,Jon Kitna pass incomplete short left intended for Sean McHugh,-0.760,-1.900
3,6:21,4,9,DET 22,17,0,"Nick Harris punts 45 yards, returned by Johnnie Lee Higgins for 5 yards (tackle by Keith Smith)",-1.900,-1.470
3,6:11,1,10,OAK 38,17,0,Josh McCown pass incomplete short left intended for LaMont Jordan (defended by Keith Smith),1.470,0.920
3,6:05,2,10,OAK 38,17,0,Josh McCown pass complete short left to Zach Miller for 11 yards (tackle by Alex Lewis),0.920,2.190
3,5:22,1,10,OAK 49,17,0,Josh McCown pass complete deep middle to Ronald Curry for 42 yards (tackle by Alex Lewis). Penalty on Alex Lewis: Defensive Pass Interference (Declined),2.190,5.140
3,4:56,1,9,DET 9,17,0,Josh McCown right end for 1 yard (tackle by Ernie Sims),5.140,4.570
3,4:27,2,8,DET 8,17,0,LaMont Jordan right end for 4 yards (tackle by Shaun Cody),4.570,4.490
3,3:53,,,,17,0,Timeout #1 by Detroit Lions,0.000,4.490
3,3:53,3,4,DET 4,17,6,"Josh McCown pass complete short middle to Ronald Curry for 4 yards, touchdown",4.490,7.000
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
3,,,,DET 2,17,7,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,17,7,"Sebastian Janikowski kicks off 78 yards, touchback",0.000,0.280
3,3:49,1,10,DET 20,17,7,Jon Kitna pass complete deep middle to Mike Furrey for 19 yards (tackle by Stanford Routt),0.280,1.530
3,3:07,1,10,DET 39,17,7,Tatum Bell right guard for 1 yard (tackle by Tommy Kelly),1.530,1.120
3,2:28,2,9,DET 40,17,7,Jon Kitna pass incomplete deep right intended for Roy E. Williams is intercepted by Stanford Routt at OAK-42 and returned for 31 yards (tackle by Jon Kitna),1.120,-3.780
3,2:18,1,10,DET 27,17,7,Josh McCown pass complete short left to LaMont Jordan for 8 yards (tackle by Paris Lenon),3.780,4.350
3,1:39,2,2,DET 19,17,7,Josh McCown pass incomplete short right intended for Jerry Porter,4.350,3.640
3,1:28,3,2,DET 19,17,7,Josh McCown pass complete short right to Ronald Curry for 7 yards (tackle by Fernando Bryant),3.640,4.780
3,0:55,1,10,DET 12,17,13,"LaMont Jordan up the middle for 12 yards, touchdown",4.780,7.000
3,,,,DET 2,17,14,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,17,14,"Sebastian Janikowski kicks off 59 yards, returned by Brian Calhoun for 33 yards (tackle by Sebastian Janikowski)",0.000,1.860
3,0:43,1,10,DET 44,17,14,Jon Kitna pass complete short right to Calvin Johnson for 12 yards (tackle by Michael Huff),1.860,2.650
3,0:04,1,10,OAK 44,17,14,Tatum Bell right end for 5 yards,2.650,2.780
Quarter,Time,Down,ToGo,Location,DET,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,OAK 39,17,14,"Penalty on George Foster: False Start, 5 yards (no play)",2.780,2.110
4,14:59,2,10,OAK 44,17,14,Jon Kitna pass complete short left to Mike Furrey for 2 yards (tackle by Hiram Eugene),2.110,1.690
4,14:22,3,8,OAK 42,17,14,Jon Kitna pass complete short left to Shaun McDonald for 9 yards (tackle by Nnamdi Asomugha),1.690,3.380
4,13:44,1,10,OAK 33,17,14,Tatum Bell up the middle for 3 yards (tackle by Tommy Kelly),3.380,3.240
4,12:59,2,7,OAK 30,17,14,Jon Kitna pass incomplete short right intended for Mike Furrey (defended by Fabian Washington),3.240,2.540
4,12:56,3,7,OAK 30,17,14,Tatum Bell up the middle for 2 yards (tackle by Kirk Morrison),2.540,1.630
4,12:19,4,5,OAK 28,20,14,Jason Hanson 46 yard field goal good,1.630,3.000
4,,,,DET 30,20,14,"Jason Hanson kicks off 66 yards, returned by Chris Carr for 26 yards",0.000,0.940
4,12:02,1,10,OAK 30,20,14,Josh McCown pass complete short left to Ronald Curry for 13 yards (tackle by Stanley Wilson),0.940,1.800
4,11:56,1,10,OAK 43,20,14,Josh McCown pass complete short left to LaMont Jordan for 6 yards (tackle by Paris Lenon),1.800,2.060
4,11:16,2,4,OAK 49,20,14,LaMont Jordan left tackle for 2 yards (tackle by Langston Moore),2.060,1.620
4,10:36,3,2,DET 49,20,14,Josh McCown pass complete short right to Ronald Curry for 11 yards (tackle by Fernando Bryant),1.620,3.050
4,9:53,1,10,DET 38,20,14,Josh McCown pass complete short middle to LaMont Jordan for 14 yards (tackle by Idrees Bashir),3.050,3.970
4,9:10,1,10,DET 24,20,14,Justin Fargas up the middle for 11 yards (tackle by Idrees Bashir),3.970,4.710
4,8:28,1,10,DET 13,20,14,Justin Fargas right tackle for 6 yards (tackle by Shaun Cody),4.710,5.150
4,7:49,2,4,DET 7,20,20,"Josh McCown pass complete short left to Justin Griffith for 7 yards, touchdown",5.150,7.000
4,,,,DET 2,20,21,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,20,21,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,7:43,1,10,DET 20,20,21,Jon Kitna pass complete short left to Sean McHugh for 13 yards (tackle by Thomas Howard),0.280,1.140
4,7:21,1,10,DET 33,20,21,"Jon Kitna pass complete short left to Tatum Bell for 2 yards (tackle by Michael Huff). Penalty on Hiram Eugene: Illegal Contact (Declined), Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",1.140,1.470
4,6:42,1,10,DET 38,20,21,Jon Kitna pass complete short middle to Mike Furrey for 9 yards (tackle by Kirk Morrison),1.470,2.140
4,6:23,2,1,DET 47,20,21,Tatum Bell up the middle for 7 yards (tackle by Thomas Howard and Chris Clemons),2.140,2.520
4,5:50,1,10,OAK 46,20,21,"Penalty on George Foster: False Start, 5 yards (no play)",2.520,2.190
4,5:23,1,15,DET 49,20,21,Jon Kitna pass incomplete short left intended for Tatum Bell (defended by Chris Clemons),2.190,1.300
4,5:18,2,15,DET 49,20,21,Jon Kitna left end for 6 yards (tackle by Hiram Eugene),1.300,1.420
4,4:32,3,9,OAK 45,20,21,Jon Kitna pass complete short left to Shaun McDonald for 13 yards (tackle by Michael Huff),1.420,3.450
4,4:22,1,10,OAK 32,26,21,"Jon Kitna pass complete deep right to Shaun McDonald for 32 yards, touchdown",3.450,7.000
4,,,,,26,21,"Penalty on Damien Woody: False Start, 5 yards (no play)",0.000,1.000
4,,,,,26,21,"Two Point Attempt: Jon Kitna pass incomplete intended for Shaun McDonald, conversion fails",1.000,-1.000
4,,,,DET 30,26,21,"Jason Hanson kicks off 53 yards, returned by Chris Carr for 14 yards (tackle by Eric Frampton)",0.000,1.000
4,4:06,1,10,OAK 31,26,21,Josh McCown pass complete short right to Justin Griffith for 5 yards (tackle by Ernie Sims),1.000,1.140
4,3:26,2,5,OAK 36,26,21,"Penalty on Shaun Rogers: Neutral Zone Infraction, 5 yards (no play)",1.140,1.660
4,3:19,1,10,OAK 41,26,21,"Penalty on Barry Sims: False Start, 5 yards (no play)",1.660,1.330
4,3:19,1,15,OAK 36,26,21,Josh McCown pass incomplete short middle intended for Mike Williams is intercepted by Dewayne White at OAK-38 and returned for 28 yards (tackle by Zach Miller),1.330,-4.910
4,3:01,1,10,OAK 10,26,21,Tatum Bell left guard for 5 yards (tackle by Stuart Schweigert),4.910,5.150
4,2:24,2,5,OAK 5,26,21,"Penalty on George Foster: False Start, 5 yards (no play)",5.150,4.190
4,2:22,2,10,OAK 10,26,21,Tatum Bell left guard for 5 yards (tackle by Stuart Schweigert),4.190,4.260
4,2:15,,,,26,21,Timeout #1 by Oakland Raiders,0.000,4.260
4,2:15,3,5,OAK 5,26,21,Jon Kitna sacked by Thomas Howard for 0 yards,4.260,3.010
4,2:00,4,5,OAK 5,29,21,Jason Hanson 23 yard field goal good,3.010,3.000
4,,,,DET 30,29,21,"Jason Hanson kicks off 68 yards, returned by Chris Carr for 35 yards (tackle by Travis Fisher)",0.000,1.400
4,1:49,1,10,OAK 37,29,21,"Josh McCown sacked by Dewayne White for -7 yards. Josh McCown fumbles (forced by Dewayne White), recovered by Kalimba Edwards at OAK-23 (tackle by Zach Miller)",1.400,-4.040
4,1:37,1,10,OAK 23,29,21,Tatum Bell for 7 yards (tackle by Stuart Schweigert),4.040,4.560
4,1:29,2,3,OAK 16,29,21,Tatum Bell right end for 2 yards (tackle by Kirk Morrison),4.560,4.280
4,1:21,,,,29,21,Timeout #2 by Oakland Raiders,0.000,4.280
4,1:21,3,1,OAK 14,35,21,"Tatum Bell up the middle for 14 yards, touchdown",4.280,7.000
4,,,,OAK 2,36,21,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,36,21,"Jason Hanson kicks off 65 yards, returned by Chris Carr for 21 yards (tackle by Anthony Cannon)",0.000,0.670
4,1:07,1,10,OAK 26,36,21,Josh McCown pass complete short right to LaMont Jordan for 12 yards (tackle by Paris Lenon),0.670,1.470
4,0:40,1,10,OAK 38,36,21,Josh McCown pass complete short right to John Madsen for 7 yards (tackle by Fernando Bryant),1.470,1.870
4,0:40,2,3,OAK 45,36,21,"Penalty on Jake Grove: False Start, 5 yards (no play)",1.870,1.190
4,0:05,2,8,OAK 40,36,21,"Josh McCown sacked by Kalimba Edwards for -8 yards. Josh McCown fumbles (forced by Kalimba Edwards), recovered by Barry Sims at OAK-25",1.190,-0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
