Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
1,7:35,2,10,CLE 20,7,0,Colt McCoy pass incomplete deep middle intended for Ben Watson,-0.270,-0.960
1,7:29,3,10,CLE 20,7,0,Colt McCoy pass incomplete short left intended for Josh Cribbs,-0.960,-2.030
1,7:22,4,10,CLE 20,7,0,"Brad Maynard punts 53 yards, returned by Reggie Bush for 12 yards (tackle by Raymond Ventrone)",-2.030,-1.530
1,7:12,1,10,MIA 39,7,0,"Chad Henne pass complete short right to Anthony Fasano for 8 yards (tackle by Scott Fujita). Penalty on Jeron Mastrud: Illegal Formation, 5 yards (no play)",1.530,1.200
1,6:34,1,15,MIA 34,7,0,Chad Henne pass complete short middle to Reggie Bush for 12 yards (tackle by T.J. Ward),1.200,1.930
1,5:54,2,3,MIA 46,7,0,Daniel Thomas left guard for 4 yards (tackle by Scott Fujita and D'Qwell Jackson),1.930,2.260
1,5:11,1,10,,7,0,Chad Henne pass incomplete short left intended for Charles Clay (defended by Jayme Mitchell),2.260,1.710
1,5:08,2,10,,7,0,Reggie Bush left guard for no gain (tackle by Jabaal Sheard),1.710,1.030
1,4:33,3,10,,7,0,Chad Henne pass complete short right to Davone Bess for 9 yards (tackle by Usama Young),1.030,0.530
1,3:49,4,1,CLE 41,7,0,Daniel Thomas left tackle for 2 yards (tackle by Ahtyba Rubin),0.530,2.980
1,3:12,1,10,CLE 39,7,0,Chad Henne pass complete short right to Brandon Marshall for 9 yards (tackle by Joe Haden),2.980,3.660
1,2:34,2,1,CLE 30,7,0,Chad Henne pass complete short left to Brian Hartline for 6 yards (tackle by Sheldon Brown),3.660,3.970
1,1:49,1,10,CLE 24,7,0,Chad Henne up the middle for 2 yards (tackle by Ahtyba Rubin),3.970,3.700
1,1:12,2,8,CLE 22,7,0,"Reggie Bush left tackle for 3 yards (tackle by Jayme Mitchell). Reggie Bush fumbles (forced by Jayme Mitchell), recovered by D'Qwell Jackson at CLE-19",3.700,-0.150
1,1:04,1,10,CLE 19,7,0,Armond Smith right tackle for 6 yards (tackle by Yeremiah Bell),0.150,0.480
1,0:33,2,4,CLE 25,7,0,Armond Smith left tackle for -4 yards (tackle by Will Allen),0.480,-0.810
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CLE 21,7,0,Colt McCoy pass incomplete short left intended for Josh Cribbs,-0.810,-1.960
2,14:56,4,8,CLE 21,7,0,Brad Maynard punts 48 yards,-1.960,-1.000
2,14:49,1,10,MIA 31,7,0,Daniel Thomas left tackle for 4 yards (tackle by Scott Fujita),1.000,1.000
2,14:18,2,6,MIA 35,7,0,Chad Henne pass complete short middle to Brandon Marshall for 15 yards (tackle by D'Qwell Jackson),1.000,2.260
2,13:46,1,10,,7,0,Daniel Thomas left guard for 4 yards (tackle by Usama Young and Brian Schaefering),2.260,2.250
2,13:13,2,6,CLE 46,7,0,Daniel Thomas right guard for 5 yards (tackle by Phil Taylor and D'Qwell Jackson),2.250,2.210
2,12:35,3,1,CLE 41,7,0,Lex Hilliard right guard for 4 yards (tackle by Usama Young),2.210,3.120
2,11:57,1,10,CLE 37,7,0,Chad Henne sacked by Chris Gocong and Jayme Mitchell for -8 yards,3.120,1.490
2,11:27,2,18,CLE 45,7,0,Daniel Thomas left guard for 4 yards (tackle by D'Qwell Jackson),1.490,1.360
2,10:46,3,14,CLE 41,7,0,Chad Henne pass complete short right to Davone Bess for 8 yards (tackle by Dimitri Patterson),1.360,1.160
2,10:05,4,6,CLE 33,7,0,Dan Carpenter 51 yard field goal no good,1.160,-1.660
2,9:59,1,10,CLE 41,7,0,"Penalty on Joe Thomas: False Start, 5 yards (no play)",1.660,1.330
2,9:59,1,15,CLE 36,7,0,Colt McCoy pass incomplete short left intended for Alex Smith,1.330,0.450
2,9:56,2,15,CLE 36,7,0,Montario Hardesty left guard for 3 yards (tackle by Randy Starks),0.450,0.170
2,9:20,3,12,CLE 39,7,0,Colt McCoy pass complete short left to Ben Watson for 13 yards (tackle by Reshad Jones),0.170,2.390
2,8:49,1,10,MIA 48,7,0,Montario Hardesty right tackle for 7 yards (tackle by Yeremiah Bell and Sean Smith),2.390,2.790
2,8:07,2,3,MIA 41,7,0,Colt McCoy pass complete short left to Montario Hardesty for 8 yards (tackle by Kevin Burnett),2.790,3.380
2,7:25,1,10,MIA 33,7,6,"Colt McCoy pass complete deep right to Josh Cribbs for 33 yards, touchdown",3.380,7.000
2,,,,MIA 2,7,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 35,7,7,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,7:16,1,10,MIA 20,7,7,"Reggie Bush right end for -4 yards. Reggie Bush fumbles, recovered by Reggie Bush at MIA-20",0.280,-0.940
2,6:38,2,14,MIA 16,7,7,Chad Henne pass incomplete deep right intended for Brandon Marshall,-0.940,-1.690
2,6:34,3,14,MIA 16,7,7,Chad Henne pass complete short left to Davone Bess for 8 yards (tackle by Dimitri Patterson),-1.690,-1.770
2,5:57,4,6,MIA 24,7,7,"Brandon Fields punts 50 yards, returned by Jordan Norwood for 6 yards (tackle by Chris Clemons)",-1.770,-1.070
2,5:43,1,10,CLE 32,7,7,Montario Hardesty left guard for 14 yards (tackle by Reshad Jones and Yeremiah Bell),1.070,1.990
2,5:02,,,,7,7,Timeout #1 by Cleveland Browns,0.000,1.990
2,5:02,1,10,CLE 46,7,7,Montario Hardesty left tackle for -5 yards (tackle by Karlos Dansby),1.990,0.780
2,4:26,2,15,CLE 41,7,7,Colt McCoy pass incomplete deep left intended for Greg Little,0.780,0.100
2,4:21,3,15,CLE 41,7,7,Colt McCoy pass incomplete deep middle intended for Mohamed Massaquoi (defended by Reshad Jones),0.100,-0.650
2,4:12,4,15,CLE 41,7,7,Brad Maynard punts 39 yards,-0.650,-0.280
2,4:05,1,10,MIA 20,7,7,Chad Henne pass complete deep left to Brian Hartline for 31 yards (tackle by Sheldon Brown),0.280,2.320
2,3:45,1,10,CLE 49,7,7,Daniel Thomas right guard for 6 yards (tackle by Ahtyba Rubin),2.320,2.590
2,3:09,2,4,CLE 43,7,7,Chad Henne sacked by Jayme Mitchell for -4 yards,2.590,1.360
2,2:36,3,8,CLE 47,7,7,Chad Henne pass complete short left to Davone Bess for 16 yards (tackle by Sheldon Brown),1.360,3.510
2,2:04,1,10,CLE 31,7,7,Daniel Thomas left guard for 4 yards (tackle by Brian Schaefering),3.510,3.510
2,2:00,2,6,CLE 27,7,7,Daniel Thomas right guard for 7 yards (tackle by Phil Taylor),3.510,4.240
2,1:23,1,10,CLE 20,7,7,Chad Henne pass complete short left to Brian Hartline for 12 yards (tackle by Sheldon Brown),4.240,5.370
2,0:44,1,8,CLE 8,7,7,Chad Henne pass incomplete short middle intended for Brandon Marshall (defended by Joe Haden),5.370,4.570
2,0:39,2,8,CLE 8,7,7,Daniel Thomas right guard for 3 yards (tackle by Ahtyba Rubin),4.570,4.260
2,0:35,,,,7,7,Timeout #1 by Miami Dolphins,0.000,4.260
2,0:35,3,5,CLE 5,7,7,Chad Henne pass incomplete short right intended for Davone Bess,4.260,3.010
2,0:30,4,5,CLE 5,10,7,Dan Carpenter 23 yard field goal good,3.010,3.000
2,,,,MIA 35,10,7,"Dan Carpenter kicks off 72 yards, returned by Buster Skrine for 23 yards (tackle by Chris Clemons)",0.000,-0.140
2,0:21,1,10,CLE 16,10,7,Colt McCoy kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,7,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,10,7,Colt McCoy pass complete short left to Josh Cribbs for 12 yards (tackle by Nolan Carroll),0.280,1.070
3,14:30,1,10,CLE 32,10,7,Montario Hardesty right tackle for 9 yards (tackle by Yeremiah Bell),1.070,1.740
3,13:58,2,1,CLE 41,10,7,Montario Hardesty right guard for 3 yards (tackle by Kevin Burnett),1.740,1.860
3,13:21,1,10,CLE 44,10,7,Colt McCoy pass complete short left to Ben Watson for 17 yards (tackle by Nolan Carroll),1.860,2.980
3,12:56,1,10,MIA 39,10,7,Montario Hardesty left tackle for 19 yards (tackle by Will Allen),2.980,4.240
3,12:18,1,10,MIA 20,10,7,"Penalty on Ben Watson: False Start, 5 yards (no play)",4.240,3.910
3,12:01,1,15,MIA 25,10,7,Colt McCoy pass complete short left to Ben Watson for 13 yards (tackle by Nolan Carroll),3.910,5.040
3,11:26,2,2,MIA 12,10,7,Montario Hardesty right tackle for no gain (tackle by Kendall Langford),5.040,4.340
3,10:44,3,2,MIA 12,10,7,Colt McCoy pass incomplete short right intended for Ben Watson (defended by Yeremiah Bell),4.340,2.760
3,10:40,4,2,MIA 12,10,10,Phil Dawson 30 yard field goal good,2.760,3.000
3,,,,CLE 35,10,10,"Phil Dawson kicks off 68 yards, returned by Edmond Gates for 27 yards (tackle by Buster Skrine). Penalty on Nate Garner: Offensive Holding, 7 yards",0.000,-0.380
3,10:29,1,10,MIA 7,10,10,Reggie Bush left guard for 4 yards (tackle by D'Qwell Jackson),-0.380,-0.490
3,9:53,2,6,MIA 11,10,10,Chad Henne sacked by Ahtyba Rubin and D'Qwell Jackson for -6 yards,-0.490,-1.650
3,9:12,,,,10,10,Timeout #1 by Miami Dolphins,0.000,-1.650
3,9:12,3,12,MIA 5,10,10,"Chad Henne sacked by Ahtyba Rubin for -1 yards. Penalty on Jabaal Sheard: Unnecessary Roughness, 15 yards (no play)",-1.650,0.280
3,8:54,1,10,MIA 20,10,10,Daniel Thomas left guard for 2 yards (tackle by Phil Taylor),0.280,0.000
3,8:15,2,8,MIA 22,10,10,Chad Henne pass complete short middle to Daniel Thomas for 9 yards (tackle by Scott Fujita),0.000,1.000
3,7:42,1,10,MIA 31,10,10,Daniel Thomas right guard for 4 yards (tackle by Phil Taylor and Scott Paxson),1.000,1.000
3,7:13,2,6,MIA 35,10,10,Daniel Thomas right guard for 3 yards (tackle by Scott Paxson and Phil Taylor),1.000,0.700
3,6:29,3,3,MIA 38,10,10,Chad Henne right end for 7 yards (tackle by Chris Gocong),0.700,1.930
3,5:53,1,10,MIA 45,10,10,Daniel Thomas right guard for 5 yards (tackle by D'Qwell Jackson),1.930,2.060
3,5:53,2,5,,10,10,"Penalty on Anthony Fasano: False Start, 5 yards (no play)",2.060,1.380
3,5:03,2,10,MIA 45,10,10,Reggie Bush right tackle for 10 yards (tackle by Emmanuel Stephens),1.380,2.590
3,4:25,1,10,CLE 45,10,10,Chad Henne pass complete deep left to Brian Hartline for 38 yards (tackle by Sheldon Brown),2.590,5.600
3,3:38,1,7,CLE 7,10,10,Daniel Thomas left guard for 2 yards (tackle by Ahtyba Rubin),5.600,5.150
3,2:57,2,5,CLE 5,10,10,Chad Henne pass incomplete short middle intended for Anthony Fasano (defended by Jabaal Sheard),5.150,4.260
3,2:51,3,5,CLE 5,10,10,"Chad Henne sacked by Phil Taylor for -3 yards. Penalty on Brandon Marshall: Unnecessary Roughness, 15 yards",4.260,1.930
3,2:34,4,23,CLE 23,13,10,Dan Carpenter 41 yard field goal good,1.930,3.000
3,,,,MIA 35,13,10,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,2:29,1,10,CLE 20,13,10,Colt McCoy pass incomplete short right intended for Ben Watson (defended by Randy Starks),0.280,-0.270
3,2:26,2,10,CLE 20,13,10,Colt McCoy pass incomplete short right intended for Ben Watson,-0.270,-0.960
3,2:22,3,10,CLE 20,13,10,"Colt McCoy pass incomplete short right intended for Mohamed Massaquoi. Penalty on Yeremiah Bell: Roughing the Passer, 15 yards (no play)",-0.960,1.270
3,2:18,1,10,CLE 35,13,10,Montario Hardesty right guard for 2 yards (tackle by Karlos Dansby),1.270,0.990
3,1:45,2,8,CLE 37,13,10,Colt McCoy pass complete short right to Alex Smith for 9 yards (tackle by Sean Smith),0.990,1.990
3,1:12,1,10,CLE 46,13,10,"Montario Hardesty for 5 yards (tackle by Sean Smith). Penalty on Alex Smith: Offensive Holding, 10 yards (no play)",1.990,1.330
3,0:49,1,20,CLE 36,13,10,Colt McCoy pass complete short right to Evan Moore for 11 yards (tackle by Sean Smith and Yeremiah Bell),1.330,1.590
3,0:03,2,9,CLE 47,13,10,Colt McCoy pass incomplete deep right intended for Greg Little,1.590,0.890
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CLE 47,13,10,Colt McCoy pass incomplete short right intended for Josh Cribbs,0.890,-0.260
4,14:52,4,9,CLE 47,13,10,Brad Maynard punts 31 yards,-0.260,-0.410
4,14:46,1,10,MIA 22,13,10,Chad Henne pass complete short left to Brandon Marshall for 9 yards (tackle by Joe Haden),0.410,1.080
4,14:21,2,1,MIA 31,13,10,Daniel Thomas right guard for 4 yards (tackle by Ahtyba Rubin),1.080,1.270
4,13:44,1,10,MIA 35,13,10,Reggie Bush left tackle for 3 yards (tackle by T.J. Ward),1.270,1.130
4,13:04,2,7,MIA 38,13,10,Chad Henne sacked by Ahtyba Rubin for -3 yards,1.130,0.040
4,12:27,3,10,MIA 35,13,10,"Chad Henne left end for 11 yards (tackle by Usama Young). Penalty on Dimitri Patterson: Defensive Holding, 5 yards",0.040,2.320
4,11:57,1,10,CLE 49,13,10,"Chad Henne pass incomplete short left intended for Reggie Bush. Penalty on John Jerry: Offensive Holding, 10 yards (no play)",2.320,1.660
4,11:53,1,20,MIA 41,13,10,Reggie Bush right guard for -3 yards (tackle by Chris Gocong),1.660,0.020
4,11:10,2,23,MIA 38,13,10,Daniel Thomas left guard for 7 yards (tackle by Scott Fujita),0.020,0.300
4,10:33,3,16,MIA 45,13,10,Chad Henne pass complete short right to Daniel Thomas for 8 yards (tackle by Scott Fujita and D'Qwell Jackson),0.300,0.130
4,9:49,4,8,CLE 47,13,10,Brandon Fields punts 46 yards,0.130,0.380
4,9:37,1,10,CLE 2,13,10,Owen Marecic right guard for 3 yards (tackle by Koa Misi),-0.380,-0.560
4,9:03,2,7,CLE 5,13,10,Colt McCoy pass incomplete short middle intended for Montario Hardesty (defended by Paul Soliai),-0.560,-1.070
4,8:56,,,,13,10,Timeout #2 by Miami Dolphins,0.000,-1.070
4,8:56,3,7,CLE 5,13,10,"Colt McCoy pass incomplete short left intended for Josh Cribbs. Penalty on Nolan Carroll: Defensive Pass Interference, 6 yards (no play)",-1.070,-0.370
4,8:53,1,10,CLE 11,13,10,Montario Hardesty left tackle for 1 yard (tackle by Igor Olshansky),-0.370,-0.710
4,8:14,2,9,CLE 12,13,10,"Colt McCoy sacked for 0 yards. Penalty on Igor Olshansky: Unnecessary Roughness, 15 yards (no play)",-0.710,0.740
4,7:56,1,10,CLE 27,13,10,Montario Hardesty left tackle for 9 yards (tackle by Yeremiah Bell),0.740,1.410
4,7:15,2,1,CLE 36,13,10,Montario Hardesty left guard for -1 yards (tackle by Igor Olshansky and Paul Soliai),1.410,0.560
4,6:34,3,2,CLE 35,13,10,Colt McCoy pass incomplete short right intended for Evan Moore (defended by Sean Smith),0.560,-1.040
4,6:29,4,2,CLE 35,13,10,"Brad Maynard punts 40 yards, returned by Davone Bess for 16 yards (tackle by Kaluka Maiava)",-1.040,-1.660
4,6:20,1,10,MIA 41,13,10,Daniel Thomas right guard for 4 yards (tackle by D'Qwell Jackson),1.660,1.660
4,5:42,2,6,MIA 45,13,10,Daniel Thomas right tackle for 9 yards (tackle by Chris Gocong and Usama Young),1.660,2.520
4,5:03,1,10,CLE 46,13,10,Daniel Thomas right guard for 2 yards (tackle by Ahtyba Rubin),2.520,2.250
4,4:27,2,8,CLE 44,13,10,"Chad Henne right end for 6 yards (tackle by Phil Taylor). Penalty on Phil Taylor: Unnecessary Roughness, 15 yards",2.250,4.040
4,4:15,1,10,CLE 23,13,10,Daniel Thomas left guard for 3 yards (tackle by Jayme Mitchell),4.040,3.900
4,3:35,2,7,CLE 20,13,10,Reggie Bush left guard for no gain (tackle by D'Qwell Jackson),3.900,3.200
4,3:30,,,,13,10,Timeout #1 by Cleveland Browns,0.000,3.200
4,3:30,3,7,CLE 20,13,10,Chad Henne pass incomplete short right intended for Davone Bess,3.200,2.120
4,3:26,4,7,CLE 20,16,10,Dan Carpenter 38 yard field goal good,2.120,3.000
4,,,,MIA 35,16,10,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,3:23,1,10,CLE 20,16,10,Colt McCoy pass complete short middle to Mohamed Massaquoi for 12 yards (tackle by Reshad Jones),0.280,1.070
4,2:58,1,10,CLE 32,16,10,Colt McCoy pass complete short middle to Greg Little for 5 yards (tackle by Will Allen),1.070,1.200
4,2:33,2,5,CLE 37,16,10,Colt McCoy pass complete short left to Greg Little for 9 yards (tackle by Reshad Jones),1.200,1.990
4,2:27,1,10,CLE 46,16,10,Colt McCoy pass complete short left to Montario Hardesty for 1 yard (tackle by Will Allen),1.990,1.590
4,2:00,2,9,CLE 47,16,10,Colt McCoy pass complete short left to Greg Little for 10 yards (tackle by Will Allen),1.590,2.720
4,1:55,1,10,MIA 43,16,10,Colt McCoy pass incomplete deep right intended for Brian Robiskie (defended by Jimmy Wilson),2.720,2.180
4,1:50,2,10,MIA 43,16,10,Colt McCoy pass complete short left to Ben Watson for 6 yards (tackle by Sean Smith),2.180,2.280
4,1:20,3,4,MIA 37,16,10,Colt McCoy pass incomplete deep middle intended for Ben Watson,2.280,0.790
4,1:16,4,4,MIA 37,16,10,Colt McCoy pass complete short right to Montario Hardesty for 10 yards (tackle by Jimmy Wilson),0.790,3.780
4,1:11,1,10,MIA 27,16,10,Colt McCoy pass incomplete short left intended for Alex Smith,3.780,3.230
4,1:04,2,10,MIA 27,16,10,Colt McCoy pass incomplete short right intended for Alex Smith,3.230,2.540
4,1:00,3,10,MIA 27,16,10,"Colt McCoy pass incomplete short middle intended for Josh Cribbs. Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",2.540,3.200
4,0:55,3,5,MIA 22,16,10,Colt McCoy pass complete short middle to Evan Moore for 8 yards (tackle by Sean Smith),3.200,4.650
4,0:48,,,,16,10,Timeout #2 by Cleveland Browns,0.000,4.650
4,0:48,1,10,MIA 14,16,16,"Colt McCoy pass complete short right to Mohamed Massaquoi for 14 yards, touchdown. Penalty on Ben Watson: Unsportsmanlike Conduct, 15 yards",4.650,7.000
4,,,,MIA 2,16,17,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 20,16,17,"Phil Dawson kicks off 69 yards, returned by Edmond Gates for 27 yards (tackle by Dimitri Patterson). Penalty on Dimitri Patterson: Horse Collar Tackle, 15 yards",0.000,2.460
4,0:36,,,,16,17,Timeout #3 by Cleveland Browns,0.000,2.460
4,0:36,1,10,CLE 47,16,17,Chad Henne pass incomplete short left intended for Davone Bess (defended by Dimitri Patterson),2.460,1.910
4,0:31,2,10,CLE 47,16,17,Chad Henne pass incomplete deep left intended for Edmond Gates,1.910,1.220
4,0:25,3,10,CLE 47,16,17,Chad Henne pass incomplete short left intended for Davone Bess,1.220,0.130
4,0:21,4,10,CLE 47,16,17,Chad Henne pass incomplete short middle intended for Brandon Marshall is intercepted by Mike Adams at CLE-36 and returned for 4 yards (tackle by Daniel Thomas),0.130,-1.600
4,0:13,1,10,CLE 40,16,17,Colt McCoy kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
