Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
1,7:52,1,10,NYG 25,3,0,Daniel Jones pass complete short right to Darius Slayton for 17 yards (tackle by Jeff Okudah and Will Harris),0.610,1.730
1,7:31,1,10,NYG 42,3,0,Saquon Barkley left tackle for -1 yards (tackle by Alim McNeill),1.730,1.050
1,6:54,2,11,NYG 41,3,0,Daniel Jones pass complete short left to Lawrence Cager for 7 yards (tackle by Malcolm Rodriguez),1.050,1.290
1,6:31,3,4,NYG 48,3,0,Saquon Barkley right guard for 3 yards (tackle by John Cominsky),1.290,0.000
1,5:55,4,1,DET 49,3,0,Matt Breida left end for 5 yards (tackle by DeShon Elliott),0.000,2.650
1,5:20,1,10,DET 44,3,0,Saquon Barkley up the middle for 1 yard (tackle by Will Harris and Isaiah Buggs),2.650,2.250
1,4:52,2,9,DET 43,3,0,"Saquon Barkley left end for 2 yards (tackle by Jeff Okudah). Penalty on Nick Gates: Offensive Holding, 10 yards (declined)",2.250,1.820
1,4:22,3,7,DET 41,3,0,Daniel Jones pass complete short right to Matt Breida for 16 yards (tackle by DeShon Elliott),1.820,3.910
1,3:42,1,10,DET 25,3,0,Daniel Jones pass complete short left to Wan'Dale Robinson for 18 yards (tackle by Will Harris),3.910,5.600
1,3:17,1,7,DET 7,3,0,Saquon Barkley up the middle for 4 yards (tackle by Kerby Joseph and Aidan Hutchinson),5.600,5.530
1,2:46,2,3,DET 3,3,6,"Daniel Jones right end for 3 yards, touchdown",5.530,7.000
1,2:41,,,DET 15,3,6,Graham Gano kicks extra point blocked blocked by John Cominsky,0.000,-1.000
1,2:41,,,NYG 35,3,6,"Graham Gano kicks off 62 yards, returned by Justin Jackson for 26 yards (tackle by Julian Love and Elerson Smith)",0.000,0.870
1,2:33,1,10,DET 29,3,6,Jared Goff pass complete short left to Kalif Raymond for -3 yards (tackle by Nick McCloud),0.870,-0.080
1,1:53,2,13,DET 26,3,6,Jamaal Williams left tackle for 1 yard (tackle by Dexter Lawrence),-0.080,-0.630
1,1:20,3,12,DET 27,3,6,Jared Goff pass complete short right to Kalif Raymond for 15 yards (tackle by Jason Pinnock),-0.630,1.730
1,0:43,1,10,DET 42,3,6,Jared Goff pass incomplete deep left intended for Kalif Raymond,1.730,1.190
1,0:35,2,10,DET 42,3,6,Jamaal Williams right end for 1 yard (tackle by Dexter Lawrence),1.190,0.630
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,DET 43,3,6,"Jared Goff scrambles up the middle for no gain (tackle by Darnay Holmes). Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",0.630,-0.690
2,14:28,3,19,DET 33,3,6,"Jared Goff pass incomplete short left intended for Amon-Ra St. Brown. Penalty on Jonah Jackson: Unnecessary Roughness / Offense, 15 yards (accepted)",-0.690,-2.240
2,14:25,4,34,DET 18,3,6,"Jack Fox punts 57 yards, returned by Adoree' Jackson for 3 yards (tackle by C.J. Moore)",-2.240,-0.810
2,14:13,1,10,NYG 28,3,6,Saquon Barkley left end for 2 yards (tackle by Aidan Hutchinson and Derrick Barnes),0.810,0.530
2,13:45,2,8,NYG 30,3,6,Daniel Jones left end for 9 yards (tackle by Jeff Okudah),0.530,1.530
2,13:18,1,10,NYG 39,3,6,Saquon Barkley right guard for 2 yards (tackle by Derrick Barnes),1.530,1.260
2,12:44,2,8,NYG 41,3,6,"Daniel Jones pass complete short middle to Isaiah Hodgins for no gain (tackle by DeShon Elliott). Penalty on Lawrence Cager: Offensive Pass Interference, 10 yards (accepted) (no play)",1.260,-0.090
2,12:14,2,18,NYG 31,3,6,Daniel Jones pass complete short middle to Kenny Golladay for 15 yards (tackle by Jerry Jacobs),-0.090,1.220
2,11:41,3,3,NYG 46,3,6,Daniel Jones left end for 7 yards (tackle by Jerry Jacobs),1.220,2.460
2,11:04,1,10,DET 47,3,6,Saquon Barkley right tackle for 4 yards (tackle by Derrick Barnes),2.460,2.450
2,10:23,2,6,DET 43,3,6,Daniel Jones pass complete short left to Wan'Dale Robinson for 3 yards (tackle by Alex Anzalone),2.450,2.150
2,9:44,3,3,DET 40,3,6,"Daniel Jones pass complete short right to Isaiah Hodgins for no gain (tackle by Mike Hughes). Penalty on Mark Glowinski: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.150,1.490
2,9:17,3,8,DET 45,3,6,Daniel Jones pass incomplete deep right,1.490,0.270
2,9:08,4,8,DET 45,3,6,"Jamie Gillan punts 37 yards, fair catch by Kalif Raymond at DET-8",0.270,0.380
2,9:00,1,10,DET 8,3,6,Jamaal Williams right tackle for 2 yards (tackle by Jihad Ward),-0.380,-0.630
2,8:25,2,8,DET 10,3,6,"Jared Goff pass complete short left to D'Andre Swift for 7 yards. D'Andre Swift fumbles (forced by Cordale Flott), recovered by D'Andre Swift at DET-17",-0.630,-0.370
2,7:46,3,1,DET 17,3,6,D'Andre Swift right end for no gain (tackle by Darnay Holmes),-0.370,-2.320
2,7:04,4,1,DET 17,3,6,"Jack Fox punts 63 yards, returned by Richie James for 7 yards (tackle by C.J. Moore)",-2.320,-0.740
2,6:51,1,10,NYG 27,3,6,Saquon Barkley right guard for 4 yards (tackle by Alim McNeill and Malcolm Rodriguez),0.740,0.740
2,6:17,2,6,NYG 31,3,6,Daniel Jones pass short middle intended for Darius Slayton is intercepted by Aidan Hutchinson at NYG-38 and returned for 20 yards (tackle by Andrew Thomas),0.740,-4.370
2,6:09,1,10,NYG 18,3,6,Jared Goff pass complete short middle to Justin Jackson for 11 yards (tackle by Micah McFadden and Cordale Flott),4.370,5.600
2,5:26,1,7,NYG 7,3,6,"Jared Goff pass incomplete short left intended for Jason Cabinda (defended by Micah McFadden). Penalty on Micah McFadden: Defensive Pass Interference, 2 yards (accepted) (no play)",5.600,6.060
2,5:20,1,5,NYG 5,3,6,Jared Goff pass complete short right to Amon-Ra St. Brown for 1 yard (tackle by Dane Belton),6.060,5.340
2,4:44,2,4,NYG 4,9,6,"Jamaal Williams left tackle for 4 yards, touchdown",5.340,7.000
2,4:38,,,NYG 15,10,6,Michael Badgley kicks extra point good,0.000,0.000
2,4:38,,,DET 35,10,6,"Jack Fox kicks off 65 yards, recovered by Gary Brightwell in end zone returned by Gary Brightwell for 12 yards (tackle by Derrick Barnes and Justin Jackson). Penalty on Nick McCloud: Offensive Illegal Block Above the Waist, 6 yards (accepted)",0.000,-0.380
2,4:33,1,10,NYG 6,10,6,Daniel Jones pass complete short left to Wan'Dale Robinson for 19 yards (tackle by DeShon Elliott),-0.380,0.610
2,4:06,1,10,NYG 25,10,6,"Daniel Jones pass incomplete deep left intended for Darius Slayton Penalty on NYG: Illegal Formation, 5 yards (declined)",0.610,0.060
2,4:03,2,10,NYG 25,10,6,Daniel Jones pass complete short middle to Lawrence Cager for 13 yards (tackle by Derrick Barnes),0.060,1.470
2,3:41,1,10,NYG 38,10,6,Wan'Dale Robinson left end for 4 yards (tackle by DeShon Elliott),1.470,1.460
2,3:11,2,6,NYG 42,10,6,Daniel Jones scrambles right end for 1 yard (tackle by DeShon Elliott),1.460,0.890
2,2:33,3,5,NYG 43,10,6,Daniel Jones pass incomplete short middle intended for Wan'Dale Robinson (defended by Jerry Jacobs),0.890,-0.520
2,2:28,4,5,NYG 43,10,6,Jamie Gillan punts 25 yards downed by Cam Brown,-0.520,-1.070
2,2:19,1,10,DET 32,10,6,Justin Jackson left end for 8 yards (tackle by Dexter Lawrence and Julian Love),1.070,1.610
2,2:00,2,2,DET 40,10,6,Jared Goff pass complete deep left to Amon-Ra St. Brown for 32 yards (tackle by Jason Pinnock),1.610,3.710
2,1:53,1,10,NYG 28,10,6,Jamaal Williams right end for 15 yards (tackle by Darnay Holmes),3.710,4.710
2,1:25,1,10,NYG 13,10,6,"Jared Goff pass complete short left to Amon-Ra St. Brown for no gain (tackle by Jason Pinnock and Rodarius Williams). Penalty on Penei Sewell: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",4.710,4.040
2,1:19,,,,,,Timeout #1 by New York Giants,,
2,1:19,1,20,NYG 23,10,6,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Dane Belton),4.040,4.770
2,1:13,2,6,NYG 9,10,6,Justin Jackson left guard for 4 yards (tackle by Dexter Lawrence and Micah McFadden),4.770,4.780
2,1:07,,,,,,Timeout #2 by New York Giants,,
2,1:07,3,2,NYG 5,10,6,Jared Goff pass complete short right to Brock Wright for 4 yards (tackle by Julian Love),4.780,6.970
2,0:59,,,,,,Timeout #3 by New York Giants,,
2,0:59,1,1,NYG 1,16,6,"Jamaal Williams right tackle for 1 yard, touchdown",6.970,7.000
2,0:54,,,NYG 15,17,6,Michael Badgley kicks extra point good,0.000,0.000
2,0:54,,,DET 35,17,6,"Penalty on Cam Brown: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.000,0.000
2,0:54,,,DET 50,17,6,"Michael Badgley kicks off 47 yards, returned by Gary Brightwell for 14 yards (tackle by Justin Jackson and C.J. Moore)",0.000,-0.060
2,0:44,1,10,NYG 17,17,6,Daniel Jones pass incomplete deep left intended for Wan'Dale Robinson,-0.060,-0.580
2,0:40,2,10,NYG 17,17,6,Daniel Jones pass incomplete short left intended for Saquon Barkley,-0.580,-1.250
2,0:36,3,10,NYG 17,17,6,Daniel Jones pass complete deep left to Wan'Dale Robinson for 19 yards (tackle by Mike Hughes),-1.250,1.330
2,0:29,1,10,NYG 36,17,6,Daniel Jones pass complete short middle to Wan'Dale Robinson for 15 yards (tackle by Kerby Joseph),1.330,2.320
2,0:12,1,10,DET 49,17,6,Daniel Jones pass incomplete short right,2.320,1.780
2,0:06,2,10,DET 49,17,6,"Penalty on Daniel Jones: Delay of Game, 5 yards (accepted) (no play)",1.780,1.110
2,0:06,2,15,NYG 46,17,6,Daniel Jones pass incomplete short left intended for Saquon Barkley,1.110,0.430
2,0:01,3,15,NYG 46,17,6,Daniel Jones sacked by John Cominsky for -9 yards,0.430,-0.910
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,6,"Graham Gano kicks off 60 yards, recovered by Justin Jackson at DET-8 returned by Justin Jackson for 36 yards (tackle by Cordale Flott and Cam Brown)",0.000,1.860
3,14:52,1,10,DET 44,17,6,Jared Goff pass incomplete short left intended for Jason Cabinda,1.860,1.320
3,14:47,2,10,DET 44,17,6,Jared Goff pass complete short right to Amon-Ra St. Brown for 1 yard (tackle by Darnay Holmes),1.320,0.760
3,14:20,3,9,DET 45,17,6,Jared Goff pass complete short left to Tom Kennedy for 13 yards (tackle by Rodarius Williams),0.760,2.790
3,13:49,1,10,NYG 42,17,6,Justin Jackson left guard for 5 yards (tackle by Micah McFadden),2.790,2.920
3,13:05,2,5,NYG 37,17,6,Jared Goff pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by Rodarius Williams),2.920,3.510
3,12:23,1,10,NYG 31,17,6,Justin Jackson right tackle for 10 yards (tackle by Nick McCloud and Jaylon Smith),3.510,4.170
3,11:46,1,10,NYG 21,17,6,D'Andre Swift left end for 16 yards (tackle by Rodarius Williams),4.170,6.060
3,11:02,1,5,NYG 5,17,6,Amon-Ra St. Brown right end for 4 yards (tackle by Jaylon Smith),6.060,5.910
3,10:17,2,1,NYG 1,23,6,"Jamaal Williams right tackle for 1 yard, touchdown",5.910,7.000
3,10:10,,,NYG 15,24,6,Michael Badgley kicks extra point good,0.000,0.000
3,10:10,,,DET 35,24,6,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,10:10,1,10,NYG 25,24,6,Saquon Barkley left end for no gain (tackle by Will Harris),0.610,0.060
3,9:48,2,10,NYG 25,24,6,Daniel Jones pass complete short right to Saquon Barkley for 6 yards (tackle by Jerry Jacobs),0.060,0.170
3,9:21,3,4,NYG 31,24,6,Daniel Jones pass complete short right to Darius Slayton for 24 yards (tackle by Mike Hughes and Alex Anzalone),0.170,2.590
3,8:53,1,10,DET 45,24,6,Daniel Jones pass incomplete short right intended for Darius Slayton,2.590,2.040
3,8:46,2,10,DET 45,24,6,Saquon Barkley left guard for 4 yards (tackle by Aidan Hutchinson and Isaiah Buggs),2.040,1.880
3,8:16,3,6,DET 41,24,6,Saquon Barkley left tackle for 1 yard (tackle by Chris Board and Alex Anzalone),1.880,0.590
3,7:37,4,5,DET 40,24,6,Daniel Jones pass deep right intended for Lawrence Cager is intercepted by Kerby Joseph at DET-21 and returned for 38 yards (tackle by Richie James),0.590,-2.850
3,7:22,1,10,NYG 41,24,6,Jared Goff pass incomplete short middle intended for Kalif Raymond (defended by Cordale Flott),2.850,2.310
3,7:18,2,10,NYG 41,24,6,Jamaal Williams up the middle for 3 yards (tackle by Jihad Ward),2.310,2.020
3,6:34,3,7,NYG 38,24,6,Jared Goff pass incomplete short right intended for Kalif Raymond,2.020,0.720
3,6:28,4,7,NYG 38,24,6,Jack Fox punts 31 yards downed by Josh Woods,0.720,0.380
3,6:20,1,10,NYG 7,24,6,Saquon Barkley left guard for -1 yards (tackle by Alim McNeill),-0.380,-0.850
3,5:47,2,11,NYG 6,24,6,Daniel Jones pass complete short middle to Darius Slayton for 18 yards (tackle by Jerry Jacobs),-0.850,0.540
3,5:21,1,10,NYG 24,24,6,Daniel Jones pass complete short right to Wan'Dale Robinson for 9 yards (tackle by Jerry Jacobs),0.540,1.210
3,4:55,2,1,NYG 33,24,6,Daniel Jones pass complete short left to Wan'Dale Robinson for 2 yards (tackle by Kerby Joseph and Will Harris),1.210,1.270
3,4:18,1,10,NYG 35,24,6,Matt Breida right end for 5 yards (tackle by Derrick Barnes),1.270,1.400
3,3:47,2,5,NYG 40,24,6,Daniel Jones pass complete short middle to Isaiah Hodgins for 11 yards (tackle by Amani Oruwariye),1.400,2.320
3,3:23,1,10,DET 49,24,6,Daniel Jones pass incomplete short right,2.320,1.780
3,3:18,2,10,DET 49,24,6,Daniel Jones pass incomplete short left intended for Saquon Barkley,1.780,1.090
3,3:14,3,10,DET 49,24,6,Daniel Jones pass incomplete short right intended for Wan'Dale Robinson,1.090,0.000
3,3:08,4,10,DET 49,24,6,"Jamie Gillan punts 40 yards, fair catch by Kalif Raymond at DET-9",0.000,0.380
3,3:00,1,10,DET 9,24,6,Jamaal Williams up the middle for 3 yards (tackle by Oshane Ximines and Justin Ellis),-0.380,-0.560
3,2:21,2,7,DET 12,24,6,Justin Jackson left guard for 4 yards (tackle by Kayvon Thibodeaux),-0.560,-0.600
3,1:37,3,3,DET 16,24,6,Jared Goff pass incomplete short right intended for Kalif Raymond,-0.600,-2.390
3,1:30,4,3,DET 16,24,6,Jack Fox punts 51 yards out of bounds,-2.390,-1.140
3,1:22,1,10,NYG 33,24,6,Daniel Jones pass incomplete short left intended for Wan'Dale Robinson,1.140,0.590
3,1:18,2,10,NYG 33,24,6,Daniel Jones pass complete short middle to Wan'Dale Robinson for 9 yards (tackle by Derrick Barnes),0.590,1.090
3,0:58,3,1,NYG 42,24,6,Saquon Barkley left end for no gain (tackle by DeShon Elliott),1.090,-0.590
3,0:28,4,1,NYG 42,24,6,Daniel Jones left end for 15 yards (tackle by DeShon Elliott),-0.590,2.720
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 43,24,6,Daniel Jones pass complete short right to Wan'Dale Robinson for 6 yards (tackle by Mike Hughes and Alex Anzalone),2.720,2.990
4,14:34,2,4,DET 37,24,6,Daniel Jones pass complete short left to Richie James for 19 yards (tackle by Malcolm Rodriguez),2.990,4.370
4,14:17,1,10,DET 18,24,6,Daniel Jones left end for 9 yards (tackle by Amani Oruwariye),4.370,5.420
4,13:52,2,1,DET 9,24,6,Daniel Jones scrambles up the middle for 6 yards (tackle by Alex Anzalone and Austin Bryant),5.420,6.510
4,13:27,1,3,DET 3,24,12,"Matt Breida left guard for 3 yards, touchdown",6.510,7.000
4,13:21,,,DET 15,24,12,Graham Gano kicks extra point no good,0.000,-1.000
4,13:21,,,NYG 35,24,12,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,13:21,1,10,DET 25,24,12,Jared Goff pass complete short middle to Kalif Raymond for 21 yards (tackle by Nick McCloud),0.610,1.990
4,12:35,1,10,DET 46,24,12,Justin Jackson left end for 5 yards (tackle by Tomon Fox and Jaylon Smith),1.990,2.130
4,11:52,2,5,NYG 49,24,12,Jared Goff pass complete short middle to D'Andre Swift for -1 yards (tackle by Julian Love),2.130,1.290
4,11:08,3,6,NYG 50,24,12,Jared Goff pass complete short right to Amon-Ra St. Brown for 17 yards,1.290,3.380
4,10:27,1,10,NYG 33,24,12,Jamaal Williams right guard for -2 yards (tackle by Tae Crowder and Leonard Williams),3.380,2.570
4,9:44,2,12,NYG 35,24,12,Justin Jackson up the middle for 1 yard (tackle by Dexter Lawrence and Tae Crowder),2.570,2.010
4,9:05,3,11,NYG 34,24,12,Jared Goff pass incomplete deep left intended for DJ Chark (defended by Julian Love),2.010,1.060
4,8:52,4,11,NYG 34,24,12,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",1.060,0.660
4,8:52,4,16,NYG 39,24,12,"Jack Fox punts 39 yards, touchback.",0.660,-0.280
4,8:45,1,10,NYG 20,24,12,Daniel Jones pass incomplete short left intended for Darius Slayton,0.280,-0.270
4,8:41,2,10,NYG 20,24,12,Daniel Jones pass incomplete short right,-0.270,-0.960
4,8:31,3,10,NYG 20,24,12,"Penalty on Matt Peart: False Start, 5 yards (accepted) (no play)",-0.960,-1.860
4,8:31,3,15,NYG 15,24,12,Daniel Jones pass complete deep middle to Isaiah Hodgins for 20 yards (tackle by Jerry Jacobs),-1.860,1.270
4,8:05,1,10,NYG 35,24,12,"Daniel Jones pass complete short middle to Isaiah Hodgins for -2 yards. Isaiah Hodgins fumbles (forced by Will Harris), recovered by Aidan Hutchinson at NYG-33 Replay Assistant challenged the fumble ruling, and the play was upheld.",1.270,-3.380
4,7:53,1,10,NYG 33,24,12,Jamaal Williams left end for 4 yards (tackle by Leonard Williams and Dexter Lawrence),3.380,3.380
4,7:10,2,6,NYG 29,24,12,Justin Jackson left end for 27 yards (tackle by Rodarius Williams),3.380,6.740
4,6:26,1,2,NYG 2,24,12,D'Andre Swift left end for -2 yards (tackle by Jason Pinnock),6.740,5.340
4,6:13,,,,,,Timeout #1 by New York Giants,,
4,6:13,2,4,NYG 4,30,12,"D'Andre Swift up the middle for 4 yards, touchdown",5.340,7.000
4,6:10,,,NYG 15,31,12,Michael Badgley kicks extra point good,0.000,0.000
4,6:10,,,DET 35,31,12,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,6:10,1,10,NYG 25,31,12,Daniel Jones pass complete short left to Darius Slayton for 3 yards (tackle by Will Harris),0.610,0.470
4,5:40,2,7,NYG 28,31,12,"Daniel Jones pass incomplete deep middle intended for Richie James (defended by Will Harris). Penalty on Amani Oruwariye: Defensive Holding, 5 yards (accepted) (no play)",0.470,1.140
4,5:40,1,10,NYG 33,31,12,Daniel Jones pass complete deep middle to Richie James for 20 yards (tackle by Will Harris),1.140,2.460
4,5:17,1,10,DET 47,31,12,Daniel Jones pass incomplete short left intended for Darius Slayton (defended by John Cominsky),2.460,1.910
4,5:11,2,10,DET 47,31,12,Daniel Jones pass complete deep right to Darius Slayton for 24 yards,1.910,4.040
4,4:53,1,10,DET 23,31,12,Daniel Jones pass complete short middle to Kenny Golladay for 14 yards (tackle by DeShon Elliott),4.040,5.140
4,4:29,1,9,DET 9,31,18,"Daniel Jones pass complete short middle to Richie James for 9 yards, touchdown",5.140,7.000
4,4:20,,,DET 2,31,18,Two Point Attempt: Daniel Jones pass incomplete intended for Lawrence Cager,1.000,-1.000
4,4:20,,,NYG 35,31,18,"Graham Gano kicks onside 13 yards, returned by Amon-Ra St. Brown for no gain",0.000,2.390
4,4:19,1,10,NYG 48,31,18,Jamaal Williams left tackle for 5 yards (tackle by Jaylon Smith and Tae Crowder),2.390,2.520
4,4:13,,,,,,Timeout #2 by New York Giants,,
4,4:13,2,5,NYG 43,31,18,Jamaal Williams left tackle for 6 yards (tackle by Justin Ellis and Julian Love),2.520,3.120
4,4:06,,,,,,Timeout #3 by New York Giants,,
4,4:06,1,10,NYG 37,31,18,Jamaal Williams left tackle for 3 yards (tackle by Julian Love and Henry Mondeaux),3.120,2.980
4,3:25,2,7,NYG 34,31,18,Jamaal Williams left tackle for 1 yard (tackle by Jihad Ward and Jaylon Smith),2.980,2.410
4,2:43,3,6,NYG 33,31,18,Kalif Raymond left end for 7 yards (tackle by Julian Love),2.410,3.840
4,2:00,1,10,NYG 26,31,18,Jared Goff kneels for -1 yards,3.840,3.160
4,1:18,2,11,NYG 27,31,18,Jared Goff kneels for -1 yards,3.160,2.350
4,0:39,3,12,NYG 28,31,18,Jared Goff kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
