Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
2,11:48,4,18,DAL 42,3,7,"Toby Gowin punts 51 yards, returned by Allen Rossum for 15 yards (tackle by Keith O'Neil)",-0.590,-0.410
2,11:35,1,10,ATL 22,3,7,Warrick Dunn left tackle for no gain (tackle by Greg Ellis),0.410,-0.130
2,10:50,2,10,ATL 22,3,7,Doug Johnson pass complete to Brian Finneran for 35 yards (tackle by Terence Newman),-0.130,2.720
2,10:02,1,10,DAL 43,3,7,Doug Johnson pass incomplete intended for Brian Finneran (defended by Mario Edwards),2.720,2.180
2,9:55,2,10,DAL 43,3,7,Warrick Dunn left tackle for 2 yards (tackle by Dexter Coakley),2.180,1.750
2,9:17,3,8,DAL 41,3,7,Doug Johnson pass incomplete intended for Peerless Price (defended by Darren Woodson),1.750,0.530
2,9:07,4,8,DAL 41,3,7,Chris Mohr punts 38 yards,0.530,0.380
2,9:02,1,10,DAL 3,3,7,--,-0.380,-0.780
2,8:24,2,10,DAL 3,3,7,Quincy Carter pass incomplete intended for Joey Galloway,-0.780,-1.420
2,8:20,3,10,DAL 3,3,7,Aveion Cason left end for 14 yards (tackle by Keion Carpenter),-1.420,-0.060
2,7:35,1,10,DAL 17,3,7,Troy Hambrick right end for 4 yards (tackle by Matt Stewart),-0.060,0.080
2,6:55,2,6,DAL 21,3,7,Troy Hambrick up the middle for 8 yards (tackle by Chris Draft),0.080,0.870
2,6:13,1,10,DAL 29,3,7,Richie Anderson left end for -1 yards (tackle by Karon Riley),0.870,0.190
2,5:29,2,11,DAL 28,3,7,Quincy Carter pass incomplete intended for Antonio Bryant,0.190,-0.490
2,5:23,3,11,DAL 28,3,7,Quincy Carter pass complete to Antonio Bryant for 17 yards (tackle by Keion Carpenter),-0.490,1.930
2,4:39,1,10,DAL 45,3,7,Quincy Carter pass incomplete intended for Jason Witten is intercepted by Keion Carpenter at ATL-15 and returned for 8 yards (tackle by Richie Anderson),1.930,-0.480
2,4:28,1,10,ATL 23,3,7,Doug Johnson pass incomplete intended for Peerless Price,0.480,-0.070
2,4:24,2,10,ATL 23,3,7,Doug Johnson pass incomplete intended for Warrick Dunn,-0.070,-0.760
2,4:20,3,10,ATL 23,3,7,Doug Johnson pass incomplete intended for Peerless Price (defended by Lynn Scott),-0.760,-1.830
2,4:14,4,10,ATL 23,3,7,"Chris Mohr punts 44 yards, fair catch by Reggie Swinton",-1.830,-1.140
2,4:06,1,10,DAL 33,3,7,Quincy Carter pass complete to Joey Galloway for 14 yards,1.140,2.060
2,3:51,1,10,DAL 47,3,7,Quincy Carter pass incomplete intended for Troy Hambrick (defended by Karon Riley),2.060,1.520
2,3:48,2,10,DAL 47,3,7,Quincy Carter pass complete to Joey Galloway for 12 yards (tackle by Ray Buchanan),1.520,2.850
2,3:11,1,10,ATL 41,3,7,Quincy Carter pass incomplete intended for Reggie Swinton,2.850,2.310
2,3:07,2,10,ATL 41,3,7,Troy Hambrick up the middle for 12 yards (tackle by Keion Carpenter and Gerald McBurrows),2.310,3.640
2,2:29,1,10,ATL 29,3,7,Troy Hambrick up the middle for 5 yards (tackle by Chris Draft),3.640,3.780
2,2:00,2,5,ATL 24,3,7,Richie Anderson up the middle for 10 yards (tackle by Gerald McBurrows),3.780,4.650
2,1:17,1,10,ATL 14,3,7,Quincy Carter pass incomplete intended for Daniel Campbell,4.650,4.000
2,1:12,,,,3,7,Timeout #1 by Dallas Cowboys,0.000,4.000
2,1:12,2,10,ATL 14,3,7,Troy Hambrick right end for -1 yards (tackle by Matt Stewart),4.000,3.060
2,0:26,,,,3,7,Timeout #2 by Dallas Cowboys,0.000,3.060
2,0:26,3,11,ATL 15,3,7,Quincy Carter pass incomplete intended for Terry Glenn,3.060,2.440
2,0:20,4,11,ATL 15,3,7,Billy Cundiff 33 yard field goal no good,2.440,-0.480
2,0:16,1,10,ATL 23,3,7,Doug Johnson for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,3,7,"Jay Feely kicks off 72 yards, returned by Reggie Swinton for 24 yards (tackle by Artie Ulmer)",0.000,0.410
3,14:55,1,10,DAL 22,3,7,Quincy Carter pass complete to Joey Galloway for 6 yards (tackle by Tyrone Williams),0.410,0.680
3,14:18,2,4,DAL 28,3,7,Troy Hambrick left tackle for 6 yards (tackle by Karon Riley),0.680,1.200
3,13:35,1,10,DAL 34,3,7,"Quincy Carter up the middle for 6 yards (tackle by Patrick Kerney). Quincy Carter fumbles (forced by Patrick Kerney), recovered by Matt Stewart at DAL-40 (tackle by Daniel Campbell)",1.200,-2.920
3,13:27,1,10,DAL 40,3,7,Justin Griffith up the middle for 8 yards (tackle by Dexter Coakley),2.920,3.450
3,12:48,2,2,DAL 32,3,7,Warrick Dunn left tackle for 10 yards (tackle by Randal Williams),3.450,4.110
3,12:06,1,10,DAL 22,3,7,Justin Griffith right end for 15 yards (tackle by Darren Woodson),4.110,5.600
3,11:35,1,7,DAL 7,3,7,Doug Johnson pass incomplete intended for Brian Kozlowski,5.600,4.760
3,11:30,,,,3,7,Timeout #1 by Atlanta Falcons,0.000,4.760
3,11:30,2,7,DAL 7,9,7,"Doug Johnson pass complete to Warrick Dunn for 7 yards, touchdown",4.760,7.000
3,,,,DAL 2,10,7,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 30,10,7,"Jay Feely kicks off 65 yards, returned by Aveion Cason for 17 yards (tackle by Artie Ulmer)",0.000,0.410
3,11:19,1,10,DAL 22,10,7,Troy Hambrick up the middle for 3 yards (tackle by Gerald McBurrows),0.410,0.270
3,10:38,2,7,DAL 25,10,7,Quincy Carter pass incomplete intended for Joey Galloway (defended by Tyrone Williams),0.270,-0.430
3,10:31,3,7,DAL 25,10,7,Quincy Carter up the middle for 2 yards (tackle by Ellis Johnson),-0.430,-1.570
3,9:50,4,5,DAL 27,10,7,"Toby Gowin punts 43 yards, returned by Allen Rossum for no gain",-1.570,-0.940
3,9:38,1,10,ATL 30,10,7,Doug Johnson pass complete to Warrick Dunn for 13 yards (tackle by Darren Woodson),0.940,1.800
3,8:55,1,10,ATL 43,10,7,"Doug Johnson sacked by Randal Williams for -5 yards. Doug Johnson fumbles (forced by Randal Williams), recovered by Doug Johnson at ATL-38",1.800,0.580
3,8:12,2,15,ATL 38,10,7,Doug Johnson pass complete to Justin Griffith for 4 yards (tackle by Mario Edwards),0.580,0.430
3,7:28,3,11,ATL 42,10,7,Doug Johnson pass complete to Brian Finneran for 10 yards (tackle by Mario Edwards),0.430,0.070
3,6:42,4,1,DAL 48,10,7,"Chris Mohr punts 38 yards, fair catch by Reggie Swinton",0.070,0.380
3,6:34,1,10,DAL 10,10,7,"Penalty on Ryan Young: False Start, 5 yards (no play)",-0.380,-0.570
3,6:34,1,15,DAL 5,10,7,Troy Hambrick up the middle for 1 yard (tackle by Matt Stewart),-0.570,-1.070
3,5:53,2,14,DAL 6,10,7,Quincy Carter pass complete to Troy Hambrick for 3 yards (tackle by Keith Brooking),-1.070,-1.540
3,5:09,3,11,DAL 9,10,7,Quincy Carter pass complete to Troy Hambrick for 5 yards (tackle by Kevin Mathis),-1.540,-2.470
3,4:25,4,6,DAL 14,10,7,Toby Gowin punts 39 yards (tackle by Pete Hunter),-2.470,-2.850
3,4:12,1,10,DAL 41,16,7,"Doug Johnson pass complete to Alge Crumpler for 41 yards, touchdown",2.850,7.000
3,,,,DAL 2,17,7,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 30,17,7,"Jay Feely kicks off 60 yards, returned by Aveion Cason for 13 yards (tackle by Artie Ulmer)",0.000,0.480
3,3:55,1,10,DAL 23,17,7,"Quincy Carter pass complete to Terry Glenn for 18 yards (tackle by Tyrone Williams). Penalty on Richie Anderson: Offensive Holding, 10 yards (no play)",0.480,-0.590
3,3:28,1,20,DAL 13,17,7,Quincy Carter pass incomplete intended for Joey Galloway,-0.590,-1.500
3,3:22,2,20,DAL 13,17,7,Quincy Carter pass incomplete intended for Jason Witten,-1.500,-2.530
3,3:15,3,20,DAL 13,17,7,Quincy Carter sacked by Travis Hall for -6 yards,-2.530,-2.490
3,2:27,4,26,DAL 7,17,7,"Toby Gowin punts 46 yards, returned by Allen Rossum for 7 yards (tackle by Tony Dixon)",-2.490,-2.520
3,2:22,1,10,DAL 46,17,7,T.J. Duckett up the middle for 2 yards (tackle by Greg Ellis),2.520,2.250
3,1:39,2,8,DAL 44,17,7,Doug Johnson pass complete to Brian Kozlowski for 14 yards (tackle by Randal Williams),2.250,3.580
3,1:07,1,10,DAL 30,17,7,T.J. Duckett left tackle for 6 yards (tackle by Michael Myers and La'Roi Glover),3.580,3.840
3,0:19,2,4,DAL 24,17,7,T.J. Duckett right end for 11 yards (tackle by Darren Woodson),3.840,4.710
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 13,17,7,T.J. Duckett right tackle for 4 yards (tackle by Dat Nguyen),4.710,4.770
4,14:01,2,6,DAL 9,17,7,"Penalty on Todd Weiner: False Start, 5 yards (no play)",4.770,3.900
4,13:36,2,11,DAL 14,17,7,Doug Johnson pass incomplete,3.900,3.080
4,13:29,3,11,DAL 14,17,7,--,3.080,2.570
4,12:47,4,10,DAL 13,20,7,Jay Feely 31 yard field goal good,2.570,3.000
4,,,,ATL 30,20,7,"Jay Feely kicks off 73 yards, returned by Reggie Swinton for 25 yards (tackle by Bryan Scott)",0.000,0.410
4,12:39,1,10,DAL 22,20,7,Quincy Carter pass complete to Jason Witten for 13 yards (tackle by Matt Stewart),0.410,1.270
4,12:04,1,10,DAL 35,20,7,Quincy Carter pass complete to Joey Galloway for 16 yards,1.270,2.320
4,11:45,1,10,ATL 49,20,13,"Quincy Carter pass complete to Joey Galloway for 49 yards, touchdown",2.320,7.000
4,,,,ATL 2,20,13,Billy Cundiff kicks extra point no good,0.000,-1.000
4,,,,DAL 30,20,13,"Toby Gowin kicks off 68 yards, returned by Allen Rossum for 23 yards (tackle by Darren Woodson)",0.000,0.610
4,11:32,1,10,ATL 25,20,13,Warrick Dunn right tackle for no gain (tackle by Dexter Coakley),0.610,0.060
4,10:51,2,10,ATL 25,20,13,Doug Johnson pass complete to Quentin McCord for 5 yards (tackle by Terence Newman),0.060,0.040
4,10:08,3,5,ATL 30,20,13,Doug Johnson pass complete to Quentin McCord for 9 yards (tackle by Darren Woodson),0.040,1.530
4,9:24,1,10,ATL 39,20,13,Doug Johnson right end for 2 yards (tackle by Greg Ellis),1.530,1.260
4,8:51,2,8,ATL 41,20,13,Doug Johnson pass complete to Alge Crumpler for 12 yards (tackle by Randal Williams),1.260,2.460
4,8:05,1,10,DAL 47,20,13,Doug Johnson pass complete to Alge Crumpler for 6 yards (tackle by Terence Newman),2.460,2.720
4,7:18,2,4,DAL 41,20,13,Justin Griffith left end for 9 yards (tackle by Eric Ogbogu),2.720,3.450
4,6:30,1,10,DAL 32,20,13,Justin Griffith up the middle for 2 yards (tackle by Eric Ogbogu and Dexter Coakley),3.450,3.170
4,5:42,,,,20,13,Timeout #2 by Atlanta Falcons,0.000,3.170
4,5:42,2,8,DAL 30,20,13,Warrick Dunn up the middle for 5 yards (tackle by Terence Newman),3.170,3.140
4,5:03,3,3,DAL 25,20,13,Doug Johnson pass complete to Peerless Price for 22 yards,3.140,6.510
4,4:55,1,3,DAL 3,20,13,Warrick Dunn right tackle for no gain (tackle by Darren Woodson and Kenyon Coleman),6.510,5.530
4,4:10,2,3,DAL 3,20,13,Justin Griffith left end for 2 yards (tackle by Alshermond Singleton),5.530,5.170
4,3:23,3,1,DAL 1,20,13,Warrick Dunn left tackle for no gain (tackle by Randal Williams). Penalty on Michael Myers: Defensive Offside (no play),5.170,5.170
4,3:19,3,1,DAL 1,26,13,"Doug Johnson up the middle for 1 yard, touchdown",5.170,7.000
4,,,,DAL 2,27,13,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,27,13,"Jay Feely kicks off 69 yards, returned by Reggie Swinton for 16 yards (tackle by Twan Russell)",0.000,-0.060
4,3:05,1,10,DAL 17,27,13,"Penalty on Flozell Adams: False Start, 5 yards (no play)",-0.060,-0.510
4,3:05,1,15,DAL 12,27,13,Quincy Carter pass complete to Joey Galloway for 16 yards,-0.510,0.810
4,2:58,1,10,DAL 28,27,13,"Quincy Carter pass complete to Terry Glenn for 7 yards (tackle by Kevin Mathis). Penalty on Andre Gurode: Face Mask (15 Yards), 14 yards (no play)",0.810,-0.590
4,2:53,1,24,DAL 14,27,13,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Tyrone Williams),-0.590,-1.760
4,2:48,2,24,DAL 14,27,13,Quincy Carter pass complete to Aveion Cason for 23 yards (tackle by Kevin McCadam),-1.760,0.760
4,2:38,3,1,DAL 37,27,13,Quincy Carter up the middle for 3 yards (tackle by Brady Smith),0.760,1.600
4,2:38,,,,27,13,Timeout #1 by Dallas Cowboys,0.000,1.600
4,2:38,1,10,DAL 40,27,13,Quincy Carter sacked by Ed Jasper for 0 yards,1.600,1.050
4,2:12,2,10,DAL 40,27,13,Quincy Carter pass complete to Antonio Bryant for 54 yards (tackle by Kevin McCadam),1.050,5.830
4,2:01,,,,27,13,Timeout #2 by Dallas Cowboys,0.000,5.830
4,2:01,1,6,ATL 6,27,13,Troy Hambrick up the middle for 4 yards (tackle by Terrence Robinson),5.830,5.720
4,1:57,2,2,ATL 2,27,13,Quincy Carter sacked by Kevin McCadam for -8 yards,5.720,3.130
4,1:25,3,10,ATL 10,27,13,Quincy Carter pass incomplete,3.130,2.760
4,1:15,4,10,ATL 10,27,13,Quincy Carter pass incomplete intended for Richie Anderson,2.760,0.380
4,1:10,1,10,ATL 10,27,13,Doug Johnson for -1 yards,-0.380,-0.850
4,0:55,2,11,ATL 9,27,13,Doug Johnson for -3 yards,-0.850,-1.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
