Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"John Carney kicks off 65 yards, returned by Allen Rossum for 24 yards (tackle by Danny Clark)",0.000,0.870
1,14:55,1,10,ATL 29,0,0,Warrick Dunn right end for 6 yards (tackle by Scott Fujita and Josh Bullocks),0.870,1.140
1,14:07,2,4,ATL 35,0,0,Michael Vick pass incomplete short left intended for Michael Jenkins,1.140,0.430
1,14:03,3,4,ATL 35,0,0,"Michael Vick sacked by Scott Fujita for -6 yards. Michael Vick fumbles (forced by Scott Fujita), ball out of bounds at ATL-29",0.430,-1.440
1,13:37,4,10,ATL 29,0,6,"Michael Koenen punts, blocked by Steve Gleason, recovered by Curtis DeLoatch, touchdown",-1.440,-7.000
1,,,,ATL 2,0,7,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 30,0,7,"John Carney kicks off 65 yards, returned by Allen Rossum for 23 yards (tackle by Terrance Copper)",0.000,0.810
1,13:23,1,10,ATL 28,0,7,Michael Vick for 4 yards (tackle by Fred Thomas),0.810,0.800
1,12:44,2,6,ATL 32,0,7,Michael Vick pass complete short right to Michael Jenkins for 8 yards (tackle by Josh Bullocks),0.800,1.600
1,12:05,1,10,ATL 40,0,7,Michael Vick pass incomplete short left intended for Alge Crumpler,1.600,1.050
1,12:00,2,10,ATL 40,0,7,Warrick Dunn left guard for 4 yards (tackle by Charles Grant),1.050,0.890
1,11:18,3,6,ATL 44,0,7,Michael Vick pass complete deep right to Ashley Lelie for 48 yards (tackle by Mike McKenzie),0.890,5.370
1,10:32,1,8,NOR 8,0,7,Warrick Dunn right tackle for 1 yard (tackle by Mike McKenzie),5.370,4.760
1,9:56,2,7,NOR 7,0,7,Michael Vick pass incomplete short left intended for Alge Crumpler (defended by Roman Harper),4.760,3.810
1,9:50,3,7,NOR 7,0,7,Michael Vick pass incomplete short middle intended for Alge Crumpler,3.810,2.970
1,9:45,4,7,NOR 7,3,7,Morten Andersen 26 yard field goal good,2.970,3.000
1,,,,ATL 30,3,7,"Michael Koenen kicks off 67 yards, returned by Aaron Stecker for 14 yards (tackle by Omare Lowe)",0.000,-0.060
1,9:37,1,10,NOR 17,3,7,Drew Brees pass complete short left to Deuce McAllister for 3 yards (tackle by Michael Boley),-0.060,-0.060
1,8:59,2,7,NOR 20,3,7,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Chris Crocker),-0.060,-0.240
1,8:17,3,2,NOR 25,3,7,Drew Brees pass incomplete short right intended for Marques Colston (defended by Darrell Shropshire),-0.240,-1.700
1,8:12,4,2,NOR 25,3,7,"Steve Weatherford punts 39 yards, returned by Allen Rossum for 6 yards (tackle by Omar Stoutmire)",-1.700,-1.730
1,8:01,1,10,ATL 42,3,7,Michael Vick pass incomplete short left intended for Alge Crumpler (defended by Josh Bullocks),1.730,1.190
1,7:55,2,10,ATL 42,3,7,Warrick Dunn right end for 2 yards (tackle by Charles Grant and Mark Simoneau),1.190,0.760
1,7:15,3,8,ATL 44,3,7,Michael Vick pass incomplete short right intended for Roddy White (defended by Mike McKenzie),0.760,-0.460
1,7:06,4,8,ATL 44,3,7,"Michael Koenen punts 56 yards, touchback",-0.460,-0.280
1,6:59,1,10,NOR 20,3,7,Deuce McAllister right tackle for 3 yards (tackle by Lawyer Milloy),0.280,0.140
1,6:23,2,7,NOR 23,3,7,Drew Brees pass complete short left to Joe Horn for 11 yards (tackle by Keith Brooking),0.140,1.200
1,5:39,1,10,NOR 34,3,7,Drew Brees pass incomplete deep right intended for Joe Horn,1.200,0.660
1,5:33,2,10,NOR 34,3,7,Drew Brees pass complete short middle to Devery Henderson for 14 yards (tackle by Demorrio Williams),0.660,2.130
1,4:53,1,10,NOR 48,3,7,Reggie Bush left end for -3 yards (tackle by Michael Boley),2.130,1.180
1,4:10,2,13,NOR 45,3,7,Reggie Bush middle for 5 yards (tackle by Roderick Coleman and Michael Boley),1.180,1.160
1,3:31,,,,3,7,Timeout #1 by Atlanta Falcons,0.000,1.160
1,3:31,3,8,NOR 50,3,7,"Drew Brees pass complete short right to Marques Colston for 28 yards (tackle by Kevin Mathis). Penalty on Josh Mallard: Roughing the Passer, 11 yards",1.160,4.840
1,3:04,1,10,ATL 11,3,13,"Devery Henderson right end for 11 yards, touchdown",4.840,7.000
1,,,,ATL 2,3,14,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 30,3,14,"John Carney kicks off 61 yards, returned by Jerious Norwood for 35 yards (tackle by Jason Craft)",0.000,1.860
1,2:48,1,10,ATL 44,3,14,Warrick Dunn left guard for no gain (tackle by Will Smith and Rodney Leisle),1.860,1.320
1,2:08,2,10,ATL 44,3,14,Warrick Dunn right tackle for 4 yards (tackle by Roman Harper and Mark Simoneau),1.320,1.160
1,1:27,3,6,ATL 48,3,14,Michael Vick pass incomplete short left intended for Alge Crumpler (defended by Scott Fujita),1.160,-0.190
1,1:22,4,6,ATL 48,3,14,"Michael Koenen punts 52 yards, touchback",-0.190,-0.280
1,1:14,1,10,NOR 20,3,14,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Lawyer Milloy),0.280,0.410
1,0:37,2,5,NOR 25,3,14,Reggie Bush left tackle for 3 yards (tackle by Grady Jackson),0.410,0.100
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,NOR 28,3,14,"Deuce McAllister right guard for 2 yards (tackle by Lawyer Milloy). Penalty on Jammal Brown: Offensive Holding, 10 yards",0.100,-0.960
2,14:39,3,10,NOR 20,3,14,Drew Brees pass incomplete short right intended for Aaron Stecker (defended by Michael Boley),-0.960,-2.030
2,14:33,4,10,NOR 20,3,14,Steve Weatherford punts 43 yards,-2.030,-1.400
2,14:21,1,10,ATL 37,3,14,Warrick Dunn right guard for 13 yards (tackle by Scott Fujita),1.400,2.260
2,13:42,1,10,NOR 50,3,14,Warrick Dunn left tackle for 5 yards (tackle by Scott Shanle and Josh Bullocks),2.260,2.390
2,13:06,2,5,NOR 45,3,14,"Penalty on Kynan Forney: False Start, 5 yards (no play)",2.390,1.710
