Quarter,Time,Tm,Detail,NWE,MIA
1.0,3:32,Patriots,Kendrick Bourne 24 yard pass from Mac Jones (Chad Ryland kick),7,0
,0:17,Dolphins,Tyreek Hill 42 yard pass from Tua Tagovailoa (Jason Sanders kick),7,7
2.0,6:10,Dolphins,Cedrick Wilson Jr. 1 yard pass from Tua Tagovailoa (Jason Sanders kick),7,14
,0:26,Dolphins,Jason Sanders 30 yard field goal,7,17
3.0,12:45,Patriots,Chad Ryland 38 yard field goal,10,17
,7:35,Dolphins,Raheem Mostert 1 yard rush (Jason Sanders kick),10,24
4.0,8:30,Patriots,JuJu Smith-Schuster 3 yard pass from Mac Jones (Chad Ryland kick),17,24
,2:43,Dolphins,Jaylen Waddle 31 yard pass from Tua Tagovailoa (Jason Sanders kick),17,31
