Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Lockett,SEA,5,4,24,0,1,20,5.0,4,1.0,5.8,0,,0,0.0,0,86.7
D.K. Metcalf,SEA,8,4,65,1,3,36,9.0,29,7.3,10.9,1,4.0,1,12.5,0,117.2
Freddie Swain,SEA,4,3,20,1,1,10,3.3,10,3.3,3.3,0,,0,0.0,0,125.0
Alex Collins,SEA,2,2,34,0,1,8,4.0,26,13.0,4.0,0,,0,0.0,0,118.7
Will Dissly,SEA,2,2,5,0,,-7,-3.5,12,6.0,-3.5,0,,0,0.0,0,79.2
Chris Carson,SEA,1,1,1,0,0,-5,-5.0,6,6.0,-5.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Deebo Samuel,SFO,13,8,156,2,5,70,8.8,86,10.8,9.3,2,4.0,0,0.0,0,142.9
Kyle Juszczyk,SFO,4,4,41,0,2,9,2.3,32,8.0,2.3,0,,0,0.0,0,109.4
George Kittle,SFO,10,4,40,0,2,18,4.5,22,5.5,9.2,1,4.0,0,0.0,1,12.5
Mohamed Sanu,SFO,5,4,35,0,3,21,5.3,14,3.5,5.4,0,,0,0.0,0,95.8
Brandon Aiyuk,SFO,3,1,15,0,1,8,8.0,7,7.0,15.3,0,,1,33.3,0,50.7
Ross Dwelley,SFO,1,1,21,1,1,21,21.0,0,0.0,21.0,0,,0,0.0,0,158.3
Jauan Jennings,SFO,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7
Trent Sherfield,SFO,2,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
