Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,CIN 30,0,0,"Mike Nugent kicks off 76 yards, touchback",0.000,0.280
1,15:00,1,10,IND 20,0,0,Donald Brown middle for 4 yards (tackle by Michael Johnson),0.280,0.270
1,14:32,2,6,IND 24,0,0,Donald Brown right end for no gain (tackle by Dhani Jones),0.270,-0.430
1,13:47,3,6,IND 24,0,0,Peyton Manning pass incomplete deep middle intended for Jacob Tamme (defended by Rico Murray),-0.430,-1.770
1,13:40,4,6,IND 24,0,0,"Pat McAfee punts 46 yards, fair catch by Quan Cosby",-1.770,-0.940
1,13:31,1,10,CIN 30,0,0,Cedric Benson right end for 3 yards (tackle by Philip Wheeler and Daniel Muir),0.940,0.800
1,12:48,2,7,CIN 33,0,0,Cedric Benson right end for 6 yards (tackle by Kelvin Hayden),0.800,0.890
1,12:09,3,1,CIN 39,0,0,Cedric Benson middle for 2 yards (tackle by Daniel Muir and Antoine Bethea),0.890,1.660
1,11:32,1,10,CIN 41,0,0,Andre Caldwell left end for -2 yards (tackle by Kavell Conner),1.660,0.850
1,10:48,2,12,CIN 39,0,0,Carson Palmer pass complete short left to Cedric Benson for 3 yards (tackle by Jerraud Powers),0.850,0.560
1,10:04,3,9,CIN 42,0,0,Carson Palmer pass incomplete short left intended for Chad Johnson,0.560,-0.590
1,9:59,4,9,CIN 42,0,0,"Kevin Huber punts 52 yards, returned by Brandon James for 2 yards (tackle by Rico Murray)",-0.590,0.380
1,9:50,1,10,IND 8,0,0,Peyton Manning pass complete deep middle to Reggie Wayne for 18 yards (tackle by Rico Murray),-0.380,0.670
1,9:16,1,10,IND 26,0,0,Donald Brown middle for 2 yards (tackle by Dhani Jones and Reggie Nelson),0.670,0.400
1,8:39,2,8,IND 28,0,0,Peyton Manning pass incomplete short right intended for Reggie Wayne,0.400,-0.300
1,8:35,3,8,IND 28,0,0,Peyton Manning pass complete short middle to Pierre Garcon for 14 yards (tackle by Johnathan Joseph),-0.300,1.730
1,8:03,1,10,IND 42,0,0,Peyton Manning pass complete short middle to Jacob Tamme for 20 yards (tackle by Nedu Ndukwe),1.730,3.050
1,7:24,1,10,CIN 38,0,0,Donald Brown left end for 3 yards (tackle by Michael Johnson),3.050,2.910
1,6:51,2,7,CIN 35,0,0,Peyton Manning pass complete short right to Jacob Tamme for 8 yards (tackle by Rico Murray and Dhani Jones),2.910,3.780
1,6:08,1,10,CIN 27,0,0,Peyton Manning pass complete short right to Pierre Garcon for -2 yards (tackle by Geno Atkins and Nedu Ndukwe),3.780,2.960
1,5:36,2,12,CIN 29,0,0,Donald Brown right end for 1 yard (tackle by Brandon Johnson),2.960,2.410
1,5:02,3,11,CIN 28,0,0,Peyton Manning pass complete short left to Jacob Tamme for 14 yards (tackle by Dhani Jones),2.410,4.650
1,4:23,1,10,CIN 14,0,0,Donald Brown middle for 4 yards (tackle by Geno Atkins),4.650,4.710
1,3:39,2,6,CIN 10,0,0,Peyton Manning pass incomplete short right intended for Jacob Tamme,4.710,3.820
1,3:33,3,6,CIN 10,0,0,Peyton Manning pass incomplete short left intended for Jacob Tamme,3.820,2.790
1,3:30,4,6,CIN 10,0,3,Adam Vinatieri 28 yard field goal good,2.790,3.000
1,,,,IND 30,0,3,"Pat McAfee kicks off 73 yards, returned by Bernard Scott for 25 yards (tackle by Cody Glenn)",0.000,0.410
1,3:16,1,10,CIN 22,0,3,Cedric Benson right end for 1 yard (tackle by Pat Angerer and Kelvin Hayden),0.410,0.000
1,2:37,2,9,CIN 23,0,9,"Carson Palmer pass incomplete short right intended for Terrell Owens is intercepted by Kelvin Hayden at CIN-31 and returned for 31 yards, touchdown",0.000,-7.000
1,,,,CIN 2,0,10,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,0,10,"Pat McAfee kicks off 72 yards, returned by Bernard Scott for 24 yards (tackle by Cody Glenn)",0.000,0.410
1,2:22,1,10,CIN 22,0,10,"Cedric Benson right guard for 1 yard (tackle by Kavell Conner). Cedric Benson fumbles (forced by Kavell Conner), recovered by Antonio Johnson at CIN-25 (tackle by Jermaine Gresham)",0.410,-3.910
1,2:14,1,10,CIN 25,0,10,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Rico Murray),3.910,3.360
1,2:08,2,10,CIN 25,0,10,Peyton Manning pass complete short left to Gijon Robinson for 5 yards (tackle by Dhani Jones),3.360,3.340
1,1:36,3,5,CIN 20,0,10,Peyton Manning pass complete short right to Jacob Tamme for 5 yards (tackle by Rico Murray),3.340,4.580
,,,,,,,"CIN challenged the first down ruling, and the play was upheld.",,
1,1:00,1,10,CIN 15,0,10,Peyton Manning pass complete short left to Pierre Garcon for 4 yards (tackle by Rico Murray),4.580,4.640
1,0:28,2,6,CIN 11,0,10,Javarris James right end for 7 yards (tackle by Roy Williams),4.640,6.280
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,CIN 4,0,10,Javarris James right end for 1 yard (tackle by Nedu Ndukwe and Michael Johnson),6.280,5.530
2,14:30,2,3,CIN 3,0,16,"Javarris James left guard for 3 yards, touchdown",5.530,7.000
2,,,,CIN 2,0,17,Adam Vinatieri kicks extra point good,0.000,0.000
