0,1
Game Info,Game Info
Won Toss,Ravens
Roof,outdoors
Surface,sportturf
Duration,3:24
Attendance,69909
Weather,"47 degrees, relative humidity 0%, wind 10 mph, wind chill 0"
Vegas Line,Baltimore Ravens -7.0
Over/Under,37.0 (under)
