Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Dave Rayner kicks off 71 yards, returned by Andre Hall for 33 yards (tackle by Greg Wesley)",0.000,1.070
1,14:54,1,10,DEN 32,0,0,Jay Cutler pass complete short right to Selvin Young for 3 yards (tackle by Patrick Surtain),1.070,0.930
1,14:19,2,7,DEN 35,0,0,Jay Cutler pass complete short left to Brandon Marshall for 10 yards (tackle by Patrick Surtain),0.930,1.930
1,13:49,1,10,DEN 45,0,0,Jay Cutler pass incomplete deep left intended for Glenn Martinez,1.930,1.380
1,13:44,2,10,DEN 45,0,0,Selvin Young up the middle for 34 yards (tackle by Jarrad Page),1.380,4.170
1,13:06,1,10,KAN 21,0,0,"Selvin Young right end for 6 yards (tackle by Derrick O. Johnson). Penalty on Glenn Martinez: Illegal Block Above the Waist, 10 yards (no play)",4.170,3.510
1,12:44,1,20,KAN 31,0,0,Selvin Young up the middle for -4 yards (tackle by Derrick O. Johnson),3.510,1.740
1,12:03,2,24,KAN 35,0,0,Jay Cutler pass complete short left to Tony Scheffler for 9 yards (tackle by Napoleon Harris),1.740,2.280
1,11:21,3,15,KAN 26,0,0,Jay Cutler pass incomplete short right intended for Glenn Martinez (defended by Turk McBride),2.280,1.740
1,11:16,4,15,KAN 26,3,0,Jason Elam 44 yard field goal good,1.740,3.000
1,,,,DEN 30,3,0,"Todd Sauerbrun kicks off 59 yards, returned by Eddie Drummond for 16 yards (tackle by Cecil Sapp)",0.000,0.740
1,11:07,1,10,KAN 27,3,0,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",0.740,0.410
1,11:07,1,15,KAN 22,3,0,Priest Holmes up the middle for 5 yards (tackle by Dre' Bly),0.410,0.200
1,10:33,2,10,KAN 27,3,0,Priest Holmes left end for 11 yards (tackle by Hamza Abdullah),0.200,1.470
1,10:05,1,10,KAN 38,3,0,Damon Huard pass complete short left to Dwayne Bowe for 5 yards (tackle by Nate Webster),1.470,1.600
1,9:26,2,5,KAN 43,3,0,Priest Holmes left end for no gain (tackle by Ian Gold),1.600,0.890
1,8:44,3,5,KAN 43,3,0,Damon Huard pass incomplete short right intended for Dwayne Bowe (defended by Domonique Foxworth),0.890,-0.520
1,8:40,4,5,KAN 43,3,0,"Dustin Colquitt punts 46 yards. Penalty on Hamza Abdullah: Offensive Holding, 5 yards",-0.520,0.380
1,8:29,1,10,DEN 6,3,0,Jay Cutler pass complete deep right to Brandon Marshall for 38 yards (tackle by Patrick Surtain),-0.380,1.860
1,7:48,1,10,DEN 44,3,0,Jay Cutler pass complete short left to Tony Scheffler for 1 yard (tackle by Derrick O. Johnson),1.860,1.450
1,7:04,2,9,DEN 45,3,0,Jay Cutler pass incomplete intended for Brandon Stokley is intercepted by Derrick O. Johnson at KAN-48 and returned for 12 yards (tackle by Brandon Stokley),1.450,-2.920
1,6:58,1,10,DEN 40,3,0,Priest Holmes up the middle for 3 yards (tackle by Josh Mallard),2.920,2.780
1,6:21,2,7,DEN 37,3,0,Damon Huard pass complete short left to Dwayne Bowe for 16 yards (tackle by Hamza Abdullah),2.780,4.170
1,5:56,1,10,DEN 21,3,0,Damon Huard pass incomplete deep left intended for Tony Gonzalez,4.170,3.630
1,5:49,2,10,DEN 21,3,0,Damon Huard pass incomplete short middle intended for Tony Gonzalez (defended by Antwon Burton),3.630,2.940
1,5:47,3,10,DEN 21,3,0,Damon Huard pass incomplete short middle intended for Tony Gonzalez,2.940,2.060
1,5:42,4,10,DEN 21,3,3,Dave Rayner 38 yard field goal good,2.060,3.000
1,,,,KAN 30,3,3,"Dave Rayner kicks off 75 yards, returned by Andre Hall for 28 yards (tackle by Keyaron Fox). Penalty on Jamie Winborn: Offensive Holding, 10 yards",0.000,-0.320
1,5:33,1,10,DEN 13,3,3,Jay Cutler pass complete short right to Selvin Young for 11 yards (tackle by Donnie Edwards),-0.320,0.540
1,4:54,1,10,DEN 24,3,3,Selvin Young right end for 15 yards (tackle by Jarrad Page),0.540,1.530
1,4:12,1,10,DEN 39,3,3,Jay Cutler pass incomplete deep middle intended for Tony Scheffler (defended by Greg Wesley),1.530,0.990
1,4:05,2,10,DEN 39,3,3,Selvin Young right end for -1 yards (tackle by Donnie Edwards),0.990,0.170
1,3:22,3,11,DEN 38,3,3,Jay Cutler pass incomplete short left intended for Brandon Stokley,0.170,-0.850
1,3:18,4,11,DEN 38,3,3,"Todd Sauerbrun punts 44 yards, returned by Eddie Drummond for 4 yards (tackle by Nate Webster). Penalty on Paul Smith: Ineligible Downfield Kick, 5 yards (no play)",-0.850,-1.180
1,3:07,4,16,DEN 33,3,3,"Todd Sauerbrun punts 47 yards, returned by Eddie Drummond for 6 yards (tackle by Nick Ferguson)",-1.180,-0.670
1,2:53,1,10,KAN 26,3,3,Damon Huard pass complete short left to Dwayne Bowe for 16 yards,0.670,1.730
1,2:26,1,10,KAN 42,3,3,Priest Holmes up the middle for 4 yards (tackle by D.J. Williams),1.730,1.730
1,1:44,2,6,KAN 46,3,3,"Penalty on Sam Adams: Encroachment, 5 yards (no play)",1.730,2.400
1,1:25,2,1,DEN 49,3,3,Damon Huard pass incomplete deep left intended for Eddie Kennison is intercepted by Karl Paymah at DEN-2,2.400,0.380
1,1:16,1,10,DEN 2,3,3,Selvin Young up the middle for -1 yards (tackle by Derrick O. Johnson),-0.380,-0.850
1,0:43,2,11,DEN 1,3,3,Selvin Young up the middle for 4 yards (tackle by Donnie Edwards). Penalty on Matt Lepsis: Illegal Formation (no play),-0.850,-0.850
1,0:15,2,11,DEN 1,3,3,Selvin Young up the middle for 4 yards (tackle by Tamba Hali),-0.850,-1.070
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DEN 5,3,3,Jay Cutler pass complete short left to Brandon Marshall for 5 yards (tackle by Tyron Brackenridge). Penalty on Tony Scheffler: Ineligible Downfield Pass (Declined),-1.070,-2.490
2,14:41,4,2,DEN 10,3,5,"Todd Sauerbrun punts no gain, safety",-2.490,-2.000
2,,,,DEN 20,3,5,"Todd Sauerbrun kicks off 62 yards, returned by Eddie Drummond for 14 yards (tackle by Jordan Beck)",0.000,1.070
2,14:29,1,10,KAN 32,3,5,Priest Holmes left tackle for 3 yards (tackle by Nate Webster),1.070,0.930
2,13:48,2,7,KAN 35,3,5,Priest Holmes left end for no gain (tackle by D.J. Williams),0.930,0.230
2,13:13,3,7,KAN 35,3,5,Damon Huard pass incomplete short right intended for Kris Wilson,0.230,-1.040
2,13:08,4,7,KAN 35,3,5,Dustin Colquitt punts 31 yards,-1.040,-1.200
2,12:58,1,10,DEN 34,3,5,Jay Cutler pass incomplete deep left intended for Brandon Marshall,1.200,0.660
2,12:52,2,10,DEN 34,3,5,Jay Cutler pass incomplete short right intended for Brandon Stokley (defended by Tamba Hali),0.660,-0.030
2,12:49,,,,3,5,Timeout #1 by Denver Broncos,0.000,-0.030
2,12:49,3,10,DEN 34,3,5,Jay Cutler pass complete deep middle to Brandon Marshall for 17 yards (tackle by Ty Law),-0.030,2.320
2,12:14,1,10,KAN 49,3,5,Selvin Young right tackle for 2 yards (tackle by Derrick O. Johnson),2.320,2.050
2,11:37,2,8,KAN 47,3,5,Jay Cutler pass incomplete short middle intended for Selvin Young (defended by Jared Allen),2.050,1.360
2,11:31,3,8,KAN 47,3,5,Jay Cutler pass complete short left to Brandon Stokley for 13 yards (tackle by Patrick Surtain),1.360,3.310
2,10:52,1,10,KAN 34,3,5,Jay Cutler sacked by Jared Allen for -6 yards,3.310,1.960
2,10:16,2,16,KAN 40,3,5,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Patrick Surtain),1.960,2.350
2,9:28,3,8,KAN 32,3,5,Jay Cutler pass incomplete short right intended for Brandon Stokley,2.350,1.240
2,9:23,4,8,KAN 32,6,5,Jason Elam 50 yard field goal good,1.240,3.000
2,,,,DEN 30,6,5,"Todd Sauerbrun kicks off 63 yards, returned by Eddie Drummond for 18 yards (tackle by Jordan Beck)",0.000,0.610
2,9:13,1,10,KAN 25,6,5,Priest Holmes up the middle for 3 yards (tackle by Nate Webster),0.610,0.470
2,8:38,2,7,KAN 28,6,5,Priest Holmes up the middle for 6 yards (tackle by Ian Gold),0.470,0.560
2,8:05,3,1,KAN 34,6,5,Damon Huard pass complete short right to Tony Gonzalez for 10 yards (tackle by D.J. Williams),0.560,1.860
2,7:25,1,10,KAN 44,6,5,Damon Huard sacked by Ian Gold for -4 yards,1.860,0.780
2,6:47,2,14,KAN 40,6,5,Priest Holmes left tackle for 11 yards (tackle by Karl Paymah),0.780,1.550
2,6:05,3,3,DEN 49,6,5,Damon Huard pass complete short middle to Dwayne Bowe for 13 yards (tackle by Hamza Abdullah),1.550,3.180
2,5:23,1,10,DEN 36,6,5,Damon Huard pass complete deep left to Dwayne Bowe for 23 yards (tackle by Dre' Bly),3.180,4.710
2,4:33,1,10,DEN 13,6,5,Priest Holmes left end for 4 yards (tackle by John Engelberger and D.J. Williams),4.710,4.770
2,4:04,2,6,DEN 9,6,5,Priest Holmes up the middle for 4 yards (tackle by D.J. Williams),4.770,4.780
2,3:29,3,2,DEN 5,6,5,Priest Holmes left end for -13 yards (tackle by Nate Webster),4.780,2.250
2,2:44,4,15,DEN 18,6,8,Dave Rayner 36 yard field goal good,2.250,3.000
2,,,,KAN 30,6,8,"Dave Rayner kicks off 65 yards, returned by Andre Hall for 19 yards (tackle by Keyaron Fox)",0.000,0.540
2,2:35,1,10,DEN 24,6,8,Jay Cutler pass complete short middle to Selvin Young for 6 yards (tackle by Derrick O. Johnson),0.540,0.810
2,2:00,2,4,DEN 30,6,8,"Jay Cutler pass complete short left to Brandon Marshall for 7 yards (tackle by Benny Sapp). Penalty on Benny Sapp: Face Mask (5 Yards), 5 yards",0.810,1.730
2,1:53,,,,6,8,Timeout #2 by Denver Broncos,0.000,1.730
2,1:52,1,10,DEN 42,6,8,Jay Cutler pass complete short middle to Tony Scheffler for 9 yards (tackle by Derrick O. Johnson),1.730,2.400
2,1:38,,,,6,8,Timeout #3 by Denver Broncos,0.000,2.400
2,1:23,2,1,KAN 49,6,8,Patrick Ramsey pass incomplete intended for Brandon Stokley,2.400,1.690
2,1:23,3,1,KAN 49,6,8,Patrick Ramsey for 2 yards (tackle by Derrick O. Johnson),1.690,2.460
