Player,Pos
Damon Huard,QB
Priest Holmes,RB
Kris Wilson,FB
Eddie Kennison,WR
Dwayne Bowe,WR
Tony Gonzalez,TE
Damion McIntosh,LT
Brian Waters,LG
Casey Wiegmann,C
John Welbourn,RG
Chris Terry,RT
Tamba Hali,LDE
Ron Edwards,LDT
Alfonso Boone,RDT
Jared Allen,RDE
Donnie Edwards,OLB
Derrick Johnson,OLB
Napoleon Harris,LB
Ty Law,LCB
Patrick Surtain,RCB
Bernard Pollard,SS
Jarrad Page,FS
