Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Le'Veon Bell,KAN,15,62,1,5,37,2.5,25,1.7,1,15.0
Clyde Edwards-Helaire,KAN,14,79,0,3,36,2.6,43,3.1,1,14.0
Patrick Mahomes,KAN,7,37,0,4,37,5.3,0,0.0,0,
Darrel Williams,KAN,3,5,0,1,1,0.3,4,1.3,0,
Mecole Hardman,KAN,1,-5,0,0,-5,-5.0,0,0.0,0,
Tyreek Hill,KAN,1,1,0,0,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,11,54,0,2,31,2.8,23,2.1,0,
Latavius Murray,NOR,4,3,0,0,0,0.0,3,0.8,0,
Taysom Hill,NOR,2,3,1,1,1,0.5,2,1.0,1,2.0
