Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
1,10:39,3,15,KAN 34,0,0,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman (defended by Chauncey Gardner-Johnson),-0.360,-1.110
1,10:32,4,15,KAN 34,0,0,"Tommy Townsend punts 61 yards, returned by Tommylee Lewis for 17 yards (tackle by James Winchester and Antonio Hamilton)",-1.110,-0.410
1,10:19,1,10,NOR 22,0,0,Drew Brees pass incomplete short right intended for Alvin Kamara,0.410,-0.130
1,10:16,2,10,NOR 22,0,0,Alvin Kamara right guard for 5 yards (tackle by Anthony Hitchens and Alex Okafor),-0.130,-0.160
1,9:39,3,5,NOR 27,0,0,Drew Brees pass short right intended for Lil'Jordan Humphrey is intercepted by L'Jarius Sneed at NO-39 and returned for 3 yards,-0.160,-3.180
1,9:33,1,10,NOR 36,0,0,Le'Veon Bell left end for 1 yard (tackle by Malcolm Jenkins),3.180,2.770
1,9:15,2,9,NOR 35,0,0,"Patrick Mahomes pass complete short right to Mecole Hardman for 4 yards (tackle by Demario Davis and Chauncey Gardner-Johnson). Penalty on Marcus Davenport: Defensive Offside, 5 yards (no play)",2.770,3.450
1,8:51,2,4,NOR 30,0,0,"Penalty on Demarcus Robinson: False Start, 5 yards (no play)",3.450,2.770
1,8:30,2,9,NOR 35,0,0,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,2.770,2.080
1,8:25,3,9,NOR 35,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Malcolm Jenkins),2.080,3.970
1,7:46,1,10,NOR 24,0,0,Patrick Mahomes left end for 13 yards (tackle by Marcus Williams),3.970,4.840
1,7:04,1,10,NOR 11,0,0,Patrick Mahomes pass incomplete short left,4.840,4.140
1,6:55,2,10,NOR 11,0,0,Patrick Mahomes pass complete short right to Deon Yelder for 6 yards (tackle by Chauncey Gardner-Johnson and Demario Davis),4.140,4.440
1,6:24,3,4,NOR 5,6,0,"Patrick Mahomes pass complete short right to Tyreek Hill for 5 yards, touchdown",4.440,7.000
1,6:18,,,NOR 15,7,0,Harrison Butker kicks extra point good,0.000,0.000
1,6:18,,,KAN 35,7,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,6:18,1,10,NOR 25,7,0,Alvin Kamara right guard for 4 yards (tackle by Ben Niemann),0.610,0.600
1,5:46,2,6,NOR 29,7,0,Alvin Kamara left guard for 2 yards (tackle by Anthony Hitchens),0.600,0.170
1,5:17,3,4,NOR 31,7,0,Drew Brees pass incomplete deep right intended for Emmanuel Sanders,0.170,-1.310
1,5:12,4,4,NOR 31,7,0,"Thomas Morstead punts 47 yards, returned by Mecole Hardman for -2 yards (tackle by J.T. Gray)",-1.310,-0.280
1,4:59,1,10,KAN 20,7,0,Patrick Mahomes pass complete short right to Le'Veon Bell for 14 yards (tackle by Alex Anzalone and Janoris Jenkins),0.280,1.200
1,4:23,1,10,KAN 34,7,0,Patrick Mahomes sacked by Carl Granderson for -8 yards,1.200,-0.420
1,3:37,2,18,KAN 26,7,0,Patrick Mahomes pass complete short middle to Sammy Watkins for 10 yards (tackle by Janoris Jenkins),-0.420,0.230
1,2:57,3,8,KAN 36,7,0,Patrick Mahomes pass complete short right to Sammy Watkins for 23 yards (tackle by Janoris Jenkins),0.230,2.850
1,2:15,1,10,NOR 41,7,0,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,2.850,2.310
1,2:09,2,10,NOR 41,7,0,Patrick Mahomes pass complete short left to Demarcus Robinson for 23 yards (tackle by Janoris Jenkins),2.310,4.370
1,1:36,1,10,NOR 18,7,0,Mecole Hardman right end for -5 yards (tackle by Cameron Jordan),4.370,3.150
1,0:57,2,15,NOR 23,7,0,Patrick Mahomes pass incomplete short right,3.150,2.480
1,0:50,3,15,NOR 23,7,0,Patrick Mahomes pass complete short left to Tyreek Hill for 19 yards (tackle by P.J. Williams),2.480,6.280
1,0:19,1,4,NOR 4,7,0,Clyde Edwards-Helaire left guard for 3 yards (tackle by Demario Davis and Cameron Jordan),6.280,5.910
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NOR 1,13,0,"Patrick Mahomes pass complete short right to Travis Kelce for 1 yard, touchdown",5.910,7.000
2,14:58,,,NOR 15,14,0,Harrison Butker kicks extra point good,0.000,0.000
2,14:58,,,KAN 35,14,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,14:58,1,10,NOR 25,14,0,Drew Brees pass incomplete short left intended for Juwan Johnson,0.610,0.060
2,14:54,2,10,NOR 25,14,0,Latavius Murray left guard for 3 yards (tackle by Tershawn Wharton),0.060,-0.230
2,14:20,3,7,NOR 28,14,0,Drew Brees sacked by L'Jarius Sneed for -9 yards,-0.230,-2.140
2,13:35,4,16,NOR 19,14,0,"Thomas Morstead punts 51 yards, returned by Mecole Hardman for no gain (tackle by Kaden Elliss)",-2.140,-0.940
2,13:24,1,10,KAN 30,14,0,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire (defended by Shy Tuttle),0.940,0.390
2,13:18,2,10,KAN 30,14,0,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,0.390,-0.300
2,13:12,3,10,KAN 30,14,0,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,-0.300,-1.370
2,13:09,4,10,KAN 30,14,0,"Tommy Townsend punts 45 yards, returned by Tommylee Lewis for 9 yards (tackle by James Winchester)",-1.370,-1.200
2,13:01,1,10,NOR 34,14,0,Alvin Kamara right tackle for 7 yards (tackle by Daniel Sorensen),1.200,1.600
2,12:32,2,3,NOR 41,14,0,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by Daniel Sorensen),1.600,1.990
2,11:50,1,10,NOR 46,14,0,Drew Brees pass incomplete short right intended for Taysom Hill (defended by L'Jarius Sneed),1.990,1.450
2,11:45,2,10,NOR 46,14,0,Drew Brees pass incomplete short left intended for Latavius Murray,1.450,0.760
2,11:38,3,10,NOR 46,14,0,Drew Brees pass complete deep right to Emmanuel Sanders for 51 yards (tackle by Tyrann Mathieu),0.760,6.510
2,10:54,1,3,KAN 3,14,0,Taysom Hill right end for 2 yards (tackle by Charvarius Ward),6.510,5.910
2,10:24,2,1,KAN 1,14,6,"Taysom Hill left guard for 1 yard, touchdown",5.910,7.000
2,10:21,,,KAN 15,14,7,Wil Lutz kicks extra point good,0.000,0.000
2,10:21,,,NOR 35,14,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,10:21,1,10,KAN 25,14,7,Le'Veon Bell right tackle for 8 yards (tackle by Malcolm Jenkins and Demario Davis),0.610,1.140
2,9:44,2,2,KAN 33,14,7,Le'Veon Bell left end for 4 yards (tackle by Marcus Davenport and Kwon Alexander),1.140,1.400
2,9:03,1,10,KAN 37,14,7,Patrick Mahomes sacked by. Patrick Mahomes fumbles out of bounds,1.400,0.450
2,8:35,2,13,KAN 34,14,7,Clyde Edwards-Helaire left guard for 11 yards (tackle by Demario Davis),0.450,1.220
2,7:48,3,2,KAN 45,14,7,Clyde Edwards-Helaire left tackle for 6 yards (tackle by Demario Davis),1.220,2.320
2,7:13,1,10,NOR 49,14,7,Clyde Edwards-Helaire left end for 7 yards (tackle by Marshon Lattimore),2.320,2.730
2,6:43,2,3,NOR 42,14,7,Darrel Williams right guard for 1 yard (tackle by Kwon Alexander and Shy Tuttle),2.730,2.150
2,6:06,3,2,NOR 41,14,7,Patrick Mahomes pass incomplete short right intended for Travis Kelce (defended by Marshon Lattimore),2.150,0.530
2,5:59,,,,,,Timeout #1 by Kansas City Chiefs,,
2,5:59,4,2,NOR 41,14,7,"Patrick Mahomes pass complete short middle to Stefen Wisniewski for 7 yards (tackle by Demario Davis and Chauncey Gardner-Johnson). Penalty on Stefen Wisniewski: Illegal Touch Pass, 5 yards (no play)",0.530,0.200
2,5:41,4,7,NOR 46,14,7,"Tommy Townsend punts 37 yards, fair catch by Tommylee Lewis at NO-9",0.200,0.380
2,5:35,1,10,NOR 9,14,7,Alvin Kamara right guard for 11 yards (tackle by Charvarius Ward),-0.380,0.280
2,5:01,1,10,NOR 20,14,7,Latavius Murray right guard for 2 yards (tackle by L'Jarius Sneed and Anthony Hitchens),0.280,0.000
2,4:21,2,8,NOR 22,14,7,"Drew Brees pass complete short right to Latavius Murray for 2 yards (tackle by Ben Niemann and Mike Pennel). Penalty on Cesar Ruiz: Offensive Holding, 10 yards",0.000,-1.180
2,3:57,2,16,NOR 14,14,7,Alvin Kamara right tackle for 3 yards (tackle by Frank Clark and Daniel Sorensen),-1.180,-1.510
2,3:26,3,13,NOR 17,14,7,Drew Brees pass incomplete short right intended for Alvin Kamara,-1.510,-2.320
2,3:22,4,13,NOR 17,14,7,"Thomas Morstead punts 45 yards, fair catch by Mecole Hardman at KC-38. Penalty on L'Jarius Sneed: Offensive Holding (Offsetting) . Penalty on Daniel Sorensen: Offensive Holding (Offsetting) (no play)",-2.320,-2.320
2,3:14,4,13,NOR 17,14,7,Thomas Morstead punts 47 yards out of bounds,-2.320,-1.330
2,3:05,1,10,KAN 36,14,7,Clyde Edwards-Helaire left guard for 6 yards (tackle by Cameron Jordan),1.330,1.600
2,2:33,2,4,KAN 42,14,7,Patrick Mahomes pass complete short right to Tyreek Hill for 2 yards (tackle by Malcolm Jenkins),1.600,1.160
2,2:00,3,2,KAN 44,14,7,Darrel Williams right guard for 3 yards (tackle by Demario Davis),1.160,2.060
2,1:41,1,10,KAN 47,14,7,Patrick Mahomes sacked by Trey Hendrickson for -2 yards,2.060,1.250
2,1:34,,,,,,Timeout #2 by New Orleans Saints,,
2,1:34,2,12,KAN 45,14,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.250,0.560
2,1:29,3,12,KAN 45,14,7,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,0.560,-0.390
2,1:23,4,12,KAN 45,14,7,"Tommy Townsend punts 41 yards, fair catch by Tommylee Lewis at NO-14. Penalty on Carl Granderson: Unnecessary Roughness, 7 yards",-0.390,0.380
2,1:16,1,10,NOR 7,14,7,Drew Brees pass complete short right to Alvin Kamara for 21 yards (tackle by Juan Thornhill),-0.380,0.810
2,0:51,1,10,NOR 28,14,7,Drew Brees pass complete short right to Jared Cook for 8 yards (tackle by Ben Niemann),0.810,1.340
2,0:29,2,2,NOR 36,14,7,Drew Brees pass incomplete deep middle intended for Jared Cook,1.340,0.630
2,0:25,3,2,NOR 36,14,7,Drew Brees pass incomplete short left intended for Juwan Johnson (defended by Bashaud Breeland),0.630,-0.980
2,0:20,4,2,NOR 36,14,9,"Thomas Morstead punts 51 yards, returned by Demarcus Robinson for -13 yards (tackle by Craig Robertson). Demarcus Robinson fumbles, ball out of bounds at KC-6 (forced by Craig Robertson)",-0.980,2.000
2,0:03,,,KAN 20,14,9,"Tommy Townsend kicks off 57 yards, returned by Tommylee Lewis for 34 yards (tackle by Byron Pringle)",0.000,0.280
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,14,9,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,14,9,"Drew Brees pass complete deep middle to Tre'Quan Smith for 25 yards (tackle by Willie Gay). Penalty on Chris Jones: Roughing the Passer, 15 yards",0.610,3.250
3,14:36,1,10,KAN 35,14,9,Latavius Murray left end for -4 yards (tackle by Tyrann Mathieu). Penalty on Josh Hill: Offensive Holding (Declined),3.250,2.160
3,14:17,2,14,KAN 39,14,9,"Drew Brees pass incomplete deep left intended for Taysom Hill. Penalty on L'Jarius Sneed: Defensive Pass Interference, 19 yards (no play)",2.160,4.240
3,14:11,1,10,KAN 20,14,9,"Drew Brees pass incomplete deep middle intended for Jared Cook (defended by Tyrann Mathieu). Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",4.240,3.580
3,14:05,1,20,KAN 30,14,9,Alvin Kamara right tackle for 6 yards (tackle by Ben Niemann),3.580,3.150
3,13:29,2,14,KAN 24,14,15,"Drew Brees pass complete short left to Latavius Murray for 24 yards, touchdown",3.150,7.000
3,13:16,,,KAN 2,14,15,"Two Point Attempt: Drew Brees pass incomplete intended for Taysom Hill, conversion fails",1.000,-1.000
3,13:16,,,NOR 35,14,15,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,13:16,1,10,KAN 25,14,15,Clyde Edwards-Helaire left end for 16 yards (tackle by Malcolm Jenkins),0.610,1.660
3,12:49,1,10,KAN 41,14,15,Patrick Mahomes pass complete short left to Travis Kelce for 13 yards (tackle by Malcolm Jenkins),1.660,2.520
3,12:15,1,10,NOR 46,14,15,Clyde Edwards-Helaire left tackle for 1 yard (tackle by Kwon Alexander),2.520,2.110
3,11:41,2,9,NOR 45,14,15,Patrick Mahomes pass complete short right to Demarcus Robinson for 4 yards (tackle by Janoris Jenkins and Demario Davis),2.110,1.950
3,11:00,3,5,NOR 41,14,15,Patrick Mahomes pass complete short left to Sammy Watkins for 20 yards (tackle by Marshon Lattimore),1.950,4.170
3,10:22,1,10,NOR 21,14,15,Patrick Mahomes pass complete short middle to Mecole Hardman for 9 yards (tackle by Kwon Alexander),4.170,5.160
3,9:54,2,1,NOR 12,14,15,Le'Veon Bell left tackle for 3 yards (tackle by Sheldon Rankins),5.160,5.140
3,9:13,1,9,NOR 9,14,15,Le'Veon Bell left guard for 4 yards (tackle by Marcus Williams and Demario Davis),5.140,5.150
3,8:31,2,5,NOR 5,20,15,"Patrick Mahomes pass complete short left to Mecole Hardman for 5 yards, touchdown, touchdown",5.150,7.000
3,8:23,,,NOR 15,21,15,Harrison Butker kicks extra point good,0.000,0.000
3,8:23,,,KAN 35,21,15,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,8:23,1,10,NOR 25,21,15,Latavius Murray right guard for 2 yards (tackle by Derrick Nnadi and Alex Okafor),0.610,0.330
3,7:43,2,8,NOR 27,21,15,Drew Brees pass incomplete short right intended for Tommylee Lewis,0.330,-0.360
3,7:36,3,8,NOR 27,21,15,Drew Brees pass incomplete short middle intended for Juwan Johnson,-0.360,-1.570
3,7:32,4,8,NOR 27,21,15,"Thomas Morstead punts 47 yards, returned by Mecole Hardman for -1 yards (tackle by J.T. Gray)",-1.570,-0.610
3,7:23,1,10,KAN 25,21,15,Clyde Edwards-Helaire right guard for 5 yards (tackle by Sheldon Rankins),0.610,0.740
3,6:49,2,5,KAN 30,21,15,"Patrick Mahomes pass incomplete short left intended for Sammy Watkins. Penalty on Janoris Jenkins: Defensive Pass Interference, 13 yards (no play)",0.740,1.800
3,6:45,1,10,KAN 43,21,15,"Clyde Edwards-Helaire left guard for 3 yards (tackle by Shy Tuttle and Sheldon Rankins). Penalty on Sammy Watkins: Illegal Block Above the Waist, 10 yards",1.800,1.330
3,6:21,1,17,KAN 36,21,15,"Patrick Mahomes pass incomplete short right. Penalty on Chauncey Gardner-Johnson: Defensive Holding, 5 yards (no play)",1.330,1.660
3,6:13,1,10,KAN 41,21,15,Patrick Mahomes pass incomplete deep right intended for Sammy Watkins,1.660,1.120
3,6:03,2,10,KAN 41,21,15,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman (defended by Chauncey Gardner-Johnson),1.120,0.430
3,5:57,3,10,KAN 41,21,15,Patrick Mahomes pass complete short middle to Tyreek Hill for 16 yards (tackle by Malcolm Jenkins),0.430,2.720
3,5:20,1,10,NOR 43,21,15,Darrel Williams right guard for 1 yard (tackle by David Onyemata and Malcolm Roach),2.720,2.310
3,4:44,2,9,NOR 42,21,15,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,2.310,1.620
3,4:40,3,9,NOR 42,21,15,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman (defended by Marcus Williams),1.620,0.460
3,4:34,4,9,NOR 42,21,15,"Tommy Townsend punts 25 yards, fair catch by Tommylee Lewis at NO-17",0.460,0.060
3,4:27,1,10,NOR 17,21,15,Drew Brees pass incomplete deep right intended for Jared Cook,-0.060,-0.580
3,4:22,2,10,NOR 17,21,15,Alvin Kamara right end for 4 yards (tackle by Derrick Nnadi and Daniel Sorensen),-0.580,-0.750
3,3:43,3,6,NOR 21,21,15,"Drew Brees pass incomplete deep right. Penalty on Drew Brees: Intentional Grounding, 10 yards",-0.750,-2.490
3,3:38,4,16,NOR 11,21,15,"Thomas Morstead punts 49 yards, returned by Mecole Hardman for 1 yard (tackle by Justin Hardee)",-2.490,-1.660
3,3:28,1,10,KAN 41,21,15,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Shy Tuttle),1.660,2.340
3,2:48,2,1,KAN 50,21,15,Le'Veon Bell right end for 2 yards (tackle by David Onyemata and Chauncey Gardner-Johnson),2.340,2.390
3,2:08,1,10,NOR 48,21,15,Patrick Mahomes pass complete short right to Travis Kelce for 9 yards (tackle by Kwon Alexander),2.390,3.060
3,1:32,2,1,NOR 39,21,15,Le'Veon Bell right guard for 1 yard (tackle by Malcolm Roach and Demario Davis),3.060,3.050
3,0:56,1,10,NOR 38,21,15,Le'Veon Bell right guard for 6 yards (tackle by Chauncey Gardner-Johnson),3.050,3.320
3,0:16,2,4,NOR 32,21,15,Le'Veon Bell left end for 3 yards (tackle by Malcolm Roach),3.320,3.010
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NOR 29,21,15,Patrick Mahomes right end for 2 yards (tackle by Malcolm Jenkins),3.010,3.780
4,14:32,1,10,NOR 27,21,15,Le'Veon Bell right guard for 1 yard (tackle by Malcolm Jenkins and David Onyemata),3.780,3.370
4,13:55,2,9,NOR 26,21,15,"Patrick Mahomes pass incomplete short left intended for Demarcus Robinson (defended by Chauncey Gardner-Johnson). Penalty on Cameron Jordan: Disqualification, 13 yards",3.370,4.710
4,13:50,1,10,NOR 13,27,15,"Patrick Mahomes right end for 1 yard, lateral to Le'Veon Bell for 12 yards, touchdown",4.710,7.000
4,13:44,,,NOR 2,29,15,"Two Point Attempt: Patrick Mahomes pass complete to Travis Kelce, conversion succeeds",1.000,1.000
4,13:44,,,KAN 35,29,15,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,13:44,1,10,NOR 25,29,15,Drew Brees pass incomplete short middle intended for Jared Cook (defended by Willie Gay),0.610,0.060
4,13:39,2,10,NOR 25,29,15,Alvin Kamara right tackle for 5 yards (tackle by Rashad Fenton),0.060,0.040
4,13:13,3,5,NOR 30,29,15,Drew Brees pass incomplete short right intended for Lil'Jordan Humphrey (defended by L'Jarius Sneed),0.040,-1.370
4,13:09,4,5,NOR 30,29,15,"Thomas Morstead punts 48 yards, fair catch by Mecole Hardman at KC-22",-1.370,-0.410
4,13:02,1,10,KAN 22,29,15,Clyde Edwards-Helaire left guard for 4 yards (tackle by Marcus Davenport and Sheldon Rankins),0.410,0.410
4,12:21,2,6,KAN 26,29,15,Patrick Mahomes pass complete short right to Mecole Hardman for 8 yards (tackle by Janoris Jenkins),0.410,1.200
4,11:50,1,10,KAN 34,29,15,Clyde Edwards-Helaire right guard for no gain (tackle by Shy Tuttle),1.200,0.660
4,11:10,2,10,KAN 34,29,15,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Sheldon Rankins),0.660,-0.030
4,11:04,3,10,KAN 34,29,15,"Patrick Mahomes sacked by Trey Hendrickson for -9 yards. Patrick Mahomes fumbles (forced by Trey Hendrickson), recovered by Kwon Alexander at KC-25",-0.030,-3.910
4,10:56,1,10,KAN 25,29,15,Drew Brees pass complete short middle to Michael Burton for 9 yards (tackle by Ben Niemann and L'Jarius Sneed),3.910,4.750
4,10:24,2,1,KAN 16,29,15,Alvin Kamara right guard for 2 yards (tackle by Ben Niemann and Derrick Nnadi),4.750,4.650
4,9:50,1,10,KAN 14,29,21,"Drew Brees pass complete short middle to Alvin Kamara for 14 yards, touchdown",4.650,7.000
4,9:43,,,KAN 15,29,22,Wil Lutz kicks extra point good,0.000,0.000
4,9:43,,,NOR 35,29,22,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,9:43,1,10,KAN 25,29,22,Patrick Mahomes pass complete deep right to Tyreek Hill for 16 yards,0.610,1.660
4,9:12,1,10,KAN 41,29,22,Clyde Edwards-Helaire right end for 8 yards (tackle by Marshon Lattimore and P.J. Williams),1.660,2.200
4,8:36,2,2,KAN 49,29,22,Patrick Mahomes pass complete short right to Sammy Watkins for 7 yards (tackle by Marshon Lattimore),2.200,2.650
4,8:05,1,10,NOR 44,29,22,Patrick Mahomes left end for 24 yards (tackle by Marshon Lattimore),2.650,4.240
4,7:25,1,10,NOR 20,29,22,Le'Veon Bell left guard for 4 yards (tackle by Shy Tuttle and Demario Davis),4.240,4.280
4,6:43,2,6,NOR 16,29,22,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Malcolm Roach and Demario Davis),4.280,5.140
4,5:55,1,9,NOR 9,29,22,Clyde Edwards-Helaire right guard for 4 yards (tackle by P.J. Williams and Malcolm Jenkins),5.140,5.150
4,5:15,2,5,NOR 5,29,22,Le'Veon Bell right guard for 1 yard (tackle by David Onyemata),5.150,4.490
4,4:27,3,4,NOR 4,29,22,Patrick Mahomes pass incomplete short right,4.490,3.030
4,4:21,4,4,NOR 4,32,22,Harrison Butker 22 yard field goal good,3.030,3.000
4,4:18,,,KAN 35,32,22,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,4:18,1,10,NOR 25,32,22,Drew Brees pass incomplete short right intended for Alvin Kamara (defended by Daniel Sorensen),0.610,0.060
4,4:14,2,10,NOR 25,32,22,Drew Brees pass complete short right to Emmanuel Sanders for 8 yards (tackle by Charvarius Ward),0.060,0.430
4,3:51,3,2,NOR 33,32,22,Drew Brees pass incomplete deep left intended for Juwan Johnson (defended by Bashaud Breeland),0.430,-1.180
4,3:44,4,2,NOR 33,32,22,Drew Brees pass complete deep middle to Jared Cook for 21 yards (tackle by Ben Niemann),-1.180,2.520
4,3:20,1,10,KAN 46,32,22,Drew Brees pass complete short middle to Lil'Jordan Humphrey for 12 yards (tackle by Ben Niemann),2.520,3.310
4,2:42,1,10,KAN 34,32,22,Drew Brees pass complete short right to Emmanuel Sanders for 5 yards (tackle by Charvarius Ward),3.310,3.450
4,2:34,,,,,,Timeout #1 by New Orleans Saints,,
4,2:34,2,5,KAN 29,32,22,Drew Brees pass complete short right to Emmanuel Sanders for 12 yards (tackle by Bashaud Breeland),3.450,4.440
4,2:12,1,10,KAN 17,32,28,"Drew Brees pass complete deep left to Lil'Jordan Humphrey for 17 yards, touchdown",4.440,7.000
4,2:06,,,KAN 15,32,29,Wil Lutz kicks extra point good,0.000,0.000
4,2:06,,,NOR 35,32,29,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,2:06,1,10,KAN 25,32,29,Le'Veon Bell right guard for 2 yards (tackle by Demario Davis and David Onyemata),0.610,0.330
4,2:00,2,8,KAN 27,32,29,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Malcolm Jenkins),0.330,1.400
4,1:52,,,,,,Timeout #2 by New Orleans Saints,,
4,1:52,1,10,KAN 37,32,29,Le'Veon Bell left guard for 5 yards (tackle by Zack Baun and Marcus Davenport),1.400,1.530
4,1:45,,,,,,Timeout #3 by New Orleans Saints,,
4,1:45,2,5,KAN 42,32,29,"Le'Veon Bell right end for 5 yards (tackle by Demario Davis). Penalty on Demario Davis: Face Mask (15 Yards), 15 yards",1.530,3.050
4,1:37,1,10,NOR 38,32,29,Patrick Mahomes kneels for -1 yards,3.050,2.370
4,0:56,2,11,NOR 39,32,29,Patrick Mahomes kneels for -1 yards,2.370,1.550
4,0:22,3,12,NOR 40,32,29,Patrick Mahomes kneels for -1 yards,1.550,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
