0,1
Officials,Officials
Referee,Robert Frazer
Umpire,Lemuel Hawkins
Head Linesman,Michael Bell
Line Judge,John Vachon
Back Judge,Greg Hay
Side Judge,Steve Hendley
Field Judge,Larry Farina
