Quarter,Time,Tm,Detail,TEN,JAX
1.0,12:10,Titans,Gary Anderson 43 yard field goal,3,0
,4:33,Titans,Eddie George 1 yard rush (Gary Anderson kick),10,0
2.0,14:17,Jaguars,Seth Marler 49 yard field goal,10,3
,7:26,Titans,Tyrone Calico 7 yard pass from Steve McNair (Gary Anderson kick),17,3
,3:38,Jaguars,Jimmy Smith 49 yard pass from Byron Leftwich (Seth Marler kick),17,10
,0:01,Titans,Gary Anderson 43 yard field goal,20,10
3.0,8:36,Titans,Eddie George 1 yard rush (Gary Anderson kick),27,10
4.0,1:47,Titans,Gary Anderson 33 yard field goal,30,10
,0:05,Jaguars,George Wrighster 5 yard pass from David Garrard (Seth Marler kick),30,17
