Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2,1:48,1,20,TEN 43,17,10,Steve McNair pass complete to Tyrone Calico for 6 yards (tackle by Fernando Bryant),1.800,1.370
2,1:35,2,14,TEN 49,17,10,"Penalty on Justin McCareins: False Start, 5 yards (no play)",1.370,0.700
2,1:35,2,19,TEN 44,17,10,Steve McNair pass complete to Drew Bennett for 8 yards (tackle by Donovin Darius),0.700,1.090
2,0:49,,,,17,10,Timeout #1 by Tennessee Titans,0.000,1.090
2,0:49,3,11,JAX 48,17,10,Steve McNair pass complete to Drew Bennett for 10 yards (tackle by James Trapp),1.090,0.720
2,0:21,,,,17,10,Timeout #2 by Tennessee Titans,0.000,0.720
2,0:21,4,1,JAX 38,17,10,Steve McNair pass complete to Drew Bennett for 3 yards (tackle by Donovin Darius),0.720,3.250
2,0:13,,,,17,10,Timeout #3 by Tennessee Titans,0.000,3.250
2,0:13,1,10,JAX 35,17,10,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Fernando Bryant),3.250,3.910
2,0:06,1,10,JAX 25,20,10,Gary Anderson 43 yard field goal good,3.910,3.000
2,,,,TEN 30,20,10,"Craig Hentrich kicks off 41 yards, muffed by LaBrandon Toefield, recovered by LaBrandon Toefield at JAX-30, and returned for 13 yards",0.000,0.940
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,20,10,"Craig Hentrich kicks off 54 yards, returned by LaBrandon Toefield for 9 yards (tackle by Darrell Hill)",0.000,0.610
3,14:56,1,10,JAX 25,20,10,Fred Taylor right tackle for 15 yards (tackle by Rocky Calmus),0.610,1.600
3,14:21,1,10,JAX 40,20,10,Fred Taylor right tackle for no gain (tackle by Keith Bulluck),1.600,1.050
3,13:46,2,10,JAX 40,20,10,"Byron Leftwich pass complete to Marc Edwards for 6 yards (tackle by Andre Woolfolk). Penalty on LaBrandon Toefield: Offensive Holding, 10 yards (no play)",1.050,-0.300
3,13:20,2,20,JAX 30,20,10,Byron Leftwich pass complete to Troy Edwards for 15 yards (tackle by Andre Woolfolk),-0.300,1.030
3,12:47,3,5,JAX 45,20,10,Byron Leftwich pass complete to Cortez Hankton for 3 yards (tackle by Andre Woolfolk),1.030,-0.190
3,12:15,4,2,JAX 48,20,10,"Mark Royals punts 43 yards, returned by Justin McCareins for no gain",-0.190,0.380
3,12:06,1,10,TEN 9,20,10,Steve McNair pass complete to Erron Kinney for no gain,-0.380,-0.780
3,11:25,2,10,TEN 9,20,10,Eddie George up the middle for 1 yard (tackle by Tony Brackens),-0.780,-1.300
3,10:42,3,9,TEN 10,20,10,Steve McNair pass incomplete intended for Justin McCareins,-1.300,-2.490
3,10:36,4,9,TEN 10,20,10,"Craig Hentrich punts 48 yards, returned by David Allen for 12 yards (tackle by Rocky Calmus)",-2.490,-2.520
3,10:25,1,10,TEN 46,20,10,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Albert Haynesworth),2.520,1.980
3,10:19,2,10,TEN 46,20,10,"Byron Leftwich sacked by Jevon Kearse for -4 yards. Byron Leftwich fumbles (forced by Jevon Kearse), recovered by Robaire Smith at tm_-50 and returned for 43 yards (tackle by Fred Taylor)",1.980,-5.600
3,10:06,1,7,JAX 7,20,10,Robert Holcombe right tackle for -1 yards (tackle by Fernando Bryant),5.600,4.570
3,9:23,2,8,JAX 8,20,10,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Akin Ayodele),4.570,5.170
3,8:42,3,1,JAX 1,26,10,"Eddie George up the middle for 1 yard, touchdown",5.170,7.000
3,,,,JAX 2,27,10,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,27,10,"Craig Hentrich kicks off 57 yards, returned by David Allen for 18 yards (tackle by Eddie Berlin)",0.000,1.000
3,8:30,1,10,JAX 31,27,10,Fred Taylor right tackle for 3 yards (tackle by Carlos Hall),1.000,0.870
3,7:52,2,7,JAX 34,27,10,"Penalty on Maurice Williams: False Start, 5 yards (no play)",0.870,0.190
3,7:31,2,12,JAX 29,27,10,Byron Leftwich pass complete to Kyle Brady for 14 yards (tackle by Tony Beckham),0.190,1.800
3,7:05,1,10,JAX 43,27,10,Byron Leftwich pass incomplete intended for Kyle Brady,1.800,1.250
3,7:04,2,10,JAX 43,27,10,Byron Leftwich pass complete to Fred Taylor for 8 yards (tackle by Peter Sirmon),1.250,1.620
3,6:19,3,2,TEN 49,27,10,Chris Fuamatu-Ma'afala up the middle for 6 yards (tackle by Lance Schulters),1.620,2.720
3,5:43,1,10,TEN 43,27,10,Byron Leftwich pass complete to Chris Fuamatu-Ma'afala for 2 yards (tackle by Keith Bulluck),2.720,2.450
3,5:01,2,8,TEN 41,27,10,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Andre Dyson),2.450,1.750
3,4:56,3,8,TEN 41,27,10,Byron Leftwich pass incomplete intended for Troy Edwards,1.750,0.530
3,4:51,4,8,TEN 41,27,10,Byron Leftwich pass incomplete,0.530,-1.660
3,4:44,1,10,TEN 41,27,10,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Akin Ayodele),1.660,1.930
3,4:04,2,4,TEN 47,27,10,Eddie George right tackle for -2 yards (tackle by Paul Spicer),1.930,0.960
3,3:20,3,6,TEN 45,27,10,Steve McNair pass complete to Derrick Mason for 10 yards (tackle by Deke Cooper),0.960,2.590
3,2:39,1,10,JAX 45,27,10,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Marcus Stroud: Roughing the Passer, 15 yards (no play)",2.590,3.580
3,2:31,1,10,JAX 30,27,10,Robert Holcombe left end for no gain (tackle by Rashean Mathis and John Henderson),3.580,3.030
3,1:44,2,10,JAX 30,27,10,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",3.030,2.360
3,1:23,2,15,JAX 35,27,10,Steve McNair pass incomplete intended for Frank Wycheck is intercepted by Tony Brackens at JAX-34 and returned for 4 yards (tackle by Frank Wycheck),2.360,-1.470
3,1:15,1,10,JAX 38,27,10,"Fred Taylor right tackle for no gain (tackle by Kevin Carter). Penalty on Carlos Hall: Defensive Offside, 5 yards (no play)",1.470,2.200
3,0:56,1,5,JAX 43,27,10,Fred Taylor up the middle for 6 yards (tackle by Keith Bulluck),2.200,2.190
3,0:14,1,10,JAX 49,27,10,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Albert Haynesworth),2.190,1.650
3,0:10,2,10,JAX 49,27,10,Byron Leftwich pass complete to Troy Edwards for 15 yards (tackle by Tony Beckham),1.650,3.180
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 36,27,10,Byron Leftwich pass complete to Fred Taylor for 3 yards (tackle by Tony Beckham),3.180,3.040
4,14:32,2,7,TEN 33,27,10,Byron Leftwich pass complete to Fred Taylor for 6 yards (tackle by Peter Sirmon),3.040,3.140
4,13:57,3,1,TEN 27,27,10,Byron Leftwich pass complete to Marc Edwards for 7 yards (tackle by Lance Schulters),3.140,4.240
4,13:16,1,10,TEN 20,27,10,Byron Leftwich pass incomplete intended for Marc Edwards,4.240,3.690
4,13:10,2,10,TEN 20,27,10,Byron Leftwich pass incomplete intended for Cortez Hankton is intercepted by Tony Beckham at TEN-0,3.690,-0.280
4,13:01,1,10,TEN 20,27,10,Eddie George right tackle for 6 yards (tackle by Hugh Douglas),0.280,0.540
4,12:18,2,4,TEN 26,27,10,Eddie George up the middle for 5 yards (tackle by T.J. Slaughter),0.540,1.000
4,11:35,1,10,TEN 31,27,10,Eddie George left tackle for 5 yards (tackle by Deke Cooper),1.000,1.140
4,10:49,2,5,TEN 36,27,10,Eddie George left tackle for 5 yards (tackle by T.J. Slaughter),1.140,1.660
4,9:59,1,10,TEN 41,27,10,Eddie George left tackle for 2 yards (tackle by Rashean Mathis),1.660,1.390
4,9:14,2,8,TEN 43,27,10,Robert Holcombe right tackle for no gain (tackle by T.J. Slaughter),1.390,0.700
4,8:29,3,8,TEN 43,27,10,Steve McNair pass complete to Justin McCareins for 8 yards (tackle by Fernando Bryant),0.700,2.320
4,7:53,1,10,JAX 49,27,10,Eddie George right tackle for 7 yards (tackle by Deke Cooper),2.320,2.730
4,7:09,2,3,JAX 42,27,10,Eddie George left tackle for -2 yards (tackle by Paul Spicer),2.730,1.750
4,7:09,3,5,JAX 44,27,10,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",1.750,1.090
4,5:58,3,10,JAX 49,27,10,Robert Holcombe up the middle for 21 yards (tackle by Fernando Bryant),1.090,3.710
4,5:10,1,10,JAX 28,27,10,Eddie George right tackle for 2 yards (tackle by T.J. Slaughter and John Henderson),3.710,3.440
4,4:26,2,8,JAX 26,27,10,Eddie George left tackle for 5 yards (tackle by Paul Spicer),3.440,3.400
4,3:45,3,3,JAX 21,27,10,Eddie George left tackle for 5 yards (tackle by Donovin Darius),3.400,4.510
4,3:05,1,10,JAX 16,27,10,Eddie George left tackle for 2 yards (tackle by Paul Spicer),4.510,4.210
4,2:21,2,8,JAX 14,27,10,Eddie George right tackle for -2 yards (tackle by Deke Cooper),4.210,3.080
4,2:00,3,10,JAX 16,27,10,Eddie George up the middle for 1 yard (tackle by Marcus Stroud),3.080,2.440
4,1:51,,,,27,10,Timeout #1 by Tennessee Titans,0.000,2.440
4,1:51,4,9,JAX 15,30,10,Gary Anderson 33 yard field goal good,2.440,3.000
4,,,,TEN 30,30,10,"Craig Hentrich kicks off 69 yards, returned by David Allen for 13 yards (tackle by Rocky Boiman)",0.000,-0.280
4,1:40,1,10,JAX 14,30,10,David Garrard pass complete to Marc Edwards for 7 yards (tackle by Scott McGarrahan),-0.280,0.280
4,1:32,2,3,JAX 21,30,10,David Garrard pass incomplete intended for Marc Edwards (defended by Robaire Smith),0.280,-0.560
4,1:27,3,3,JAX 21,30,10,David Garrard pass complete to LaBrandon Toefield for 4 yards (tackle by Mike Echols),-0.560,0.610
4,1:19,1,10,JAX 25,30,10,David Garrard pass complete to LaBrandon Toefield for 3 yards (tackle by Mike Echols),0.610,0.470
4,1:13,2,7,JAX 28,30,10,David Garrard pass incomplete intended for Troy Edwards,0.470,-0.230
4,1:07,3,7,JAX 28,30,10,David Garrard pass complete to J.J. Stokes for 20 yards (tackle by Lamont Thompson),-0.230,2.130
4,0:43,1,10,JAX 48,30,10,David Garrard pass complete to George Wrighster for 8 yards (tackle by Rocky Calmus),2.130,2.660
4,0:37,,,,30,10,Timeout #1 by Jacksonville Jaguars,0.000,2.660
4,0:37,2,2,TEN 44,30,10,David Garrard pass complete to Troy Edwards for 28 yards (tackle by Scott McGarrahan),2.660,4.510
4,0:31,1,10,TEN 16,30,10,David Garrard pass complete to Jimmy Smith for 4 yards (tackle by Juqua Parker),4.510,4.570
4,0:23,,,,30,10,Timeout #2 by Jacksonville Jaguars,0.000,4.570
4,0:23,2,6,TEN 12,30,10,David Garrard pass incomplete intended for Jimmy Smith,4.570,3.730
4,0:18,3,6,TEN 12,30,10,David Garrard pass complete to Jimmy Smith for 7 yards (tackle by Mike Echols),3.730,6.060
4,0:09,,,,30,10,Timeout #3 by Jacksonville Jaguars,0.000,6.060
4,0:09,1,5,TEN 5,30,16,"David Garrard pass complete to George Wrighster for 5 yards, touchdown",6.060,7.000
4,,,,TEN 2,30,17,Seth Marler kicks extra point good,0.000,0.000
4,,,,JAX 30,30,17,"Seth Marler kicks off 54 yards, returned by Robert Holcombe for 7 yards (tackle by Cortez Hankton)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
