Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Seth Marler kicks off 57 yards, returned by Justin McCareins for 10 yards (tackle by James Trapp)",0.000,0.480
1,14:55,1,10,TEN 23,0,0,Steve McNair pass complete to Erron Kinney for 19 yards (tackle by Deke Cooper),0.480,1.730
1,14:13,1,10,TEN 42,0,0,Steve McNair pass complete to Drew Bennett for 27 yards (tackle by Deke Cooper),1.730,3.510
1,13:41,1,10,JAX 31,0,0,Eddie George up the middle for 3 yards (tackle by Mike Peterson),3.510,3.370
1,12:59,2,7,JAX 28,0,0,Steve McNair pass incomplete intended for Derrick Mason,3.370,2.680
1,12:51,3,7,JAX 28,0,0,Steve McNair pass complete to Eddie George for 3 yards (tackle by Donovin Darius),2.680,1.880
1,12:14,4,4,JAX 25,3,0,Gary Anderson 43 yard field goal good,1.880,3.000
1,,,,TEN 30,3,0,"Craig Hentrich kicks off 50 yards, returned by Marc Edwards for no gain",0.000,0.670
1,12:03,1,10,JAX 26,3,0,"Penalty on Kyle Brady: False Start, 5 yards (no play)",0.670,0.340
1,12:03,1,15,JAX 21,3,0,"Troy Edwards for 7 yards (tackle by Jevon Kearse). Penalty on Jevon Kearse: Defensive Offside, 5 yards (no play)",0.340,0.670
1,11:41,1,10,JAX 26,3,0,Byron Leftwich pass complete to Fred Taylor for 4 yards (tackle by Tony Beckham),0.670,0.670
1,11:09,2,6,JAX 30,3,0,Fred Taylor up the middle for 1 yard (tackle by Keith Bulluck),0.670,0.100
1,10:31,3,5,JAX 31,3,0,Byron Leftwich pass incomplete intended for Jimmy Smith,0.100,-1.310
1,10:25,4,5,JAX 31,3,0,"Mark Royals punts 51 yards, returned by Justin McCareins for 11 yards (tackle by LaBrandon Toefield)",-1.310,-0.870
1,10:15,1,10,TEN 29,3,0,Eddie George left tackle for 14 yards (tackle by Deke Cooper),0.870,1.800
1,9:36,1,10,TEN 43,3,0,Eddie George left tackle for -3 yards (tackle by Rashean Mathis),1.800,0.850
1,8:54,2,13,TEN 40,3,0,Steve McNair pass complete to Eddie George for 14 yards (tackle by Deke Cooper),0.850,2.520
1,8:12,1,10,JAX 46,3,0,Eddie George left tackle for 13 yards (tackle by Marcus Stroud),2.520,3.380
1,7:30,1,10,JAX 33,3,0,Steve McNair pass complete to Derrick Mason for 12 yards (tackle by Fernando Bryant),3.380,4.170
1,6:48,1,10,JAX 21,3,0,Robert Holcombe right tackle for 6 yards (tackle by Akin Ayodele),4.170,4.550
1,6:03,2,4,JAX 15,3,0,Eddie George left guard for 11 yards (tackle by Deke Cooper and Donovin Darius),4.550,6.280
1,5:20,1,4,JAX 4,3,0,Eddie George right tackle for 3 yards (tackle by Akin Ayodele and Danny Clark),6.280,5.910
1,4:37,2,1,JAX 1,9,0,"Eddie George up the middle for 1 yard, touchdown",5.910,7.000
1,,,,JAX 2,10,0,Gary Anderson kicks extra point good,0.000,0.000
1,,,,TEN 30,10,0,"Craig Hentrich kicks off 62 yards, returned by LaBrandon Toefield for 16 yards (tackle by Eddie Berlin)",0.000,0.540
1,4:27,1,10,JAX 24,10,0,Byron Leftwich pass complete to Kyle Brady for 12 yards (tackle by Peter Sirmon),0.540,1.330
1,3:49,1,10,JAX 36,10,0,Fred Taylor for 8 yards (tackle by Keith Bulluck),1.330,1.870
1,3:21,2,2,JAX 44,10,0,Byron Leftwich pass complete to Kyle Brady for 5 yards (tackle by Peter Sirmon),1.870,2.190
1,2:39,1,10,JAX 49,10,0,Fred Taylor up the middle for 2 yards (tackle by Carlos Hall),2.190,1.920
1,2:02,2,8,TEN 49,10,0,Byron Leftwich pass complete to George Wrighster for 10 yards (tackle by Rocky Calmus),1.920,2.980
1,1:24,1,10,TEN 39,10,0,"Penalty on James H. Atkins: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
1,1:07,1,5,TEN 34,10,0,Troy Edwards left end for no gain (tackle by Peter Sirmon and Tony Beckham),3.710,3.120
1,0:23,2,5,TEN 34,10,0,Byron Leftwich sacked by Juqua Parker for -1 yards,3.120,2.280
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,TEN 35,10,0,Fred Taylor up the middle for 4 yards (tackle by Juqua Parker),2.280,1.400
2,14:23,4,2,TEN 31,10,3,Seth Marler 49 yard field goal good,1.400,3.000
2,,,,JAX 30,10,3,"Seth Marler kicks off 63 yards, returned by Justin McCareins for 19 yards (tackle by Deon Humphrey)",0.000,0.670
2,14:12,1,10,TEN 26,10,3,Eddie George left tackle for -2 yards (tackle by Hugh Douglas and Marcus Stroud),0.670,-0.140
2,13:32,2,12,TEN 24,10,3,Steve McNair pass complete to Derrick Mason for 7 yards (tackle by Deke Cooper),-0.140,0.100
2,13:03,3,5,TEN 31,10,3,Steve McNair pass incomplete intended for Shad Meier,0.100,-1.310
2,12:58,4,5,TEN 31,10,3,"Craig Hentrich punts 58 yards, returned by David Allen for 19 yards (tackle by Rocky Calmus). Penalty on Chris D. Brown: Offensive Holding, 10 yards",-1.310,-0.280
2,12:46,1,10,JAX 20,10,3,Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Andre Dyson at JAX-29,0.280,-3.640
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
2,12:40,1,10,JAX 29,10,3,Eddie George right tackle for 3 yards (tackle by Mike Peterson),3.640,3.510
2,12:04,2,7,JAX 26,10,3,Steve McNair pass complete to Eddie George for -4 yards (tackle by Fernando Bryant),3.510,2.280
2,11:17,3,11,JAX 30,10,3,Steve McNair pass complete to Tyrone Calico for 14 yards (tackle by Akin Ayodele),2.280,4.510
2,10:33,1,10,JAX 16,10,3,Robert Holcombe left tackle for 5 yards (tackle by Mike Peterson),4.510,4.760
2,9:53,2,5,JAX 11,10,3,Robert Holcombe right tackle for 6 yards (tackle by Donovin Darius),4.760,6.060
2,9:11,1,5,JAX 5,10,3,Robert Holcombe left tackle for -1 yards (tackle by Marcus Stroud),6.060,4.950
2,8:25,2,6,JAX 6,10,3,Eddie George right end for -1 yards (tackle by T.J. Slaughter),4.950,3.810
2,7:42,3,7,JAX 7,10,3,"Steve McNair pass incomplete. Penalty on Marcus Stroud: Roughing the Passer (Offsetting), Penalty on Steve McNair: Intentional Grounding (Offsetting) (no play)",3.810,3.810
2,7:34,3,7,JAX 7,16,3,"Steve McNair pass complete to Tyrone Calico for 7 yards, touchdown",3.810,7.000
2,,,,JAX 2,17,3,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,17,3,"Craig Hentrich kicks off 58 yards, returned by David Allen for 23 yards (tackle by Andre Woolfolk)",0.000,1.270
2,7:19,1,10,JAX 35,17,3,Byron Leftwich pass incomplete intended for Cortez Hankton,1.270,0.720
2,7:14,2,10,JAX 35,17,3,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Andre Dyson),0.720,0.040
2,7:09,3,10,JAX 35,17,3,Byron Leftwich pass complete to Troy Edwards for 5 yards (tackle by Andre Dyson),0.040,-0.720
2,6:58,4,5,JAX 40,17,3,Mark Royals punts 47 yards,-0.720,0.320
2,6:48,1,10,TEN 13,17,3,Eddie George left end for 5 yards (tackle by Rashean Mathis),-0.320,-0.140
2,6:20,2,5,TEN 18,17,3,"Eddie George left tackle for no gain (tackle by Marcus Stroud). Penalty on Erron Kinney: Offensive Holding, 9 yards (no play)",-0.140,-1.070
2,5:52,2,14,TEN 9,17,3,Robert Holcombe up the middle for 3 yards (tackle by Marcus Stroud),-1.070,-1.540
2,5:17,,,,17,3,Timeout #2 by Jacksonville Jaguars,0.000,-1.540
2,5:17,3,11,TEN 12,17,3,Robert Holcombe up the middle for 3 yards (tackle by Anthony Mitchell),-1.540,-2.440
2,4:37,4,8,TEN 15,17,3,Craig Hentrich punts 43 yards,-2.440,-1.730
2,4:27,1,10,JAX 42,17,3,Fred Taylor left end for 9 yards (tackle by Jevon Kearse),1.730,2.400
2,3:47,2,1,TEN 49,17,9,"Byron Leftwich pass complete to Jimmy Smith for 49 yards, touchdown",2.400,7.000
2,,,,TEN 2,17,10,Seth Marler kicks extra point good,0.000,0.000
2,,,,JAX 30,17,10,"Seth Marler kicks off 65 yards, returned by Justin McCareins for 25 yards (tackle by Chris D. Brown)",0.000,0.940
2,3:32,1,10,TEN 30,17,10,Steve McNair pass incomplete intended for Erron Kinney (defended by Rashean Mathis),0.940,0.390
2,3:25,2,10,TEN 30,17,10,Steve McNair pass complete to Robert Holcombe for 11 yards (tackle by Donovin Darius),0.390,1.660
2,2:48,1,10,TEN 41,17,10,Steve McNair pass complete to Robert Holcombe for 9 yards (tackle by Rashean Mathis),1.660,2.340
2,2:05,2,1,JAX 50,17,10,Steve McNair pass incomplete intended for Derrick Mason,2.340,1.620
2,2:01,3,1,JAX 50,17,10,Robert Holcombe up the middle for 3 yards (tackle by Anthony Mitchell),1.620,2.460
2,1:56,1,10,JAX 47,17,10,"Steve McNair pass incomplete intended for Derrick Mason. Penalty on Robert Holcombe: Offensive Holding, 10 yards (no play)",2.460,1.800
