Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,0,16,"Todd Sauerbrun kicks off 67 yards, returned by Aveion Cason for 33 yards (tackle by Hamza Abdullah)",0.000,1.330
3,14:52,1,10,DET 36,0,16,Jon Kitna pass incomplete deep middle intended for Calvin Johnson,1.330,0.790
3,14:47,2,10,DET 36,0,16,Jon Kitna pass complete short left to Mike Furrey for 6 yards (tackle by Domonique Foxworth),0.790,0.890
3,14:11,3,4,DET 42,0,16,Jon Kitna pass incomplete short right intended for Roy E. Williams,0.890,-0.590
3,14:05,4,4,DET 42,0,16,Nick Harris punts 55 yards,-0.590,0.380
3,13:55,1,10,DEN 3,0,16,Travis Henry right end for 1 yard (tackle by Dewayne White),-0.380,-0.710
3,13:17,2,9,DEN 4,0,16,Patrick Ramsey pass incomplete short left intended for Brandon Marshall,-0.710,-1.300
3,13:12,3,9,DEN 4,0,16,Patrick Ramsey pass incomplete short right intended for Brandon Marshall,-1.300,-2.490
3,13:07,4,9,DEN 4,0,16,"Todd Sauerbrun punts 51 yards, muffed catch by Troy Walters, recovered by Troy Walters and returned for no gain",-2.490,-1.930
3,12:59,1,10,DET 45,0,16,Kevin Jones left end for 1 yard (tackle by Sam Adams),1.930,1.520
3,12:22,2,9,DET 46,0,16,Kevin Jones right end for 3 yards (tackle by Nate Webster),1.520,1.220
3,11:40,3,6,DET 49,0,16,Jon Kitna pass incomplete deep left intended for Kevin Jones,1.220,-0.130
3,11:33,4,6,DET 49,0,16,"Nick Harris punts 46 yards, out of bounds. Penalty on Alex Lewis: Offensive Holding (Offsetting), Penalty on DEN: Unsportsmanlike Conduct (Offsetting) (no play)",-0.130,-0.130
3,11:23,4,6,DET 49,0,16,"Nick Harris punts 43 yards, fair catch by Glenn Martinez",-0.130,0.380
3,11:15,1,10,DEN 8,0,22,"Patrick Ramsey sacked by Corey Smith for -7 yards. Patrick Ramsey fumbles (forced by Corey Smith), recovered by Dewayne White at DEN-3 and returned for 3 yards, touchdown",-0.380,-7.000
3,,,,DEN 2,0,23,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,0,23,"Jason Hanson kicks off 67 yards, returned by Andre Hall for 34 yards (tackle by Stanley Wilson)",0.000,1.400
3,11:00,1,10,DEN 37,0,23,Patrick Ramsey pass incomplete deep middle intended for Brandon Marshall,1.400,0.860
3,10:54,2,10,DEN 37,0,23,Patrick Ramsey pass incomplete short right intended for Brandon Marshall (defended by Fernando Bryant),0.860,0.170
3,10:47,3,10,DEN 37,0,23,Patrick Ramsey pass complete short middle to Tony Scheffler for 15 yards (tackle by Travis Fisher),0.170,2.390
3,10:13,1,10,DET 48,0,23,Patrick Ramsey pass incomplete short middle intended for Cecil Sapp,2.390,1.850
3,10:08,2,10,DET 48,0,23,Patrick Ramsey pass incomplete short right intended for Brandon Marshall,1.850,1.160
3,10:02,3,10,DET 48,0,23,Patrick Ramsey pass complete short right to Brandon Marshall for 14 yards (tackle by Idrees Bashir),1.160,3.310
3,9:32,,,,0,23,Timeout #1 by Detroit Lions,0.000,3.310
3,9:28,1,10,DET 34,0,23,Patrick Ramsey pass complete short middle to Travis Henry for 7 yards (tackle by Paris Lenon),3.310,3.720
3,8:56,2,3,DET 27,0,23,Travis Henry left end for 22 yards (tackle by Gerald Alexander),3.720,6.060
3,8:22,1,5,DET 5,0,23,Selvin Young left tackle for 1 yard (tackle by Teddy Lehman),6.060,5.340
3,7:46,2,4,DET 4,0,23,Patrick Ramsey pass incomplete intended for Daniel Graham (defended by Cory Redding),5.340,4.490
3,7:42,3,4,DET 4,0,23,Patrick Ramsey pass incomplete short right intended for Brandon Marshall,4.490,3.030
3,7:38,4,4,DET 4,0,23,Patrick Ramsey pass incomplete short left intended for Brandon Marshall (defended by Keith Smith),3.030,0.380
3,7:34,1,10,DET 5,0,23,Jon Kitna pass complete short right to Sean McHugh for 46 yards (tackle by Domonique Foxworth),-0.380,2.320
3,6:46,1,10,DEN 49,0,29,"Jon Kitna pass complete short left to Shaun McDonald for 49 yards, touchdown",2.320,7.000
3,,,,DEN 2,0,30,"Jason Hanson kicks extra point good. Penalty on Domonique Foxworth: Defensive Offside, 5 yards",0.000,0.000
3,,,,DET 35,0,30,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,6:35,1,10,DEN 20,0,30,Patrick Ramsey pass complete short right to Brandon Marshall for 7 yards (tackle by Fernando Bryant),0.280,0.680
3,5:56,2,3,DEN 27,0,30,Patrick Ramsey pass complete deep middle to Brandon Marshall for 16 yards (tackle by Fernando Bryant),0.680,1.800
3,5:16,1,10,DEN 43,0,30,Patrick Ramsey sacked by Corey Smith and Shaun Rogers for -2 yards,1.800,0.980
3,4:43,,,,0,30,Timeout #1 by Denver Broncos,0.000,0.980
3,4:43,2,12,DEN 41,0,30,Patrick Ramsey pass incomplete short left intended for Tony Scheffler,0.980,0.300
3,4:39,3,12,DEN 41,0,30,Patrick Ramsey pass complete short middle to Daniel Graham for 16 yards (tackle by Ernie Sims),0.300,2.720
3,4:01,1,10,DET 43,0,30,Patrick Ramsey pass complete short right to Tony Scheffler for 3 yards (tackle by Fernando Bryant),2.720,2.580
3,3:25,2,7,DET 40,0,30,Travis Henry left end for no gain (tackle by Jared DeVries),2.580,1.880
3,2:45,3,7,DET 40,0,30,Patrick Ramsey pass incomplete deep right intended for Brandon Stokley (defended by Stanley Wilson),1.880,0.590
3,2:37,4,7,DET 40,0,30,"Penalty on DEN: Delay of Game, 5 yards (no play)",0.590,0.270
3,2:37,4,12,DET 45,0,30,"Todd Sauerbrun punts 28 yards, fair catch by Troy Walters",0.270,0.060
3,2:29,1,10,DET 17,0,30,Kevin Jones left end for 12 yards (tackle by Ian Gold),-0.060,0.870
3,1:49,1,10,DET 29,0,30,Kevin Jones left tackle for 3 yards (tackle by Simeon Rice),0.870,0.730
3,1:07,2,7,DET 32,0,30,Jon Kitna pass incomplete short left intended for Kevin Jones,0.730,0.040
3,1:02,,,,0,30,Timeout #2 by Detroit Lions,0.000,0.040
3,1:02,3,7,DET 32,0,30,Jon Kitna pass incomplete deep right intended for Shaun McDonald,0.040,-1.240
3,0:56,4,7,DET 32,0,30,"Nick Harris punts 46 yards, returned by Glenn Martinez for 4 yards (tackle by LaMarcus Hicks)",-1.240,-0.670
3,0:46,1,10,DEN 26,0,30,Selvin Young right end for 4 yards (tackle by Shaun Cody),0.670,0.670
3,0:07,2,6,DEN 30,0,30,Selvin Young left end for -4 yards (tackle by Cory Redding and Corey Smith),0.670,-0.560
Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,DEN 26,0,30,Patrick Ramsey pass complete short left to Tony Scheffler for 10 yards (tackle by Alex Lewis),-0.560,1.330
4,14:27,1,10,DEN 36,0,30,Selvin Young left tackle for 3 yards (tackle by Langston Moore),1.330,1.200
4,13:51,2,7,DEN 39,0,30,Patrick Ramsey pass complete short right to Tony Scheffler for 6 yards (tackle by Fernando Bryant),1.200,1.290
4,13:09,3,1,DEN 45,0,30,Patrick Ramsey up the middle for 4 yards (tackle by Ernie Sims),1.290,2.190
4,12:33,1,10,DEN 49,0,30,Patrick Ramsey sacked by Shaun Rogers for -6 yards,2.190,0.840
4,11:50,2,16,DEN 43,0,30,Patrick Ramsey pass complete short left to Glenn Martinez for 10 yards (tackle by Keith Smith),0.840,1.490
4,11:02,3,6,DET 47,0,30,Patrick Ramsey pass complete short left to Brian Clark for 5 yards (tackle by Travis Fisher),1.490,0.460
4,10:19,4,1,DET 42,0,30,Patrick Ramsey pass complete short right to Brandon Marshall for 10 yards (tackle by Gerald Alexander),0.460,3.450
4,9:40,1,10,DET 32,0,30,Selvin Young right end for 2 yards (tackle by Ernie Sims and Teddy Lehman),3.450,3.170
4,8:59,2,8,DET 30,0,30,Patrick Ramsey pass complete short right to Cecil Sapp for 2 yards (tackle by Stanley Wilson),3.170,2.740
4,8:14,3,6,DET 28,0,36,"Patrick Ramsey pass incomplete short middle intended for Selvin Young is intercepted by Shaun Rogers at DET-34 and returned for 66 yards, touchdown",2.740,-7.000
4,,,,DEN 2,0,37,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,0,37,"Jason Hanson kicks off 67 yards, returned by Glenn Martinez for 25 yards (tackle by Casey Fitzsimmons)",0.000,0.810
4,7:56,1,10,DEN 28,0,37,"Patrick Ramsey pass complete short left to Tony Scheffler for 6 yards (tackle by Alex Lewis). Tony Scheffler fumbles (forced by Alex Lewis), recovered by Alex Lewis at DEN-34 (tackle by Tony Scheffler)",0.810,-3.310
,,,,,,,"DEN challenged the fumble ruling, and the original play was overturned.",,
4,7:52,1,10,DEN 34,0,37,T.J. Duckett left end for 1 yard (tackle by Ian Gold),3.310,2.910
4,7:12,2,9,DEN 33,0,37,T.J. Duckett right end for 3 yards (tackle by D.J. Williams and Sam Adams),2.910,2.610
4,6:40,3,6,DEN 30,0,37,"T.J. Duckett right end for 2 yards (tackle by Elvis Dumervil). Penalty on Tim Crowder: Defensive Offside, 5 yards (no play)",2.610,3.270
4,6:10,3,1,DEN 25,0,37,"T.J. Duckett for 22 yards. T.J. Duckett fumbles, recovered by T.J. Duckett at DEN-27",3.270,6.510
4,5:20,1,3,DEN 3,0,43,"T.J. Duckett right tackle for 3 yards, touchdown",6.510,7.000
4,,,,DEN 2,0,44,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,0,44,Jason Hanson kicks off 61 yards,0.000,1.600
4,5:15,1,10,DEN 40,0,44,"Patrick Ramsey pass incomplete short left intended for Brandon Marshall. Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
4,5:10,1,20,DEN 30,0,44,Patrick Ramsey pass complete short left to Brandon Marshall for 7 yards (tackle by LaMarcus Hicks),0.940,0.650
4,4:44,2,13,DEN 37,0,44,Patrick Ramsey pass incomplete short left intended for Brandon Marshall (defended by Langston Moore),0.650,-0.030
4,4:39,3,13,DEN 37,0,44,Patrick Ramsey pass complete short middle to Daniel Graham for 21 yards (tackle by Gerald Alexander),-0.030,2.790
4,4:32,1,10,DET 42,0,44,"Penalty on Matt Lepsis: False Start, 5 yards (no play)",2.790,2.460
4,4:32,1,15,DET 47,0,44,Patrick Ramsey pass complete short right to Glenn Martinez for 12 yards (tackle by Teddy Lehman),2.460,3.190
4,4:05,2,3,DET 35,0,44,Patrick Ramsey pass incomplete short middle intended for Selvin Young (defended by Boss Bailey),3.190,2.480
4,4:00,3,3,DET 35,0,44,Patrick Ramsey pass complete short left to Brandon Stokley for 9 yards (tackle by Keith Smith),2.480,3.840
4,3:25,1,10,DET 26,0,44,Patrick Ramsey pass complete short right to Selvin Young for 9 yards (tackle by Boss Bailey),3.840,4.640
4,2:51,2,1,DET 17,0,44,"Patrick Ramsey pass complete short left to Brandon Stokley for 3 yards (tackle by Keith Smith). Penalty on Brandon Marshall: Illegal Block Above the Waist, 10 yards",4.640,3.570
4,2:43,2,8,DET 24,0,44,"Patrick Ramsey pass incomplete deep right intended for Brandon Stokley. Penalty on LaMarcus Hicks: Defensive Pass Interference, 22 yards (no play)",3.570,6.740
4,2:38,1,2,DET 2,6,44,"Patrick Ramsey pass complete short right to Brandon Stokley for 2 yards, touchdown",6.740,7.000
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
4,,,,DET 2,7,44,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,7,44,"Todd Sauerbrun kicks off 67 yards, returned by Troy Walters for 9 yards (tackle by Paul Smith)",0.000,-0.350
4,2:26,1,10,DET 12,7,44,Aveion Cason right end for 3 yards (tackle by D.J. Williams and Champ Bailey),-0.350,-0.500
4,2:00,2,7,DET 15,7,44,Aveion Cason left end for 5 yards (tackle by D.J. Williams),-0.500,-0.480
4,1:19,3,2,DET 20,7,44,"Jon Bradley up the middle for 1 yard (tackle by D.J. Williams). Jon Bradley fumbles (forced by D.J. Williams), recovered by D.J. Williams at DET-21 and returned for 1 yards. Penalty on D.J. Williams: Delay of Game, 5 yards",-0.480,-3.910
4,1:11,1,10,DET 25,7,44,Patrick Ramsey pass complete short right to Glenn Martinez for 5 yards (tackle by Alex Lewis),3.910,4.040
4,0:36,2,5,DET 20,7,44,Patrick Ramsey pass complete short right to Brandon Marshall for 15 yards (tackle by Keith Smith),4.040,6.060
4,0:36,,,,7,44,Timeout #2 by Denver Broncos,0.000,6.060
4,0:23,1,5,DET 5,7,44,"Patrick Ramsey pass complete short right to Brian Clark for 4 yards (tackle by Stanley Wilson). Brian Clark fumbles (forced by Stanley Wilson), recovered by Idrees Bashir at DET-0",6.060,-0.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,0:16,1,10,DET 20,7,44,J.T. O'Sullivan kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
