Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,DAL,14,10,81,0,4,66,6.6,15,1.5,8.1,0,,0,0.0,0,85.7
CeeDee Lamb,DAL,6,5,59,0,2,32,6.4,27,5.4,6.2,0,,0,0.0,0,107.6
Ezekiel Elliott,DAL,4,3,31,1,2,4,1.3,27,9.0,1.8,0,,0,0.0,0,136.5
Michael Gallup,DAL,5,3,50,0,3,32,10.7,18,6.0,15.2,1,3.0,0,0.0,0,93.7
Tony Pollard,DAL,3,2,22,0,1,-1,-0.5,23,11.5,-1.0,0,,0,0.0,0,88.2
Blake Jarwin,DAL,1,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7
Dalton Schultz,DAL,4,1,11,0,1,7,7.0,4,4.0,3.5,0,,2,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Robert Woods,LAR,8,6,105,0,4,18,3.0,87,14.5,2.3,0,,0,0.0,0,116.7
Cooper Kupp,LAR,5,4,40,0,3,22,5.5,18,4.5,3.8,0,,0,0.0,0,100.0
Malcolm Brown,LAR,4,3,31,0,1,-14,-4.7,45,15.0,-5.0,0,,1,25.0,0,96.9
Tyler Higbee,LAR,4,3,40,0,2,12,4.0,28,9.3,7.5,0,,0,0.0,0,106.2
Cam Akers,LAR,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
Gerald Everett,LAR,2,1,7,0,,6,6.0,1,1.0,8.0,0,,1,50.0,0,58.3
Van Jefferson,LAR,3,1,31,0,1,31,31.0,0,0.0,18.7,0,,1,33.3,1,33.3
Josh Reynolds,LAR,1,1,17,0,1,4,4.0,13,13.0,4.0,0,,0,0.0,0,118.7
