#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 21,3,2:54,5,Punt
2,1,8:22,KAN 48,4,2:17,13,Punt
3,1,0:53,KAN 13,10,3:58,61,Missed FG
4,2,10:47,KAN 32,6,2:46,45,Field Goal
5,2,6:28,KAN 40,4,2:43,23,Punt
6,2,1:47,KAN 35,5,0:48,27,Punt
7,3,14:07,KAN 27,2,0:53,7,Fumble
8,3,11:44,KAN 30,9,4:58,70,Touchdown
9,3,6:35,OAK 21,2,0:45,21,Touchdown
10,3,3:34,KAN 30,3,1:30,70,Touchdown
11,3,0:19,KAN 48,3,1:48,9,Punt
12,4,12:03,OAK 40,3,1:21,-8,Punt
13,4,6:47,KAN 29,3,1:10,4,Punt
14,4,3:54,OAK 32,4,1:35,3,Missed FG
15,4,0:34,KAN 49,1,0:34,-1,End of Game
