Quarter,Time,Tm,Detail,OAK,KAN
1.0,2:38,Chiefs,De'Anthony Thomas 81 yard punt return (Cairo Santos kick),0,7
2.0,8:01,Chiefs,Cairo Santos 41 yard field goal,0,10
,0:00,Raiders,Sebastian Janikowski 53 yard field goal,3,10
3.0,11:44,Raiders,Sebastian Janikowski 33 yard field goal,6,10
,6:46,Chiefs,Knile Davis 3 yard rush (Cairo Santos kick),6,17
,5:50,Chiefs,Travis Kelce 20 yard pass from Alex Smith (Cairo Santos kick),6,24
,2:04,Chiefs,Knile Davis 70 yard pass from Alex Smith (Cairo Santos kick),6,31
4.0,0:34,Raiders,James Jones 1 yard pass from Derek Carr (Sebastian Janikowski kick),13,31
