Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2,10:11,2,9,KAN 33,0,7,"Alex Smith up the middle for 1 yard (tackle by Denico Autry). Penalty on Knile Davis: Offensive Holding, 10 yards (no play)",0.660,-0.690
2,9:44,2,19,KAN 23,0,7,Alex Smith pass complete deep middle to Albert Wilson for 48 yards (tackle by D.J. Hayden),-0.690,3.640
2,9:00,1,10,OAK 29,0,7,Alex Smith pass incomplete short right intended for Dwayne Bowe,3.640,3.640
2,8:57,1,10,OAK 29,0,7,Timeout #1 by Kansas City Chiefs,3.640,3.100
2,8:57,2,10,OAK 29,0,7,Alex Smith pass incomplete deep left intended for Dwayne Bowe,3.100,2.410
,,,,,,,"KAN challenged the incomplete pass ruling, and the play was upheld.",,
2,8:57,3,10,OAK 29,0,7,"Penalty on Travis Kelce: False Start, 5 yards (no play)",2.410,1.750
2,8:53,3,15,OAK 34,0,7,Alex Smith pass complete short middle to Albert Wilson for 11 yards (tackle by Travis Carrie),1.750,2.000
2,8:06,4,4,OAK 23,0,10,Cairo Santos 41 yard field goal good,2.000,3.000
2,8:06,,,KAN 35,0,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,8:01,1,10,OAK 20,0,10,Latavius Murray right tackle for 2 yards (tackle by Josh Mauga and Joe Mays),0.280,0.000
2,7:20,2,8,OAK 22,0,10,Latavius Murray up the middle for 1 yard (tackle by Tamba Hali),0.000,-0.560
2,6:41,3,7,OAK 23,0,10,Derek Carr pass incomplete short left intended for Kenbrell Thompkins,-0.560,-1.830
2,6:35,4,7,OAK 23,0,10,"Marquette King punts 37 yards, returned by De'Anthony Thomas for no gain",-1.830,-1.600
2,6:28,1,10,KAN 40,0,10,Jamaal Charles left end for 15 yards (tackle by Justin Tuck and C.J. Wilson),1.600,2.590
2,5:53,1,10,OAK 45,0,10,Jamaal Charles left tackle for 9 yards (tackle by Ricky Lumpkin),2.590,3.260
2,5:12,2,1,OAK 36,0,10,Knile Davis up the middle for -2 yards (tackle by Khalil Mack),3.260,2.280
2,4:33,3,3,OAK 38,0,10,Alex Smith pass complete short right to Jamaal Charles for 1 yard (tackle by Brandian Ross),2.280,0.790
2,3:55,4,2,OAK 37,0,10,Dustin Colquitt punts 31 yards,0.790,0.380
2,3:45,1,10,OAK 6,0,10,Derek Carr pass complete short left to Andre Holmes for 9 yards (tackle by Joe Mays),-0.380,-0.070
2,3:09,2,1,OAK 15,0,10,Latavius Murray up the middle for 3 yards (tackle by Vance Walker),-0.070,0.040
2,2:31,1,10,OAK 18,0,10,Derek Carr pass incomplete short middle intended for Jamize Olawale,0.040,-0.490
2,2:24,2,10,OAK 18,0,10,Derek Carr pass incomplete short right intended for Kenbrell Thompkins,-0.490,-1.170
2,2:18,3,10,OAK 18,0,10,Derek Carr pass complete short right to James Jones for -2 yards (tackle by Chris Owens),-1.170,-2.390
2,2:00,4,12,OAK 16,0,10,Marquette King punts 49 yards,-2.390,-1.270
2,1:47,1,10,KAN 35,0,10,"Alex Smith pass incomplete short right intended for Jamaal Charles. Penalty on Justin Tuck: Defensive Holding, 5 yards (no play)",1.270,1.600
2,1:43,1,10,KAN 40,0,10,"Penalty on Jamaal Charles: False Start, 5 yards (no play)",1.600,1.270
2,1:43,1,15,KAN 35,0,10,Alex Smith pass incomplete deep right intended for Jason Avant (defended by Travis Carrie),1.270,0.380
2,1:38,2,15,KAN 35,0,10,Alex Smith pass complete short left to Dwayne Bowe for 37 yards (tackle by D.J. Hayden),0.380,3.710
2,1:27,1,10,OAK 28,0,10,Alex Smith pass incomplete short left intended for Albert Wilson,3.710,3.170
2,1:24,2,10,OAK 28,0,10,Alex Smith pass incomplete short right intended for Jamaal Charles,3.170,2.480
2,1:20,3,10,OAK 28,0,10,"Alex Smith pass incomplete short right intended for Travis Kelce. Penalty on Jeff Linkenbach: Offensive Holding, 10 yards (no play)",2.480,1.160
2,1:13,3,20,OAK 38,0,10,Alex Smith pass incomplete deep left intended for Dwayne Bowe,1.160,0.720
2,1:07,4,20,OAK 38,0,10,"Dustin Colquitt punts 38 yards, touchback",0.720,-0.280
2,0:59,1,10,OAK 20,0,10,Derek Carr pass complete short right to Vincent Brown for 5 yards (tackle by Jamell Fleming),0.280,0.280
2,0:50,1,10,OAK 20,0,10,Timeout #1 by Oakland Raiders,0.280,0.410
2,0:50,2,5,OAK 25,0,10,Derek Carr pass complete short left to James Jones for 9 yards (tackle by Husain Abdullah and Dee Ford),0.410,0.410
2,0:42,2,5,OAK 25,0,10,Timeout #2 by Oakland Raiders,0.410,1.200
2,0:42,1,10,OAK 34,0,10,Derek Carr pass complete short right to Andre Holmes for 9 yards (tackle by Ron Parker),1.200,1.870
2,0:36,2,1,OAK 43,0,10,Derek Carr pass incomplete deep left intended for Andre Holmes,1.870,1.160
2,0:31,3,1,OAK 43,0,10,Latavius Murray up the middle for 3 yards (tackle by Tamba Hali),1.160,1.990
2,0:16,1,10,OAK 46,0,10,Derek Carr spiked the ball,1.990,1.450
2,0:16,2,10,OAK 46,0,10,Derek Carr pass complete short right to Andre Holmes for 13 yards (tackle by Jamell Fleming),1.450,2.850
2,0:11,1,10,KAN 41,0,10,Derek Carr pass complete short right to Mychal Rivera for 6 yards (tackle by Kurt Coleman),2.850,3.120
2,0:07,2,4,KAN 35,0,10,Derek Carr pass incomplete short middle intended for Latavius Murray,3.120,2.410
2,0:03,3,4,KAN 35,3,10,Sebastian Janikowski 53 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,10,"Cairo Santos kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,OAK 20,3,10,Derek Carr pass incomplete short right intended for Kenbrell Thompkins,0.280,-0.270
3,14:55,2,10,OAK 20,3,10,Latavius Murray up the middle for 4 yards (tackle by Vance Walker),-0.270,-0.430
3,14:20,3,6,OAK 24,3,10,Derek Carr pass incomplete short left intended for Kenbrell Thompkins,-0.430,-1.770
3,14:15,4,6,OAK 24,3,10,"Marquette King punts 49 yards, returned by De'Anthony Thomas for no gain",-1.770,-0.740
3,14:07,1,10,KAN 27,3,10,Alex Smith up the middle for 4 yards (tackle by Khalil Mack),0.740,0.740
3,13:28,2,6,KAN 31,3,10,"Alex Smith pass complete short left to Travis Kelce for 3 yards (tackle by Brandian Ross). Travis Kelce fumbles (forced by Brandian Ross), recovered by C.J. Wilson at KAN-36 and returned for 21 yards (tackle by Alex Smith)",0.740,-4.580
3,13:14,1,10,KAN 15,3,10,Derek Carr sacked by Jaye Howard and Vance Walker for -4 yards,4.580,3.450
3,12:32,2,14,KAN 19,3,10,Latavius Murray up the middle for 4 yards (tackle by Ron Parker),3.450,3.100
3,11:55,3,10,KAN 15,3,10,Derek Carr pass incomplete short left intended for James Jones. Penalty on Donald Penn: Offensive Holding (Declined),3.100,2.440
3,11:48,4,10,KAN 15,6,10,Sebastian Janikowski 33 yard field goal good,2.440,3.000
3,,,,OAK 35,,,"Sebastian Janikowski kicks off 72 yards, returned by Frankie Hammond for 37 yards (tackle by Chimdi Chekwa)",,
3,11:37,1,10,KAN 30,6,10,Jamaal Charles left end for 5 yards (tackle by Ray-Ray Armstrong and Khalil Mack),0.940,1.070
3,11:04,2,5,KAN 35,6,10,Alex Smith pass incomplete short left intended for Albert Wilson,1.070,0.370
3,11:00,3,5,KAN 35,6,10,Alex Smith pass complete deep right to Dwayne Bowe for 21 yards (tackle by Travis Carrie),0.370,2.650
3,10:34,1,10,OAK 44,6,10,Jamaal Charles left end for 2 yards (tackle by Brandian Ross),2.650,2.380
3,9:59,2,8,OAK 42,6,10,"Jamaal Charles left end for no gain (tackle by Charles Woodson). Penalty on Anthony Fasano: Illegal Use of Hands, 10 yards (no play)",2.380,1.030
3,9:35,2,18,KAN 48,6,10,"Alex Smith pass complete short right to De'Anthony Thomas for 5 yards (tackle by Travis Carrie). Penalty on Justin Tuck: Roughing the Passer, 15 yards",1.030,3.450
3,9:04,1,10,OAK 32,6,10,Alex Smith pass complete short right to Albert Wilson for 10 yards (tackle by D.J. Hayden),3.450,4.110
3,9:04,1,10,OAK 22,6,10,"Penalty on Antonio Smith: Defensive Offside, 5 yards (no play)",4.110,4.970
3,8:06,1,5,OAK 17,6,10,De'Anthony Thomas for 8 yards,4.970,5.140
3,7:30,1,9,OAK 9,6,10,Jamaal Charles up the middle for 6 yards (tackle by Brandian Ross),5.140,5.530
3,6:49,2,3,OAK 3,6,16,"Knile Davis up the middle for 3 yards, touchdown",5.530,7.000
3,6:49,,,OAK 2,6,17,Cairo Santos kicks extra point good,0.000,0.000
3,6:49,,,KAN 35,6,17,"Cairo Santos kicks off 69 yards, returned by Travis Carrie for 28 yards (tackle by James-Michael Johnson)",0.000,-0.540
3,6:39,1,10,OAK 24,6,17,"Derek Carr for no gain. Derek Carr fumbles, recovered by Frank Zombo at OAK-21 (tackle by Derek Carr)",0.540,-4.170
3,6:35,1,10,OAK 21,6,17,Jamaal Charles up the middle for 1 yard (tackle by Ricky Lumpkin),4.170,3.760
3,5:57,2,9,OAK 20,6,23,"Alex Smith pass complete short right to Travis Kelce for 20 yards, touchdown",3.760,7.000
3,5:57,,,OAK 2,6,24,Cairo Santos kicks extra point good,0.000,0.000
3,5:57,,,KAN 35,6,24,"Cairo Santos kicks off 68 yards, returned by Travis Carrie for 21 yards (tackle by Junior Hemingway)",0.000,-0.040
3,5:35,1,10,OAK 18,6,24,Darren McFadden up the middle for 5 yards (tackle by Josh Mauga),0.040,0.280
3,5:35,2,5,OAK 23,6,24,Derek Carr pass complete short middle to Andre Holmes for 6 yards (tackle by Jamell Fleming),0.280,0.870
3,4:29,1,10,OAK 29,6,24,Derek Carr pass incomplete short right intended for Mychal Rivera (defended by Ron Parker),0.870,0.330
3,4:24,2,10,OAK 29,6,24,Derek Carr pass complete short right to Brice Butler for 7 yards (tackle by Sean Smith),0.330,0.560
3,3:50,3,3,OAK 36,6,24,Derek Carr pass incomplete deep right intended for Kenbrell Thompkins,0.560,-0.980
3,3:44,4,3,OAK 36,6,24,"Marquette King punts 39 yards, returned by De'Anthony Thomas for 5 yards (tackle by Marcel Reece)",-0.980,-0.940
3,3:34,1,10,KAN 30,6,24,Knile Davis up the middle for 2 yards (tackle by Justin Ellis),0.940,0.660
3,2:58,2,8,KAN 32,6,24,Alex Smith sacked by Ricky Lumpkin for -2 yards,0.660,-0.300
3,2:15,3,10,KAN 30,6,30,"Alex Smith pass complete short left to Knile Davis for 70 yards, touchdown",-0.300,7.000
3,2:15,,,OAK 2,6,31,Cairo Santos kicks extra point good,0.000,0.000
3,2:15,,,KAN 35,6,31,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,2:04,1,10,OAK 20,6,31,Derek Carr pass incomplete short right intended for Mychal Rivera,0.280,-0.270
3,2:00,2,10,OAK 20,6,31,"Derek Carr pass incomplete short right intended for Mychal Rivera. Penalty on Mychal Rivera: Offensive Pass Interference, 10 yards (no play)",-0.270,-1.510
3,1:54,2,20,OAK 10,6,31,Derek Carr pass complete short middle to Latavius Murray for 11 yards (tackle by Chris Owens). Penalty on Tamba Hali: Defensive Offside (Declined),-1.510,-0.820
3,1:24,3,9,OAK 21,6,31,Derek Carr pass complete short left to Latavius Murray for 6 yards (tackle by Josh Mauga),-0.820,-1.570
3,0:33,4,3,OAK 27,6,31,"Marquette King punts 38 yards, returned by De'Anthony Thomas for 13 yards (tackle by Jamize Olawale)",-1.570,-2.130
3,0:19,1,10,KAN 48,6,31,Alex Smith pass complete short right to Anthony Sherman for 1 yard (tackle by Ricky Lumpkin and Miles Burris),2.130,1.720
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,KAN 49,6,31,Alex Smith up the middle for 8 yards (tackle by Charles Woodson),1.720,2.080
4,14:06,3,1,OAK 43,6,31,Knile Davis up the middle for no gain (tackle by Ray-Ray Armstrong),2.080,0.400
4,13:37,4,1,OAK 43,6,31,"Dustin Colquitt punts 36 yards, fair catch by Travis Carrie",0.400,0.380
4,13:31,1,10,OAK 7,6,31,Maurice Jones-Drew up the middle for 7 yards (tackle by Joe Mays),-0.380,-0.250
4,13:00,2,3,OAK 14,6,31,Derek Carr sacked by Tamba Hali for -5 yards,-0.250,-1.190
4,12:21,3,8,OAK 9,6,31,Derek Carr pass incomplete short left intended for James Jones,-1.190,-2.490
4,12:15,4,8,OAK 9,6,31,Marquette King punts 31 yards,-2.490,-2.920
4,12:03,1,10,OAK 40,6,31,"Knile Davis up the middle for -5 yards (tackle by Ray-Ray Armstrong). Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",2.920,2.260
4,11:38,1,20,,6,31,Alex Smith pass complete short left to Anthony Fasano for 2 yards (tackle by Charles Woodson),2.260,1.290
4,11:02,2,18,OAK 48,6,31,Alex Smith pass incomplete deep right intended for Travis Kelce,1.290,0.630
4,10:56,3,18,OAK 48,6,31,Alex Smith pass incomplete short right intended for Knile Davis,0.630,0.070
4,10:48,4,18,OAK 48,6,31,"Dustin Colquitt punts 38 yards, fair catch by Travis Carrie",0.070,0.380
4,10:42,1,10,OAK 10,6,31,Derek Carr pass complete short left to Vincent Brown for 11 yards (tackle by Marcus Cooper),-0.380,0.340
4,10:03,1,10,OAK 21,6,31,Derek Carr pass incomplete deep right intended for Andre Holmes,0.340,-0.200
4,9:57,2,10,OAK 21,6,31,Derek Carr pass complete short right to Brice Butler for 13 yards (tackle by Jamell Fleming),-0.200,1.200
4,9:22,1,10,OAK 34,6,31,Derek Carr pass incomplete short right intended for Andre Holmes (defended by Jamell Fleming),1.200,0.660
4,9:16,2,10,OAK 34,6,31,Derek Carr pass incomplete short middle intended for James Jones,0.660,-0.030
4,9:12,3,10,OAK 34,6,31,"Derek Carr pass incomplete deep left intended for Andre Holmes. Penalty on Marcus Cooper: Illegal Contact, 5 yards (no play)",-0.030,1.530
4,9:05,1,10,OAK 39,6,31,Derek Carr pass incomplete short middle intended for Andre Holmes,1.530,0.990
4,9:01,2,10,OAK 39,6,31,Latavius Murray up the middle for 2 yards (tackle by Justin Houston),0.990,0.560
4,8:19,3,8,OAK 41,6,31,Derek Carr pass complete deep right to James Jones for 22 yards (tackle by Jamell Fleming),0.560,3.120
4,7:44,1,10,KAN 37,6,31,Derek Carr pass incomplete deep right intended for Andre Holmes,3.120,2.570
4,7:37,2,10,KAN 37,6,31,Derek Carr pass complete short right to Mychal Rivera for 5 yards (tackle by Husain Abdullah),2.570,2.540
4,7:02,3,5,KAN 32,6,31,Derek Carr pass incomplete deep right intended for Mychal Rivera,2.540,1.260
4,6:56,4,5,KAN 32,6,31,Derek Carr pass complete short left to Brice Butler for 3 yards (tackle by Jamell Fleming),1.260,-0.870
4,6:47,1,10,KAN 29,6,31,Knile Davis left end for 2 yards (tackle by Pat Sims),0.870,0.600
4,6:07,2,8,KAN 31,6,31,Knile Davis up the middle for 2 yards (tackle by Khalil Mack),0.600,0.600
4,5:52,2,8,KAN 31,6,31,Timeout #1 by Oakland Raiders,0.600,0.170
4,5:52,3,6,KAN 33,6,31,Alex Smith pass incomplete short middle intended for Charcandrick West,0.170,-1.180
4,5:48,4,6,KAN 33,6,31,"Dustin Colquitt punts 46 yards, returned by Travis Carrie for 10 yards (tackle by Anthony Sherman). Penalty on Ras-I Dowling: Illegal Block Above the Waist, 10 yards",-1.180,0.350
4,5:37,1,10,OAK 12,6,31,Derek Carr pass incomplete short left intended for Andre Holmes,-0.350,-0.780
4,5:32,2,10,OAK 12,6,31,Derek Carr pass complete short middle to Mychal Rivera for 3 yards (tackle by Dee Ford),-0.780,-1.070
4,4:53,3,7,OAK 15,6,31,Derek Carr sacked by Dee Ford and Josh Martin for -9 yards,-1.070,-2.490
4,4:07,4,16,OAK 6,6,31,"Marquette King punts 48 yards, returned by De'Anthony Thomas for 22 yards",-2.490,-3.450
4,3:54,1,10,OAK 32,6,31,Knile Davis up the middle for 2 yards (tackle by Khalil Mack),3.450,3.170
4,3:31,2,8,OAK 30,6,31,Knile Davis up the middle for 1 yard (tackle by Khalil Mack),3.170,2.610
4,2:32,3,7,OAK 29,6,31,Chase Daniel pass incomplete short left intended for De'Anthony Thomas (defended by Khalil Mack),2.610,1.500
4,2:24,4,7,OAK 29,6,31,Cairo Santos 47 yard field goal no good,1.500,-1.400
4,2:19,1,10,OAK 37,6,31,Derek Carr pass complete short right to James Jones for 5 yards (tackle by Jamell Fleming),1.400,1.530
4,2:00,2,5,OAK 42,6,31,Derek Carr pass complete short left to James Jones for 13 yards (tackle by Marcus Cooper),1.530,2.590
4,1:33,1,10,KAN 45,6,31,Derek Carr pass complete short right to James Jones for 2 yards (tackle by Joe Mays),2.590,2.590
4,1:23,1,10,KAN 45,6,31,Timeout #2 by Oakland Raiders,2.590,2.310
4,1:23,2,8,KAN 43,6,31,Derek Carr pass incomplete short middle intended for Maurice Jones-Drew,2.310,1.620
4,1:15,3,8,KAN 43,6,31,Derek Carr pass complete deep left to Andre Holmes for 33 yards (tackle by Marcus Cooper),1.620,4.910
4,0:50,1,10,KAN 10,6,31,"Derek Carr pass incomplete short left intended for Andre Holmes. Penalty on Marcus Cooper: Defensive Pass Interference, 9 yards (no play)",4.910,6.970
4,0:46,1,1,KAN 1,6,31,Maurice Jones-Drew up the middle for -1 yards (tackle by Kevin Vickerson),6.970,6.970
4,0:41,1,1,KAN 1,6,31,Timeout #3 by Oakland Raiders,6.970,5.720
4,0:41,2,2,KAN 2,6,31,"Derek Carr pass incomplete short middle intended for Mychal Rivera. Penalty on Daniel Sorensen: Unnecessary Roughness, 1 yards, Penalty on James-Michael Johnson: Illegal Use of Hands (Declined)",5.720,6.970
4,0:37,1,1,KAN 1,12,31,"Derek Carr pass complete short right to James Jones for 1 yard, touchdown",6.970,7.000
4,0:37,,,KAN 2,13,31,Sebastian Janikowski kicks extra point good,0.000,0.000
4,0:37,,,OAK 35,13,31,"Sebastian Janikowski kicks onside 16 yards, recovered by Dwayne Bowe",0.000,-2.190
4,0:33,1,10,KAN 49,13,31,Chase Daniel kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
