#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:47,DAL 2,3,1:27,0,Interception
2,1,9:20,DAL 25,3,1:27,23,Interception
3,1,5:52,DAL 36,3,1:32,0,Punt
4,1,1:09,DAL 30,8,4:00,70,Touchdown
5,2,3:26,DAL 11,1,0:11,0,Interception
6,2,3:15,DAL 20,3,1:10,7,Interception
7,2,0:36,DAL 44,5,0:36,27,Field Goal
8,3,15:00,DAL 17,14,5:58,72,Field Goal
9,3,8:48,DAL 26,4,1:26,19,Punt
10,3,3:33,DAL 9,11,3:46,73,Field Goal
11,4,11:18,DAL 27,3,1:27,21,Fumble
12,4,6:05,BUF 17,2,0:44,1,Interception
13,4,3:45,DAL 20,12,3:25,80,Touchdown
14,4,0:20,BUF 47,4,0:20,12,Field Goal
