Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
1,,,,MIA 35,3,14,"Shayne Graham kicks off 59 yards, returned by Brad Smith for 27 yards (tackle by Nolan Carroll). Penalty on Ruvell Martin: Illegal Block Above the Waist, 10 yards",0.000,-0.370
1,0:50,1,10,BUF 11,3,14,Fred Jackson left end for 2 yards (tackle by Karlos Dansby),-0.370,-0.630
1,0:05,2,8,BUF 13,3,14,Ryan Fitzpatrick pass incomplete short right intended for Donald Jones,-0.630,-1.190
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,BUF 13,3,14,Ryan Fitzpatrick pass incomplete short right intended for Brad Smith is intercepted by Nolan Carroll at BUF-23,-1.190,-4.040
2,14:54,1,10,BUF 23,3,14,Daniel Thomas up the middle for 6 yards (tackle by Jairus Byrd),4.040,4.380
2,14:24,2,4,BUF 17,3,14,Daniel Thomas left tackle for 3 yards (tackle by Nick Barnett),4.380,4.280
2,13:41,3,1,BUF 14,3,14,Lex Hilliard right end for 2 yards (tackle by Kelvin Sheppard),4.280,4.780
2,12:59,1,10,BUF 12,3,14,Matt Moore pass incomplete short right intended for Brandon Marshall,4.780,4.100
2,12:50,2,10,BUF 12,3,20,"Matt Moore pass complete short middle to Charles Clay for 12 yards, touchdown",4.100,7.000
2,,,,BUF 2,3,21,Shayne Graham kicks extra point good,0.000,0.000
2,,,,MIA 35,3,21,"Shayne Graham kicks off 66 yards, returned by C.J. Spiller for 28 yards (tackle by Jason Trusnik)",0.000,0.740
2,12:39,1,10,BUF 27,3,21,Ryan Fitzpatrick pass complete short left to Fred Jackson for no gain,0.740,0.200
2,11:53,2,10,BUF 27,3,21,Ryan Fitzpatrick pass complete short left to Scott Chandler for 4 yards (tackle by Will Allen),0.200,0.040
2,11:09,3,6,BUF 31,3,21,Ryan Fitzpatrick pass incomplete short right intended for David Nelson,0.040,-1.310
2,11:00,4,6,BUF 31,3,21,"Brian Moorman punts 45 yards, returned by Davone Bess for 7 yards (tackle by Garrison Sanborn). Penalty on Corey McIntyre: Taunting, 15 yards",-1.310,-1.990
2,10:49,1,10,MIA 46,3,21,"Daniel Thomas left tackle for 4 yards (tackle by Kelvin Sheppard). Penalty on Jeron Mastrud: Offensive Holding, 10 yards (no play)",1.990,1.330
2,10:22,1,20,MIA 36,3,21,Matt Moore left end for 3 yards (tackle by Da'Norris Searcy),1.330,0.510
2,9:45,2,17,MIA 39,3,21,Reggie Bush left guard for 4 yards (tackle by Bryan Scott),0.510,0.370
2,9:08,3,13,MIA 43,3,21,Matt Moore pass complete short left to Reggie Bush for 8 yards (tackle by Nick Barnett),0.370,0.000
2,8:25,4,5,BUF 49,3,21,"Brandon Fields punts 40 yards, fair catch by C.J. Spiller",0.000,0.380
2,8:21,1,10,BUF 9,3,21,Fred Jackson left end for 4 yards (tackle by Will Allen),-0.380,-0.480
2,8:10,2,6,BUF 13,3,21,Fred Jackson left tackle for 3 yards (tackle by Igor Olshansky),-0.480,-0.600
2,7:11,3,3,BUF 16,3,21,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Vontae Davis),-0.600,-2.390
2,7:04,4,3,BUF 16,3,21,"Brian Moorman punts 56 yards, returned by Davone Bess for 8 yards (tackle by Danny Batten)",-2.390,-1.330
2,6:53,1,10,MIA 36,3,21,Matt Moore pass complete short left to Anthony Fasano for 7 yards (tackle by Bryan Scott),1.330,1.740
2,6:14,2,3,MIA 43,3,21,Daniel Thomas left tackle for 2 yards (tackle by Kelvin Sheppard),1.740,1.290
2,5:39,3,1,MIA 45,3,21,Daniel Thomas left tackle for 3 yards (tackle by Nick Barnett),1.290,2.130
2,5:02,1,10,MIA 48,3,21,Daniel Thomas up the middle for 5 yards (tackle by Da'Norris Searcy),2.130,2.260
2,4:30,2,5,BUF 47,3,21,Daniel Thomas right tackle for 1 yard (tackle by Da'Norris Searcy),2.260,1.680
2,4:05,3,4,BUF 46,3,21,Matt Moore sacked by Nick Barnett for -13 yards,1.680,-0.650
2,3:22,4,17,MIA 41,3,21,"Brandon Fields punts 42 yards, returned by C.J. Spiller for 1 yard (tackle by Marvin Mitchell)",-0.650,-0.040
2,3:10,1,10,BUF 18,3,21,Ryan Fitzpatrick pass complete short right to C.J. Spiller for no gain,0.040,-0.490
2,2:25,2,10,BUF 18,3,21,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson (defended by Reshad Jones),-0.490,-1.170
2,2:19,,,,3,21,Timeout #1 by Buffalo Bills,0.000,-1.170
2,2:19,3,10,BUF 18,3,21,Ryan Fitzpatrick pass incomplete short left intended for David Nelson is intercepted by Yeremiah Bell at BUF-24 and returned for 20 yards (tackle by Fred Jackson),-1.170,-6.280
2,2:08,1,4,BUF 4,3,21,Daniel Thomas up the middle for 1 yard (tackle by Spencer Johnson),6.280,5.530
2,2:00,2,3,BUF 3,3,21,Matt Moore pass incomplete short middle intended for Davone Bess (defended by Bryan Scott),5.530,4.720
2,1:55,3,3,BUF 3,3,21,"Matt Moore pass incomplete short right intended for Brandon Marshall. Penalty on Drayton Florence: Defensive Holding, 2 yards (no play)",4.720,6.970
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,1:48,1,1,BUF 1,3,21,Matt Moore up the middle for -4 yards (tackle by Nick Barnett),6.970,5.150
2,1:47,,,,3,21,Timeout #2 by Buffalo Bills,0.000,5.150
2,1:41,2,5,BUF 5,3,21,Matt Moore pass complete short middle to Reggie Bush for 1 yard (tackle by Da'Norris Searcy),5.150,4.490
2,1:41,,,,3,21,Timeout #3 by Buffalo Bills,0.000,4.490
2,1:41,3,4,BUF 4,3,27,"Matt Moore pass complete short left to Davone Bess for 4 yards, touchdown",4.490,7.000
2,,,,BUF 2,3,28,Shayne Graham kicks extra point good,0.000,0.000
2,,,,MIA 35,3,28,"Shayne Graham kicks off 66 yards, returned by C.J. Spiller for 24 yards (tackle by Nolan Carroll)",0.000,0.480
2,1:23,1,10,BUF 23,3,28,Ryan Fitzpatrick pass complete short middle to Brad Smith for 18 yards (tackle by Nolan Carroll),0.480,1.660
2,1:23,1,10,BUF 41,3,28,Ryan Fitzpatrick spiked the ball,1.660,1.120
2,1:04,2,10,BUF 41,3,28,Ryan Fitzpatrick pass complete short left to Brad Smith for 11 yards (tackle by Vontae Davis),1.120,2.390
2,1:04,1,10,MIA 48,3,28,Ryan Fitzpatrick pass complete short right to Brad Smith for 6 yards (tackle by Will Allen),2.390,2.660
2,1:04,2,4,MIA 42,3,28,Ryan Fitzpatrick right guard for 4 yards (tackle by Yeremiah Bell),2.660,3.050
2,1:04,1,10,MIA 38,3,28,Ryan Fitzpatrick spiked the ball,3.050,2.510
2,0:09,2,10,MIA 38,3,28,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,2.510,1.820
2,0:04,,,,3,28,Timeout #2 by Miami Dolphins,0.000,1.820
2,0:04,3,10,MIA 38,6,28,Dave Rayner 56 yard field goal good,1.820,3.000
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,6,28,"Dave Rayner kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,6,28,Reggie Bush right end for 11 yards (tackle by Nick Barnett and Da'Norris Searcy),0.280,1.000
3,14:21,1,10,MIA 31,6,28,Reggie Bush left end for no gain (tackle by Da'Norris Searcy),1.000,0.460
3,13:35,2,10,MIA 31,6,28,Matt Moore pass complete short right to Brandon Marshall for 5 yards (tackle by Bryan Scott and Drayton Florence),0.460,0.430
3,12:50,3,5,MIA 36,6,28,Matt Moore pass incomplete deep middle intended for Brandon Marshall,0.430,-0.980
3,12:44,4,5,MIA 36,6,28,"Brandon Fields punts 56 yards, returned by C.J. Spiller for -2 yards (tackle by Koa Misi)",-0.980,0.380
3,12:32,1,10,BUF 6,6,28,Ryan Fitzpatrick pass complete short right to Fred Jackson for 2 yards (tackle by Tyrone Culver),-0.380,-0.630
3,12:08,2,8,BUF 8,6,28,Ryan Fitzpatrick pass complete deep left to Scott Chandler for 20 yards (tackle by Tyrone Culver),-0.630,0.810
3,11:25,1,10,BUF 28,6,28,Ryan Fitzpatrick pass complete short left to David Nelson for no gain,0.810,0.260
3,10:27,2,10,BUF 28,6,28,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,0.260,-0.430
3,10:21,3,10,BUF 28,6,28,Ryan Fitzpatrick pass incomplete short right intended for David Nelson (defended by Yeremiah Bell),-0.430,-1.500
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
3,10:17,4,10,BUF 28,6,34,"Brian Moorman punts no gain, touchdown",-1.500,-7.000
3,,,,BUF 2,6,35,,0.000,0.000
3,,,,MIA 35,6,35,"Shayne Graham kicks off 68 yards, returned by Brad Smith for 23 yards (tackle by Marvin Mitchell)",0.000,0.280
3,10:02,1,10,BUF 20,6,35,Ryan Fitzpatrick pass complete short left to Steve Johnson for 10 yards (tackle by Vontae Davis),0.280,0.940
3,9:41,1,10,BUF 30,6,35,Ryan Fitzpatrick pass complete short right to Scott Chandler for 8 yards (tackle by Will Allen),0.940,1.470
3,9:02,2,2,BUF 38,6,35,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Scott Chandler at BUF-47",1.470,2.060
3,8:16,1,10,BUF 47,6,35,Ryan Fitzpatrick right end for 3 yards (tackle by Reshad Jones),2.060,1.920
3,7:43,2,7,,6,35,Ryan Fitzpatrick pass complete short right to Naaman Roosevelt for 12 yards (tackle by Yeremiah Bell),1.920,3.050
3,6:59,1,10,MIA 38,6,35,Ryan Fitzpatrick pass complete short right to Scott Chandler for 8 yards (tackle by Sean Smith and Kevin Burnett),3.050,3.590
3,6:12,2,2,MIA 30,6,35,"Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson. Penalty on Vontae Davis: Defensive Pass Interference, 15 yards (no play)",3.590,4.580
3,6:06,1,10,MIA 15,6,35,Ryan Fitzpatrick right end for 1 yard (tackle by Jared Odrick),4.580,4.110
3,5:30,2,9,MIA 14,6,35,Ryan Fitzpatrick sacked by Jared Odrick for -9 yards,4.110,2.280
3,4:53,3,18,MIA 23,6,35,Ryan Fitzpatrick pass complete short right to Fred Jackson for 4 yards (tackle by Nolan Carroll),2.280,2.180
3,4:29,4,14,MIA 19,6,35,"Ryan Fitzpatrick sacked by Jason Taylor for -2 yards. Ryan Fitzpatrick fumbles (forced by Jason Taylor), recovered by Chad Rinehart at MIA-13",2.180,-0.340
3,4:15,1,10,MIA 21,6,35,Daniel Thomas right guard for 12 yards (tackle by Jairus Byrd),0.340,1.140
3,3:36,1,10,MIA 33,6,35,Matt Moore pass incomplete short right intended for Reggie Bush,1.140,0.590
3,3:31,2,10,MIA 33,6,35,Reggie Bush right end for -4 yards (tackle by Marcell Dareus),0.590,-0.620
3,2:47,3,14,MIA 29,6,35,Matt Moore pass complete short right to Reggie Bush for 6 yards (tackle by Drayton Florence),-0.620,-1.040
3,1:56,4,8,MIA 35,6,35,"Brandon Fields punts 59 yards, returned by C.J. Spiller for 45 yards (tackle by Austin Spitler)",-1.040,-2.320
3,1:39,1,10,MIA 49,6,35,Ryan Fitzpatrick pass incomplete short right intended for Scott Chandler,2.320,1.780
3,1:34,2,10,MIA 49,6,35,Ryan Fitzpatrick pass complete short left to Naaman Roosevelt for 16 yards (tackle by Kendall Langford),1.780,3.380
3,1:01,1,10,MIA 33,6,35,Ryan Fitzpatrick pass incomplete,3.380,2.840
3,0:54,2,10,MIA 33,6,35,Ryan Fitzpatrick pass complete short left to Scott Chandler for 31 yards (tackle by Reshad Jones),2.840,6.740
3,0:23,1,2,MIA 2,6,35,C.J. Spiller right tackle for 1 yard (tackle by Randy Starks),6.740,5.910
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,MIA 1,6,35,C.J. Spiller right end for no gain (tackle by Vontae Davis),5.910,5.170
4,14:20,3,1,MIA 1,6,35,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at MIA-1",5.170,3.550
4,13:47,4,1,MIA 1,6,35,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,3.550,0.380
4,13:39,1,10,MIA 1,8,35,"Daniel Thomas for -1 yards, safety",-0.380,-2.000
4,,,,MIA 20,8,35,"Brandon Fields kicks off 73 yards, returned by C.J. Spiller for 14 yards (tackle by Brian Hartline)",0.000,0.340
4,13:17,1,10,BUF 21,8,35,Ryan Fitzpatrick pass complete short right to Johnny White for -3 yards (tackle by Kevin Burnett),0.340,-0.700
4,12:36,2,13,BUF 18,8,35,Ryan Fitzpatrick pass incomplete short right intended for Johnny White,-0.700,-1.410
4,12:29,3,13,BUF 18,8,35,"Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson. Penalty on Tyrone Culver: Personal Foul, 15 yards (no play)",-1.410,1.140
4,12:29,1,10,BUF 33,8,35,C.J. Spiller right tackle for 1 yard (tackle by Cameron Wake),1.140,0.730
4,11:37,2,9,BUF 34,8,35,Ryan Fitzpatrick pass incomplete,0.730,0.040
4,11:31,3,9,BUF 34,8,35,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at BUF-BUF",0.040,-1.500
4,11:31,4,15,BUF 28,8,35,"Brian Moorman punts 54 yards, returned by Davone Bess for 7 yards (tackle by Garrison Sanborn)",-1.500,-0.610
4,10:56,1,10,MIA 25,8,35,Reggie Bush right end for no gain (tackle by Aaron Williams),0.610,0.060
4,10:18,2,10,MIA 25,8,35,Matt Moore left end for 3 yards (tackle by Marcell Dareus),0.060,-0.230
4,9:30,3,7,MIA 28,8,35,Matt Moore pass incomplete short right intended for Brian Hartline,-0.230,-1.500
4,9:26,4,7,MIA 28,8,35,"Brandon Fields punts 64 yards, returned by C.J. Spiller for 16 yards (tackle by Jason Trusnik)",-1.500,-0.540
4,9:13,1,10,BUF 24,8,35,Tyler Thigpen pass incomplete short right intended for Johnny White,0.540,0.000
4,9:07,2,10,BUF 24,8,35,Tyler Thigpen pass incomplete short left intended for Johnny White (defended by Kendall Langford),0.000,-0.690
4,9:02,3,10,BUF 24,8,35,Tyler Thigpen pass incomplete short middle intended for Ruvell Martin,-0.690,-1.770
4,8:52,4,10,BUF 24,8,35,"Brian Moorman punts 45 yards, returned by Davone Bess for 20 yards (tackle by Bryan Scott)",-1.770,-2.320
4,8:42,1,10,BUF 49,8,35,Daniel Thomas left guard for 2 yards (tackle by Kellen Heard),2.320,2.050
4,7:57,2,8,BUF 47,8,35,Matt Moore pass complete short right to Charles Clay for 1 yard (tackle by Da'Norris Searcy),2.050,1.490
4,7:13,3,7,BUF 46,8,35,Daniel Thomas left tackle for 3 yards (tackle by Jairus Byrd),1.490,0.400
4,6:29,4,4,BUF 43,8,35,"Brandon Fields punts 35 yards, fair catch by C.J. Spiller",0.400,0.380
4,6:19,1,10,BUF 8,8,35,Johnny White right tackle for 2 yards (tackle by Phillip Merling),-0.380,-0.630
4,5:43,2,8,BUF 10,8,35,Tyler Thigpen pass incomplete short left intended for Ruvell Martin. Penalty on Mike Caussin: Offensive Pass Interference (Declined),-0.630,-1.190
4,5:35,3,8,BUF 10,8,35,Tyler Thigpen pass complete short right to Steve Johnson for 6 yards (tackle by Reshad Jones),-1.190,-2.390
4,5:02,4,2,BUF 16,8,35,"Brian Moorman punts 55 yards, returned by Davone Bess for 8 yards (tackle by Leodis McKelvin)",-2.390,-1.400
4,4:47,1,10,MIA 37,8,35,Reggie Bush right tackle for 1 yard,1.400,0.990
4,4:07,2,9,MIA 38,8,35,Reggie Bush left end for no gain (tackle by Kelvin Sheppard),0.990,0.300
4,3:17,3,9,MIA 38,8,35,Daniel Thomas right tackle for 9 yards (tackle by Kirk Morrison),0.300,2.060
4,2:32,1,10,MIA 47,8,35,Daniel Thomas left guard for 2 yards (tackle by Torell Troup),2.060,1.790
4,2:00,2,8,MIA 49,8,35,Reggie Bush right end for 1 yard (tackle by Justin Rogers),1.790,1.220
4,1:18,3,7,MIA 50,8,35,Daniel Thomas right tackle for no gain (tackle by Kellen Heard),1.220,-0.060
4,0:29,,,,8,35,Timeout #1 by Miami Dolphins,0.000,-0.060
4,0:29,4,7,BUF 50,8,35,Brandon Fields punts 41 yards,-0.060,0.380
4,0:22,1,10,BUF 9,8,35,Johnny White left tackle for 4 yards (tackle by Austin Spitler),-0.380,-0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
