Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rachaad White,TAM,13,56,0,3,44,3.4,12,0.9,0,
Leonard Fournette,TAM,4,13,0,1,7,1.8,6,1.5,0,
Tom Brady,TAM,2,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,14,119,1,6,84,6.0,35,2.5,0,
Jordan Mason,SFO,11,56,0,3,27,2.5,29,2.6,0,
Deebo Samuel,SFO,4,21,1,1,18,4.5,3,0.8,0,
Ray-Ray McCloud,SFO,3,7,0,0,5,1.7,2,0.7,0,
Josh Johnson,SFO,2,3,0,0,-1,-0.5,4,2.0,0,
Brock Purdy,SFO,2,3,1,2,2,1.0,1,0.5,0,
