Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,4:43,1,10,SFO 38,0,7,Brock Purdy pass complete short middle to George Kittle for 15 yards (tackle by Logan Ryan),1.470,2.460
1,4:04,1,10,TAM 47,0,7,Deebo Samuel left tackle for 4 yards (tackle by Dee Delaney),2.460,2.450
1,3:27,2,6,TAM 43,0,7,Christian McCaffrey left tackle for 13 yards (tackle by Keanu Neal),2.450,3.580
1,2:48,1,10,TAM 30,0,7,Christian McCaffrey left end for 13 yards (tackle by Logan Ryan),3.580,4.440
1,2:05,1,10,TAM 17,0,7,Brock Purdy pass complete right to Deebo Samuel for 9 yards (tackle by Keanu Neal),4.440,5.480
1,1:21,2,1,TAM 8,0,7,Christian McCaffrey right tackle for no gain (tackle by Anthony Nelson and Akiem Hicks),5.480,4.800
1,0:43,3,1,TAM 8,0,7,"Brock Purdy pass incomplete short right intended for Tyler Kroft (defended by Keanu Neal). Penalty on Keanu Neal: Defensive Pass Interference, 7 yards (accepted) (no play)",4.800,6.970
1,0:37,1,1,TAM 1,0,7,Christian McCaffrey left guard for -1 yards (tackle by Keanu Neal and Devin White),6.970,5.720
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,TAM 2,0,13,"Brock Purdy scrambles up the middle for 2 yards, touchdown",5.720,7.000
2,14:55,,,TAM 15,0,14,Robbie Gould kicks extra point good,0.000,0.000
2,14:55,,,SFO 35,0,14,"Robbie Gould kicks off 63 yards, returned by Deven Thompkins for 16 yards (tackle by Charlie Woerner)",0.000,0.040
2,14:47,1,10,TAM 18,0,14,Tom Brady pass complete short right to Chris Godwin for 3 yards (tackle by Nick Bosa),0.040,0.010
2,14:10,2,7,TAM 21,0,14,Tom Brady pass complete short right to Rachaad White for 4 yards (tackle by Fred Warner),0.010,-0.270
2,13:28,3,3,TAM 25,0,14,Tom Brady pass incomplete short left intended for Mike Evans (defended by Drake Jackson),-0.270,-1.700
2,13:23,4,3,TAM 25,0,14,"Jake Camarda punts 61 yards, returned by Ray-Ray McCloud for 15 yards (tackle by Rachaad White)",-1.700,-0.870
2,13:10,1,10,SFO 29,0,14,Brock Purdy pass complete short right to Deebo Samuel for 18 yards (tackle by Carlton Davis),0.870,2.060
2,12:35,1,10,SFO 47,0,14,Christian McCaffrey left tackle for 1 yard (tackle by Devin White),2.060,1.650
2,11:51,2,9,SFO 48,0,14,Brock Purdy pass complete short left to Deebo Samuel for 10 yards (tackle by Logan Ryan),1.650,2.790
2,11:17,1,10,TAM 42,0,14,Christian McCaffrey left end for 3 yards (tackle by Keanu Neal and Logan Ryan),2.790,2.650
2,10:35,2,7,TAM 39,0,14,Brock Purdy pass complete short right to Kyle Juszczyk for 6 yards (tackle by Dee Delaney),2.650,2.740
2,10:08,3,1,TAM 33,0,14,Brock Purdy up the middle for 1 yard (tackle by Rakeem Nunez-Roches and Anthony Nelson),2.740,3.450
2,9:20,,,,,,Timeout #1 by San Francisco 49ers,,
2,9:20,1,10,TAM 32,0,14,Deebo Samuel right end for 1 yard (tackle by Jamel Dean and Joe Tryon-Shoyinka),3.450,3.040
2,8:37,2,9,TAM 31,0,14,Christian McCaffrey left tackle for 4 yards (tackle by Lavonte David and Akiem Hicks),3.040,2.870
2,7:55,3,5,TAM 27,0,20,"Brock Purdy pass complete deep left to Christian McCaffrey for 27 yards, touchdown",2.870,7.000
2,7:49,,,TAM 15,0,21,Robbie Gould kicks extra point good,0.000,0.000
2,7:49,,,SFO 35,0,21,"Robbie Gould kicks off 55 yards, returned by Deven Thompkins for 16 yards (tackle by Ambry Thomas and George Odum)",0.000,0.670
2,7:42,1,10,TAM 26,0,21,Tom Brady pass incomplete short right intended for Chris Godwin,0.670,0.130
2,7:39,2,10,TAM 26,0,21,Tom Brady pass complete short right to Julio Jones for 4 yards (tackle by Charvarius Ward),0.130,-0.030
2,7:00,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,7:00,3,6,TAM 30,0,21,Tom Brady pass incomplete short middle intended for Chris Godwin (defended by Jimmie Ward),-0.030,-1.370
2,6:57,4,6,TAM 30,0,21,"Jake Camarda punts 51 yards, returned by Ray-Ray McCloud for 15 yards (tackle by K.J. Britt)",-1.370,-1.200
2,6:45,1,10,SFO 34,0,21,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,1.200,0.660
2,6:42,2,10,SFO 34,0,21,"Penalty on Rakeem Nunez-Roches: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.660,1.330
2,6:42,2,5,SFO 39,0,21,Christian McCaffrey left end for 4 yards (tackle by Anthony Nelson),1.330,1.160
2,6:19,3,1,SFO 43,0,21,Christian McCaffrey left end for 13 yards (tackle by Logan Ryan),1.160,2.650
2,5:51,1,10,TAM 44,0,21,Brock Purdy pass complete short right to Kyle Juszczyk for 1 yard (tackle by Devin White),2.650,2.250
2,5:10,2,9,TAM 43,0,21,"Deebo Samuel up the middle for 3 yards. Deebo Samuel fumbles (forced by Anthony Nelson), recovered by Lavonte David at TB-40 (tackle by Brandon Aiyuk)",2.250,-1.600
2,5:05,1,10,TAM 40,0,21,Rachaad White right tackle for 7 yards (tackle by Talanoa Hufanga and Kerry Hyder),1.600,2.000
2,4:43,2,3,TAM 47,0,21,Tom Brady pass complete short right to Rachaad White for 2 yards (tackle by Dre Greenlaw and Charvarius Ward),2.000,1.550
2,4:15,3,1,TAM 49,0,21,Rachaad White up the middle for 2 yards (tackle by Tashaun Gipson),1.550,2.320
2,3:54,1,10,SFO 49,0,21,Tom Brady pass complete deep middle to Chris Godwin for 32 yards (tackle by Fred Warner),2.320,4.440
2,3:26,1,10,SFO 17,0,21,Tom Brady pass complete short left to Julio Jones for 9 yards (tackle by Deommodore Lenoir and Talanoa Hufanga),4.440,5.480
2,3:01,2,1,SFO 8,0,21,Rachaad White left guard for -1 yards (tackle by Samson Ebukam and Dre Greenlaw),5.480,4.570
2,2:37,3,2,SFO 9,0,21,Tom Brady pass incomplete short right intended for Chris Godwin,4.570,2.950
2,2:33,4,2,SFO 9,0,21,Tom Brady pass incomplete short right intended for Mike Evans,2.950,0.380
2,2:29,1,10,SFO 9,0,21,Christian McCaffrey right tackle for 5 yards (tackle by Anthony Nelson),-0.380,-0.390
2,2:00,2,5,SFO 14,0,21,Christian McCaffrey left tackle for 6 yards (tackle by Devin White),-0.390,0.280
2,1:21,1,10,SFO 20,0,21,Brock Purdy pass complete short left to Brandon Aiyuk for 25 yards (tackle by Jamel Dean),0.280,1.930
2,1:14,1,10,SFO 45,0,21,Brock Purdy pass complete short right to Ray-Ray McCloud for 11 yards (tackle by Keanu Neal and Carlton Davis),1.930,2.650
2,0:43,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:43,1,10,TAM 44,0,21,Brock Purdy pass incomplete short right,2.650,2.110
2,0:38,2,10,TAM 44,0,21,Brock Purdy pass complete short right to Christian McCaffrey for 7 yards (tackle by Logan Ryan and Lavonte David),2.110,2.350
2,0:28,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:28,3,3,TAM 37,0,21,"Brock Purdy pass is intercepted by Anthony Nelson at TB-30 and returned for no gain (tackle by Christian McCaffrey and Aaron Banks). Penalty on Carlton Davis: Defensive Holding, 5 yards (accepted) (no play)",2.350,3.450
2,0:22,1,10,TAM 32,0,27,"Brock Purdy pass complete deep left to Brandon Aiyuk for 32 yards, touchdown",3.450,7.000
2,0:15,,,TAM 15,0,28,Robbie Gould kicks extra point good,0.000,0.000
2,0:15,,,SFO 35,0,28,"Robbie Gould kicks off 42 yards, returned by Ko Kieft for 7 yards (tackle by George Odum and Ambry Thomas)",0.000,0.940
2,0:11,1,10,TAM 30,0,28,Tom Brady kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,0,28,"Robbie Gould kicks off 63 yards, returned by Deven Thompkins for 54 yards (tackle by Ambry Thomas)",0.000,2.650
3,14:53,1,10,SFO 44,0,28,Rachaad White up the middle for 5 yards (tackle by Kerry Hyder and Dre Greenlaw),2.650,2.780
3,14:30,2,5,SFO 39,0,28,Tom Brady pass incomplete deep right intended for Cameron Brate,2.780,2.080
3,14:25,3,5,SFO 39,0,28,Tom Brady pass short middle intended for Mike Evans is intercepted by Tashaun Gipson at SF-26 and returned for 36 yards (tackle by Rachaad White),2.080,-3.050
3,14:13,1,10,TAM 38,0,28,Brock Purdy pass incomplete short left intended for Christian McCaffrey (defended by Akiem Hicks),3.050,2.510
3,14:09,2,10,TAM 38,0,34,"Christian McCaffrey left guard for 38 yards, touchdown",2.510,7.000
3,14:01,,,TAM 15,0,35,Robbie Gould kicks extra point good,0.000,0.000
3,14:01,,,SFO 35,0,35,"Robbie Gould kicks off 58 yards, returned by Deven Thompkins for 14 yards (tackle by George Odum)",0.000,0.340
3,13:57,1,10,TAM 21,0,35,Tom Brady pass complete short left to Leonard Fournette for 4 yards (tackle by Charvarius Ward),0.340,0.340
3,13:27,2,6,TAM 25,0,35,Tom Brady pass complete short right to Chris Godwin for 6 yards (tackle by Deommodore Lenoir and Jimmie Ward),0.340,1.000
3,13:04,1,10,TAM 31,0,35,Tom Brady pass complete short left to Leonard Fournette for 8 yards (tackle by Talanoa Hufanga),1.000,1.540
3,12:40,2,2,TAM 39,0,35,Tom Brady pass complete short left to Julio Jones for 5 yards (tackle by Dre Greenlaw),1.540,1.860
3,12:09,1,10,TAM 44,0,35,Tom Brady pass incomplete short middle intended for Chris Godwin,1.860,1.320
3,12:07,2,10,TAM 44,0,35,Tom Brady pass complete short left to Cade Otton for 7 yards (tackle by Charvarius Ward),1.320,1.550
3,11:32,3,3,SFO 49,0,35,Tom Brady pass complete short middle to Chris Godwin for 5 yards (tackle by Jimmie Ward),1.550,2.650
3,11:10,1,10,SFO 44,0,35,Tom Brady pass incomplete short right intended for Scott Miller (defended by Deommodore Lenoir),2.650,2.110
3,11:07,2,10,SFO 44,0,35,Tom Brady pass complete short left to Julio Jones for 5 yards (tackle by Jimmie Ward),2.110,2.080
3,10:48,3,5,SFO 39,0,35,Tom Brady scrambles for 1 yard (tackle by Nick Bosa),2.080,0.720
3,10:14,4,4,SFO 38,0,35,Tom Brady pass complete short middle to Leonard Fournette for 5 yards (tackle by Jimmie Ward),0.720,3.380
3,9:51,1,10,SFO 33,0,35,Tom Brady pass short right intended for Mike Evans is intercepted by Dre Greenlaw at SF-24 and returned for no gain (tackle by Mike Evans),3.380,-0.540
3,9:44,1,10,SFO 24,0,35,Jordan Mason right end for 4 yards (tackle by Lavonte David),0.540,0.540
3,9:04,2,6,SFO 28,0,35,"Penalty on Tyler Kroft: False Start, 5 yards (accepted) (no play)",0.540,-0.140
3,8:48,2,11,SFO 23,0,35,Jordan Mason right guard for 4 yards (tackle by Akiem Hicks),-0.140,-0.300
3,8:05,3,7,SFO 27,0,35,Brock Purdy pass complete short left to George Kittle for -5 yards (tackle by Nolan Turner),-0.300,-1.900
3,7:25,4,12,SFO 22,0,35,"Mitch Wishnowsky punts 62 yards, returned by Deven Thompkins for 10 yards (tackle by George Odum)",-1.900,-0.670
3,7:14,1,10,TAM 26,0,35,Rachaad White up the middle for 8 yards (tackle by Talanoa Hufanga and Tashaun Gipson),0.670,1.210
3,6:45,2,2,TAM 34,0,35,Rachaad White left guard for 7 yards (tackle by Dre Greenlaw),1.210,1.660
3,6:25,1,10,TAM 41,0,35,Tom Brady pass complete short left to Cade Otton for 6 yards (tackle by Dre Greenlaw),1.660,1.930
3,6:04,2,4,TAM 47,0,35,Tom Brady pass complete short left to Cade Otton for 11 yards (tackle by Dre Greenlaw and Charvarius Ward),1.930,2.790
3,5:37,1,10,SFO 42,0,35,Tom Brady pass incomplete short left,2.790,2.240
3,5:32,2,10,SFO 42,0,35,Tom Brady pass complete short left to Cameron Brate for 4 yards (tackle by Talanoa Hufanga),2.240,2.080
3,5:06,3,6,SFO 38,0,35,Tom Brady pass complete short right to Rachaad White for 5 yards (tackle by Deommodore Lenoir and Jimmie Ward),2.080,1.210
3,4:35,4,1,SFO 33,0,35,Tom Brady pass complete short right to Mike Evans for 9 yards (tackle by Tashaun Gipson),1.210,3.970
3,3:53,1,10,SFO 24,0,35,Tom Brady pass incomplete left,3.970,3.430
3,3:46,2,10,SFO 24,0,35,"Penalty on Donovan Smith: False Start, 5 yards (accepted) (no play)",3.430,2.760
3,3:46,2,15,SFO 29,0,35,Tom Brady pass complete short middle to Leonard Fournette for 6 yards (tackle by Dre Greenlaw),2.760,2.870
3,3:25,3,9,SFO 23,0,35,Tom Brady pass complete short left to Julio Jones for 15 yards (tackle by Charvarius Ward),2.870,5.370
3,3:02,1,8,SFO 8,0,35,Tom Brady pass incomplete short left intended for Julio Jones,5.370,4.570
3,2:56,2,8,SFO 8,6,35,"Tom Brady pass complete short middle to Russell Gage for 8 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.570,7.000
3,2:48,,,SFO 15,7,35,Ryan Succop kicks extra point good,0.000,0.000
3,2:48,,,TAM 35,7,35,"Jake Camarda kicks off 64 yards, returned by Ray-Ray McCloud for 30 yards (tackle by Ko Kieft)",0.000,1.000
3,2:43,1,10,SFO 31,7,35,Jordan Mason left tackle for 10 yards (tackle by Carlton Davis and William Gholston),1.000,1.660
3,1:59,1,10,SFO 41,7,35,Jordan Mason up the middle for 2 yards (tackle by Lavonte David),1.660,1.390
3,1:15,2,8,SFO 43,7,35,Jordan Mason up the middle for 13 yards (tackle by Carlton Davis),1.390,2.650
3,0:23,1,10,TAM 44,7,35,Ray-Ray McCloud right end for 2 yards (tackle by Carlton Davis and William Gholston),2.650,2.380
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 42,7,35,Jordan Mason right end for -2 yards (tackle by Carl Nassib),2.380,1.420
4,14:20,3,10,TAM 44,7,35,Brock Purdy pass complete short left to Jauan Jennings for 5 yards,1.420,0.660
4,13:41,4,5,TAM 39,7,35,Mitch Wishnowsky punts 31 yards downed by Charlie Woerner,0.660,0.380
4,13:31,1,10,TAM 8,7,35,Tom Brady pass complete short middle to Chris Godwin for 8 yards (tackle by Fred Warner),-0.380,-0.090
4,13:04,2,2,TAM 16,7,35,Rachaad White up the middle for 4 yards (tackle by Fred Warner and Drake Jackson),-0.090,0.280
4,12:46,1,10,TAM 20,7,35,Tom Brady pass complete short right to Mike Evans for 12 yards (tackle by Charvarius Ward),0.280,1.070
4,12:20,1,10,TAM 32,7,35,Tom Brady pass incomplete deep left intended for Julio Jones,1.070,0.530
4,12:16,2,10,TAM 32,7,35,"Tom Brady pass complete short left to Rachaad White for no gain (tackle by Jimmie Ward). Penalty on Chris Godwin: Offensive Holding, 10 yards (accepted) (no play)",0.530,-0.820
4,12:03,2,20,TAM 22,7,35,Tom Brady pass complete short right to Rachaad White for 6 yards (tackle by Nick Bosa),-0.820,-0.690
4,11:41,3,14,TAM 28,7,35,Tom Brady pass complete short middle to Rachaad White for 4 yards (tackle by Dre Greenlaw),-0.690,-1.240
4,11:13,4,10,TAM 32,7,35,Tom Brady pass complete deep middle to Mike Evans for 20 yards (tackle by Tashaun Gipson),-1.240,2.390
4,10:42,1,10,SFO 48,7,35,Tom Brady pass complete short right to Leonard Fournette for 1 yard (tackle by Dre Greenlaw),2.390,1.980
4,10:14,2,9,SFO 47,7,35,Tom Brady pass incomplete short left intended for Cameron Brate,1.980,1.290
4,10:09,3,9,SFO 47,7,35,Tom Brady pass complete short middle to Cameron Brate for 8 yards (tackle by Fred Warner),1.290,0.660
4,9:45,4,1,SFO 39,7,35,Leonard Fournette left guard for 2 yards (tackle by Arik Armstead and T.Y. McGill),0.660,3.120
4,9:21,1,10,SFO 37,7,35,Tom Brady pass incomplete short middle intended for Cade Otton,3.120,2.570
4,9:18,2,10,SFO 37,7,35,Tom Brady pass complete short left to Cade Otton for 4 yards (tackle by Dre Greenlaw and Deommodore Lenoir),2.570,2.410
4,8:44,3,6,SFO 33,7,35,"Tom Brady pass complete short right to Mike Evans for 3 yards (tackle by Jimmie Ward). Penalty on Mike Evans: Illegal Forward Pass, 5 yards (accepted)",2.410,0.970
4,8:44,4,8,SFO 35,7,35,Tom Brady pass incomplete short right intended for Mike Evans (defended by Drake Jackson),0.970,-1.270
4,8:40,1,10,SFO 35,7,35,Jordan Mason left tackle for 5 yards (tackle by Deadrin Senat and Logan Hall),1.270,1.400
4,7:55,2,5,SFO 40,7,35,Jordan Mason right guard for 18 yards (tackle by Logan Ryan),1.400,2.790
4,7:07,1,10,TAM 42,7,35,Jordan Mason left tackle for 5 yards (tackle by Deadrin Senat and Keanu Neal),2.790,2.920
4,6:24,2,5,TAM 37,7,35,Jordan Mason right guard for no gain (tackle by Rakeem Nunez-Roches and Anthony Nelson),2.920,2.210
4,5:37,3,5,TAM 37,7,35,Ray-Ray McCloud left end for 3 yards (tackle by William Gholston),2.210,1.100
4,4:50,,,,,,Timeout #1 by San Francisco 49ers,,
4,4:50,4,2,TAM 34,7,35,Josh Johnson pass incomplete short right intended for Jauan Jennings (defended by Carl Nassib),1.100,-1.140
4,4:48,1,10,TAM 33,7,35,Rachaad White right tackle for 5 yards (tackle by Charvarius Ward and Oren Burks),1.140,1.330
4,4:28,2,5,TAM 39,7,35,Rachaad White right guard for 4 yards (tackle by Oren Burks and Charles Omenihu),1.330,1.160
4,3:51,3,1,TAM 43,7,35,Rachaad White up the middle for no gain (tackle by T.Y. McGill),1.160,-0.520
4,3:38,4,1,TAM 43,7,35,"Rachaad White for no gain. Rachaad White fumbles (forced by Jimmie Ward), recovered by Azeez Al-Shaair at TB-37 and returned for 5 yards (tackle by Cade Otton and Chris Godwin)",-0.520,-3.450
4,3:29,1,10,TAM 32,7,35,Jordan Mason up the middle for -3 yards (tackle by Carl Nassib),3.450,2.500
4,2:47,2,13,TAM 35,7,35,Josh Johnson right end for 4 yards (tackle by Carl Nassib),2.500,2.340
4,2:00,3,9,TAM 31,7,35,Ray-Ray McCloud left end for 2 yards (tackle by Genard Avery and Anthony Nelson),2.340,1.500
4,1:13,,,,,,Timeout #2 by San Francisco 49ers,,
4,1:13,4,7,TAM 29,7,35,Josh Johnson pass complete short left to Danny Gray for 10 yards (tackle by Zyon McCollum),1.500,4.310
4,0:30,1,10,TAM 19,7,35,Josh Johnson kneels for -1 yards,4.310,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
