Quarter,Time,Tm,Detail,NOR,CAR
1.0,5:23,Saints,Deuce McAllister 4 yard rush (John Carney kick),7,0
,0:37,Panthers,Steve Smith Sr. 33 yard pass from Jake Delhomme (John Kasay kick),7,7
2.0,4:37,Saints,Deuce McAllister 2 yard rush (John Carney kick),14,7
3.0,4:31,Saints,John Carney 29 yard field goal,17,7
,0:21,Panthers,Stephen Davis 1 yard rush (John Kasay kick),17,14
4.0,11:56,Saints,John Carney 48 yard field goal,20,14
,6:17,Panthers,John Kasay 39 yard field goal,20,17
,1:04,Panthers,John Kasay 46 yard field goal,20,20
,0:03,Saints,John Carney 47 yard field goal,23,20
