Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
1,8:46,3,8,PIT 47,0,0,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Stephen Tulloch),0.960,2.650
1,8:19,1,10,DET 44,0,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 2 yards (tackle by Louis Delmas),2.650,2.380
1,7:52,2,8,DET 42,0,0,Le'Veon Bell up the middle for 2 yards (tackle by Stephen Tulloch),2.380,1.950
1,7:25,3,6,DET 40,0,0,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",1.950,1.290
1,7:05,3,11,DET 45,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Louis Delmas and Glover Quin),1.290,3.310
1,6:28,1,10,DET 34,0,6,"Ben Roethlisberger pass complete short right to Antonio Brown for 34 yards, touchdown",3.310,7.000
1,6:28,,,DET 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,6:28,,,PIT 35,0,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
1,6:20,1,10,DET 20,0,7,Joique Bell up the middle for 2 yards (tackle by Lawrence Timmons and Evander Hood),0.280,0.000
1,5:40,2,8,DET 22,0,7,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew,0.000,-0.690
1,5:34,3,8,DET 22,0,7,Matthew Stafford pass incomplete short left intended for Kevin Ogletree,-0.690,-1.900
1,5:28,4,8,DET 22,0,7,"Sam Martin punts 50 yards, returned by Antonio Brown for 9 yards (tackle by John Wendling)",-1.900,-1.400
1,5:17,1,10,PIT 37,0,7,Le'Veon Bell left guard for 3 yards (tackle by Glover Quin),1.400,1.260
1,4:49,2,7,PIT 40,0,7,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,1.260,0.560
1,4:45,3,7,PIT 40,0,7,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by Rashean Mathis),0.560,2.460
1,4:08,1,10,DET 47,0,13,"Ben Roethlisberger pass complete short middle to Antonio Brown for 47 yards, touchdown",2.460,7.000
1,4:08,,,DET 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
1,4:08,,,PIT 35,0,14,"Shaun Suisham kicks off 68 yards, returned by Micheal Spurlock for 36 yards (tackle by Shaun Suisham)",0.000,-1.140
1,3:52,1,10,DET 33,0,14,Reggie Bush left tackle for 1 yard (tackle by Cameron Heyward),1.140,0.730
1,3:17,2,9,DET 34,0,14,Matthew Stafford pass complete short middle to Kris Durham for 7 yards (tackle by Will Allen),0.730,0.960
1,2:34,3,2,DET 41,0,14,Joique Bell right guard for 5 yards (tackle by Ryan Clark),0.960,1.990
1,1:59,1,10,DET 46,0,14,Joique Bell right tackle for 18 yards (tackle by Steve McLendon),1.990,3.180
1,1:19,1,10,PIT 36,0,14,Joique Bell left guard for 1 yard (tackle by Al Woods and Jarvis Jones),3.180,2.770
1,0:37,2,9,PIT 35,0,14,Matthew Stafford pass complete short right to Calvin Johnson for 16 yards (tackle by Will Allen and William Gay),2.770,4.310
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 19,0,14,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,4.310,3.750
2,14:55,2,10,PIT 19,0,14,Joique Bell up the middle for 2 yards (tackle by Cameron Heyward and Ryan Clark),3.750,3.260
2,14:15,3,8,PIT 17,0,14,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew,3.260,2.310
2,14:10,4,8,PIT 17,3,14,David Akers 35 yard field goal good,2.310,3.000
2,14:10,,,DET 35,3,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,14:05,1,10,PIT 20,3,14,Antonio Brown left guard for -8 yards (tackle by DeAndre Levy),0.280,-1.360
2,13:31,2,18,PIT 12,3,14,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,-1.360,-2.360
2,13:26,3,18,PIT 12,3,14,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Chris Houston),-2.360,-2.320
2,12:50,4,13,PIT 17,3,14,Mat McBriar punts 41 yards,-2.320,-2.590
2,12:41,1,10,PIT 45,3,14,"Reggie Bush left guard for 6 yards (tackle by Will Allen and Ryan Clark). Reggie Bush fumbles (forced by Will Allen), recovered by Lawrence Timmons at PIT-39 (tackle by Matthew Stafford). Penalty on Rob Sims: Offensive Holding (Declined)",2.590,-3.450
2,12:31,1,10,DET 32,3,14,Ben Roethlisberger pass complete short right to Heath Miller for 10 yards (tackle by Don Carey and DeAndre Levy),3.450,4.110
2,11:57,1,10,DET 22,3,14,Felix Jones up the middle for no gain (tackle by Louis Delmas),4.110,3.560
2,11:25,2,10,DET 22,3,14,Ben Roethlisberger pass complete short right to Markus Wheaton for 11 yards (tackle by Chris Houston),3.560,4.840
2,10:51,1,10,DET 11,3,14,Le'Veon Bell right tackle for 4 yards (tackle by DeAndre Levy),4.840,4.890
2,10:44,2,6,DET 7,3,14,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell,4.890,4.890
2,10:40,2,6,DET 7,3,14,Timeout #1 by Pittsburgh Steelers,4.890,3.980
2,10:40,3,6,DET 7,3,14,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,3.980,2.980
2,10:34,4,6,DET 7,3,17,Shaun Suisham 25 yard field goal good,2.980,3.000
2,10:34,,,PIT 35,3,17,"Shaun Suisham kicks off 62 yards, returned by Micheal Spurlock for 18 yards (tackle by Curtis Brown)",0.000,-0.340
2,10:27,1,10,DET 21,9,17,"Matthew Stafford pass complete deep middle to Calvin Johnson for 79 yards, touchdown",0.340,7.000
2,10:27,,,PIT 2,10,17,David Akers kicks extra point good,0.000,0.000
2,10:27,,,DET 35,10,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,10:13,1,10,PIT 20,10,17,Ben Roethlisberger pass complete short right to Markus Wheaton for 21 yards,0.280,1.660
2,9:52,1,10,PIT 41,10,17,Le'Veon Bell up the middle for 4 yards (tackle by Willie Young and Darius Slay),1.660,1.660
2,9:07,2,6,PIT 45,10,17,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 43 yards (tackle by DeAndre Levy),1.660,4.780
2,8:21,1,10,DET 12,10,17,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,4.780,4.100
2,8:16,2,10,DET 12,10,17,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Glover Quin),4.100,3.120
2,8:11,3,10,DET 12,10,17,Ben Roethlisberger sacked by Nick Fairley for -9 yards,3.120,2.060
2,7:42,4,19,DET 21,10,17,"Penalty on Nick Fairley: Encroachment, 5 yards (no play)",2.060,2.380
2,7:24,4,14,DET 16,10,20,Shaun Suisham 34 yard field goal good,2.380,3.000
2,7:24,,,PIT 35,10,20,"Shaun Suisham kicks off 55 yards, returned by Micheal Spurlock for 16 yards (tackle by DeMarcus Van Dyke)",0.000,-0.670
2,7:14,1,10,DET 26,10,20,Matthew Stafford left guard for 3 yards (tackle by Jason Worilds),0.670,0.540
2,6:36,2,7,DET 29,10,20,Matthew Stafford pass complete short left to Brandon Pettigrew for 1 yard (tackle by Lawrence Timmons),0.540,-0.030
2,5:54,3,6,DET 30,10,20,"Penalty on Calvin Johnson: False Start, 5 yards (no play)",-0.030,-0.690
2,5:27,3,11,DET 25,10,20,Matthew Stafford pass complete deep left to Brandon Pettigrew for 31 yards (tackle by Will Allen),-0.690,2.650
2,4:43,1,10,PIT 44,10,20,Matthew Stafford pass complete deep left to Kris Durham for 25 yards (tackle by Troy Polamalu),2.650,4.310
2,3:58,1,10,PIT 19,16,20,"Matthew Stafford pass complete deep left to Calvin Johnson for 19 yards, touchdown",4.310,7.000
2,3:58,,,PIT 2,17,20,David Akers kicks extra point good,0.000,0.000
2,3:58,,,DET 35,17,20,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,3:52,1,10,PIT 20,17,20,Le'Veon Bell up the middle for -1 yards (tackle by Don Carey),0.280,-0.460
2,3:22,2,11,PIT 19,17,20,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Chris Houston),-0.460,-1.140
2,3:17,3,11,PIT 19,17,20,Ben Roethlisberger pass complete short right to Markus Wheaton for 6 yards (tackle by Stephen Tulloch),-1.140,-1.700
2,2:40,4,5,PIT 25,17,20,"Mat McBriar punts 39 yards, returned by Micheal Spurlock for 2 yards (tackle by Jason Worilds)",-1.700,-1.470
2,2:31,1,10,DET 38,17,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Ike Taylor),1.470,0.920
2,2:27,2,10,DET 38,17,20,Matthew Stafford pass complete deep left to Calvin Johnson for 23 yards (tackle by Ike Taylor),0.920,2.980
2,2:00,1,10,PIT 39,17,20,Matthew Stafford pass complete short right to Joique Bell for 37 yards (tackle by Ryan Clark),2.980,6.740
2,1:50,1,2,PIT 2,17,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson,6.740,5.720
2,1:46,2,2,PIT 2,23,20,"Joique Bell up the middle for 2 yards, touchdown",5.720,7.000
2,1:46,,,PIT 2,24,20,David Akers kicks extra point good,0.000,0.000
2,1:46,,,DET 35,24,20,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,1:42,1,10,PIT 20,24,20,"Jonathan Dwyer left guard for 4 yards (tackle by Louis Delmas). Penalty on Guy Whimper: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,1:37,1,20,PIT 10,24,20,Ben Roethlisberger pass complete short middle to Jonathan Dwyer for -1 yards (tackle by Nick Fairley),-0.760,-0.760
2,1:29,1,20,PIT 10,24,20,Timeout #1 by Detroit Lions,-0.760,-1.580
2,1:29,2,21,PIT 9,24,20,"Ben Roethlisberger pass complete short left to Le'Veon Bell for 2 yards (tackle by Rashean Mathis). Penalty on Guy Whimper: Offensive Holding, 5 yards (no play)",-1.580,-1.950
2,1:20,2,26,PIT 4,24,20,Ben Roethlisberger pass incomplete short middle intended for David Paulson,-1.950,-3.290
2,1:17,3,26,PIT 4,24,20,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Stephen Tulloch),-3.290,-3.290
2,1:11,3,26,PIT 4,24,20,Timeout #2 by Detroit Lions,-3.290,-2.490
2,1:11,4,20,PIT 10,24,20,"Mat McBriar punts 31 yards. Penalty on DeJon Gomes: Offensive Holding, 10 yards",-2.490,-2.190
2,1:02,1,10,DET 49,24,20,Matthew Stafford pass incomplete short left intended for Kris Durham (defended by Jarvis Jones),2.190,1.650
2,0:59,2,10,DET 49,24,20,"Penalty on Riley Reiff: False Start, 5 yards (no play)",1.650,0.970
2,0:58,2,15,DET 44,24,20,Matthew Stafford pass incomplete deep left intended for Kris Durham (defended by Cortez Allen),0.970,0.970
2,0:52,2,15,DET 44,24,20,Timeout #3 by Detroit Lions,0.970,0.300
2,0:52,3,15,DET 44,24,20,Matthew Stafford pass complete deep right to Calvin Johnson for 20 yards (tackle by Will Allen),0.300,3.180
2,0:33,1,10,PIT 36,24,20,Matthew Stafford spiked the ball,3.180,2.640
2,0:33,2,10,PIT 36,24,20,Matthew Stafford pass complete short middle to Joique Bell for 10 yards (tackle by William Gay),2.640,3.840
2,0:27,1,10,PIT 26,24,20,Matthew Stafford pass complete deep middle to Calvin Johnson for 22 yards (tackle by Ryan Clark). Penalty on Ike Taylor: Defensive Holding (Declined),3.840,6.280
2,0:21,1,4,PIT 4,24,20,"Matthew Stafford pass incomplete short right intended for Calvin Johnson. Penalty on Ike Taylor: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
2,0:17,1,1,PIT 1,24,20,Matthew Stafford pass incomplete short middle intended for Jeremy Ross (defended by William Gay),6.970,6.970
2,0:14,1,1,PIT 1,24,20,Timeout #2 by Pittsburgh Steelers,6.970,5.910
2,0:14,2,1,PIT 1,24,20,Matthew Stafford pass incomplete short right intended for Reggie Bush (defended by Ike Taylor),5.910,5.170
2,0:12,3,1,PIT 1,24,20,Matthew Stafford pass incomplete short middle intended for Joseph Fauria (defended by Cameron Heyward),5.170,3.550
2,0:07,4,1,PIT 1,27,20,David Akers 19 yard field goal good,3.550,3.000
2,0:07,,,DET 35,27,20,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,0:04,1,10,PIT 20,27,20,Ben Roethlisberger kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,27,20,"Sam Martin kicks off no gain, returned by Felix Jones for 21 yards (tackle by Micheal Spurlock)",0.000,0.040
3,14:56,1,10,PIT 18,27,20,Le'Veon Bell left tackle for 3 yards (tackle by DeAndre Levy),0.040,0.010
3,14:11,2,7,PIT 21,27,20,Le'Veon Bell right guard for -1 yards (tackle by Don Carey and Willie Young),0.010,-0.910
3,13:41,3,8,PIT 20,27,20,Ben Roethlisberger pass incomplete deep left intended for Jerricho Cotchery (defended by Louis Delmas),-0.910,-2.030
,,,,,,,"DET challenged the pass completion ruling, and the original play was overturned.",,
3,13:35,4,8,PIT 20,27,20,"Mat McBriar punts 70 yards, returned by Micheal Spurlock for 2 yards (tackle by Antwon Blake)",-2.030,0.350
3,13:22,1,10,DET 12,27,20,Reggie Bush left guard for 2 yards (tackle by Will Allen and William Gay),-0.350,-0.610
3,12:42,2,8,DET 14,27,20,Matthew Stafford pass incomplete short left intended for Reggie Bush,-0.610,-1.190
3,12:38,3,8,DET 14,27,20,Matthew Stafford pass incomplete short middle intended for Joique Bell (defended by Cameron Heyward),-1.190,-2.470
3,12:34,4,8,DET 14,27,20,"Sam Martin punts 59 yards, returned by Antonio Brown for 8 yards (tackle by Rocky McIntosh)",-2.470,-1.270
3,12:23,1,10,PIT 35,27,20,"Ben Roethlisberger pass incomplete short middle intended for Antonio Brown. Penalty on C.J. Mosley: Roughing the Passer, 15 yards (no play)",1.270,2.260
3,12:18,1,10,,27,20,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by DeAndre Levy),2.260,1.710
3,12:15,2,10,,27,20,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,1.710,1.030
3,12:12,3,10,,27,20,Ben Roethlisberger pass incomplete short left intended for Heath Miller (defended by DeAndre Levy),1.030,-0.060
3,12:08,4,10,,27,20,"Mat McBriar punts 38 yards, fair catch by Micheal Spurlock",-0.060,0.350
3,12:00,1,10,DET 12,27,20,Matthew Stafford pass incomplete short left intended for Kris Durham,-0.350,-0.780
3,11:57,2,10,DET 12,27,20,Reggie Bush up the middle for 1 yard (tackle by Jason Worilds),-0.780,-1.300
3,11:13,3,9,DET 13,27,20,Matthew Stafford sacked by Jason Worilds for -11 yards,-1.300,-2.490
3,10:31,4,20,DET 2,27,20,"Sam Martin punts 43 yards, fair catch by Antonio Brown",-2.490,-2.590
3,10:25,1,10,DET 45,27,20,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 9 yards (tackle by Louis Delmas),2.590,3.260
3,9:56,2,1,DET 36,27,20,Le'Veon Bell right end for 2 yards (tackle by Chris Houston and Stephen Tulloch),3.260,3.310
3,9:13,1,10,DET 34,27,20,Ben Roethlisberger pass complete short right to Antonio Brown for 21 yards (tackle by DeJon Gomes),3.310,4.710
3,8:36,1,10,DET 13,27,20,Ben Roethlisberger for 6 yards,4.710,5.150
3,8:06,2,4,DET 7,27,20,Ben Roethlisberger pass complete short right to Le'Veon Bell for no gain,5.150,4.330
3,7:24,3,4,DET 7,27,20,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 6 yards (tackle by DeAndre Levy),4.330,6.970
3,6:58,1,1,DET 1,27,20,Penalty on Andre Fluellen: Encroachment (no play),6.970,6.970
3,6:45,1,1,DET 1,27,20,Le'Veon Bell up the middle for no gain (tackle by Israel Idonije and DeAndre Levy),6.970,5.910
3,6:07,2,1,DET 1,27,20,Ben Roethlisberger pass incomplete short middle intended for David Paulson,5.910,5.170
3,6:02,3,1,DET 1,27,20,Le'Veon Bell left guard for -2 yards (tackle by Rocky McIntosh),5.170,3.040
3,5:17,4,3,DET 3,27,23,Shaun Suisham 21 yard field goal good,3.040,3.000
3,5:17,,,PIT 35,27,23,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,5:14,1,10,DET 20,27,23,Joique Bell up the middle for 7 yards (tackle by Will Allen and Lawrence Timmons),0.280,0.680
3,4:39,2,3,DET 27,27,23,Matthew Stafford pass complete short right to Jeremy Ross for 19 yards (tackle by Ike Taylor and Will Allen),0.680,1.990
3,4:00,1,10,DET 46,27,23,Joique Bell up the middle for 3 yards (tackle by Jarvis Jones),1.990,1.860
3,3:23,2,7,DET 49,27,23,Matthew Stafford pass complete short left to Kris Durham for 10 yards (tackle by Cortez Allen and Troy Polamalu),1.860,2.850
3,2:47,1,10,PIT 41,27,23,Joique Bell right guard for 9 yards (tackle by Cameron Heyward and Troy Polamalu),2.850,3.520
3,2:08,2,1,PIT 32,27,23,Reggie Bush right guard for 3 yards (tackle by Cameron Heyward),3.520,3.640
3,1:25,1,10,PIT 29,27,23,Matthew Stafford pass complete short middle to Reggie Bush for 6 yards (tackle by Cameron Heyward and Vince Williams),3.640,3.910
3,0:38,2,4,PIT 23,27,23,Reggie Bush right guard for 1 yard (tackle by Evander Hood),3.910,3.340
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,PIT 22,27,23,Matthew Stafford up the middle for 7 yards,3.340,4.580
4,14:24,1,10,PIT 15,27,23,Reggie Bush right guard for 6 yards (tackle by Evander Hood),4.580,5.030
4,13:44,2,4,PIT 9,27,23,Reggie Bush right guard for -1 yards (tackle by Evander Hood),5.030,4.000
4,13:00,3,5,PIT 10,27,23,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Ryan Clark),4.000,2.810
4,12:56,4,5,PIT 10,27,23,"Sam Martin right guard for 3 yards (tackle by Steve McLendon and Cameron Heyward). Sam Martin fumbles (forced by Steve McLendon), recovered by Ryan Clark at PIT-3 (tackle by LaAdrian Waddle)",2.810,0.380
4,12:49,1,10,PIT 3,27,23,Le'Veon Bell up the middle for no gain (tackle by Don Carey and Stephen Tulloch),-0.380,-0.780
4,12:09,2,10,PIT 3,27,23,Le'Veon Bell up the middle for 1 yard (tackle by Stephen Tulloch and Willie Young),-0.780,-1.300
4,11:25,3,9,PIT 4,27,23,Ben Roethlisberger pass complete deep right to Antonio Brown for 16 yards (tackle by DeJon Gomes),-1.300,0.280
4,10:51,1,10,PIT 20,27,23,Ben Roethlisberger pass complete short left to Heath Miller for 9 yards (tackle by Don Carey),0.280,0.950
4,10:21,2,1,PIT 29,27,23,Le'Veon Bell up the middle for 6 yards (tackle by C.J. Mosley and Stephen Tulloch),0.950,1.270
4,9:44,1,10,PIT 35,27,23,Ben Roethlisberger pass complete deep middle to Heath Miller for 21 yards (tackle by Don Carey and Louis Delmas),1.270,2.650
4,9:01,1,10,DET 44,27,23,Le'Veon Bell left guard for -2 yards (tackle by DeAndre Levy),2.650,1.840
4,8:21,2,12,DET 46,27,23,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Rashean Mathis),1.840,1.160
4,8:14,3,12,DET 46,27,23,Ben Roethlisberger right end for 10 yards (tackle by Don Carey),1.160,1.160
4,7:30,3,12,DET 46,27,23,Timeout #1 by Pittsburgh Steelers,1.160,0.890
4,7:30,4,2,DET 36,27,23,Ben Roethlisberger pass complete short right to Le'Veon Bell for 3 yards (tackle by Rocky McIntosh),0.890,3.380
4,6:53,1,10,DET 33,27,23,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 13 yards (tackle by DeAndre Levy),3.380,4.240
4,6:19,1,10,DET 20,27,23,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,4.240,3.690
4,6:16,2,10,DET 20,27,23,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 19 yards (tackle by Louis Delmas),3.690,3.690
4,5:39,2,10,DET 20,27,23,Timeout #1 by Detroit Lions,3.690,6.970
4,5:39,1,1,DET 1,27,23,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,6.970,5.910
4,5:35,2,1,DET 1,27,23,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery. Penalty on Rashean Mathis: Defensive Pass Interference (no play),5.910,6.970
4,5:30,1,1,DET 1,27,23,Jonathan Dwyer up the middle for no gain (tackle by Nick Fairley and Andre Fluellen),6.970,5.910
4,4:50,2,1,DET 1,27,29,"Ben Roethlisberger pass complete short right to Will Johnson for 1 yard, touchdown",5.910,7.000
4,4:50,,,DET 2,27,30,Shaun Suisham kicks extra point good,0.000,0.000
4,4:50,,,PIT 35,27,30,"Shaun Suisham kicks off 67 yards, returned by Micheal Spurlock for 22 yards (tackle by Antwon Blake)",0.000,-0.280
4,4:40,1,10,DET 20,27,30,Matthew Stafford pass incomplete short left intended for Theo Riddick,0.280,-0.270
4,4:36,2,10,DET 20,27,30,Matthew Stafford pass incomplete short right intended for Jeremy Ross,-0.270,-0.960
4,4:28,3,10,DET 20,27,30,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson is intercepted by Will Allen at PIT-39 and returned for 27 yards,-0.960,-3.310
4,4:11,1,10,DET 34,27,30,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Louis Delmas),3.310,3.310
4,3:29,2,6,DET 30,27,30,Le'Veon Bell up the middle for 6 yards (tackle by Stephen Tulloch and DeAndre Levy),3.310,3.310
4,3:21,2,6,DET 30,27,30,Timeout #2 by Detroit Lions,3.310,3.970
4,3:21,1,10,DET 24,27,30,Le'Veon Bell right guard for 1 yard (tackle by Don Carey),3.970,3.570
4,2:40,2,9,DET 23,27,30,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by DeJon Gomes),3.570,3.270
4,2:35,3,6,DET 20,27,36,"Ben Roethlisberger pass complete deep left to Jerricho Cotchery for 20 yards, touchdown",3.270,7.000
4,2:35,,,DET 2,27,37,Shaun Suisham kicks extra point good,0.000,0.000
4,2:35,,,PIT 35,27,37,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,2:29,1,10,DET 20,27,37,Matthew Stafford pass incomplete short middle intended for Kevin Ogletree,0.280,-0.270
4,2:25,2,10,DET 20,27,37,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Jarvis Jones),-0.270,-0.960
4,2:20,3,10,DET 20,27,37,Matthew Stafford pass incomplete deep right intended for Kevin Ogletree,-0.960,-2.030
4,2:11,4,10,DET 20,27,37,Matthew Stafford for 14 yards,-2.030,1.200
4,2:03,1,10,DET 34,27,37,"Penalty on LaAdrian Waddle: False Start, 5 yards (no play)",1.200,0.870
4,2:03,1,15,DET 29,27,37,Matthew Stafford pass incomplete short right intended for Kris Durham,0.870,-0.020
4,1:57,2,15,DET 29,27,37,Matthew Stafford pass incomplete short left intended for Kris Durham,-0.020,-0.690
4,1:53,3,15,DET 29,27,37,Matthew Stafford pass incomplete short middle intended for Kris Durham (defended by Cortez Allen),-0.690,-1.440
4,1:46,4,15,DET 29,27,37,Matthew Stafford sacked by Evander Hood for -7 yards,-1.440,-4.110
4,1:39,1,10,DET 22,27,37,Ben Roethlisberger kneels for -1 yards,4.110,3.430
4,1:01,2,11,DET 23,27,37,Ben Roethlisberger kneels for -1 yards,3.430,2.610
4,0:36,3,12,DET 24,27,37,Ben Roethlisberger kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
