Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jarvis Landry,CLE,11,8,143,1,8,89,11.1,54,6.8,9.9,1,8.0,0,0.0,0,145.1
Nick Chubb,CLE,3,3,32,0,2,-3,-1.0,35,11.7,-1.0,2,1.5,0,0.0,0,111.1
KhaDarel Hodge,CLE,3,3,31,0,3,28,9.3,3,1.0,9.3,0,,0,0.0,0,109.7
Austin Hooper,CLE,2,2,13,1,1,4,2.0,9,4.5,2.0,0,,0,0.0,0,133.3
Harrison Bryant,CLE,2,1,13,0,,8,8.0,5,5.0,4.5,0,,0,0.0,0,70.8
Stephen Carlson,CLE,1,1,11,0,1,0,0.0,11,11.0,0.0,0,,0,0.0,0,112.5
Rashard Higgins,CLE,2,1,15,0,,15,15.0,0,0.0,10.0,0,,0,0.0,0,75.0
Kareem Hunt,CLE,2,0,0,0,0,0,,0,,13.5,0,,0,0.0,0,39.6
Taywan Taylor,CLE,1,0,0,0,,0,,0,,15.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
James Robinson,JAX,6,5,31,0,1,-9,-1.8,40,8.0,-0.7,2,2.5,0,0.0,0,88.2
Collin Johnson,JAX,8,4,96,1,4,67,16.8,29,7.3,16.9,0,,0,0.0,0,133.3
Keelan Cole,JAX,6,3,44,0,2,29,9.7,15,5.0,18.5,0,,0,0.0,0,74.3
Tyler Eifert,JAX,4,3,16,1,2,10,3.3,6,2.0,8.5,0,,0,0.0,0,120.8
Laviska Shenault Jr.,JAX,4,3,31,0,2,11,3.7,20,6.7,4.8,2,1.5,0,0.0,0,96.9
James O'Shaughnessy,JAX,4,2,17,0,1,10,5.0,7,3.5,12.3,0,,0,0.0,0,61.5
Ben Ellefson,JAX,1,0,0,0,,0,,0,,12.0,0,,1,100.0,0,39.6
