0,1
Game Info,Game Info
Won Toss,Browns (deferred)
Roof,outdoors
Surface,grass
Duration,3:12
Attendance,15926
Weather,"70 degrees, relative humidity 83%, wind 1 mph"
Vegas Line,Cleveland Browns -7.5
Over/Under,48.0 (over)
