Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,9:27,2,10,SEA 10,0,7,Timeout #1 by Green Bay Packers,-0.780,-1.650
1,9:27,3,12,SEA 8,0,7,Marshawn Lynch left guard for -3 yards (tackle by Nick Perry),-1.650,-2.490
1,8:53,4,15,SEA 5,0,7,"Jon Ryan punts 39 yards, fair catch by Micah Hyde",-2.490,-2.650
1,8:47,1,10,SEA 44,0,7,James Starks middle for -4 yards (tackle by Bobby Wagner and Brandon Mebane). Penalty on Corey Linsley: Offensive Holding (Declined),2.650,1.570
1,8:20,2,14,SEA 48,0,7,Aaron Rodgers pass complete short left to Davante Adams for 2 yards (tackle by Marcus Burley),1.570,1.160
1,7:41,3,12,SEA 46,0,7,Aaron Rodgers left guard for 9 yards (tackle by K.J. Wright and Bobby Wagner),1.160,0.790
1,6:57,4,3,SEA 37,0,10,Mason Crosby 54 yard field goal good,0.790,3.000
1,6:57,,,GNB 35,0,10,"Mason Crosby kicks off 71 yards, returned by Tyler Lockett for 19 yards (tackle by Sean Richardson)",0.000,0.320
1,6:49,1,10,SEA 13,0,10,Marshawn Lynch left tackle for 2 yards (tackle by Mike Daniels and Ha Ha Clinton-Dix),-0.320,-0.570
1,6:08,2,8,SEA 15,0,10,Russell Wilson pass complete short right to Derrick Coleman for no gain,-0.570,-1.180
1,5:24,3,8,SEA 15,0,10,Russell Wilson pass complete deep left to Doug Baldwin for 32 yards (tackle by Ha Ha Clinton-Dix),-1.180,2.060
1,5:01,1,10,SEA 47,0,10,Russell Wilson pass incomplete deep right intended for Jimmy Graham,2.060,1.520
1,4:55,2,10,SEA 47,0,10,Russell Wilson left end for 10 yards (tackle by Clay Matthews),1.520,2.720
1,4:20,1,10,GNB 43,0,10,Marshawn Lynch left guard for no gain (tackle by Mike Pennel),2.720,2.180
1,3:56,2,10,GNB 43,0,10,Marshawn Lynch middle for 7 yards (tackle by Nick Perry),2.180,2.180
1,3:21,2,10,GNB 43,0,10,Timeout #2 by Green Bay Packers,2.180,2.410
1,3:21,3,3,GNB 36,0,10,Russell Wilson pass incomplete short middle intended for Luke Willson,2.410,0.890
1,3:13,4,3,GNB 36,3,10,Steven Hauschka 54 yard field goal good,0.890,3.000
1,3:13,,,SEA 35,3,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,3:13,1,10,GNB 20,3,10,Aaron Rodgers pass complete short middle to James Starks for 6 yards (tackle by Earl Thomas),0.280,0.540
1,2:35,2,4,GNB 26,3,10,James Starks left tackle for 6 yards (tackle by Bobby Wagner and K.J. Wright),0.540,1.070
1,2:08,1,10,GNB 32,3,10,James Starks left tackle for 2 yards (tackle by Ahtyba Rubin),1.070,0.800
1,1:31,2,8,GNB 34,3,10,Aaron Rodgers pass incomplete short right intended for Randall Cobb,0.800,0.800
1,1:24,2,8,GNB 34,3,10,Timeout #3 by Green Bay Packers,0.800,0.100
1,1:24,3,8,GNB 34,3,10,Aaron Rodgers pass complete short right to James Starks for 4 yards (tackle by Bobby Wagner),0.100,-0.850
1,0:51,4,4,GNB 38,3,10,"Tim Masthay punts 49 yards, returned by Tyler Lockett for 22 yards (tackle by Tim Masthay). Penalty on Jeff Janis: Illegal Use of Hands, 5 yards",-0.850,-1.600
1,0:37,1,10,SEA 40,3,10,Russell Wilson pass complete short middle to Marshawn Lynch for 12 yards (tackle by Mike Daniels),1.600,2.390
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 48,3,10,Russell Wilson pass complete short middle to Luke Willson for 12 yards (tackle by Morgan Burnett),2.390,3.180
2,14:27,1,10,GNB 36,3,10,Marshawn Lynch right end for -1 yards (tackle by Mike Pennel),3.180,2.500
2,13:47,2,11,GNB 37,3,10,"Penalty on Russell Okung: False Start, 5 yards (no play)",2.500,1.830
2,13:25,2,16,GNB 42,3,10,Russell Wilson sacked by Mike Daniels for 0 yards,1.830,1.160
2,12:40,3,16,GNB 42,3,10,Russell Wilson pass incomplete deep right intended for Jermaine Kearse (defended by Damarious Randall),1.160,0.460
2,12:34,4,16,GNB 42,3,10,"Jon Ryan punts 31 yards, fair catch by Micah Hyde",0.460,0.370
2,12:27,1,10,GNB 11,3,10,Aaron Rodgers pass complete short right to Randall Cobb for 14 yards (tackle by Earl Thomas),-0.370,0.610
2,11:51,1,10,GNB 25,3,10,Aaron Rodgers pass complete short right to Davante Adams for 1 yard (tackle by DeShawn Shead),0.610,0.200
2,11:21,2,9,GNB 26,3,10,Aaron Rodgers right end for 3 yards (tackle by K.J. Wright),0.200,-0.100
2,10:34,3,6,GNB 29,3,10,Aaron Rodgers pass complete short left to Davante Adams for 13 yards (tackle by DeShawn Shead),-0.100,1.730
2,9:47,1,10,GNB 42,3,10,James Starks middle for 5 yards (tackle by Jordan Hill and K.J. Wright),1.730,1.860
2,9:05,2,5,GNB 47,3,10,"Aaron Rodgers pass complete short left to James Starks for no gain. James Starks fumbles (forced by K.J. Wright), recovered by K.J. Wright at GNB-47 (tackle by James Starks)",1.860,-2.460
2,9:05,1,10,GNB 47,3,10,Marshawn Lynch middle for 7 yards (tackle by Mike Pennel),2.460,2.860
2,8:34,2,3,GNB 40,3,10,Marshawn Lynch left guard for 3 yards (tackle by Nate Palmer and Andy Mulumba),2.860,3.120
2,7:47,1,10,GNB 37,3,10,"Marshawn Lynch right end for -2 yards (tackle by B.J. Raji and Clay Matthews). Penalty on J.R. Sweezy: Unnecessary Roughness, 15 yards",3.120,0.280
2,7:18,2,27,SEA 46,3,10,Russell Wilson pass complete short middle to Doug Baldwin for 6 yards (tackle by Nate Palmer and Ha Ha Clinton-Dix),0.280,0.430
2,6:52,3,21,GNB 48,3,10,Russell Wilson middle for 3 yards (tackle by Nick Perry and Mike Neal),0.430,0.270
2,6:12,4,18,GNB 45,3,10,"Jon Ryan punts 37 yards, fair catch by Micah Hyde",0.270,0.380
2,6:12,1,10,GNB 8,3,10,James Starks left end for 7 yards (tackle by Cliff Avril),-0.380,-0.210
2,5:39,2,3,GNB 15,3,10,James Starks middle for 2 yards (tackle by Bobby Wagner and K.J. Wright),-0.210,-0.370
2,4:56,3,1,GNB 17,3,10,James Starks left end for 4 yards (tackle by Brandon Mebane and Bobby Wagner),-0.370,0.340
2,4:15,1,10,GNB 21,3,10,Aaron Rodgers pass incomplete short right intended for Randall Cobb,0.340,-0.200
2,4:10,2,10,GNB 21,3,10,James Starks left tackle for 3 yards (tackle by Bobby Wagner and Brandon Mebane),-0.200,-0.490
2,3:34,3,7,GNB 24,3,10,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Marcus Burley),-0.490,-1.370
2,2:48,4,1,GNB 30,3,10,"Tim Masthay punts 46 yards, out of bounds",-1.370,-0.540
2,2:48,1,10,SEA 24,3,10,Marshawn Lynch right tackle for 11 yards (tackle by Micah Hyde),0.540,1.270
2,2:21,1,10,SEA 35,3,10,Russell Wilson pass incomplete short right intended for Marshawn Lynch,1.270,0.720
2,2:17,2,10,SEA 35,3,10,Marshawn Lynch middle for 7 yards (tackle by Ha Ha Clinton-Dix),0.720,0.960
2,2:00,3,3,SEA 42,3,10,Marshawn Lynch left guard for no gain (tackle by Mike Daniels and Clay Matthews),0.960,-0.590
2,1:16,4,3,SEA 42,3,10,"Jon Ryan punts 58 yards, touchback",-0.590,-0.280
2,1:16,1,10,GNB 20,3,10,Aaron Rodgers sacked by Bruce Irvin for -7 yards,0.280,-1.280
2,0:51,2,17,GNB 13,3,10,"Aaron Rodgers pass incomplete deep right intended for Ty Montgomery. Penalty on Richard Sherman: Defensive Pass Interference, 52 yards, Penalty on Michael Bennett: Defensive Offside (Declined) (no play)",-1.280,3.250
2,0:42,1,10,SEA 35,3,10,Aaron Rodgers pass complete deep right to Randall Cobb for 25 yards (tackle by Earl Thomas). Penalty on Richard Sherman: Defensive Holding (Declined),3.250,4.910
2,0:35,1,10,SEA 10,3,10,Aaron Rodgers pass complete short left to Randall Cobb for 9 yards (tackle by Marcus Burley),4.910,4.910
2,0:13,1,10,SEA 10,3,10,Timeout #2 by Seattle Seahawks,4.910,5.910
2,0:13,2,1,SEA 1,3,10,Aaron Rodgers pass incomplete short left intended for James Jones,5.910,5.910
2,0:08,2,1,SEA 1,3,10,Timeout #3 by Seattle Seahawks,5.910,5.170
2,0:08,3,1,SEA 1,3,10,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by Bobby Wagner),5.170,3.550
2,0:02,4,1,SEA 1,3,13,Mason Crosby 18 yard field goal good,3.550,3.000
2,0:02,,,GNB 35,3,13,"Mason Crosby kicks off 51 yards, returned by Tyler Lockett for 11 yards (tackle by Jeff Janis)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,3,13,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SEA 20,3,13,Russell Wilson pass complete deep right to Luke Willson for 24 yards (tackle by Nate Palmer),0.280,1.860
3,14:21,1,10,SEA 44,3,13,Russell Wilson sacked by Julius Peppers for -1 yards,1.860,1.180
3,13:48,2,11,SEA 43,3,13,Russell Wilson pass incomplete short right intended for Jermaine Kearse,1.180,0.500
3,13:45,3,11,SEA 43,3,13,Russell Wilson pass complete deep middle to Tyler Lockett for 17 yards (tackle by Ha Ha Clinton-Dix),0.500,2.920
3,13:04,1,10,GNB 40,3,13,Russell Wilson pass complete short left to Doug Baldwin for 13 yards (tackle by Micah Hyde),2.920,3.780
3,12:33,1,10,GNB 27,3,13,Russell Wilson right end for 7 yards (tackle by Micah Hyde),3.780,4.180
3,11:54,2,3,GNB 20,3,13,Russell Wilson for 10 yards (tackle by Ha Ha Clinton-Dix),4.180,4.910
3,11:32,1,10,GNB 10,3,13,Marshawn Lynch left end for -1 yards (tackle by Datone Jones),4.910,4.020
3,10:52,2,11,GNB 11,3,13,Russell Wilson pass complete short middle to Marshawn Lynch for 1 yard (tackle by Ha Ha Clinton-Dix and Mike Daniels),4.020,3.130
3,10:05,3,10,GNB 10,3,13,"Russell Wilson pass incomplete short middle intended for Jimmy Graham (defended by Ha Ha Clinton-Dix). Penalty on Mike Neal: Defensive Offside, 5 yards (no play)",3.130,4.260
3,10:01,3,5,GNB 5,9,13,"Russell Wilson pass complete short middle to Fred Jackson for 5 yards, touchdown",4.260,7.000
3,10:01,,,GNB 5,10,13,Steven Hauschka kicks extra point good,0.000,0.000
3,10:01,,,SEA 35,10,13,"Steven Hauschka kicks off 68 yards, returned by Ty Montgomery for 19 yards (tackle by Brock Coyle)",0.000,0.140
3,9:52,1,10,GNB 16,10,13,James Starks right end for 2 yards (tackle by Cliff Avril),-0.140,-0.350
3,9:21,2,8,GNB 18,10,13,Aaron Rodgers pass incomplete,-0.350,-1.070
3,9:15,3,8,GNB 18,10,13,Aaron Rodgers sacked by Michael Bennett for -8 yards,-1.070,-2.490
3,8:43,4,16,GNB 10,10,13,"Tim Masthay punts 44 yards, returned by Tyler Lockett for no gain",-2.490,-1.990
3,8:33,1,10,SEA 46,10,13,Russell Wilson pass complete short left to Jimmy Graham for 11 yards (tackle by Ha Ha Clinton-Dix),1.990,2.720
3,8:09,1,10,GNB 43,10,13,Russell Wilson for 17 yards (tackle by Sam Shields),2.720,3.840
3,7:38,1,10,GNB 26,10,13,Russell Wilson pass incomplete deep left intended for Luke Willson (defended by Nate Palmer),3.840,3.840
3,7:32,1,10,GNB 26,10,13,Timeout #1 by Seattle Seahawks,3.840,3.300
3,7:32,2,10,GNB 26,10,13,Russell Wilson pass complete short middle to Chris Matthews for 13 yards (tackle by Micah Hyde),3.300,4.710
3,6:53,1,10,GNB 13,16,13,"Russell Wilson pass complete short middle to Doug Baldwin for 13 yards, touchdown",4.710,7.000
3,6:53,,,GNB 13,17,13,Steven Hauschka kicks extra point good,0.000,0.000
3,6:53,,,SEA 35,17,13,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,6:48,1,10,GNB 20,17,13,Aaron Rodgers pass complete short middle to Davante Adams for 6 yards (tackle by K.J. Wright),0.280,0.540
3,6:21,2,4,GNB 26,17,13,James Starks right tackle for 35 yards (tackle by Cary Williams),0.540,2.980
3,5:48,1,10,SEA 39,17,13,James Starks right end for 2 yards (tackle by Brandon Mebane),2.980,2.710
3,5:18,2,8,SEA 37,17,13,Aaron Rodgers middle for 9 yards (tackle by Bobby Wagner),2.710,3.710
3,4:47,1,10,SEA 28,17,13,Aaron Rodgers pass incomplete deep left intended for James Jones,3.710,3.170
3,4:40,2,10,SEA 28,17,13,James Starks right end for 1 yard (tackle by Brandon Mebane and Cliff Avril),3.170,2.610
3,3:57,3,9,SEA 27,17,13,Aaron Rodgers pass complete short middle to James Starks for 1 yard (tackle by Bobby Wagner),2.610,1.740
3,3:16,4,8,SEA 26,17,16,Mason Crosby 44 yard field goal good,1.740,3.000
3,3:16,,,GNB 35,17,16,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,3:12,1,10,SEA 20,17,16,Russell Wilson pass complete short middle to Doug Baldwin for 5 yards (tackle by Micah Hyde),0.280,0.410
3,2:37,2,5,SEA 25,17,16,Russell Wilson right end for 7 yards (tackle by Casey Hayward),0.410,1.070
3,1:58,1,10,SEA 32,17,16,Russell Wilson right end for 7 yards (tackle by Nate Palmer),1.070,1.470
3,1:15,2,3,SEA 39,17,16,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Mike Neal at SEA-38. Penalty on Mike Pennel: Defensive Offside, 5 yards, Penalty on Mike Daniels: Unsportsmanlike Conduct (Declined) (no play)",1.470,1.470
3,1:09,2,3,SEA 39,17,16,Timeout #2 by Seattle Seahawks,1.470,1.860
3,1:09,1,10,SEA 44,17,16,Russell Wilson pass incomplete short right intended for Chris Matthews,1.860,1.320
3,1:04,2,10,SEA 44,17,16,Russell Wilson pass incomplete short right intended for Marshawn Lynch,1.320,0.630
3,0:57,3,10,SEA 44,17,16,Russell Wilson pass incomplete deep middle intended for Doug Baldwin,0.630,-0.460
3,0:44,4,10,SEA 44,17,16,"Jon Ryan punts 36 yards, fair catch by Micah Hyde",-0.460,-0.280
3,0:44,1,10,GNB 20,17,16,James Starks middle for no gain (tackle by Jordan Hill),0.280,-0.270
3,0:44,2,10,GNB 20,17,16,"Penalty on David Bakhtiari: False Start, 5 yards (no play)",-0.270,-1.070
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,GNB 15,17,16,Aaron Rodgers pass complete short left to Randall Cobb for 18 yards (tackle by Cary Williams),-1.070,1.140
4,14:15,1,10,GNB 33,17,16,Aaron Rodgers for 2 yards (tackle by Marcus Burley),1.140,0.860
4,13:46,2,8,GNB 35,17,16,Aaron Rodgers pass complete short right to Randall Cobb for 19 yards (tackle by Bobby Wagner),0.860,2.520
4,13:11,1,10,SEA 46,17,16,Aaron Rodgers pass complete short left to Richard Rodgers for 9 yards (tackle by DeShawn Shead and Bobby Wagner),2.520,3.190
4,12:27,2,1,SEA 37,17,16,Aaron Rodgers pass complete short middle to Randall Cobb for 3 yards (tackle by Jordan Hill),3.190,3.310
4,11:42,1,10,SEA 34,17,16,Aaron Rodgers pass complete short right to Ty Montgomery for 17 yards (tackle by DeShawn Shead),3.310,4.440
4,11:04,1,10,SEA 17,17,16,Aaron Rodgers pass complete short left to Ty Montgomery for 2 yards (tackle by Marcus Burley),4.440,4.150
4,10:23,2,8,SEA 15,17,16,"Aaron Rodgers pass incomplete short left intended for James Jones. Penalty on Cary Williams: Illegal Contact, 5 yards (no play)",4.150,4.910
4,10:18,1,10,SEA 10,17,16,Aaron Rodgers pass complete short left to Ty Montgomery for 5 yards (tackle by DeShawn Shead),4.910,5.150
4,9:28,2,5,SEA 5,17,22,"Aaron Rodgers pass complete short left to Richard Rodgers for 5 yards, touchdown",5.150,7.000
4,9:28,2,,SEA 5,17,24,"Two Point Attempt: Aaron Rodgers pass complete to Richard Rodgers, conversion succeeds. Penalty on Bobby Wagner: Defensive Pass Interference (Declined)",5.150,1.000
4,9:28,,,GNB 35,17,24,"Mason Crosby kicks off 70 yards, returned by Tyler Lockett for 23 yards (tackle by Micah Hyde)",0.000,-0.040
4,9:23,1,10,SEA 18,17,24,Marshawn Lynch middle for 5 yards (tackle by Mike Neal),0.040,0.280
4,8:52,2,5,SEA 23,17,24,Marshawn Lynch right tackle for 8 yards (tackle by Ha Ha Clinton-Dix and Mike Neal),0.280,1.000
4,8:07,1,10,SEA 31,17,24,Russell Wilson left end for -2 yards (tackle by Mike Neal),1.000,0.190
4,7:24,2,12,SEA 29,17,24,Russell Wilson for 13 yards (tackle by Micah Hyde),0.190,1.730
4,6:50,1,10,SEA 42,17,24,"Russell Wilson pass incomplete short right intended for Marshawn Lynch is intercepted by Jayrone Elliott at SEA-39 and returned for 1 yard. Jayrone Elliott fumbles (forced by Garry Gilliam), recovered by Jayrone Elliott at SEA-37",1.730,-3.120
4,6:50,1,10,SEA 37,17,24,"James Starks right tackle for 8 yards (tackle by Marcus Burley). Penalty on Michael Bennett: Unnecessary Roughness (Offsetting), Penalty on T.J. Lang: Unnecessary Roughness (Offsetting), Penalty on K.J. Wright: Disqualification (Offsetting)",3.120,3.650
4,6:30,2,2,SEA 29,17,24,James Starks middle for 4 yards (tackle by Kevin Pierre-Louis and DeShawn Shead),3.650,3.910
4,5:43,1,10,SEA 25,17,24,James Starks left end for -1 yards (tackle by Jordan Hill),3.910,3.230
4,5:02,2,11,SEA 26,17,24,James Starks left end for 5 yards (tackle by Jordan Hill),3.230,3.230
4,4:16,2,11,SEA 26,17,24,Timeout #1 by Green Bay Packers,3.230,3.200
4,4:16,3,6,SEA 21,17,24,Aaron Rodgers pass complete short left to Ty Montgomery for 13 yards (tackle by Marcus Burley),3.200,3.200
4,3:28,3,6,SEA 21,17,24,Timeout #2 by Green Bay Packers,3.200,5.370
4,3:28,1,8,SEA 8,17,24,James Starks right end for 2 yards (tackle by Ahtyba Rubin),5.370,4.950
4,2:40,2,6,SEA 6,17,24,James Starks right tackle for 2 yards (tackle by Bobby Wagner),4.950,4.950
4,2:27,2,6,SEA 6,17,24,Timeout #3 by Seattle Seahawks,4.950,4.490
4,2:27,3,4,SEA 4,17,24,Aaron Rodgers middle for 1 yard (tackle by Ahtyba Rubin),4.490,3.040
4,2:00,4,3,SEA 3,17,27,Mason Crosby 21 yard field goal good,3.040,3.000
4,2:00,,,GNB 35,17,27,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,1:56,1,10,SEA 20,17,27,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Morgan Burnett and Casey Hayward),0.280,0.810
4,1:33,2,2,SEA 28,17,27,Russell Wilson pass complete short left to Doug Baldwin for 15 yards (tackle by Casey Hayward),0.810,1.800
4,1:14,1,10,SEA 43,17,27,Russell Wilson right guard for 6 yards (tackle by Nick Perry),1.800,2.060
4,0:53,2,4,SEA 49,17,27,Russell Wilson pass complete short middle to Marshawn Lynch for 8 yards (tackle by Datone Jones),2.060,2.720
4,0:53,1,10,GNB 43,17,27,Russell Wilson spiked the ball,2.720,2.180
4,0:32,2,10,GNB 43,17,27,"Russell Wilson pass complete short middle to Fred Jackson for 11 yards. Fred Jackson fumbles, recovered by Micah Hyde at GNB-31 (tackle by Garry Gilliam)",2.180,-1.000
4,0:22,1,10,GNB 31,17,27,Aaron Rodgers kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
