Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2,13:47,1,10,NYG 38,0,0,Chad Hall right end for 7 yards (tackle by Justin Tuck),3.050,3.450
2,13:08,2,3,NYG 31,0,0,LeSean McCoy left end for 13 yards (tackle by Kenny Phillips),3.450,4.370
2,12:27,1,10,NYG 18,0,0,Chad Hall left guard for 4 yards (tackle by Jacquian Williams),4.370,4.430
2,11:54,2,6,NYG 14,0,0,Vince Young pass incomplete short left intended for Riley Cooper,4.430,3.630
2,11:42,3,6,NYG 14,0,0,Vince Young pass incomplete short right intended for Riley Cooper,3.630,2.530
2,11:36,4,6,NYG 14,3,0,Alex Henery 33 yard field goal good,2.530,3.000
2,,,,PHI 35,3,0,"Alex Henery kicks off 60 yards, returned by Da'Rel Scott for 17 yards (tackle by Akeem Jordan)",0.000,0.410
2,11:26,1,10,NYG 22,3,0,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Asante Samuel),0.410,-0.130
2,11:14,,,,3,0,Timeout #1 by New York Giants,0.000,-0.130
2,11:14,2,10,NYG 22,3,0,Eli Manning pass complete short middle to Da'Rel Scott for 9 yards (tackle by Jamar Chaney),-0.130,0.370
2,10:34,3,1,NYG 31,3,0,Brandon Jacobs right guard for no gain (tackle by Jason Babin and Akeem Jordan),0.370,-1.310
2,9:50,4,1,NYG 31,3,0,Steve Weatherford punts 46 yards,-1.310,-0.480
2,9:36,1,10,PHI 23,3,0,LeSean McCoy right tackle for 2 yards (tackle by Mathias Kiwanuka),0.480,0.200
2,9:03,2,8,PHI 25,3,0,Vince Young pass incomplete deep middle intended for Clay Harbor is intercepted by Kenny Phillips at 50 and returned for 6 yards (tackle by LeSean McCoy),0.200,-2.650
2,8:49,1,10,PHI 44,3,0,DJ Ware left tackle for 1 yard (tackle by Jamar Chaney and Brian Rolle),2.650,2.250
2,8:13,2,9,PHI 43,3,0,DJ Ware right tackle for -6 yards (tackle by Brian Rolle),2.250,0.760
2,7:26,3,15,PHI 49,3,0,Eli Manning sacked by Cullen Jenkins and Mike Patterson for -7 yards. Penalty on Chris Snee: Offensive Holding (Declined),0.760,-0.460
2,7:02,4,22,NYG 44,3,0,Steve Weatherford punts 54 yards,-0.460,0.380
2,6:45,1,10,PHI 2,3,0,"Vince Young pass complete deep right to DeSean Jackson for 50 yards (tackle by Corey Webster). Penalty on Linval Joseph: Illegal Use of Hands (Offsetting), Penalty on DeSean Jackson: Taunting (Offsetting) (no play)",-0.380,-0.380
2,6:23,1,10,PHI 2,3,0,LeSean McCoy right guard for 3 yards (tackle by Deon Grant),-0.380,-0.560
2,5:49,2,7,PHI 5,3,0,LeSean McCoy up the middle for 12 yards (tackle by Kenny Phillips),-0.560,-0.060
2,5:08,1,10,PHI 17,3,0,"LeSean McCoy up the middle for 2 yards (tackle by Justin Tuck). Penalty on Linval Joseph: Defensive Offside, 5 yards (no play)",-0.060,0.810
2,4:42,1,5,PHI 22,3,0,LeSean McCoy left tackle for -2 yards (tackle by Chris L. Canty),0.810,-0.060
2,4:04,2,7,PHI 20,3,0,Vince Young pass complete short middle to Brent Celek for 18 yards (tackle by Deon Grant),-0.060,1.470
2,3:24,1,10,PHI 38,3,0,Vince Young pass complete short middle to LeSean McCoy for -1 yards (tackle by Chris L. Canty),1.470,0.790
2,2:45,2,11,PHI 37,3,0,Vince Young pass incomplete short right intended for Riley Cooper,0.790,0.100
2,2:38,3,11,PHI 37,3,0,Vince Young pass incomplete deep middle intended for DeSean Jackson,0.100,-0.910
,,,,,,,"PHI challenged the pass completion ruling, and the original play was overturned.",,
2,2:34,4,11,PHI 37,3,0,"Chas Henry punts 50 yards, fair catch by Victor Cruz",-0.910,0.320
2,2:26,1,10,NYG 13,3,0,Brandon Jacobs up the middle for 2 yards (tackle by Mike Patterson and Trent Cole),-0.320,-0.570
2,2:00,2,8,NYG 15,3,0,Eli Manning pass incomplete short middle intended for Hakeem Nicks,-0.570,-1.180
2,1:56,3,8,NYG 15,3,0,Eli Manning pass incomplete short left intended for Jake Ballard,-1.180,-2.440
2,1:49,4,8,NYG 15,3,0,"Steve Weatherford punts 50 yards, returned by DeSean Jackson for 51 yards (tackle by Steve Weatherford)",-2.440,-4.650
2,1:30,1,10,NYG 14,9,0,"Vince Young pass complete short left to Steve Smith for 14 yards, touchdown",4.650,7.000
2,,,,NYG 2,10,0,Alex Henery kicks extra point good,0.000,0.000
2,,,,PHI 35,10,0,"Alex Henery kicks off 70 yards, touchback",0.000,0.280
2,1:22,1,10,NYG 20,10,0,Eli Manning pass complete short middle to Victor Cruz for 21 yards (tackle by Keenan Clayton),0.280,1.660
2,1:02,1,10,NYG 41,10,0,Eli Manning pass incomplete deep middle intended for Jake Ballard,1.660,1.120
2,0:55,2,10,NYG 41,10,0,Eli Manning pass complete short left to Mario Manningham for 4 yards (tackle by Nnamdi Asomugha),1.120,0.960
2,0:48,3,6,NYG 45,10,0,Eli Manning pass complete short right to Victor Cruz for 8 yards (tackle by Joselio Hanson and Darryl Tapp),0.960,2.460
2,0:42,,,,10,0,Timeout #2 by New York Giants,0.000,2.460
2,0:42,1,10,PHI 47,10,0,Eli Manning pass complete short right to DJ Ware for 7 yards (tackle by Nate Allen),2.460,2.860
2,0:18,2,3,PHI 40,10,0,Eli Manning pass incomplete short middle intended for Victor Cruz,2.860,2.150
2,0:15,3,3,PHI 40,10,0,Eli Manning pass complete short middle to DJ Ware for 10 yards (tackle by Cullen Jenkins),2.150,3.580
2,0:05,,,,10,0,Timeout #3 by New York Giants,0.000,3.580
2,0:05,1,10,PHI 30,10,3,Lawrence Tynes 48 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,3,"Alex Henery kicks off 65 yards, returned by Da'Rel Scott for 22 yards (tackle by Casey Matthews)",0.000,0.410
3,14:55,1,10,NYG 22,10,3,Da'Rel Scott left end for 3 yards (tackle by Kurt Coleman),0.410,0.270
3,14:26,2,7,NYG 25,10,3,Brandon Jacobs left end for 3 yards (tackle by Cullen Jenkins),0.270,-0.030
3,13:44,3,4,NYG 28,10,3,"Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.030,1.140
3,13:27,1,10,NYG 33,10,3,"Eli Manning pass incomplete deep left intended for Hakeem Nicks. Penalty on Nnamdi Asomugha: Defensive Holding, 5 yards (no play)",1.140,1.470
3,13:18,1,10,NYG 38,10,3,Brandon Jacobs left guard for -1 yards (tackle by Mike Patterson and Asante Samuel),1.470,0.790
3,12:42,2,11,NYG 37,10,3,Eli Manning pass complete short left to Brandon Jacobs for no gain,0.790,0.100
3,12:05,3,11,NYG 37,10,3,Eli Manning pass complete short middle to Hakeem Nicks for 5 yards (tackle by Joselio Hanson),0.100,-0.590
3,11:31,4,6,NYG 42,10,3,Steve Weatherford punts 48 yards,-0.590,0.380
3,11:18,1,10,PHI 10,10,3,Vince Young pass complete short middle to Riley Cooper for 23 yards (tackle by Aaron Ross),-0.380,1.140
3,10:42,1,10,PHI 33,10,3,LeSean McCoy right guard for 1 yard (tackle by Linval Joseph and Mark Herzlich),1.140,0.730
3,10:09,2,9,PHI 34,10,3,LeSean McCoy left tackle for 4 yards (tackle by Osi Umenyiora),0.730,0.560
3,9:32,3,5,PHI 38,10,3,Vince Young sacked by Jason Pierre-Paul for -3 yards,0.560,-1.040
3,8:56,4,8,PHI 35,10,3,Chas Henry punts 39 yards,-1.040,-0.670
3,8:44,1,10,NYG 26,10,3,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Juqua Parker),0.670,0.130
3,8:37,2,10,NYG 26,10,3,Brandon Jacobs up the middle for -1 yards (tackle by Trevor Laws),0.130,-0.690
3,8:05,3,11,NYG 25,10,3,Eli Manning pass complete short middle to Victor Cruz for 10 yards (tackle by Keenan Clayton),-0.690,-1.040
3,7:44,4,1,NYG 35,10,3,"Steve Weatherford punts 39 yards, fair catch by Chad Hall",-1.040,-0.670
3,7:33,1,10,PHI 26,10,3,Vince Young pass complete short middle to DeSean Jackson for 9 yards (tackle by Aaron Ross),0.670,1.350
3,7:08,2,1,PHI 35,10,3,Vince Young pass complete deep left to Riley Cooper for 19 yards (tackle by Aaron Ross). Penalty on Aaron Ross: Defensive Holding (Declined),1.350,2.520
3,6:33,,,,10,3,Timeout #1 by Philadelphia Eagles,0.000,2.520
3,6:33,1,10,NYG 46,10,3,Vince Young pass complete deep middle to DeSean Jackson for 29 yards (tackle by Aaron Ross and Kenny Phillips),2.520,4.440
3,5:48,1,10,NYG 17,10,3,Dion Lewis up the middle for 1 yard (tackle by Osi Umenyiora and Jason Pierre-Paul),4.440,4.000
3,5:08,2,9,NYG 16,10,3,Vince Young pass incomplete deep left intended for Riley Cooper is intercepted by Aaron Ross,4.000,-0.280
3,5:00,1,10,NYG 20,10,3,Brandon Jacobs left guard for 4 yards (tackle by Trevor Laws and Mike Patterson),0.280,0.270
3,4:26,2,6,NYG 24,10,3,Brandon Jacobs left tackle for no gain (tackle by Mike Patterson),0.270,-0.430
3,3:48,3,6,NYG 24,10,3,Eli Manning pass complete short middle to Ramses Barden for 13 yards (tackle by Jamar Chaney and Kurt Coleman),-0.430,1.400
3,3:11,1,10,NYG 37,10,3,Eli Manning pass incomplete short left intended for Jake Ballard (defended by Jamar Chaney),1.400,0.860
3,3:00,2,10,NYG 37,10,3,Eli Manning pass incomplete short left intended for Victor Cruz (defended by Derek Landri),0.860,0.170
3,2:56,3,10,NYG 37,10,3,Eli Manning pass complete short right to Brandon Jacobs for 8 yards (tackle by Keenan Clayton),0.170,-0.390
3,2:36,4,2,NYG 45,10,3,Steve Weatherford punts 50 yards,-0.390,0.380
3,2:25,1,10,PHI 5,10,3,LeSean McCoy left guard for 2 yards (tackle by Deon Grant),-0.380,-0.630
3,1:55,2,8,PHI 7,10,3,Vince Young pass complete short right to DeSean Jackson for 1 yard (tackle by Corey Webster),-0.630,-1.070
3,1:20,3,7,PHI 8,10,3,Vince Young pass complete short middle to Brent Celek for 12 yards (tackle by Jacquian Williams),-1.070,0.280
3,0:34,1,10,PHI 20,10,3,Vince Young pass complete short left to Riley Cooper for 7 yards (tackle by Prince Amukamara),0.280,0.680
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,PHI 27,10,3,LeSean McCoy right tackle for no gain (tackle by Mark Herzlich and Justin Tuck),0.680,-0.030
4,14:22,3,3,PHI 27,10,3,Vince Young pass complete short middle to Brent Celek for 2 yards (tackle by Jacquian Williams),-0.030,-1.440
4,13:29,4,1,PHI 29,10,3,"Chas Henry punts 44 yards, fair catch by Victor Cruz",-1.440,-0.740
4,13:17,1,10,NYG 27,10,3,Brandon Jacobs right guard for 2 yards (tackle by Brian Rolle and Derek Landri),0.740,0.470
4,12:49,2,8,NYG 29,10,3,Eli Manning pass incomplete short middle intended for Jake Ballard,0.470,-0.230
4,12:40,3,8,NYG 29,10,3,Eli Manning pass complete deep right to Hakeem Nicks for 47 yards (tackle by Nate Allen),-0.230,3.970
4,11:52,1,10,PHI 24,10,3,Eli Manning pass incomplete short right intended for Brandon Jacobs,3.970,3.430
4,11:44,2,10,PHI 24,10,9,"Eli Manning pass complete deep left to Victor Cruz for 24 yards, touchdown",3.430,7.000
4,,,,PHI 2,10,10,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,10,10,"Lawrence Tynes kicks off 73 yards, touchback",0.000,0.280
4,11:36,1,10,PHI 20,10,10,LeSean McCoy left tackle for -2 yards (tackle by Mathias Kiwanuka),0.280,-0.630
4,10:55,2,12,PHI 18,10,10,Vince Young pass complete short left to Brent Celek for 9 yards (tackle by Jason Pierre-Paul and Deon Grant),-0.630,-0.030
4,10:17,3,3,PHI 27,10,10,Ronnie Brown up the middle for 6 yards (tackle by Osi Umenyiora and Justin Tuck),-0.030,1.140
4,9:43,1,10,PHI 33,10,10,Vince Young pass incomplete short right intended for Owen Schmitt,1.140,0.590
4,9:33,2,10,PHI 33,10,10,Vince Young pass incomplete deep left intended for Riley Cooper (defended by Prince Amukamara),0.590,-0.100
4,9:26,3,10,PHI 33,10,10,Vince Young pass complete short middle to Riley Cooper for 18 yards (tackle by Prince Amukamara),-0.100,2.320
4,8:47,1,10,NYG 49,10,10,LeSean McCoy up the middle for -6 yards (tackle by Mathias Kiwanuka),2.320,0.970
4,8:10,2,16,PHI 45,10,10,Vince Young pass complete short middle to Jason Avant for 13 yards (tackle by Kenny Phillips),0.970,2.020
4,7:42,3,3,NYG 42,10,10,Vince Young pass complete short right to Clay Harbor for 6 yards (tackle by Antrel Rolle),2.020,3.180
4,7:07,1,10,NYG 36,10,10,LeSean McCoy up the middle for 7 yards (tackle by Deon Grant and Mathias Kiwanuka),3.180,3.580
4,6:34,2,3,NYG 29,10,10,LeSean McCoy right end for 2 yards (tackle by Prince Amukamara and Mark Herzlich),3.580,3.140
4,5:51,3,1,NYG 27,10,10,Vince Young up the middle for 1 yard (tackle by Linval Joseph and Rocky Bernard),3.140,3.840
4,5:06,1,10,NYG 26,10,10,Vince Young pass complete short left to LeSean McCoy for 3 yards (tackle by Mathias Kiwanuka and Chris L. Canty),3.840,3.700
4,4:33,2,7,NYG 23,10,10,Vince Young right guard for 3 yards (tackle by Jacquian Williams),3.700,3.400
4,3:45,,,,10,10,Timeout #2 by Philadelphia Eagles,0.000,3.400
4,3:45,3,4,NYG 20,10,10,Vince Young pass complete short right to DeSean Jackson for 10 yards (tackle by Spencer Paysinger),3.400,4.910
4,3:39,1,10,NYG 10,10,10,LeSean McCoy left end for 4 yards (tackle by Linval Joseph and Kenny Phillips),4.910,4.950
4,3:00,2,6,NYG 6,10,10,LeSean McCoy right end for -2 yards (tackle by Mathias Kiwanuka and Kenny Phillips),4.950,3.580
4,2:50,,,,10,10,Timeout #1 by New York Giants,0.000,3.580
4,2:50,3,8,NYG 8,16,10,"Vince Young pass complete short middle to Riley Cooper for 8 yards, touchdown",3.580,7.000
4,,,,NYG 2,17,10,Alex Henery kicks extra point good,0.000,0.000
4,,,,PHI 35,17,10,"Alex Henery kicks off 69 yards, returned by Da'Rel Scott for 29 yards (tackle by Brandon Hughes). Penalty on Greg Jones: Offensive Holding, 9 yards",0.000,-0.380
4,2:39,1,10,NYG 9,17,10,Eli Manning pass complete short left to Brandon Jacobs for 3 yards (tackle by Trent Cole and Jamar Chaney),-0.380,-0.560
4,2:14,2,7,NYG 12,17,10,Eli Manning pass complete short left to Jake Ballard for 13 yards (tackle by Joselio Hanson and Keenan Clayton),-0.560,0.610
4,2:00,1,10,NYG 25,17,10,"Eli Manning pass incomplete short right intended for Victor Cruz. Penalty on Eli Manning: Intentional Grounding, 10 yards",0.610,-1.430
4,1:55,2,20,NYG 15,17,10,Eli Manning pass complete short middle to Hakeem Nicks for 17 yards (tackle by Jamar Chaney and Joselio Hanson),-1.430,0.300
4,1:33,3,3,NYG 32,17,10,Eli Manning pass complete short middle to Victor Cruz for 47 yards (tackle by Kurt Coleman),0.300,4.170
4,1:25,1,10,PHI 21,17,10,"Eli Manning sacked by Jason Babin for -6 yards. Eli Manning fumbles (forced by Jason Babin), recovered by Derek Landri at PHI-26 and returned for 5 yards (tackle by William Beatty)",4.170,-1.000
4,1:17,1,10,PHI 31,17,10,LeSean McCoy right tackle for 7 yards (tackle by Mathias Kiwanuka and Justin Tuck),1.000,1.410
4,1:11,,,,17,10,Timeout #2 by New York Giants,0.000,1.410
4,1:11,2,3,PHI 38,17,10,LeSean McCoy right end for 60 yards (tackle by Prince Amukamara),1.410,6.740
4,0:58,1,2,NYG 2,17,10,"Penalty on Vince Young: Delay of Game, 5 yards (no play)",6.740,5.600
4,0:58,1,7,NYG 7,17,10,Vince Young kneels for -1 yards,5.600,4.570
4,0:55,,,,17,10,Timeout #3 by New York Giants,0.000,4.570
4,0:55,2,8,NYG 8,17,10,Vince Young kneels for -1 yards,4.570,3.360
4,0:28,3,9,NYG 9,17,10,Vince Young kneels for -2 yards,3.360,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
