Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the opening kickoff.",,
1,15:00,,,ARI 30,0,0,"Bill Gramatica kicks off 54 yards, returned by Maurice Morris for 11 yards (tackle by Renaldo Hill)",0.000,0.740
1,14:56,1,10,SEA 27,0,0,Trent Dilfer pass complete to Darrell Jackson for 14 yards (tackle by Rob Fredrickson),0.740,1.660
1,14:41,1,10,SEA 41,0,0,Shaun Alexander middle for 13 yards (tackle by Ronald McKinnon and Kwamie Lassiter),1.660,2.520
1,14:10,1,10,ARI 46,0,0,Shaun Alexander left tackle for -3 yards (tackle by Rob Fredrickson),2.520,1.570
1,13:36,2,13,ARI 49,0,0,Trent Dilfer pass complete to Itula Mili for 2 yards (tackle by David Barrett),1.570,1.160
1,13:04,3,11,ARI 47,0,0,Trent Dilfer pass complete to Mack Strong for 10 yards (tackle by Duane Starks and Kwamie Lassiter),1.160,0.790
1,12:24,4,1,ARI 37,0,0,Shaun Alexander right guard for no gain (tackle by Russell Davis and Ronald McKinnon),0.790,-1.400
1,12:12,1,10,ARI 37,0,0,Thomas Jones left end for 17 yards (tackle by Shawn Springs),1.400,2.520
1,11:44,1,10,SEA 46,0,0,Thomas Jones right tackle for 5 yards (tackle by Isaiah Kacyvenski),2.520,2.650
1,11:11,2,5,SEA 41,0,0,Jake Plummer pass incomplete intended for Steve Bush,2.650,1.950
1,11:07,3,5,SEA 41,0,0,Jake Plummer pass incomplete intended for David Boston (defended by Shawn Springs),1.950,0.530
1,11:03,4,5,SEA 41,0,0,"Scott Player punts 27 yards, fair catch by Bobby Engram",0.530,0.280
1,10:57,1,10,SEA 14,0,0,Trent Dilfer pass complete to Darrell Jackson for 48 yards (tackle by Duane Starks),-0.280,3.050
1,10:40,1,10,ARI 38,0,0,Shaun Alexander right end for 5 yards (tackle by Kyle Vanden Bosch),3.050,3.180
1,10:17,2,5,ARI 33,0,0,Trent Dilfer pass incomplete intended for Koren Robinson (defended by Duane Starks),3.180,2.480
1,10:11,3,5,ARI 33,0,0,Trent Dilfer pass complete to Shaun Alexander for 4 yards (tackle by Renaldo Hill and Russell Davis),2.480,1.620
1,9:13,4,1,ARI 29,0,3,Rian Lindell 46 yard field goal good,1.620,3.000
1,9:13,,,SEA 30,0,3,"Rian Lindell kicks off 59 yards, returned by MarTay Jenkins for 12 yards (tackle by Willie Williams). Penalty on SEA: Offensive Offside, 5 yards (no play)",0.000,0.000
1,9:13,,,SEA 25,0,3,"Rian Lindell kicks off 64 yards, returned by MarTay Jenkins for 19 yards (tackle by Orlando Huff)",0.000,0.940
1,8:56,1,10,ARI 30,0,3,Thomas Jones right guard for 9 yards (tackle by Chad Brown),0.940,1.610
1,8:24,2,1,ARI 39,0,3,Jake Plummer pass incomplete intended for Freddie Jones (defended by Lamar King),1.610,0.890
1,8:20,3,1,ARI 39,0,3,Thomas Jones right tackle for 2 yards (tackle by Isaiah Kacyvenski and Reggie Tongue),0.890,1.660
1,7:39,1,10,ARI 41,0,3,Marcel Shipp right end for 1 yard (tackle by Chad Eaton),1.660,1.260
1,7:01,2,9,ARI 42,0,3,Jake Plummer pass incomplete intended for David Boston (defended by Marcus Robertson),1.260,0.560
1,6:54,3,9,ARI 42,0,3,Jake Plummer pass complete to MarTay Jenkins for 17 yards (tackle by Ken Lucas),0.560,2.850
1,6:10,1,10,SEA 41,0,3,Thomas Jones middle for 4 yards (tackle by Antonio Cochran and Marcus Bell),2.850,2.850
1,5:33,2,6,SEA 37,0,3,Jake Plummer right end for 23 yards (tackle by Chad Brown),2.850,4.650
1,5:03,2,6,SEA 37,,,Timeout #1 by Arizona Cardinals,2.850,4.650
1,5:03,1,10,SEA 14,0,3,Thomas Jones left guard for 7 yards (tackle by Marcus Bell and Reggie Tongue),4.650,5.280
1,4:24,2,3,SEA 7,0,3,Thomas Jones right tackle for 2 yards (tackle by Reggie Tongue and Chad Eaton),5.280,4.960
1,3:51,3,1,SEA 5,0,3,Thomas Jones right tackle for no gain (tackle by Isaiah Kacyvenski and Marcus Robertson),4.960,3.030
1,3:08,3,1,SEA 5,,,Timeout #2 by Arizona Cardinals,4.960,3.030
1,3:08,4,1,SEA 5,3,3,Bill Gramatica 23 yard field goal good,3.030,3.000
1,3:08,,,ARI 30,3,3,"Bill Gramatica kicks off 62 yards, returned by Maurice Morris for 23 yards (tackle by Renaldo Hill)",0.000,1.000
1,3:00,1,10,SEA 31,3,3,Trent Dilfer pass complete to Jerramy Stevens for 11 yards (tackle by Adrian Wilson),1.000,1.730
1,2:38,1,10,SEA 42,3,3,Shaun Alexander right tackle for -1 yards (tackle by Kyle Vanden Bosch),1.730,1.050
1,2:02,2,11,SEA 41,3,3,Trent Dilfer pass complete to Koren Robinson for 25 yards (tackle by Kwamie Lassiter),1.050,3.310
1,1:21,1,10,ARI 34,3,3,Shaun Alexander left end for no gain (tackle by David Barrett and Tom Burke),3.310,2.770
1,0:44,2,10,ARI 34,3,3,"Trent Dilfer pass complete to Shaun Alexander for 5 yards (tackle by Ronald McKinnon). Penalty on Duane Starks: Defensive Holding, 5 yards (no play)",2.770,3.640
1,0:25,1,10,ARI 29,3,3,Shaun Alexander right end for 7 yards (tackle by Russell Davis),3.640,4.050
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,ARI 22,3,3,"Penalty on Koren Robinson: False Start, 5 yards (no play)",4.050,3.370
2,15:00,2,8,ARI 27,3,3,Maurice Morris right tackle for -1 yards (tackle by Kyle Vanden Bosch),3.370,2.540
2,14:31,2,8,ARI 27,,,Timeout #1 by Seattle Seahawks,3.370,2.540
2,14:31,3,9,ARI 28,3,3,Trent Dilfer pass complete to Jerramy Stevens for 5 yards (tackle by Rob Fredrickson and Duane Starks),2.540,2.000
2,13:53,4,4,ARI 23,3,3,"Rian Lindell 41 yard field goal good. Penalty on ARI: Neutral Zone Infraction, 5 yards (no play)",2.000,4.370
2,13:49,1,10,ARI 18,3,3,Maurice Morris middle for 6 yards (tackle by Levar Fisher),4.370,4.810
2,13:08,2,4,ARI 12,3,3,"Trent Dilfer pass complete to Maurice Morris for 6 yards (tackle by Kwamie Lassiter and Rob Fredrickson). Maurice Morris fumbles (forced by Kwamie Lassiter), recovered by David Barrett at ARI-6 and returned for 21 yards (tackle by Koren Robinson)",4.810,-0.740
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
2,12:57,1,10,ARI 27,3,3,Jake Plummer pass complete to Steve Bush for 9 yards (tackle by Marcus Bell and Chad Brown),0.740,1.410
