Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
1,10:42,1,10,DAL 31,7,0,Chris Ivory right tackle for 4 yards (tackle by DeMarcus Ware),3.510,3.510
1,10:06,2,6,DAL 27,7,0,Drew Brees sacked by DeMarcus Ware for -12 yards,3.510,1.220
1,9:28,3,18,DAL 39,7,0,Drew Brees pass complete short right to Julius Jones for 7 yards (tackle by Stephen Bowen),1.220,1.240
1,9:11,4,11,DAL 32,10,0,Garrett Hartley 50 yard field goal good,1.240,3.000
1,,,,NOR 30,10,0,"Garrett Hartley kicks off 70 yards, touchback",0.000,0.280
1,9:11,1,10,DAL 20,10,0,Jon Kitna pass incomplete deep left intended for Roy Williams,0.280,-0.270
1,9:05,2,10,DAL 20,10,0,Felix Jones middle for 4 yards (tackle by Alex Brown),-0.270,-0.430
1,8:24,3,6,DAL 24,10,0,"Jon Kitna for no gain. Jon Kitna fumbles, recovered by Jon Kitna at DAL-DAL",-0.430,-2.490
1,7:41,,,,10,0,Timeout #1 by New Orleans Saints,0.000,-2.490
1,7:40,4,23,DAL 7,10,0,Mat McBriar punts 51 yards,-2.490,-1.730
1,7:32,1,10,NOR 42,10,0,Julius Jones left guard for 5 yards (tackle by Bradie James),1.730,1.860
1,6:59,2,5,NOR 47,10,0,Chris Ivory left guard for 3 yards (tackle by Keith Brooking and Bradie James),1.860,1.550
1,6:22,3,2,DAL 50,10,0,Julius Jones left tackle for 6 yards (tackle by Keith Brooking and Bradie James),1.550,2.650
1,5:46,1,10,DAL 44,10,0,Drew Brees pass complete short middle to Marques Colston for 16 yards (tackle by Terence Newman and Alan Ball),2.650,3.710
1,5:01,1,10,DAL 28,10,0,Drew Brees pass complete deep middle to Devery Henderson for 22 yards (tackle by Terence Newman),3.710,5.830
,,,,,,,"DAL challenged the runner was down by contact ruling, and the original play was overturned.",,
1,4:38,1,6,DAL 6,16,0,"Chris Ivory middle for 6 yards, touchdown",5.830,7.000
1,,,,DAL 2,17,0,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,17,0,"Garrett Hartley kicks off 77 yards, touchback",0.000,0.280
1,4:33,1,10,DAL 20,17,0,Jon Kitna pass complete short middle to Miles Austin for 6 yards (tackle by Danny Clark and Tracy Porter),0.280,0.540
,,,,,,,"DAL challenged the fumble ruling, and the original play was overturned.",,
1,4:16,2,4,DAL 26,17,0,Jon Kitna pass complete short left to Felix Jones for no gain,0.540,-0.160
1,3:42,3,4,DAL 26,17,0,Jon Kitna pass complete short middle to Jason Witten for 6 yards (tackle by Marvin Mitchell),-0.160,1.070
1,3:06,1,10,DAL 32,17,0,Jon Kitna middle for 13 yards (tackle by Sedrick Ellis),1.070,1.930
1,2:19,1,10,DAL 45,17,0,Felix Jones right tackle for 2 yards (tackle by Jonathan Vilma and Jo-Lonn Dunbar),1.930,1.650
1,1:32,2,8,DAL 47,17,0,Felix Jones right tackle for 6 yards (tackle by Danny Clark and Jonathan Vilma),1.650,1.750
1,0:56,3,2,NOR 47,17,0,Jon Kitna pass complete deep right to Jason Witten for 17 yards (tackle by Roman Harper),1.750,3.580
,,,,,,,"NOR challenged the pass completion ruling, and the play was upheld.",,
1,0:35,1,10,NOR 30,17,0,Jon Kitna pass incomplete short middle intended for Martellus Bennett,3.580,3.030
1,0:31,2,10,NOR 30,17,0,"Dez Bryant left end for no gain. Dez Bryant fumbles, recovered by Dez Bryant at NOR-36",3.030,2.340
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,NOR 30,17,0,Jon Kitna pass complete short left to Martellus Bennett for 9 yards (tackle by Jo-Lonn Dunbar),2.340,2.210
2,14:31,4,1,NOR 21,17,0,Marion Barber right end for no gain (tackle by Jo-Lonn Dunbar),2.210,-0.340
2,14:24,1,10,NOR 21,17,0,Chris Ivory left tackle for 1 yard (tackle by Gerald Sensabaugh),0.340,-0.070
2,13:48,2,9,NOR 22,17,0,Julius Jones left tackle for 4 yards (tackle by DeMarcus Ware),-0.070,-0.230
2,13:11,3,5,NOR 26,17,0,Drew Brees pass incomplete short left intended for Reggie Bush,-0.230,-1.630
2,13:07,4,5,NOR 26,17,0,Thomas Morstead punts 56 yards,-1.630,-0.040
2,12:54,1,10,DAL 18,17,0,Felix Jones left end for 10 yards (tackle by Tracy Porter),0.040,0.810
2,12:37,1,10,DAL 28,17,0,Felix Jones middle for 7 yards (tackle by Danny Clark),0.810,1.210
2,12:00,2,3,DAL 35,17,0,Felix Jones left guard for 3 yards (tackle by Scott Shanle),1.210,1.470
2,11:20,1,10,DAL 38,17,0,Jon Kitna pass complete short middle to Martellus Bennett for 8 yards (tackle by Danny Clark),1.470,2.000
2,10:35,2,2,DAL 46,17,0,Jon Kitna pass complete short left to Roy Williams for 3 yards (tackle by Jonathan Vilma),2.000,2.190
2,9:57,1,10,DAL 49,17,0,Jon Kitna pass complete short right to Marion Barber for 5 yards (tackle by Danny Clark),2.190,2.320
2,9:14,2,5,NOR 46,17,0,Felix Jones left end for -1 yards (tackle by Tracy Porter),2.320,1.490
2,8:30,3,6,NOR 47,17,0,Jon Kitna pass complete short left to Miles Austin for 7 yards (tackle by Patrick Robinson),1.490,2.920
2,7:52,1,10,NOR 40,17,0,Jon Kitna pass incomplete deep left intended for Roy Williams,2.920,2.370
2,7:45,2,10,NOR 40,17,0,Jon Kitna pass complete short right to Felix Jones for 28 yards (tackle by Tracy Porter),2.370,4.780
2,6:58,1,10,NOR 12,17,0,Jon Kitna pass complete short left to Marion Barber for 3 yards (tackle by Scott Shanle),4.780,4.640
2,6:26,2,7,NOR 9,17,0,"Jon Kitna for no gain. Jon Kitna fumbles, recovered by Jon Kitna at DAL-NO",4.640,3.290
2,6:02,3,9,NOR 11,17,0,Jon Kitna pass complete short middle to Jason Witten for 8 yards (tackle by Jonathan Vilma and Tracy Porter),3.290,3.060
2,5:17,4,1,NOR 3,17,3,David Buehler 21 yard field goal good,3.060,3.000
2,,,,DAL 30,17,3,"David Buehler kicks off 73 yards, returned by Courtney Roby for 22 yards (tackle by Leon Williams)",0.000,0.150
2,5:07,1,10,NOR 19,17,3,Drew Brees pass complete short middle to Lance Moore for 6 yards (tackle by Terence Newman),0.150,0.480
2,4:31,2,4,NOR 25,17,3,Reggie Bush right tackle for 1 yard (tackle by Stephen Bowen),0.480,-0.160
2,3:51,3,3,NOR 26,17,3,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Orlando Scandrick),-0.160,1.070
2,3:12,1,10,NOR 32,17,3,Drew Brees pass incomplete short left intended for Marques Colston,1.070,0.530
2,3:05,2,10,NOR 32,17,3,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Alan Ball),0.530,-0.160
2,2:55,3,10,NOR 32,17,3,Drew Brees pass complete short middle to Julius Jones for 12 yards (tackle by Gerald Sensabaugh),-0.160,1.860
2,2:19,1,10,NOR 44,17,3,Julius Jones left guard for 3 yards (tackle by Victor Butler and Bradie James),1.860,1.720
2,2:00,2,7,NOR 47,17,3,Drew Brees pass complete short right to Devery Henderson for 6 yards (tackle by Terence Newman),1.720,1.820
2,1:33,3,1,DAL 47,17,3,"Drew Brees pass incomplete short right intended for Devery Henderson. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",1.820,0.500
2,1:30,3,11,NOR 43,17,3,Drew Brees pass complete deep middle to Marques Colston for 28 yards (tackle by Gerald Sensabaugh),0.500,3.640
2,1:04,1,10,DAL 29,17,3,Drew Brees pass complete short right to Julius Jones for 2 yards (tackle by Keith Brooking),3.640,3.370
2,0:57,2,8,DAL 27,17,3,Drew Brees pass incomplete short right intended for David Thomas,3.370,2.680
2,0:53,3,8,DAL 27,17,3,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Orlando Scandrick),2.680,1.670
2,0:47,4,8,DAL 27,20,3,Garrett Hartley 45 yard field goal good,1.670,3.000
2,,,,NOR 30,,,"Garrett Hartley kicks off 63 yards, returned by Bryan McCann for 17 yards (tackle by Anthony Waters)",,
2,0:37,1,10,DAL 24,20,3,Jon Kitna pass complete short right to Miles Austin for 12 yards (tackle by Roman Harper),0.540,1.330
2,0:29,,,,20,3,Timeout #1 by Dallas Cowboys,0.000,1.330
2,0:29,1,10,DAL 36,20,3,Jon Kitna pass complete short right to Felix Jones for 8 yards (tackle by Marvin Mitchell),1.330,1.870
2,0:22,,,,20,3,Timeout #2 by Dallas Cowboys,0.000,1.870
2,0:22,2,2,DAL 44,20,3,Jon Kitna pass complete short right to Jason Witten for 12 yards (tackle by Jabari Greer),1.870,2.650
2,0:14,,,,20,3,Timeout #3 by Dallas Cowboys,0.000,2.650
2,0:14,1,10,NOR 44,20,3,Jon Kitna pass complete short right to Jason Witten for 3 yards (tackle by Scott Shanle),2.650,2.520
2,0:10,,,,20,3,Timeout #3 by New Orleans Saints,0.000,2.520
2,0:10,2,7,NOR 41,20,3,"Jon Kitna pass incomplete. Penalty on Alex Brown: Illegal Use of Hands, 5 yards (no play)",2.520,3.180
2,0:05,1,10,NOR 36,20,6,David Buehler 53 yard field goal good,3.180,3.000
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,20,6,"Garrett Hartley kicks off 69 yards, returned by Dez Bryant for 31 yards (tackle by Marvin Mitchell)",0.000,1.070
3,14:51,1,10,DAL 32,20,6,Jon Kitna pass complete short right to Felix Jones for 8 yards (tackle by Jabari Greer),1.070,1.610
3,14:14,2,2,DAL 40,20,12,"Miles Austin left end for 60 yards, touchdown",1.610,7.000
3,,,,NOR 2,20,13,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,20,13,"David Buehler kicks off 75 yards, touchback",0.000,0.280
3,14:01,1,10,NOR 20,20,13,Drew Brees pass complete short right to Reggie Bush for 12 yards (tackle by Bradie James),0.280,1.070
3,13:37,1,10,NOR 32,20,13,Drew Brees pass complete short left to Lance Moore for 12 yards (tackle by Terence Newman),1.070,1.860
3,12:58,1,10,NOR 44,20,13,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Keith Brooking),1.860,1.320
3,12:54,2,10,NOR 44,20,13,Chris Ivory right tackle for 17 yards (tackle by Alan Ball),1.320,2.980
3,12:07,1,10,DAL 39,20,13,Drew Brees pass complete short right to Jimmy Graham for 5 yards (tackle by Gerald Sensabaugh),2.980,3.120
3,11:34,2,5,DAL 34,20,13,Julius Jones middle for 2 yards (tackle by Keith Brooking and Igor Olshansky),3.120,2.680
3,10:52,3,3,DAL 32,20,13,Drew Brees pass complete short left to Marques Colston for 19 yards (tackle by Orlando Scandrick),2.680,4.710
3,10:20,1,10,DAL 13,20,13,Drew Brees pass incomplete intended for Jimmy Graham (defended by Igor Olshansky),4.710,4.050
3,10:17,2,10,DAL 13,20,13,Drew Brees pass complete short middle to Lance Moore for 3 yards (tackle by Bradie James),4.050,3.650
3,9:38,3,7,DAL 10,20,13,Drew Brees pass incomplete short middle intended for Reggie Bush,3.650,2.760
3,9:32,4,7,DAL 10,23,13,Garrett Hartley 28 yard field goal good,2.760,3.000
3,,,,NOR 30,23,13,"Garrett Hartley kicks off 71 yards, returned by Bryan McCann for 13 yards (tackle by Leigh Torrence)",0.000,-0.350
3,9:22,1,10,DAL 12,23,13,Jon Kitna pass complete deep middle to Jason Witten for 20 yards (tackle by Malcolm Jenkins),-0.350,1.070
3,8:40,1,10,DAL 32,23,13,Felix Jones right guard for 4 yards (tackle by Scott Shanle),1.070,1.070
3,7:54,2,6,DAL 36,23,13,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Jabari Greer),1.070,0.370
3,7:50,3,6,DAL 36,23,13,"Penalty on Andre Gurode: False Start, 5 yards (no play)",0.370,-0.290
3,7:50,3,11,DAL 31,23,13,Jon Kitna pass incomplete short middle intended for Dez Bryant,-0.290,-1.310
3,7:43,4,11,DAL 31,23,13,"Penalty on Sean Lee: False Start, 5 yards (no play)",-1.310,-1.630
3,7:43,4,16,DAL 26,23,13,"Mat McBriar punts 59 yards, returned by Reggie Bush for 5 yards (tackle by Jesse Holley). Reggie Bush fumbles, recovered by Leon Williams at NOR-15. Penalty on Pierson Prioleau: Illegal Block Above the (Declined)",-1.630,4.580
3,7:25,1,10,NOR 15,23,13,Jon Kitna pass complete short left to Felix Jones for 8 yards (tackle by Malcolm Jenkins),4.580,5.410
3,6:59,2,2,NOR 7,23,13,Felix Jones right guard for 2 yards (tackle by Roman Harper and Sedrick Ellis),5.410,6.060
3,6:12,1,5,NOR 5,23,13,Jon Kitna pass incomplete short middle intended for Miles Austin,6.060,5.150
3,6:08,2,5,NOR 5,23,13,Marion Barber middle for 3 yards (tackle by Anthony Hargrove and Roman Harper),5.150,4.950
3,5:24,3,2,NOR 2,23,13,Marion Barber left guard for 1 yard (tackle by Jonathan Vilma),4.950,3.550
3,4:35,4,1,NOR 1,23,19,"Marion Barber middle for 1 yard, touchdown",3.550,7.000
3,,,,NOR 2,23,20,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,23,20,"David Buehler kicks off 77 yards, touchback",0.000,0.280
3,4:30,1,10,NOR 20,23,20,Julius Jones middle for 9 yards (tackle by Gerald Sensabaugh),0.280,0.950
3,4:05,2,1,NOR 29,23,20,Julius Jones middle for 4 yards (tackle by Jason Hatcher),0.950,1.140
3,3:32,1,10,NOR 33,23,20,Drew Brees pass complete short right to Jimmy Graham for 4 yards (tackle by Gerald Sensabaugh),1.140,1.130
3,3:04,2,6,NOR 37,23,20,Drew Brees pass complete short middle to Marques Colston for 14 yards (tackle by Terence Newman),1.130,2.320
3,2:27,1,10,DAL 49,23,20,Chris Ivory right guard for 4 yards (tackle by Anthony Spencer),2.320,2.320
3,1:54,2,6,DAL 45,23,20,Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Sean Lee),2.320,2.980
3,1:16,1,10,DAL 39,23,20,Julius Jones middle for 5 yards (tackle by Sean Lee and Bradie James),2.980,3.120
3,0:34,2,5,DAL 34,23,20,Drew Brees pass incomplete deep right intended for Jimmy Graham (defended by Gerald Sensabaugh),3.120,2.410
3,0:28,,,,23,20,Timeout #1 by New Orleans Saints,0.000,2.410
3,0:28,3,5,DAL 34,23,20,Drew Brees pass incomplete short left intended for David Thomas (defended by Keith Brooking),2.410,1.070
3,0:22,4,5,DAL 34,23,20,Drew Brees pass incomplete short right intended for Lance Moore,1.070,-1.270
3,0:19,1,10,DAL 35,23,20,"Jon Kitna pass complete short middle to Felix Jones for 13 yards (tackle by Sedrick Ellis). Felix Jones fumbles (forced by Sedrick Ellis), recovered by Felix Jones at DAL-48",1.270,2.130
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 48,23,20,"Jon Kitna sacked by Will Smith for -4 yards. Jon Kitna fumbles (forced by Will Smith), recovered by Martellus Bennett at DAL-48 and returned for 5 yards",2.130,2.260
4,14:18,2,5,NOR 47,23,20,"Marion Barber middle for 15 yards (tackle by Roman Harper). Penalty on Dez Bryant: Illegal Shift, 5 yards (no play)",2.260,1.580
4,14:00,2,10,DAL 48,23,20,Marion Barber middle for 6 yards (tackle by Sedrick Ellis and Roman Harper),1.580,1.680
4,13:23,3,4,NOR 46,23,20,Jon Kitna pass complete short left to Jason Witten for 5 yards (tackle by Patrick Robinson),1.680,2.850
4,12:36,1,10,NOR 41,23,20,Jon Kitna pass complete short right to Felix Jones for 4 yards (tackle by Roman Harper),2.850,2.850
4,12:00,2,6,NOR 37,23,20,Felix Jones right guard for 2 yards (tackle by Jeff Charleston),2.850,2.410
4,11:13,,,,23,20,Timeout #1 by Dallas Cowboys,0.000,2.410
4,11:13,3,4,NOR 35,23,20,Jon Kitna pass incomplete short right intended for Dez Bryant,2.410,0.980
4,11:08,4,4,NOR 35,23,20,"Mat McBriar for no gain. Mat McBriar fumbles, recovered by Tracy Porter at NOR-14 and returned for 2 yards (tackle by Sean Lee). Penalty on Mat McBriar: Illegal Kick (Declined)",0.980,0.140
4,10:57,1,10,NOR 16,23,20,Drew Brees pass incomplete short middle intended for Lance Moore,-0.140,-0.660
4,10:52,2,10,NOR 16,23,20,Julius Jones right tackle for 4 yards (tackle by Bradie James),-0.660,-0.820
4,10:09,3,6,NOR 20,23,20,Drew Brees pass incomplete deep middle intended for Jimmy Graham is intercepted by Gerald Sensabaugh at NOR-49 and returned for 10 yards,-0.820,-2.980
4,9:55,1,10,NOR 39,23,20,Marion Barber left guard for 1 yard (tackle by Danny Clark),2.980,2.580
4,9:13,2,9,NOR 38,23,20,Jon Kitna pass complete short left to Roy Williams for 24 yards (tackle by Patrick Robinson),2.580,4.650
4,8:32,1,10,NOR 14,23,20,Marion Barber middle for 4 yards (tackle by Malcolm Jenkins and Roman Harper),4.650,4.710
4,7:48,2,6,NOR 10,23,20,Jon Kitna pass complete short left to Roy Williams for 7 yards (tackle by Scott Shanle),4.710,6.510
4,7:06,1,3,NOR 3,23,20,Marion Barber middle for 2 yards (tackle by Anthony Hargrove),6.510,5.910
4,7:06,2,1,NOR 1,23,20,Marion Barber middle for no gain (tackle by Jonathan Vilma),5.910,5.170
4,5:56,3,1,NOR 1,23,26,"Tashard Choice middle for 1 yard, touchdown",5.170,7.000
4,,,,NOR 2,23,27,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 30,23,27,"David Buehler kicks off 75 yards, touchback",0.000,0.280
4,5:51,1,10,NOR 20,23,27,Julius Jones left guard for 3 yards (tackle by Keith Brooking and Bradie James),0.280,0.140
4,5:10,2,7,NOR 23,23,27,Drew Brees pass incomplete short left intended for David Thomas,0.140,-0.560
4,5:04,3,7,NOR 23,23,27,Drew Brees sacked by Jay Ratliff for -7 yards,-0.560,-2.390
4,4:33,4,14,NOR 16,23,27,"Thomas Morstead punts 51 yards, out of bounds. Penalty on Jimmy Graham: Illegal Shift, 5 yards (no play)",-2.390,-2.490
4,4:25,4,19,NOR 11,23,27,"Thomas Morstead punts 64 yards, returned by Dez Bryant for 13 yards (tackle by Pierson Prioleau)",-2.490,-1.470
4,4:10,1,10,DAL 38,23,27,Felix Jones left tackle for 1 yard (tackle by Scott Shanle),1.470,1.060
4,4:03,,,,23,27,Timeout #2 by New Orleans Saints,0.000,1.060
4,4:03,2,9,DAL 39,23,27,Felix Jones middle for 3 yards (tackle by Sedrick Ellis),1.060,0.760
4,3:20,3,6,DAL 42,23,27,"Jon Kitna pass complete short middle to Roy Williams for 47 yards (tackle by Malcolm Jenkins). Roy Williams fumbles (forced by Malcolm Jenkins), recovered by Malcolm Jenkins at NOR-11 (tackle by Miles Austin)",0.760,0.370
4,3:03,1,10,NOR 11,23,27,Drew Brees pass complete deep right to Marques Colston for 22 yards (tackle by Terence Newman),-0.370,1.140
4,2:35,1,10,NOR 33,23,27,Drew Brees pass incomplete deep middle intended for Devery Henderson (defended by Terence Newman),1.140,0.590
4,2:31,2,10,NOR 33,23,27,Drew Brees pass incomplete deep left intended for David Thomas,0.590,-0.100
4,2:25,3,10,NOR 33,23,27,Drew Brees pass complete deep right to Robert Meachem for 55 yards (tackle by Terence Newman),-0.100,4.780
4,2:00,1,10,DAL 12,29,27,"Drew Brees pass complete short middle to Lance Moore for 12 yards, touchdown",4.780,7.000
4,,,,DAL 2,30,27,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,30,27,"Garrett Hartley kicks off 75 yards, returned by Dez Bryant for 29 yards (tackle by Usama Young)",0.000,0.540
4,1:50,1,10,DAL 24,30,27,Jon Kitna middle for 5 yards (tackle by Will Smith),0.540,0.670
4,1:22,2,5,DAL 29,30,27,Jon Kitna pass complete short middle to Jason Witten for 7 yards (tackle by Jonathan Vilma),0.670,1.330
4,1:02,1,10,DAL 36,30,27,Jon Kitna pass complete short right to Jason Witten for 12 yards (tackle by Jabari Greer),1.330,2.130
4,0:56,1,10,DAL 48,30,27,Jon Kitna pass complete short left to Jason Witten for 9 yards (tackle by Jabari Greer),2.130,2.800
4,0:51,2,1,NOR 43,30,27,Jon Kitna pass incomplete short left intended for Miles Austin,2.800,2.080
4,0:47,3,1,NOR 43,30,27,Jon Kitna pass complete short right to Roy Williams for 2 yards (tackle by Jonathan Vilma),2.080,2.850
4,0:42,1,10,NOR 41,30,27,Jon Kitna pass incomplete short left intended for Dez Bryant,2.850,2.310
4,0:38,2,10,NOR 41,30,27,Jon Kitna pass incomplete short left intended for Dez Bryant (defended by Roman Harper),2.310,1.620
4,0:35,3,10,NOR 41,30,27,Jon Kitna pass incomplete short right intended for Dez Bryant,1.620,0.530
4,0:31,4,10,NOR 41,30,27,David Buehler 59 yard field goal no good,0.530,-2.190
4,0:25,1,10,NOR 49,30,27,Drew Brees kneels for -1 yards,2.190,1.510
4,0:23,,,,30,27,Timeout #2 by Dallas Cowboys,0.000,1.510
4,0:23,2,11,NOR 48,30,27,Drew Brees kneels for -1 yards,1.510,0.700
4,0:21,,,,30,27,Timeout #3 by Dallas Cowboys,0.000,0.700
4,0:21,3,12,NOR 47,30,27,Drew Brees kneels for -1 yards,0.700,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
