#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 40,1,0:21,0,Interception
2,1,10:01,PHI 24,3,1:48,0,Punt
3,1,5:24,PHI 26,9,5:36,25,Punt
4,2,14:40,SFO 20,2,0:33,20,Touchdown
5,2,11:40,PHI 32,3,1:16,67,Fumble
6,2,8:55,SFO 40,2,0:47,40,Touchdown
7,2,6:17,PHI 36,3,1:49,-2,Punt
8,2,1:58,PHI 27,5,1:39,13,Punt
9,3,6:56,PHI 27,5,2:05,49,Missed FG
10,4,14:56,PHI 35,9,4:28,36,Missed FG
11,4,5:03,PHI 35,10,4:01,65,Touchdown
12,5,15:00,PHI 21,1,0:23,0,Interception
