Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zack Moss,IND,19,51,0,4,17,0.9,34,1.8,0,
Gardner Minshew II,IND,3,2,0,0,2,0.7,0,0.0,0,
Kylen Granson,IND,1,2,0,1,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,21,102,2,7,64,3.0,38,1.8,1,21.0
Tyjae Spears,TEN,16,75,0,4,44,2.8,31,1.9,0,
Will Levis,TEN,2,5,0,1,5,2.5,0,0.0,0,
DeAndre Hopkins,TEN,1,4,0,0,3,3.0,1,1.0,0,
Chigoziem Okonkwo,TEN,1,2,0,0,1,1.0,1,1.0,0,
Ryan Stonehouse,TEN,1,-11,0,,-11,-11.0,0,0.0,0,
