Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
1,5:19,1,20,DET 30,0,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 6 yards (tackle by Rocky McIntosh),0.940,0.510
1,4:37,2,14,DET 36,0,0,Jahvid Best right tackle for 3 yards (tackle by Vonnie Holliday),0.510,0.230
1,3:57,3,11,DET 39,0,0,"Matthew Stafford pass incomplete short middle intended for Bryant Johnson. Penalty on Phillip Buchanon: Defensive Holding, 5 yards (no play)",0.230,1.860
1,3:49,1,10,DET 44,0,0,Kevin Smith right tackle for 3 yards (tackle by Brian Orakpo and Kareem Moore),1.860,1.720
1,3:14,2,7,DET 47,0,0,Kevin Smith middle for 6 yards (tackle by London Fletcher),1.720,1.820
1,2:35,3,1,WAS 47,0,0,Kevin Smith right tackle for -2 yards (tackle by Albert Haynesworth),1.820,0.000
1,1:58,4,3,WAS 49,0,0,"Nick Harris punts 49 yards, touchback",0.000,-0.280
,,,,,,,"DET challenged the touchback ruling, and the play was upheld.",,
1,1:44,1,10,WAS 20,0,0,"Donovan McNabb pass incomplete deep middle intended for Chris Cooley (defended by Louis Delmas). Penalty on Chris Cooley: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
1,1:38,1,20,WAS 10,0,0,Donovan McNabb pass complete short left to Ryan Torain for no gain,-0.760,-1.510
1,0:55,2,20,WAS 10,0,0,Donovan McNabb pass complete short right to Chris Cooley for 10 yards (tackle by DeAndre Levy and Louis Delmas),-1.510,-0.960
1,0:15,3,10,WAS 20,0,0,Donovan McNabb pass complete short right to Keiland Williams for 5 yards (tackle by DeAndre Levy),-0.960,-1.700
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,WAS 25,0,0,"Hunter Smith punts 54 yards, returned by Stefan Logan for 6 yards (tackle by Lorenzo Alexander). Penalty on Turk McBride: Offensive Holding, 10 yards",-1.700,0.370
2,14:46,1,10,DET 11,0,0,Matthew Stafford pass incomplete short left intended for Jahvid Best,-0.370,-0.780
2,14:41,2,10,DET 11,0,0,"Penalty on Stephen Peterman: False Start, 5 yards (no play)",-0.780,-1.150
2,14:41,2,15,DET 6,0,0,Matthew Stafford pass complete short right to Calvin Johnson for 12 yards,-1.150,-0.600
2,14:19,3,3,DET 18,0,0,Matthew Stafford pass incomplete short left intended for Nate Burleson (defended by Phillip Buchanon),-0.600,-2.240
2,14:14,4,3,DET 18,0,0,"Nick Harris punts 46 yards, returned by Brandon Banks for -4 yards (tackle by Maurice Morris)",-2.240,-1.070
2,14:04,1,10,WAS 32,0,0,Donovan McNabb pass incomplete deep left intended for Santana Moss,1.070,0.530
2,13:57,2,10,WAS 32,0,0,Ryan Torain right tackle for 3 yards (tackle by Julian Peterson and C.C. Brown),0.530,0.230
2,13:14,3,7,WAS 35,0,0,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,0.230,-1.040
2,13:04,4,7,WAS 35,0,0,"Hunter Smith punts 55 yards, returned by Stefan Logan for 71 yards (tackle by Hunter Smith)",-1.040,-4.310
2,12:47,1,10,WAS 19,0,0,Jahvid Best left tackle for 6 yards (tackle by Phillip Daniels),4.310,4.720
2,12:09,2,4,WAS 13,0,0,Matthew Stafford pass incomplete short left intended for Bryant Johnson,4.720,3.960
2,12:05,2,4,WAS 13,0,0,Timeout #1 by Washington Redskins,4.720,3.960
2,12:05,3,4,WAS 13,0,6,"Matthew Stafford pass complete short left to Calvin Johnson for 13 yards, touchdown",3.960,7.000
2,12:05,,,WAS 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
2,12:05,,,DET 30,0,7,"Jason Hanson kicks off 63 yards, returned by Brandon Banks for 46 yards (tackle by Chris Houston). Penalty on Landon Johnson: Offside on Free Kick, 5 yards",0.000,2.790
2,11:51,1,10,DET 42,0,7,Donovan McNabb middle for 36 yards (tackle by Julian Peterson),2.790,5.830
2,11:20,1,6,DET 6,0,7,Ryan Torain right tackle for no gain (tackle by Jonathan Wade),5.830,4.950
2,10:44,2,6,DET 6,6,7,"Donovan McNabb pass complete short right to Ryan Torain for 6 yards, touchdown",4.950,7.000
2,10:44,,,DET 2,7,7,Graham Gano kicks extra point good,0.000,0.000
2,10:44,,,WAS 30,7,7,"Graham Gano kicks off 70 yards, returned by Stefan Logan for 23 yards (tackle by Roydell Williams)",0.000,0.480
2,10:33,1,10,DET 23,7,7,Matthew Stafford pass complete short right to Nate Burleson for no gain,0.480,-0.070
2,10:04,2,10,DET 23,7,7,"Matthew Stafford pass complete short right to Calvin Johnson for 19 yards (tackle by LaRon Landry and London Fletcher). Penalty on Brandon Pettigrew: Offensive Holding, 10 yards (no play)",-0.070,-1.500
2,9:27,2,20,DET 13,7,7,Jahvid Best right tackle for 3 yards (tackle by London Fletcher),-1.500,-1.960
2,8:49,3,17,DET 16,7,7,Matthew Stafford pass complete short left to Jahvid Best for 11 yards (tackle by DeAngelo Hall),-1.960,-1.570
2,8:07,4,6,DET 27,7,7,"Nick Harris punts 49 yards, fair catch by Brandon Banks",-1.570,-0.540
2,8:00,1,10,WAS 24,7,7,Donovan McNabb sacked by Ndamukong Suh for -8 yards,0.540,-1.220
2,7:25,2,18,WAS 16,7,7,Ryan Torain left tackle for 5 yards (tackle by Corey Williams),-1.220,-1.090
2,6:44,3,13,WAS 21,7,7,Donovan McNabb sacked by Ndamukong Suh for -9 yards,-1.090,-2.490
2,6:14,4,22,WAS 12,7,7,"Hunter Smith punts 39 yards, out of bounds",-2.490,-2.190
2,6:06,1,10,DET 49,7,7,Kevin Smith right tackle for 13 yards (tackle by Kareem Moore),2.190,3.050
2,5:30,1,10,WAS 38,7,7,Kevin Smith middle for -3 yards (tackle by LaRon Landry),3.050,2.100
2,4:50,2,13,WAS 41,7,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by DeAngelo Hall),2.100,1.420
2,4:47,3,13,WAS 41,7,7,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,1.420,0.530
2,4:41,4,13,WAS 41,7,7,"Nick Harris punts 30 yards, fair catch by Brandon Banks",0.530,0.370
2,4:32,1,10,WAS 11,7,7,Ryan Torain left tackle for 4 yards (tackle by Ashlee Palmer and Turk McBride),-0.370,-0.430
2,4:00,2,6,WAS 15,7,7,Ryan Torain middle for -4 yards (tackle by Turk McBride),-0.430,-1.420
2,3:18,3,10,WAS 11,7,7,Donovan McNabb pass complete deep middle to Anthony Armstrong for 50 yards (tackle by C.C. Brown),-1.420,2.980
2,2:35,1,10,DET 39,7,7,Donovan McNabb pass complete short right to Santana Moss for 12 yards (tackle by Louis Delmas),2.980,3.780
2,2:07,1,10,DET 27,7,7,Ryan Torain left end for -3 yards (tackle by Sammie Lee Hill and C.C. Brown),3.780,2.830
2,2:00,2,13,DET 30,7,7,Donovan McNabb right end for 10 yards (tackle by Ashlee Palmer),2.830,3.470
2,1:13,3,3,DET 20,7,7,Donovan McNabb pass incomplete short left intended for Joey Galloway (defended by Alphonso Smith),3.470,2.220
2,1:08,4,3,DET 20,10,7,Graham Gano 38 yard field goal good,2.220,3.000
2,1:08,,,WAS 30,10,7,"Graham Gano kicks off 77 yards, touchback",0.000,0.280
2,1:04,1,10,DET 20,10,7,Matthew Stafford pass complete short left to Jahvid Best for 9 yards (tackle by Rocky McIntosh),0.280,0.950
2,0:43,2,1,DET 29,10,7,Matthew Stafford pass incomplete short left intended for Jahvid Best,0.950,0.230
2,0:38,2,1,DET 29,10,7,Timeout #2 by Washington Redskins,0.950,0.230
2,0:37,3,1,DET 29,10,7,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by LaRon Landry),0.230,-1.440
2,0:28,4,1,DET 29,10,7,"Nick Harris punts 44 yards, returned by Brandon Banks for 24 yards (tackle by C.C. Brown)",-1.440,-2.320
2,0:16,1,10,DET 49,10,7,Donovan McNabb pass complete short left to Santana Moss for 8 yards (tackle by Alphonso Smith and Jonathan Wade),2.320,2.860
2,0:11,1,10,DET 49,10,7,Timeout #3 by Washington Redskins,2.320,2.860
2,0:11,2,2,DET 41,10,7,Donovan McNabb pass complete short left to Ryan Torain for 13 yards (tackle by DeAndre Levy),2.860,3.710
2,0:04,1,10,DET 28,13,7,Graham Gano 46 yard field goal good,3.710,3.000
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,13,7,"Graham Gano kicks off 69 yards, returned by Stefan Logan for 28 yards (tackle by Graham Gano)",0.000,0.870
3,14:53,1,10,DET 29,13,7,Jahvid Best left tackle for 1 yard (tackle by Rocky McIntosh),0.870,0.460
3,14:16,2,9,DET 30,13,7,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by London Fletcher),0.460,-0.230
3,14:11,3,9,DET 30,13,7,Matthew Stafford sacked by Albert Haynesworth for -10 yards,-0.230,-2.030
3,13:40,4,19,DET 20,13,7,"Nick Harris punts 48 yards, muffed catch by Brandon Banks, recovered by Brandon Banks and returned for -4 yards (tackle by John Wendling)",-2.030,-0.610
3,13:29,1,10,WAS 25,13,7,"Donovan McNabb sacked by Kyle Vanden Bosch for -5 yards. Donovan McNabb fumbles, recovered by Donovan McNabb at WAS-20",0.610,-0.610
3,13:00,2,15,WAS 20,13,7,Donovan McNabb pass complete short left to Santana Moss for 9 yards (tackle by Alphonso Smith),-0.610,-0.100
3,12:19,3,6,WAS 29,13,7,Donovan McNabb pass incomplete short left intended for Chris Cooley,-0.100,-1.440
3,12:14,4,6,WAS 29,13,7,"Hunter Smith punts 23 yards, out of bounds",-1.440,-2.130
3,12:08,1,10,DET 48,13,7,Matthew Stafford pass complete short right to Jahvid Best for 1 yard (tackle by DeAngelo Hall),2.130,1.720
3,11:47,2,9,DET 49,13,7,Matthew Stafford pass complete short left to Nate Burleson for 6 yards (tackle by LaRon Landry and Rocky McIntosh),1.720,1.820
3,11:08,3,3,WAS 45,13,7,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Rocky McIntosh and DeAngelo Hall),1.820,3.180
3,10:31,1,10,WAS 36,13,7,Jahvid Best left tackle for 20 yards (tackle by Kareem Moore and DeAngelo Hall),3.180,4.510
3,9:49,1,10,WAS 16,13,7,Matthew Stafford pass complete short right to Nate Burleson for 7 yards (tackle by Lorenzo Alexander and Carlos Rogers),4.510,5.160
3,9:19,2,3,WAS 9,13,7,Jahvid Best middle for 2 yards (tackle by Lorenzo Alexander),5.160,4.850
3,8:50,3,1,WAS 7,13,7,Jahvid Best left end for no gain (tackle by LaRon Landry),4.850,3.010
3,8:10,4,1,WAS 7,13,7,"Penalty on Phillip Daniels: Encroachment, 4 yards (no play)",3.010,6.510
3,7:53,1,3,WAS 3,13,7,Kevin Smith middle for 1 yard (tackle by Albert Haynesworth),6.510,5.720
3,7:14,2,2,WAS 2,13,13,"Matthew Stafford pass complete short middle to Brandon Pettigrew for 2 yards, touchdown",5.720,7.000
3,7:14,,,WAS 2,13,14,Jason Hanson kicks extra point good,0.000,0.000
3,7:14,,,DET 30,13,14,"Jason Hanson kicks off 65 yards, returned by Brandon Banks for 95 yards. Penalty on Reed Doughty: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,6:57,1,10,WAS 8,13,14,Donovan McNabb pass complete short left to Santana Moss for -1 yards (tackle by Kyle Vanden Bosch and Chris Houston),-0.380,-0.850
3,6:18,2,11,WAS 7,13,14,Donovan McNabb pass incomplete short left intended for Mike Sellers,-0.850,-1.540
3,6:14,3,11,WAS 7,13,14,"Donovan McNabb pass complete short right to Chris Cooley for 11 yards (tackle by DeAndre Levy and Jonathan Wade). Penalty on Jonathan Wade: Face Mask (15 Yards), 15 yards",-1.540,1.140
3,5:52,1,10,WAS 33,13,14,Keiland Williams right end for 8 yards (tackle by Ashlee Palmer),1.140,1.670
3,5:09,2,2,WAS 41,13,14,Donovan McNabb pass complete short left to Chris Cooley for 19 yards (tackle by Louis Delmas),1.670,2.920
3,4:48,1,10,DET 40,13,14,"Keiland Williams right end for -2 yards (tackle by Corey Williams). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",2.920,2.260
3,4:28,1,20,,13,14,Donovan McNabb pass complete short left to Anthony Armstrong for 7 yards (tackle by Alphonso Smith),2.260,1.970
3,3:52,2,13,DET 43,13,14,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.970,1.290
3,3:43,2,13,DET 43,13,14,Timeout #1 by Washington Redskins,1.970,1.290
3,3:43,3,13,DET 43,13,14,Donovan McNabb pass incomplete deep right intended for Santana Moss (defended by Jonathan Wade),1.290,0.400
3,3:36,4,13,DET 43,13,14,"Hunter Smith punts 34 yards, fair catch by Stefan Logan",0.400,0.380
3,3:29,1,10,DET 9,13,14,Matthew Stafford pass complete short left to Nate Burleson for 2 yards (tackle by LaRon Landry),-0.380,-0.630
3,2:52,2,8,DET 11,13,14,Jahvid Best left end for 9 yards (tackle by LaRon Landry),-0.630,0.280
3,2:24,1,10,DET 20,13,14,Matthew Stafford pass complete short middle to Calvin Johnson for 15 yards (tackle by Kareem Moore),0.280,1.270
3,1:49,1,10,DET 35,13,14,Jahvid Best right end for no gain (tackle by Ma'ake Kemoeatu),1.270,0.720
3,1:13,2,10,DET 35,13,14,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by LaRon Landry),0.720,0.040
3,1:09,3,10,DET 35,13,14,"Matthew Stafford pass complete short middle to Nate Burleson for 25 yards (tackle by Phillip Buchanon). Nate Burleson fumbles (forced by Phillip Buchanon), recovered by London Fletcher at WAS-27 (tackle by Kevin Smith)",0.040,-0.540
3,0:57,1,10,WAS 24,13,14,Keiland Williams right end for 6 yards (tackle by Ashlee Palmer),0.540,0.810
3,0:37,2,4,WAS 30,13,14,Keiland Williams left end for no gain (tackle by Cliff Avril and Kyle Vanden Bosch),0.810,0.100
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,WAS 30,13,14,"Penalty on Artis Hicks: False Start, 5 yards (no play)",0.100,-0.560
4,15:00,3,9,WAS 25,13,14,Donovan McNabb pass incomplete short right intended for Joey Galloway,-0.560,-1.700
4,14:57,4,9,WAS 25,13,14,"Hunter Smith punts 45 yards, fair catch by Stefan Logan",-1.700,-0.940
4,14:48,1,10,DET 30,13,14,Matthew Stafford pass complete short left to Nate Burleson for -2 yards (tackle by LaRon Landry),0.940,0.120
4,14:08,2,12,DET 28,13,14,Jahvid Best right tackle for 2 yards (tackle by Rocky McIntosh),0.120,-0.300
4,13:25,3,10,DET 30,13,14,Matthew Stafford pass complete short right to Jahvid Best for 2 yards (tackle by DeAngelo Hall),-0.300,-1.240
4,12:48,4,8,DET 32,13,14,"Nick Harris punts 49 yards, returned by Brandon Banks for 35 yards (tackle by Nick Harris)",-1.240,-2.520
4,12:35,1,10,DET 46,13,14,Donovan McNabb pass complete deep left to Anthony Armstrong for 35 yards (tackle by Amari Spievey),2.520,4.840
4,11:54,1,10,DET 11,13,14,Keiland Williams right tackle for 6 yards (tackle by Amari Spievey),4.840,5.280
4,11:20,2,4,DET 5,19,14,"Keiland Williams right tackle for 5 yards, touchdown",5.280,7.000
4,11:20,,,,19,14,"Two Point Attempt: Donovan McNabb pass incomplete intended for Fred Davis, conversion fails",1.000,-1.000
4,11:20,,,WAS 30,19,14,"Graham Gano kicks off 54 yards, returned by Jerome Felton for 37 yards (tackle by Roydell Williams)",0.000,2.460
4,11:07,1,10,WAS 47,19,14,Kevin Smith right tackle for 12 yards (tackle by Kareem Moore),2.460,3.250
4,10:36,1,10,WAS 35,19,14,Kevin Smith right tackle for 3 yards (tackle by London Fletcher),3.250,3.110
4,9:56,2,7,WAS 32,19,14,Matthew Stafford pass incomplete short right intended for Bryant Johnson,3.110,2.410
4,9:51,3,7,WAS 32,19,14,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Kareem Moore),2.410,4.310
4,9:13,1,10,WAS 19,19,14,Kevin Smith left tackle for 12 yards (tackle by Kareem Moore),4.310,5.600
4,8:25,1,7,WAS 7,19,20,"Matthew Stafford pass complete short left to Calvin Johnson for 7 yards, touchdown",5.600,7.000
4,8:25,,,,19,20,"Two Point Attempt: Matthew Stafford pass incomplete intended for Nate Burleson, conversion fails",1.000,-1.000
4,8:25,,,DET 30,25,20,"Jason Hanson kicks off 66 yards, returned by Brandon Banks for 96 yards, touchdown. Penalty on Chris Houston: Offside on Free Kick (Declined)",0.000,7.000
4,8:21,,,,25,20,"Two Point Attempt: Donovan McNabb pass incomplete intended for Fred Davis, conversion fails",1.000,-1.000
4,8:21,,,WAS 30,25,20,"Graham Gano kicks off 67 yards, returned by Stefan Logan for 23 yards (tackle by H.B. Blades)",0.000,0.670
4,7:59,1,10,DET 26,25,20,Matthew Stafford pass complete short left to Bryant Johnson for 9 yards (tackle by Phillip Buchanon),0.670,1.350
4,7:25,2,1,DET 35,25,20,Matthew Stafford pass complete short right to Kevin Smith for 3 yards (tackle by Carlos Rogers and London Fletcher),1.350,1.470
4,6:49,1,10,DET 38,25,20,"Matthew Stafford pass complete short right to Calvin Johnson for 19 yards (tackle by Rocky McIntosh). Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",1.470,0.810
4,6:22,1,20,DET 28,25,20,Matthew Stafford pass complete short left to Nate Burleson for 9 yards (tackle by DeAngelo Hall),0.810,0.790
4,5:45,2,11,DET 37,25,20,Matthew Stafford pass incomplete short left intended for Tony Scheffler,0.790,0.100
4,5:38,3,11,DET 37,25,20,Matthew Stafford pass incomplete short middle intended for Kevin Smith (defended by Kedric Golston),0.100,-0.910
4,5:32,4,11,DET 37,25,20,"Nick Harris punts 44 yards, returned by Brandon Banks for 7 yards (tackle by John Wendling)",-0.910,-0.670
4,5:21,1,10,WAS 26,25,20,Keiland Williams middle for no gain (tackle by Corey Williams),0.670,0.130
4,4:40,2,10,WAS 26,25,20,Donovan McNabb pass incomplete short right intended for Anthony Armstrong is intercepted by Alphonso Smith at WAS-41 and returned for 4 yards,0.130,-3.120
4,4:32,1,10,WAS 37,25,20,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.120,2.570
4,4:26,2,10,WAS 37,25,20,Matthew Stafford pass complete short left to Kevin Smith for 13 yards (tackle by Rocky McIntosh),2.570,3.970
4,4:20,1,10,WAS 24,25,20,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.970,3.430
4,4:13,2,10,WAS 24,25,20,"Matthew Stafford pass incomplete short right intended for Bryant Johnson. Penalty on Kareem Moore: Defensive Holding, 5 yards (no play)",3.430,4.310
4,4:08,1,10,WAS 19,25,20,Matthew Stafford pass incomplete short right intended for Jahvid Best,4.310,3.750
4,4:04,2,10,WAS 19,25,20,Matthew Stafford pass complete short left to Calvin Johnson for 9 yards (tackle by Rocky McIntosh),3.750,4.690
4,3:23,3,1,WAS 10,25,20,Matthew Stafford pass incomplete short right intended for Nate Burleson (defended by Kareem Moore),4.690,2.910
4,3:17,4,1,WAS 10,25,26,"Matthew Stafford pass complete short right to Calvin Johnson for 10 yards, touchdown",2.910,7.000
4,3:17,,,,25,28,"Two Point Attempt: Matthew Stafford pass complete to Bryant Johnson, conversion succeeds",1.000,1.000
4,3:17,,,DET 30,25,28,"Jason Hanson kicks off 46 yards, returned by Mike Sellers for 4 yards (tackle by Jonathan Wade)",0.000,0.810
4,3:06,1,10,WAS 28,25,28,"Donovan McNabb pass complete short left to Keiland Williams for 6 yards (tackle by Jonathan Wade). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",0.810,-0.040
4,3:00,1,20,WAS 18,25,28,Donovan McNabb pass complete short left to Santana Moss for 10 yards (tackle by Jonathan Wade),-0.040,0.260
4,2:29,2,10,WAS 28,25,28,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,0.260,-0.430
4,2:22,3,10,WAS 28,25,28,Donovan McNabb pass incomplete deep right intended for Chris Cooley (defended by Chris Houston),-0.430,-1.500
4,2:15,4,10,WAS 28,25,28,Donovan McNabb sacked by Cliff Avril for -8 yards,-1.500,-4.240
4,2:10,1,10,WAS 20,25,28,Kevin Smith middle for -3 yards (tackle by Brian Orakpo),4.240,3.290
4,2:07,1,10,WAS 20,25,28,Timeout #2 by Washington Redskins,4.240,3.290
4,2:07,2,13,WAS 23,25,28,Kevin Smith middle for 8 yards (tackle by Kareem Moore),3.290,3.700
4,1:59,3,5,WAS 15,25,28,Kevin Smith middle for 1 yard (tackle by Albert Haynesworth and Rocky McIntosh),3.700,2.580
4,1:54,3,5,WAS 15,25,28,Timeout #3 by Washington Redskins,3.700,2.580
4,1:54,4,4,WAS 14,25,31,Jason Hanson 32 yard field goal good,2.580,3.000
4,1:54,,,DET 30,25,31,"Jason Hanson kicks off 50 yards, returned by Brandon Banks for 10 yards (tackle by Jonathan Wade)",0.000,0.940
4,1:45,1,10,WAS 30,25,37,"Rex Grossman sacked by Kyle Vanden Bosch for -7 yards. Rex Grossman fumbles (forced by Kyle Vanden Bosch), recovered by Ndamukong Suh at WAS-17 and returned for 17 yards, touchdown",0.940,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,1:36,1,10,WAS 30,25,37,Timeout #1 by Detroit Lions,0.940,0.000
4,1:36,,,,25,37,Two Point Attempt: conversion fails,1.000,-1.000
4,1:36,,,DET 30,25,37,--,0.000,-0.610
4,1:30,1,10,WAS 25,25,37,Rex Grossman pass incomplete short right intended for Fred Davis,0.610,0.060
4,1:24,2,10,WAS 25,25,37,Rex Grossman pass complete short right to Santana Moss for 9 yards,0.060,0.560
4,1:01,3,1,WAS 34,25,37,Rex Grossman pass incomplete short left intended for Joey Galloway,0.560,-1.110
4,0:58,4,1,WAS 34,25,37,Rex Grossman pass complete short right to Keiland Williams for 2 yards (tackle by Jonathan Wade),-1.110,1.330
4,0:53,1,10,WAS 36,25,37,"Rex Grossman pass complete short right to Joey Galloway for 15 yards. Penalty on Rex Grossman: Intentional Grounding, 10 yards",1.330,2.320
4,0:29,1,10,DET 49,25,37,Rex Grossman pass incomplete deep right intended for Santana Moss,2.320,0.430
4,0:15,2,20,WAS 41,25,37,,0.430,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
