Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,MIA,18,113,1,5,59,3.3,54,3.0,2,9.0
Myles Gaskin,MIA,4,9,0,1,2,0.5,7,1.8,0,
Tyreek Hill,MIA,2,13,0,1,9,4.5,4,2.0,1,2.0
Chase Edmonds,MIA,1,1,0,,0,0.0,1,1.0,0,
Durham Smythe,MIA,1,1,1,1,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Breece Hall,NYJ,18,97,1,4,41,2.3,56,3.1,2,9.0
Michael Carter,NYJ,10,21,2,2,3,0.3,18,1.8,1,10.0
Zach Wilson,NYJ,4,2,1,1,1,0.3,1,0.3,0,
Braxton Berrios,NYJ,1,15,1,1,14,14.0,1,1.0,0,
