Quarter,Time,Down,ToGo,Location,JAX,ATL,Detail,EPB,EPA
1,9:28,1,9,JAX 9,0,0,T.J. Duckett up the middle for 7 yards (tackle by Deke Cooper),5.140,5.720
1,8:46,2,2,JAX 2,0,6,"T.J. Duckett up the middle for 2 yards, touchdown. Penalty on John Henderson: Defensive Offside (Declined)",5.720,7.000
1,,,,JAX 2,0,7,"Jay Feely kicks extra point good. Penalty on Kynan Forney: Unnecessary Roughness, 15 yards",0.000,0.000
1,,,,ATL 15,0,7,"Jay Feely kicks off 70 yards, returned by David Allen for 23 yards (tackle by Bryan Scott)",0.000,1.470
1,8:37,1,10,JAX 38,0,7,Byron Leftwich pass complete to Troy Edwards for 12 yards (tackle by Bryan Scott),1.470,2.260
1,8:37,1,10,JAX 50,0,7,Fred Taylor right tackle for 4 yards (tackle by Keith Brooking and Bryan Scott),2.260,2.250
1,8:37,2,6,ATL 46,0,7,Fred Taylor right tackle for 6 yards (tackle by Patrick Kerney),2.250,2.920
1,6:46,1,10,ATL 40,0,7,Fred Taylor right end for 12 yards (tackle by Keith Brooking),2.920,3.710
1,6:05,1,10,ATL 28,0,7,Fred Taylor up the middle for -1 yards (tackle by Brady Smith),3.710,3.030
1,5:26,2,11,ATL 29,0,7,Byron Leftwich pass complete to LaBrandon Toefield for 7 yards (tackle by Chris Draft),3.030,3.270
1,4:42,3,4,ATL 22,0,7,LaBrandon Toefield right end for 3 yards (tackle by Juran Bolden),3.270,2.340
1,4:26,4,1,ATL 19,0,7,Fred Taylor right tackle for 4 yards (tackle by Chris Draft),2.340,4.580
1,3:46,1,10,ATL 15,6,7,"Byron Leftwich pass complete to Troy Edwards for 15 yards, touchdown",4.580,7.000
1,,,,ATL 2,7,7,Seth Marler kicks extra point good,0.000,0.000
1,,,,JAX 30,7,7,"Seth Marler kicks off 72 yards, returned by Allen Rossum for 27 yards (tackle by Anthony Mitchell). Penalty on Gerald McBurrows: Offensive Holding, 10 yards",0.000,-0.220
1,3:35,1,10,ATL 15,7,7,T.J. Duckett right tackle for 6 yards (tackle by Mike Peterson),-0.220,0.210
1,2:58,2,4,ATL 21,7,7,Justin Griffith up the middle for 7 yards (tackle by Paul Spicer),0.210,0.810
1,2:18,1,10,ATL 28,7,7,Michael Vick for 11 yards (tackle by Akin Ayodele),0.810,1.530
1,1:49,1,10,ATL 39,7,7,T.J. Duckett up the middle for no gain (tackle by John Henderson),1.530,0.990
1,1:10,2,10,ATL 39,7,7,"Michael Vick pass incomplete intended for Peerless Price. Penalty on Matt Leonard: Defensive Offside, 5 yards (no play)",0.990,1.660
1,1:05,2,5,ATL 44,7,7,T.J. Duckett left end for 12 yards (tackle by Deke Cooper),1.660,2.650
1,0:34,1,10,JAX 44,7,13,"Michael Vick pass complete to Peerless Price for 44 yards, touchdown",2.650,7.000
1,,,,JAX 2,7,14,Jay Feely kicks extra point good,0.000,0.000
1,,,,ATL 30,7,14,"Jay Feely kicks off 70 yards, returned by David Allen for 19 yards (tackle by Siddeeq Shabazz)",0.000,0.150
1,0:17,1,10,JAX 19,7,14,Fred Taylor up the middle for -3 yards (tackle by Chris Draft),0.150,-0.870
Quarter,Time,Down,ToGo,Location,JAX,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,JAX 16,7,14,"Penalty on Kyle Brady: False Start, 5 yards (no play)",-0.870,-1.360
2,15:00,2,18,JAX 11,7,14,Byron Leftwich pass complete to George Wrighster for 9 yards (tackle by Tod McBride),-1.360,-0.940
2,14:28,3,9,JAX 20,7,14,Byron Leftwich up the middle for 15 yards (tackle by Bryan Scott),-0.940,1.270
2,13:48,1,10,JAX 35,7,14,Byron Leftwich pass incomplete intended for Kevin Johnson,1.270,0.720
2,13:41,2,10,JAX 35,7,14,Fred Taylor up the middle for 5 yards (tackle by Chris Draft),0.720,0.700
2,12:58,3,5,JAX 40,7,14,"Penalty on Chris Naeole: False Start, 5 yards (no play)",0.700,0.040
2,12:31,3,10,JAX 35,7,14,Byron Leftwich pass incomplete intended for Jimmy Smith,0.040,-1.040
2,12:26,4,10,JAX 35,7,14,Mark Royals punts 41 yards,-1.040,-0.540
2,12:16,1,10,ATL 24,7,14,Michael Vick pass complete to Peerless Price for 6 yards (tackle by Rashean Mathis),0.540,0.810
2,11:41,2,4,ATL 30,7,14,T.J. Duckett right tackle for 9 yards (tackle by Lionel Barnes),0.810,1.530
2,10:58,1,10,ATL 39,7,14,Woodrow Dantzler left end for 3 yards (tackle by Deke Cooper),1.530,1.390
2,10:35,2,7,ATL 42,7,14,Michael Vick pass incomplete intended for Peerless Price (defended by Paul Spicer),1.390,0.700
2,10:30,3,7,ATL 42,7,14,Michael Vick pass complete to Alge Crumpler for 10 yards (tackle by Akin Ayodele),0.700,2.390
2,9:52,1,10,JAX 48,7,14,T.J. Duckett right tackle for 2 yards (tackle by Lionel Barnes),2.390,2.120
2,9:15,2,8,JAX 46,7,14,Michael Vick pass incomplete intended for Peerless Price,2.120,1.420
2,9:08,3,8,JAX 46,7,14,Michael Vick pass incomplete intended for Peerless Price,1.420,0.200
2,9:02,4,8,JAX 46,7,14,"Chris Mohr punts 46 yards, touchback",0.200,-0.280
2,8:50,1,10,JAX 20,7,14,Fred Taylor up the middle for 12 yards (tackle by Keith Newman),0.280,1.070
2,8:12,1,10,JAX 32,7,14,Byron Leftwich pass complete to Kyle Brady for 11 yards (tackle by Keith Brooking),1.070,1.800
2,7:39,1,10,JAX 43,7,14,"Penalty on Vince Manuwai: False Start, 5 yards (no play)",1.800,1.470
2,7:17,1,15,JAX 38,7,14,Byron Leftwich sacked by Travis Hall and Patrick Kerney for -4 yards,1.470,0.040
2,6:42,2,19,JAX 34,7,14,Fred Taylor right end for 14 yards (tackle by Keith Brooking),0.040,1.220
2,5:59,3,5,JAX 48,7,14,Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Ray Buchanan),1.220,2.850
2,5:28,1,10,ATL 41,7,14,LaBrandon Toefield right tackle for -4 yards (tackle by Ed Jasper),2.850,1.770
2,4:50,2,14,ATL 45,7,14,Byron Leftwich pass complete to Marc Edwards for 7 yards (tackle by Chris Draft),1.770,2.020
2,4:09,3,7,ATL 38,7,14,Byron Leftwich pass incomplete intended for Cortez Hankton,2.020,0.720
2,4:04,4,7,ATL 38,7,14,"Mark Royals punts 38 yards, touchback",0.720,-0.280
2,3:57,1,10,ATL 20,7,14,T.J. Duckett up the middle for 3 yards (tackle by Fernando Bryant),0.280,0.140
2,3:24,2,7,ATL 23,7,14,T.J. Duckett right tackle for 4 yards (tackle by Deke Cooper and Rob Meier),0.140,-0.030
2,2:40,3,3,ATL 27,7,14,Michael Vick pass complete to Alge Crumpler for 10 yards (tackle by Akin Ayodele),-0.030,1.400
2,2:00,1,10,ATL 37,7,14,Justin Griffith up the middle for 12 yards (tackle by Rashean Mathis and Mike Peterson),1.400,2.190
2,1:32,1,10,ATL 49,7,14,Michael Vick pass incomplete intended for Brian Finneran,2.190,1.650
2,1:28,2,10,ATL 49,7,14,Michael Vick left end for 8 yards (tackle by Akin Ayodele),1.650,2.010
2,1:20,3,2,JAX 43,7,14,Justin Griffith up the middle for 3 yards (tackle by Deke Cooper),2.010,2.920
2,0:43,1,10,JAX 40,7,14,Michael Vick pass incomplete intended for Peerless Price,2.920,2.370
2,0:38,2,10,JAX 40,7,14,"Michael Vick sacked by Kiwaukee Thomas for -2 yards. Michael Vick fumbles (forced by Kiwaukee Thomas), recovered by Todd McClure at JAX-42",2.370,1.420
2,0:27,,,,7,14,Timeout #2 by Atlanta Falcons,0.000,1.420
2,0:27,3,12,JAX 42,7,14,Michael Vick pass complete to Brian Finneran for 38 yards (tackle by Fernando Bryant),1.420,6.280
2,0:15,,,,7,14,Timeout #3 by Atlanta Falcons,0.000,6.280
2,0:15,1,4,JAX 4,7,14,"Michael Vick pass incomplete intended for Brian Finneran. Penalty on Fernando Bryant: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
2,0:11,1,1,JAX 1,7,20,"Michael Vick pass complete to Justin Griffith for 1 yard, touchdown",6.970,7.000
2,,,,JAX 2,7,21,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,7,21,"Jay Feely kicks off 43 yards, returned by Kyle Brady for 11 yards (tackle by Siddeeq Shabazz). Kyle Brady fumbles (forced by Siddeeq Shabazz), recovered by Siddeeq Shabazz at JAX-37",0.000,0.000
Quarter,Time,Down,ToGo,Location,JAX,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,7,21,"Seth Marler kicks off 64 yards, returned by Allen Rossum for 18 yards (tackle by Nick Sorensen)",0.000,0.540
3,14:56,1,10,ATL 24,7,21,T.J. Duckett right tackle for 6 yards (tackle by Deke Cooper and Danny Clark),0.540,0.810
3,14:18,2,4,ATL 30,7,21,T.J. Duckett up the middle for 2 yards (tackle by Akin Ayodele and Mike Peterson),0.810,0.370
3,13:45,3,2,ATL 32,7,21,Justin Griffith right tackle for 3 yards (tackle by Paul Spicer),0.370,1.270
3,13:02,1,10,ATL 35,7,21,T.J. Duckett left tackle for 2 yards (tackle by Danny Clark),1.270,0.990
3,12:17,2,8,ATL 37,7,21,Justin Griffith up the middle for no gain (tackle by Danny Clark),0.990,0.300
3,11:35,3,8,ATL 37,7,21,Michael Vick pass incomplete intended for Justin Griffith,0.300,-0.910
3,11:27,4,8,ATL 37,7,21,"Chris Mohr punts 32 yards, returned by David Allen for 1 yard (tackle by Twan Russell)",-0.910,-1.070
3,11:16,1,10,JAX 32,7,21,Fred Taylor right tackle for 3 yards (tackle by Keith Brooking),1.070,0.930
3,10:44,2,7,JAX 35,7,21,Fred Taylor up the middle for -2 yards (tackle by Keith Brooking),0.930,-0.030
3,10:04,3,9,JAX 33,7,21,Byron Leftwich pass incomplete intended for Troy Edwards,-0.030,-1.180
3,9:59,4,9,JAX 33,7,21,Mark Royals punts 43 yards,-1.180,-0.540
3,9:52,1,10,ATL 24,7,21,Michael Vick pass complete to Brian Kozlowski for 6 yards (tackle by Akin Ayodele),0.540,0.810
3,9:17,2,4,ATL 30,7,21,T.J. Duckett left end for 7 yards (tackle by Mike Peterson),0.810,1.400
3,8:34,1,10,ATL 37,7,21,Michael Vick pass incomplete intended for Brian Finneran,1.400,0.860
3,8:28,2,10,ATL 37,7,21,Justin Griffith right end for -2 yards (tackle by Kiwaukee Thomas),0.860,-0.100
3,7:48,3,12,ATL 35,7,21,Justin Griffith right tackle for 5 yards (tackle by Donovin Darius),-0.100,-0.720
3,7:17,4,7,ATL 40,7,21,"Chris Mohr punts 50 yards, returned by David Allen for 48 yards (tackle by Kevin McCadam)",-0.720,-2.790
3,7:01,1,10,ATL 42,7,21,"Penalty on Jimmy Smith: False Start, 5 yards (no play)",2.790,2.460
3,7:01,1,15,ATL 47,7,21,Fred Taylor right tackle for 1 yard (tackle by Ellis Johnson),2.460,1.700
3,6:26,2,14,ATL 46,7,21,Byron Leftwich pass complete to Jimmy Smith for 3 yards (tackle by Kevin Mathis),1.700,1.420
3,5:44,3,11,ATL 43,7,21,Byron Leftwich pass complete to Marc Edwards for 12 yards (tackle by Keith Brooking),1.420,3.510
3,5:01,1,10,ATL 31,7,21,Fred Taylor left end for 15 yards (tackle by Tod McBride),3.510,4.510
3,4:24,1,10,ATL 16,7,21,Fred Taylor right tackle for 4 yards (tackle by Keith Brooking),4.510,4.570
3,3:39,2,6,ATL 12,7,21,Byron Leftwich pass complete to LaBrandon Toefield for 8 yards (tackle by Juran Bolden),4.570,6.280
3,3:04,1,4,ATL 4,13,21,"LaBrandon Toefield right end for 4 yards, touchdown",6.280,7.000
3,,,,ATL 2,14,21,Seth Marler kicks extra point good,0.000,0.000
3,,,,JAX 30,14,21,"Seth Marler kicks off 65 yards, returned by Allen Rossum for 19 yards (tackle by Jimmy Redmond)",0.000,0.540
3,2:53,1,10,ATL 24,14,21,T.J. Duckett left tackle for 2 yards (tackle by Marcus Stroud and Danny Clark),0.540,0.270
3,2:13,2,8,ATL 26,14,21,Michael Vick up the middle for 6 yards (tackle by Marcus Stroud),0.270,0.370
3,1:28,3,2,ATL 32,14,21,Michael Vick pass complete to Peerless Price for 19 yards (tackle by Donovin Darius),0.370,2.320
3,0:46,1,10,JAX 49,14,21,Justin Griffith right tackle for 9 yards (tackle by Donovin Darius),2.320,3.000
Quarter,Time,Down,ToGo,Location,JAX,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,JAX 40,14,21,T.J. Duckett up the middle for no gain (tackle by Danny Clark and Matt Leonard),3.000,2.280
4,14:15,3,1,JAX 40,14,21,T.J. Duckett right tackle for 2 yards (tackle by Marcus Stroud),2.280,3.050
4,13:32,1,10,JAX 38,14,21,Michael Vick left end for 7 yards (tackle by Rashean Mathis),3.050,3.450
4,13:07,2,3,JAX 31,14,21,T.J. Duckett up the middle for no gain (tackle by Danny Clark),3.450,2.740
4,12:27,3,3,JAX 31,14,21,Michael Vick pass incomplete is intercepted by Akin Ayodele at JAX-36 and returned for 2 yards,2.740,-1.470
4,12:17,1,10,JAX 38,14,21,Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Keith Brooking),1.470,2.190
4,11:42,1,10,JAX 49,14,21,Byron Leftwich pass complete to George Wrighster for 2 yards (tackle by Tod McBride),2.190,1.920
4,11:06,2,8,ATL 49,14,21,Byron Leftwich pass incomplete intended for Jimmy Smith,1.920,1.220
4,11:02,3,8,ATL 49,14,21,Byron Leftwich pass complete to Kevin Johnson for 10 yards (tackle by Ellis Johnson),1.220,2.980
4,10:17,1,10,ATL 39,14,21,Fred Taylor up the middle for 14 yards (tackle by Bryan Scott),2.980,3.910
4,9:39,1,10,ATL 25,14,21,Byron Leftwich pass complete to Cortez Hankton for 13 yards (tackle by Tod McBride),3.910,4.780
4,9:07,1,10,ATL 12,14,21,Fred Taylor right tackle for 5 yards (tackle by Keith Brooking),4.780,5.020
4,8:31,2,5,ATL 7,14,21,Byron Leftwich up the middle for no gain (tackle by Brady Smith),5.020,4.160
4,7:47,3,5,ATL 7,14,21,Byron Leftwich pass incomplete intended for Kevin Johnson,4.160,2.980
4,7:42,,,,14,21,Timeout #1 by Jacksonville Jaguars,0.000,2.980
4,7:42,4,5,ATL 7,14,21,"Penalty on Byron Leftwich: False Start, 5 yards (no play)",2.980,2.630
4,7:42,4,10,ATL 12,14,21,"Seth Marler 30 yard field goal no good, blocked by Juran Bolden",2.630,-0.280
4,7:36,1,10,ATL 20,14,21,Justin Griffith right end for 1 yard (tackle by Danny Clark),0.280,-0.130
4,6:53,2,9,ATL 21,14,21,"Penalty on Alge Crumpler: False Start, 5 yards (no play)",-0.130,-0.940
4,6:31,2,14,ATL 16,14,21,Michael Vick pass complete to Jimmy Farris for 26 yards,-0.940,1.730
4,5:56,1,10,ATL 42,14,21,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Akin Ayodele),1.730,2.130
4,5:10,2,3,ATL 49,14,21,T.J. Duckett up the middle for 2 yards (tackle by Mike Peterson),2.130,1.690
4,4:30,,,,14,21,Timeout #1 by Atlanta Falcons,0.000,1.690
4,4:30,3,1,JAX 49,14,21,Michael Vick right end for -1 yards (tackle by Fernando Bryant),1.690,-0.060
4,4:24,4,2,ATL 50,14,21,"Chris Mohr punts 38 yards, fair catch by David Allen",-0.060,0.350
4,4:16,1,10,JAX 12,14,21,Fred Taylor up the middle for 9 yards (tackle by Keith Newman),-0.350,0.420
4,3:49,2,1,JAX 21,14,21,Fred Taylor up the middle for 8 yards (tackle by Kevin Mathis),0.420,0.870
4,3:12,1,10,JAX 29,14,21,Byron Leftwich pass incomplete intended for Troy Edwards,0.870,0.330
4,3:08,2,10,JAX 29,14,21,Fred Taylor up the middle for 3 yards (tackle by Ed Jasper),0.330,0.040
4,2:30,3,7,JAX 32,14,21,Byron Leftwich pass incomplete intended for Troy Edwards,0.040,-1.240
4,2:24,4,7,JAX 32,14,21,"Penalty on Kevin Mathis: Defensive Delay of Game, 5 yards (no play)",-1.240,-0.910
4,2:24,4,2,JAX 37,14,21,Fred Taylor up the middle for 5 yards (tackle by Keith Brooking),-0.910,1.730
4,2:01,1,10,JAX 42,14,21,Byron Leftwich pass incomplete intended for George Wrighster,1.730,1.190
4,1:58,2,10,JAX 42,14,21,Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Keith Brooking),1.190,1.550
4,1:38,3,2,ATL 50,14,21,"Byron Leftwich pass complete to Fred Taylor for 4 yards (tackle by Bryan Scott). Penalty on Jimmy Smith: Illegal Block Above the Waist, 10 yards",1.550,0.760
4,1:29,3,8,JAX 44,14,21,Byron Leftwich pass complete to LaBrandon Toefield for 16 yards (tackle by Keith Brooking),0.760,2.920
4,1:05,1,10,ATL 40,14,21,Byron Leftwich pass incomplete intended for Cortez Hankton,2.920,2.370
4,1:00,2,10,ATL 40,14,21,Byron Leftwich right end for 18 yards (tackle by Kevin Mathis),2.370,4.110
4,0:51,1,10,ATL 22,14,21,Byron Leftwich pass complete to Kevin Johnson for 3 yards,4.110,3.970
4,0:47,2,7,ATL 19,14,21,Byron Leftwich pass incomplete intended for Cortez Hankton,3.970,3.260
4,0:42,3,7,ATL 19,14,21,Byron Leftwich pass complete to Marc Edwards for 5 yards (tackle by Bryan Scott),3.260,2.630
4,0:32,,,,14,21,Timeout #2 by Jacksonville Jaguars,0.000,2.630
4,0:32,4,2,ATL 14,14,21,Byron Leftwich pass incomplete intended for George Wrighster,2.630,0.280
4,0:27,1,10,ATL 14,14,21,Michael Vick kneels for -1 yards,-0.280,-0.850
4,0:03,,,,14,21,Timeout #3 by Jacksonville Jaguars,0.000,-0.850
4,0:03,2,11,ATL 13,14,21,Michael Vick kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
