0,1
Game Info,Game Info
Won Toss,Seahawks (deferred)
Roof,outdoors
Surface,fieldturf
Duration,2:56
Attendance,68424
Weather,"71 degrees, relative humidity 52%, wind 11 mph, wind chill 0"
Vegas Line,Seattle Seahawks -8.5
Over/Under,45.0 (over)
