Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
1,6:07,4,1,GNB 17,0,3,Steven Hauschka 35 yard field goal good,2.460,3.000
1,6:07,,,SEA 35,0,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,6:03,1,10,GNB 20,0,3,Aaron Rodgers pass complete short left to Jordy Nelson for 11 yards (tackle by Kam Chancellor),0.280,1.000
1,5:43,1,10,GNB 31,0,3,Aaron Rodgers pass complete short right to Eddie Lacy for -5 yards (tackle by Jeremy Lane and Bobby Wagner),1.000,-0.220
1,4:55,2,15,GNB 26,0,3,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,-0.220,-0.890
1,4:51,3,15,GNB 26,0,3,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,-0.890,-1.630
1,4:44,4,15,GNB 26,0,3,"Tim Masthay punts 38 yards, muffed catch by Earl Thomas, recovered by Ha Ha Clinton-Dix and returned for no gain",-1.630,3.310
1,4:32,1,10,SEA 34,0,3,Eddie Lacy right end for no gain (tackle by Malcolm Smith and Earl Thomas),3.310,2.770
1,3:55,2,10,SEA 34,0,3,Eddie Lacy up the middle for 2 yards (tackle by K.J. Wright and Bobby Wagner),2.770,2.350
1,3:19,3,8,SEA 32,0,3,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Byron Maxwell),2.350,3.970
1,2:39,1,10,SEA 24,0,3,Aaron Rodgers pass complete short left to Jordy Nelson for 16 yards (tackle by Byron Maxwell),3.970,5.370
1,2:07,1,8,SEA 8,0,3,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Byron Maxwell),5.370,5.370
1,1:30,1,8,SEA 8,0,3,Timeout #2 by Green Bay Packers,5.370,5.720
1,1:30,2,2,SEA 2,6,3,"John Kuhn left guard for 2 yards, touchdown",5.720,7.000
1,1:30,,,SEA 2,7,3,Mason Crosby kicks extra point good,0.000,0.000
1,1:30,,,GNB 35,7,3,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,1:25,1,10,SEA 20,7,3,"Marshawn Lynch up the middle for 4 yards (tackle by Letroy Guion and A.J. Hawk). Penalty on Justin Britt: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,0:59,1,20,SEA 10,7,3,Marshawn Lynch left tackle for 10 yards (tackle by Clay Matthews),-0.760,-0.270
1,0:20,2,10,SEA 20,7,3,Russell Wilson pass complete short right to Percy Harvin for 9 yards,-0.270,0.230
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,SEA 29,7,3,Marshawn Lynch right tackle for 7 yards (tackle by Morgan Burnett),0.230,1.330
2,14:22,1,10,SEA 36,7,3,"Russell Wilson pass complete short left to Percy Harvin for -2 yards (tackle by Clay Matthews). Percy Harvin fumbles (forced by Clay Matthews), recovered by Percy Harvin at SEA-34",1.330,0.520
2,13:39,2,12,SEA 34,7,3,Russell Wilson pass complete deep left to Percy Harvin for 33 yards (tackle by Ha Ha Clinton-Dix),0.520,3.380
2,13:08,1,10,GNB 33,7,9,"Russell Wilson pass complete short left to Ricardo Lockette for 33 yards, touchdown",3.380,7.000
2,13:08,,,GNB 2,7,10,Steven Hauschka kicks extra point good,0.000,0.000
2,13:08,,,SEA 35,7,10,"Steven Hauschka kicks off 70 yards, returned by DuJuan Harris for 21 yards (tackle by DeShawn Shead)",0.000,0.140
2,12:54,1,10,GNB 16,7,10,Eddie Lacy left guard for 1 yard (tackle by K.J. Wright and O'Brien Schofield),-0.140,-0.510
2,12:24,2,9,GNB 17,7,10,Aaron Rodgers pass complete short right to Eddie Lacy for 4 yards (tackle by Kam Chancellor and Bobby Wagner),-0.510,-0.700
2,11:37,3,5,GNB 21,7,10,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards (tackle by Jeremy Lane),-0.700,1.070
2,11:14,1,10,GNB 32,7,10,Eddie Lacy left tackle for 3 yards (tackle by Bobby Wagner and Jeremy Lane),1.070,0.930
2,10:38,2,7,GNB 35,7,10,James Starks up the middle for 3 yards (tackle by Bobby Wagner and Kam Chancellor),0.930,0.630
2,9:56,3,4,GNB 38,7,10,James Starks up the middle for 6 yards (tackle by Bruce Irvin and Bobby Wagner),0.630,1.860
2,9:33,1,10,GNB 44,7,10,Aaron Rodgers pass complete short right to Andrew Quarless for 2 yards (tackle by Kam Chancellor),1.860,1.590
2,8:58,2,8,GNB 46,7,10,James Starks up the middle for 3 yards (tackle by Kam Chancellor and Bruce Irvin),1.590,1.290
2,8:21,3,5,GNB 49,7,10,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on Bobby Wagner: Defensive Pass Interference, 44 yards (no play)",1.290,5.600
2,8:13,1,7,SEA 7,7,10,Aaron Rodgers pass complete short left to Randall Cobb for no gain,5.600,4.760
2,7:39,2,7,SEA 7,7,10,Eddie Lacy left tackle for 2 yards (tackle by K.J. Wright and Tony McDaniel),4.760,4.260
2,7:00,3,5,SEA 5,7,10,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,4.260,3.010
2,6:55,4,5,SEA 5,10,10,Mason Crosby 23 yard field goal good,3.010,3.000
2,6:55,,,GNB 35,10,10,"Mason Crosby kicks off 66 yards, returned by Percy Harvin for 31 yards (tackle by Sean Richardson)",0.000,-0.940
2,6:43,1,10,SEA 30,10,10,Russell Wilson pass complete deep right to Zach Miller for 24 yards (tackle by Tramon Williams),0.940,2.520
2,6:11,1,10,GNB 46,10,10,Russell Wilson pass incomplete,2.520,1.980
2,6:09,2,10,GNB 46,10,10,"Russell Wilson pass complete short right to Percy Harvin for -2 yards (tackle by Julius Peppers). Penalty on Julius Peppers: Defensive Offside, 5 yards (no play)",1.980,2.650
2,5:47,2,5,GNB 41,10,10,Marshawn Lynch left end for 21 yards (tackle by Morgan Burnett and Datone Jones),2.650,4.240
2,5:03,1,10,GNB 20,10,10,Percy Harvin right end for 9 yards (tackle by Mike Neal),4.240,5.260
2,4:24,2,1,GNB 11,10,10,Marshawn Lynch left guard for 2 yards (tackle by Morgan Burnett and Brad Jones),5.260,5.140
2,3:46,1,9,GNB 9,10,16,"Marshawn Lynch up the middle for 9 yards, touchdown",5.140,7.000
2,3:46,,,GNB 2,10,17,Steven Hauschka kicks extra point good,0.000,0.000
2,3:46,,,SEA 35,10,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,3:41,1,10,GNB 20,10,17,Aaron Rodgers pass complete short middle to Andrew Quarless for 18 yards (tackle by Bobby Wagner and Kam Chancellor),0.280,1.470
2,3:04,1,10,GNB 38,10,17,Eddie Lacy left tackle for no gain (tackle by Bobby Wagner),1.470,1.470
2,2:17,1,10,GNB 38,10,17,Timeout #3 by Green Bay Packers,1.470,0.920
2,2:17,2,10,GNB 38,10,17,Aaron Rodgers pass complete short middle to James Starks for 11 yards (tackle by K.J. Wright),0.920,2.190
2,2:00,1,10,GNB 49,10,17,Aaron Rodgers pass complete short right to Andrew Quarless for 6 yards (tackle by Kam Chancellor),2.190,2.460
2,1:33,2,4,SEA 45,10,17,Aaron Rodgers pass complete short right to James Starks for no gain,2.460,1.750
2,1:27,3,4,SEA 45,10,17,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,1.750,0.270
2,1:21,4,4,SEA 45,10,17,Tim Masthay punts 27 yards,0.270,-0.040
2,1:06,1,10,SEA 18,10,17,Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Datone Jones),0.040,0.140
2,0:43,2,6,SEA 22,10,17,"Russell Wilson sacked by Clay Matthews and Julius Peppers for -11 yards. Penalty on Brad Jones: Illegal Contact, 5 yards (no play)",0.140,0.740
2,0:35,1,10,SEA 27,10,17,Robert Turbin right tackle for 7 yards (tackle by Morgan Burnett),0.740,0.740
2,0:27,1,10,SEA 27,10,17,Timeout #1 by Seattle Seahawks,0.740,1.140
2,0:27,2,3,SEA 34,10,17,Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Ha Ha Clinton-Dix),1.140,0.430
2,0:19,3,3,SEA 34,10,17,Robert Turbin right guard for 7 yards (tackle by Micah Hyde),0.430,0.430
2,0:14,3,3,SEA 34,10,17,Timeout #2 by Seattle Seahawks,0.430,1.660
2,0:14,1,10,SEA 41,10,17,Russell Wilson pass incomplete,1.660,1.120
2,0:10,2,10,SEA 41,10,17,Russell Wilson up the middle for 5 yards (tackle by Datone Jones),1.120,1.090
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,17,"Mason Crosby kicks off 73 yards, returned by Percy Harvin for 22 yards (tackle by Jarrett Bush)",0.000,-0.280
3,14:55,1,10,SEA 14,10,17,Marshawn Lynch up the middle for 14 yards (tackle by Casey Hayward and Ha Ha Clinton-Dix),-0.280,0.810
3,14:17,1,10,SEA 28,10,17,Marshawn Lynch right end for 9 yards (tackle by Julius Peppers),0.810,1.480
3,13:48,2,1,SEA 37,10,17,Robert Turbin left tackle for 4 yards (tackle by A.J. Hawk and Morgan Burnett),1.480,1.660
3,13:05,1,10,SEA 41,10,17,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,1.660,1.120
3,13:00,2,10,SEA 41,10,17,Russell Wilson pass incomplete deep left intended for Ricardo Lockette,1.120,0.430
3,12:54,3,10,SEA 41,10,17,Russell Wilson pass complete short middle to Doug Baldwin for 6 yards (tackle by Sam Shields),0.430,-0.260
3,12:13,4,4,SEA 47,10,17,"Jon Ryan punts 39 yards, fair catch by Randall Cobb",-0.260,0.280
3,12:06,1,10,GNB 14,10,17,Aaron Rodgers pass incomplete short left intended for Jordy Nelson is intercepted by Byron Maxwell at GNB-29 and returned for 21 yards,-0.280,-5.370
3,11:54,1,8,GNB 8,10,17,Russell Wilson pass incomplete short right intended for Jermaine Kearse,5.370,4.570
3,11:50,2,8,GNB 8,10,17,Marshawn Lynch left tackle for 5 yards (tackle by Brad Jones and A.J. Hawk),4.570,4.720
3,11:10,3,3,GNB 3,10,17,Russell Wilson pass complete short right to Percy Harvin for 1 yard (tackle by Micah Hyde),4.720,3.250
3,10:32,4,2,GNB 2,10,20,Steven Hauschka 20 yard field goal good,3.250,3.000
3,10:32,,,SEA 35,10,20,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,10:28,1,10,GNB 20,10,20,Eddie Lacy left end for 2 yards (tackle by Kam Chancellor),0.280,0.000
3,10:03,2,8,GNB 22,10,20,Eddie Lacy up the middle for 2 yards (tackle by Cliff Avril),0.000,-0.430
3,9:26,3,6,GNB 24,10,20,Aaron Rodgers pass complete short left to Jordy Nelson for 9 yards,-0.430,1.140
3,9:07,1,10,GNB 33,10,20,Eddie Lacy right end for -2 yards (tackle by Bobby Wagner),1.140,0.320
3,8:23,2,12,GNB 31,10,20,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,0.320,-0.360
3,8:17,3,12,GNB 31,10,20,Aaron Rodgers pass complete deep middle to Randall Cobb for 23 yards (tackle by Bobby Wagner),-0.360,2.520
3,7:44,1,10,SEA 46,10,20,Aaron Rodgers pass complete short left to Jordy Nelson for 5 yards (tackle by Byron Maxwell),2.520,2.650
3,7:19,2,5,SEA 41,10,20,Aaron Rodgers pass incomplete short right intended for James Starks (defended by Kevin Williams),2.650,1.950
3,7:15,3,5,SEA 41,10,20,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Byron Maxwell),1.950,0.530
3,7:06,4,5,SEA 41,10,20,Aaron Rodgers sacked by Cliff Avril for -4 yards,0.530,-1.930
3,7:01,1,10,SEA 45,10,20,Percy Harvin right end for 16 yards (tackle by Brad Jones),1.930,2.980
3,6:23,1,10,GNB 39,10,20,Marshawn Lynch right end for 1 yard (tackle by Nick Perry and Mike Daniels),2.980,2.580
3,5:46,2,9,GNB 38,10,20,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Tramon Williams),2.580,1.880
3,5:41,3,9,GNB 38,10,20,Marshawn Lynch left end for 1 yard (tackle by Ha Ha Clinton-Dix),1.880,0.790
3,5:02,4,8,GNB 37,10,20,"Jon Ryan punts 27 yards, fair catch by Randall Cobb",0.790,0.380
3,4:53,1,10,GNB 10,10,22,"Aaron Rodgers sacked by Michael Bennett for -7 yards. Aaron Rodgers fumbles (forced by Michael Bennett), recovered by Derek Sherrod at GNB-0, safety. Penalty on David Bakhtiari: Unsportsmanlike Conduct, 10 yards",-0.380,-2.000
3,4:53,,,GNB 10,10,22,"Tim Masthay kicks off 50 yards, returned by Percy Harvin for 7 yards (tackle by Sean Richardson)",0.000,-2.060
3,4:39,1,10,SEA 47,10,22,Russell Wilson pass complete short middle to Zach Miller for 9 yards (tackle by Brad Jones and Casey Hayward),2.060,2.730
3,4:03,2,1,GNB 44,10,22,Robert Turbin right tackle for 5 yards (tackle by Julius Peppers),2.730,2.980
3,3:23,1,10,GNB 39,10,22,Marshawn Lynch up the middle for 4 yards (tackle by Mike Daniels and Morgan Burnett),2.980,2.980
3,2:46,2,6,GNB 35,10,22,Russell Wilson pass complete short right to Zach Miller for 9 yards (tackle by A.J. Hawk),2.980,3.840
3,2:01,1,10,GNB 26,10,22,Russell Wilson pass incomplete,3.840,3.300
3,1:54,2,10,GNB 26,10,22,Marshawn Lynch right end for no gain (tackle by Mike Daniels and Micah Hyde),3.300,2.610
3,1:08,3,10,GNB 26,10,22,Russell Wilson pass complete short middle to Percy Harvin for 10 yards (tackle by Morgan Burnett),2.610,4.510
3,0:28,1,10,GNB 16,10,22,Russell Wilson up the middle for 13 yards,4.510,6.510
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,GNB 3,10,28,"Marshawn Lynch left tackle for 3 yards, touchdown",6.510,7.000
4,15:00,,,GNB 2,10,29,Steven Hauschka kicks extra point good,0.000,0.000
4,15:00,,,SEA 35,10,29,"Steven Hauschka kicks off 68 yards, returned by Micah Hyde for 21 yards (tackle by Derrick Coleman)",0.000,-0.040
4,14:49,1,10,GNB 18,10,29,Aaron Rodgers pass complete short left to Jordy Nelson for 15 yards (tackle by Earl Thomas),0.040,1.140
4,14:21,1,10,GNB 33,10,29,Aaron Rodgers pass complete short left to Eddie Lacy for 12 yards (tackle by Earl Thomas),1.140,1.930
4,13:41,1,10,GNB 45,10,29,Eddie Lacy up the middle for 3 yards (tackle by Bobby Wagner and Tony McDaniel),1.930,1.790
4,13:03,2,7,GNB 48,10,29,Aaron Rodgers pass complete short left to Randall Cobb for 13 yards (tackle by Marcus Burley and Byron Maxwell),1.790,2.980
4,12:32,1,10,SEA 39,10,29,"Aaron Rodgers pass complete short right to James Starks for -1 yards (tackle by Bobby Wagner). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.980,2.320
4,12:10,1,20,SEA 49,10,29,Aaron Rodgers pass complete short left to Jordy Nelson for 12 yards (tackle by Kam Chancellor),2.320,2.710
4,11:38,2,8,SEA 37,10,29,James Starks up the middle for 6 yards (tackle by K.J. Wright),2.710,2.810
4,10:58,3,2,SEA 31,10,29,Aaron Rodgers pass complete short left to Jordy Nelson for 11 yards (tackle by Bobby Wagner),2.810,4.240
4,10:29,1,10,SEA 20,10,29,James Starks right tackle for 12 yards (tackle by Earl Thomas),4.240,5.370
4,10:12,1,8,SEA 8,10,29,James Starks left end for 5 yards (tackle by Earl Thomas),5.370,5.530
4,9:37,2,3,SEA 3,16,29,"Aaron Rodgers pass complete short right to Randall Cobb for 3 yards, touchdown",5.530,7.000
4,9:37,,,,16,29,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Andrew Quarless, conversion fails",0.000,-1.000
4,9:37,,,GNB 35,16,29,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,9:31,1,10,SEA 20,16,29,Russell Wilson pass complete short right to Luke Willson for 1 yard (tackle by A.J. Hawk),0.280,-0.130
4,8:50,2,9,SEA 21,16,29,Marshawn Lynch left tackle for 3 yards (tackle by Datone Jones),-0.130,-0.430
4,8:04,3,6,SEA 24,16,29,"Russell Wilson pass incomplete short left intended for Doug Baldwin (defended by Sam Shields). Penalty on Brad Jones: Defensive Holding, 5 yards (no play)",-0.430,0.870
4,8:00,1,10,SEA 29,16,29,Marshawn Lynch left tackle for 2 yards (tackle by Mike Daniels),0.870,0.600
4,7:17,2,8,SEA 31,16,29,Russell Wilson pass complete short left to Marshawn Lynch for 14 yards (tackle by Mike Neal),0.600,1.930
4,6:32,1,10,SEA 45,16,29,Robert Turbin right tackle for 4 yards (tackle by A.J. Hawk),1.930,1.920
4,5:50,2,6,SEA 49,16,29,Russell Wilson left end for 7 yards,1.920,2.650
4,5:05,1,10,GNB 44,16,29,Russell Wilson pass complete short left to Ricardo Lockette for 5 yards (tackle by Sam Shields),2.650,2.780
4,4:25,2,5,GNB 39,16,29,"Percy Harvin right end for 3 yards (tackle by Morgan Burnett). Penalty on Zach Miller: Offensive Holding, 10 yards",2.780,1.840
4,4:18,2,12,GNB 46,16,29,"Russell Wilson left end for 7 yards (tackle by Casey Hayward). Penalty on Casey Hayward: Face Mask (15 Yards), 15 yards",1.840,3.970
4,4:09,1,10,GNB 24,16,29,Marshawn Lynch right tackle for 2 yards (tackle by Mike Daniels and Julius Peppers),3.970,3.700
4,3:27,2,8,GNB 22,16,29,Marshawn Lynch right guard for 6 yards (tackle by Mike Neal and Ha Ha Clinton-Dix),3.700,3.950
4,2:43,3,2,GNB 16,16,29,Marshawn Lynch right guard for 1 yard (tackle by Mike Daniels),3.950,3.950
4,2:37,3,2,GNB 16,16,29,Timeout #1 by Green Bay Packers,3.950,2.590
4,2:37,4,1,GNB 15,16,35,"Russell Wilson pass complete short left to Derrick Coleman for 15 yards, touchdown",2.590,7.000
4,2:37,,,GNB 2,16,36,Steven Hauschka kicks extra point good,0.000,0.000
4,2:37,,,SEA 35,16,36,"Steven Hauschka kicks off 69 yards, returned by Micah Hyde for 28 yards (tackle by Jeron Johnson)",0.000,-0.540
4,2:27,1,10,GNB 24,16,36,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,0.540,0.000
4,2:24,2,10,GNB 24,16,36,DuJuan Harris up the middle for 7 yards (tackle by Kam Chancellor),0.000,0.230
4,2:00,3,3,GNB 31,16,36,"Aaron Rodgers pass complete deep right to Andrew Quarless for 31 yards (tackle by Earl Thomas). Penalty on T.J. Lang: Offensive Holding, 10 yards (no play)",0.230,-1.090
4,1:51,3,13,GNB 21,16,36,Aaron Rodgers pass incomplete deep right intended for Randall Cobb (defended by Earl Thomas),-1.090,-1.960
4,1:41,4,13,GNB 21,16,36,"Tim Masthay punts 57 yards, fair catch by Bryan Walters",-1.960,-0.410
4,1:33,1,10,SEA 22,16,36,Russell Wilson kneels for -1 yards,0.410,-0.270
4,0:53,2,11,SEA 21,16,36,Russell Wilson kneels for -1 yards,-0.270,-1.090
4,0:21,3,12,SEA 20,16,36,Russell Wilson kneels for -1 yards,-1.090,-2.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
