Quarter,Time,Tm,Detail,ARI,SFO
1.0,3:10,49ers,David Akers 22 yard field goal,0,3
,2:06,49ers,David Akers 43 yard field goal,0,6
2.0,0:56,49ers,David Akers 29 yard field goal,0,9
3.0,7:12,49ers,Kyle Williams 8 yard pass from Alex Smith (David Akers kick),0,16
,4:14,49ers,Vernon Davis 18 yard pass from Alex Smith (David Akers kick),0,23
4.0,8:38,Cardinals,Larry Fitzgerald 23 yard pass from Richard Bartel (Jay Feely kick),7,23
