Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TAM 25,0,0,Jameis Winston pass incomplete short right intended for Chris Godwin (defended by Calais Campbell),0.610,0.060
1,14:57,2,10,TAM 25,0,0,Ronald Jones up the middle for 5 yards (tackle by Quincy Williams and Donald Payne),0.060,0.040
1,14:20,3,5,TAM 30,0,0,Jameis Winston pass complete short left to Mike Evans for 16 yards (tackle by A.J. Bouye),0.040,1.990
1,13:37,1,10,TAM 46,0,0,Jameis Winston pass incomplete short right intended for Mike Evans,1.990,1.450
1,13:32,2,10,TAM 46,0,0,Jameis Winston pass complete short right to Chris Godwin for 7 yards (tackle by Tre Herndon),1.450,1.690
1,12:44,3,3,JAX 47,0,0,Jameis Winston pass complete short right to Mike Evans for 7 yards (tackle by Jarrod Wilson and D.J. Hayden),1.690,2.920
1,12:02,1,10,JAX 40,0,0,Ronald Jones up the middle for no gain (tackle by Leon Jacobs and Andrew Wingard),2.920,2.370
1,11:26,2,10,JAX 40,0,0,"Jameis Winston pass incomplete short left intended for Chris Godwin. Penalty on D.J. Hayden: Defensive Pass Interference, 6 yards (no play)",2.370,3.310
1,11:22,1,10,JAX 34,0,0,"Ronald Jones left end for 1 yard (tackle by A.J. Bouye). Penalty on Donovan Smith: Illegal Formation, 5 yards (no play)",3.310,2.980
1,11:01,1,15,JAX 39,0,0,Jameis Winston sacked by Leon Jacobs for -6 yards,2.980,1.290
1,10:18,2,21,JAX 45,0,0,Jameis Winston pass complete short middle to O.J. Howard for 10 yards (tackle by Andrew Wingard),1.290,1.950
1,9:35,3,11,JAX 35,0,0,Jameis Winston pass complete short left to O.J. Howard for -6 yards (tackle by Yannick Ngakoue),1.950,0.530
1,8:52,4,17,JAX 41,0,0,"Bradley Pinion punts 41 yards, touchback.",0.530,-0.280
1,8:45,1,10,JAX 20,0,0,Nick Foles pass incomplete short right,0.280,-0.270
1,8:39,2,10,JAX 20,0,0,Leonard Fournette up the middle for 5 yards (tackle by William Gholston),-0.270,-0.300
1,7:54,3,5,JAX 25,0,0,Nick Foles pass complete deep left to Dede Westbrook for 39 yards,-0.300,3.180
1,7:15,1,10,TAM 36,0,0,Leonard Fournette left end for 4 yards (tackle by Jamel Dean and Devin White),3.180,3.180
1,6:40,2,6,TAM 32,0,0,Nick Foles pass short middle intended for Dede Westbrook is intercepted by Devin White at TB-26 and returned for 5 yards,3.180,-1.000
1,6:29,1,10,TAM 31,0,0,Jameis Winston pass complete short left to Breshad Perriman for 6 yards (tackle by Jarrod Wilson and Donald Payne),1.000,1.270
1,5:52,2,4,TAM 37,0,0,Ronald Jones up the middle for 3 yards (tackle by Josh Allen),1.270,0.960
1,5:09,3,1,TAM 40,0,0,Peyton Barber up the middle for 6 yards (tackle by Yannick Ngakoue),0.960,1.990
1,4:32,1,10,TAM 46,0,0,Peyton Barber up the middle for 1 yard (tackle by Calais Campbell),1.990,1.590
1,3:53,2,9,TAM 47,0,0,Jameis Winston pass incomplete short left intended for Mike Evans,1.590,0.890
1,3:48,3,9,TAM 47,0,0,Jameis Winston pass complete short left to Breshad Perriman for 13 yards (tackle by Tre Herndon),0.890,2.920
1,3:33,1,10,JAX 40,0,0,Jameis Winston pass complete deep right to O.J. Howard for 25 yards (tackle by Jarrod Wilson),2.920,4.580
1,2:54,1,10,JAX 15,6,0,"Peyton Barber up the middle for 15 yards, touchdown",4.580,7.000
1,2:49,,,JAX 15,7,0,Matt Gay kicks extra point good,0.000,0.000
1,2:49,,,TAM 35,7,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,2:49,1,10,JAX 25,7,0,Nick Foles pass incomplete short right intended for DJ Chark (defended by Carlton Davis),0.610,0.060
1,2:46,2,10,JAX 25,13,0,"Nick Foles sacked by Shaquil Barrett for -11 yards. Nick Foles fumbles (forced by Shaquil Barrett), recovered by Devin White at JAC-14 and returned for 14 yards, touchdown",0.060,-7.000
1,2:39,,,JAX 15,13,0,"Penalty on D.J. Hayden: Neutral Zone Infraction, 1 yard (no play)",1.000,1.000
1,2:39,,,JAX 1,15,0,"Two Point Attempt: Peyton Barber rushes, conversion succeeds.",1.000,1.000
1,2:39,,,TAM 35,15,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,2:39,1,10,JAX 25,15,0,Leonard Fournette up the middle for 3 yards (tackle by Jordan Whitehead),0.610,0.470
1,1:59,2,7,JAX 28,15,0,Nick Foles pass complete short right to Dede Westbrook for 4 yards (tackle by Devin White and Jamel Dean),0.470,0.300
1,1:19,3,3,JAX 32,15,0,Nick Foles pass complete short right to Chris Conley for 20 yards (tackle by Carl Nassib),0.300,2.390
1,0:41,1,10,TAM 48,15,0,Nick Foles pass complete short right to Leonard Fournette for 13 yards (tackle by Devin White),2.390,3.250
1,0:01,1,10,TAM 35,15,0,Leonard Fournette up the middle for -1 yards (tackle by Jason Pierre-Paul),3.250,2.570
Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,TAM 36,15,0,Leonard Fournette up the middle for 10 yards (tackle by Lavonte David),2.570,3.200
2,14:19,3,1,TAM 26,15,0,Nick Foles up the middle for 3 yards,3.200,4.040
2,13:29,1,10,TAM 23,15,0,Leonard Fournette right tackle for 7 yards (tackle by Lavonte David),4.040,4.560
2,12:51,2,3,TAM 16,15,0,Leonard Fournette up the middle for 4 yards (tackle by Carl Nassib and Mike Edwards),4.560,4.780
2,12:07,1,10,TAM 12,15,0,Leonard Fournette up the middle for 1 yard (tackle by Ndamukong Suh and Lavonte David),4.780,4.270
2,11:26,2,9,TAM 11,15,0,"Nick Foles sacked by Carl Nassib for -6 yards. Nick Foles fumbles (forced by Carl Nassib), recovered by Ndamukong Suh at TB-17 (tackle by Brandon Linder)",4.270,0.060
2,11:20,1,10,TAM 17,15,0,Ronald Jones up the middle for 1 yard (tackle by Calais Campbell),-0.060,-0.420
2,10:46,2,9,TAM 18,15,0,Jameis Winston up the middle for 2 yards (tackle by Taven Bryan),-0.420,-0.870
2,10:03,3,7,TAM 20,15,0,Jameis Winston pass complete deep left to Breshad Perriman for 32 yards (tackle by Tre Herndon),-0.870,2.390
2,9:20,1,10,JAX 48,15,0,"Jameis Winston pass incomplete deep right intended for Mike Evans. Penalty on A.J. Bouye: Defensive Pass Interference, 20 yards (no play)",2.390,3.710
2,9:13,1,10,JAX 28,15,0,Jameis Winston pass incomplete deep middle intended for Mike Evans (defended by A.J. Bouye),3.710,3.170
2,9:09,2,10,JAX 28,15,0,Jameis Winston pass complete short left to Chris Godwin for 27 yards (tackle by Donald Payne),3.170,6.970
2,8:44,1,1,JAX 1,15,0,Dare Ogunbowale up the middle for no gain (tackle by Donald Payne and A.J. Bouye),6.970,5.910
2,8:02,2,1,JAX 1,21,0,"Peyton Barber up the middle for 1 yard, touchdown",5.910,7.000
2,7:58,,,JAX 15,22,0,Matt Gay kicks extra point good,0.000,0.000
2,7:58,,,TAM 35,22,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,7:58,1,10,JAX 25,22,0,Leonard Fournette up the middle for -1 yards (tackle by William Gholston),0.610,-0.070
2,7:18,2,11,JAX 24,22,0,Nick Foles pass complete short right to Leonard Fournette for no gain (tackle by Devin White),-0.070,-0.760
2,6:32,3,11,JAX 24,22,0,Nick Foles pass incomplete short right intended for Leonard Fournette,-0.760,-1.770
2,6:26,4,11,JAX 24,22,0,"Logan Cooke punts 49 yards, returned by T.J. Logan for 5 yards (tackle by Cody Davis)",-1.770,-1.070
2,6:17,1,10,TAM 32,22,0,Peyton Barber up the middle for 7 yards (tackle by Donald Payne and Tre Herndon),1.070,1.470
2,5:35,2,3,TAM 39,22,0,Peyton Barber left end for 1 yard (tackle by Akeem Spence),1.470,0.890
2,4:53,3,2,TAM 40,22,0,Jameis Winston pass complete short left to Cameron Brate for 5 yards (tackle by Marcus Gilchrist),0.890,1.930
2,4:15,1,10,TAM 45,22,0,Peyton Barber up the middle for 3 yards (tackle by Donald Payne),1.930,1.790
2,3:38,2,7,TAM 48,22,0,Jameis Winston pass incomplete short right intended for O.J. Howard,1.790,1.090
2,3:34,3,7,TAM 48,22,0,Jameis Winston pass incomplete short left intended for Mike Evans (defended by A.J. Bouye),1.090,-0.190
2,3:30,4,7,TAM 48,22,0,"Bradley Pinion punts 31 yards, fair catch by Dede Westbrook at JAC-21. Penalty on Keelan Cole: Illegal Blindside Block, 10 yards",-0.190,0.370
2,3:23,1,10,JAX 11,22,0,Nick Foles pass incomplete short right intended for Nick O'Leary (defended by Lavonte David),-0.370,-0.780
2,3:19,2,10,JAX 11,22,0,"Nick Foles pass incomplete short middle. Penalty on Nick Foles: Intentional Grounding, 9 yards",-0.780,-2.470
2,3:18,3,19,JAX 2,22,0,Nick Foles pass complete short right to Nick O'Leary for 6 yards (tackle by Carlton Davis and Lavonte David),-2.470,-2.490
2,2:36,4,13,JAX 8,22,0,Logan Cooke punts 46 yards out of bounds,-2.490,-1.990
2,2:26,1,10,TAM 46,22,0,Jameis Winston pass complete deep right to Breshad Perriman for 30 yards (tackle by Tre Herndon),1.990,3.970
2,2:00,1,10,JAX 24,22,0,Peyton Barber up the middle for 1 yard (tackle by Josh Allen and Donald Payne),3.970,3.570
2,1:19,2,9,JAX 23,22,0,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by Andrew Wingard),3.570,4.840
2,1:13,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:13,1,10,JAX 11,22,0,Peyton Barber up the middle for -2 yards (tackle by Taven Bryan),4.840,3.830
2,1:10,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:10,2,12,JAX 13,22,0,Jameis Winston pass complete short left to Dare Ogunbowale for 6 yards (tackle by Andrew Wingard),3.830,3.980
2,1:03,,,,,,Timeout #3 by Jacksonville Jaguars,,
