Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
O.J. Howard,TAM,6,5,61,0,2,54,10.8,7,1.4,8.7,0,,0,0.0,0,109.0
Breshad Perriman,TAM,6,5,87,0,4,70,14.0,17,3.4,13.8,0,,0,0.0,0,118.7
Mike Evans,TAM,11,4,53,0,3,31,7.8,22,5.5,15.5,0,,1,9.1,0,52.5
Chris Godwin,TAM,6,4,50,0,2,1,0.3,49,12.3,1.2,1,4.0,0,0.0,0,92.4
Dare Ogunbowale,TAM,2,2,12,0,,-3,-1.5,15,7.5,-1.5,0,,0,0.0,0,91.7
Cameron Brate,TAM,1,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Justin Watson,TAM,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Leonard Fournette,JAX,11,9,53,0,1,0,0.0,53,5.9,0.1,3,3.0,1,9.1,0,86.7
Dede Westbrook,JAX,8,5,60,1,3,35,7.0,25,5.0,7.6,0,,0,0.0,2,85.4
Chris Conley,JAX,5,4,57,0,3,29,7.3,28,7.0,7.8,1,4.0,0,0.0,0,114.2
DJ Chark,JAX,5,2,47,0,2,34,17.0,13,6.5,15.8,1,2.0,0,0.0,0,74.6
Keelan Cole,JAX,2,1,11,0,1,8,8.0,3,3.0,4.0,0,,0,0.0,0,66.7
Nick O'Leary,JAX,4,1,6,0,,2,2.0,4,4.0,2.8,0,,0,0.0,0,39.6
Michael Walker,JAX,2,1,6,0,,2,2.0,4,4.0,3.0,0,,0,0.0,0,56.2
Ryquell Armstead,JAX,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
