Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Corey Davis,TEN,6,5,91,1,5,55,11.0,36,7.2,11.3,2,2.5,1,16.7,0,158.3
Dion Lewis,TEN,5,4,4,0,0,-7,-1.8,11,2.8,0.2,0,,0,0.0,0,79.2
A.J. Brown,TEN,3,3,94,2,3,43,14.3,51,17.0,14.3,1,3.0,0,0.0,0,158.3
Adam Humphries,TEN,3,2,15,0,1,13,6.5,2,1.0,5.0,0,,0,0.0,0,78.5
Derrick Henry,TEN,1,1,8,0,0,-2,-2.0,10,10.0,-2.0,0,,0,0.0,0,100.0
Darius Jennings,TEN,1,1,6,0,1,-4,-4.0,10,10.0,-4.0,0,,0,0.0,0,91.7
Jonnu Smith,TEN,1,1,5,0,,1,1.0,4,4.0,1.0,0,,0,0.0,0,87.5
Delanie Walker,TEN,2,1,4,0,,3,3.0,1,1.0,4.0,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Austin Hooper,ATL,11,9,130,0,5,78,8.7,52,5.8,8.4,2,4.5,0,0.0,0,115.9
Mohamed Sanu,ATL,12,9,91,0,3,59,6.6,32,3.6,9.4,0,,1,8.3,0,96.2
Devonta Freeman,ATL,9,8,72,0,3,3,0.4,69,8.6,0.8,0,,0,0.0,0,100.0
Julio Jones,ATL,7,4,52,0,3,46,11.5,6,1.5,14.4,0,,0,0.0,0,80.7
Calvin Ridley,ATL,6,3,32,0,1,32,10.7,0,0.0,15.3,0,,1,16.7,0,66.0
Ito Smith,ATL,4,2,20,0,2,5,2.5,15,7.5,2.3,0,,0,0.0,0,64.6
Luke Stocker,ATL,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6
