Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 61 yards, returned by Dwayne Harris for 24 yards (tackle by Kyler Fackrell)",0.000,-0.810
1,14:51,1,10,NYG 28,0,0,Paul Perkins right tackle for -2 yards (tackle by Micah Hyde),0.810,-0.010
1,14:16,2,12,NYG 26,0,0,Paul Perkins right tackle for 6 yards (tackle by Jake Ryan),-0.010,0.100
1,13:32,3,6,NYG 32,0,0,Eli Manning pass complete short right to Victor Cruz for 17 yards (tackle by Damarious Randall),0.100,2.190
1,12:49,1,10,NYG 49,0,0,Eli Manning pass complete short middle to Odell Beckham for 11 yards (tackle by Micah Hyde and Letroy Guion),2.190,2.920
1,12:21,1,10,GNB 40,0,0,Eli Manning pass complete short left to Will Tye for 5 yards (tackle by Jake Ryan),2.920,3.050
1,11:51,2,5,GNB 35,0,0,Paul Perkins middle for no gain (tackle by Blake Martinez and Julius Peppers),3.050,2.340
1,11:05,3,5,GNB 35,0,0,Eli Manning pass incomplete short left intended for Odell Beckham,2.340,0.000
1,11:01,,,,0,0,Timeout #1 by Green Bay Packers,0.000,-0.980
1,11:01,4,5,GNB 35,0,0,"Brad Wing punts 29 yards, fair catch by Micah Hyde",0.980,0.380
1,10:53,1,10,GNB 6,0,0,Ty Montgomery right end for 1 yard (tackle by Jonathan Casillas),-0.380,-0.710
1,10:18,2,9,GNB 7,0,0,Aaron Rodgers pass complete short left to Jared Cook for 7 yards (tackle by Keenan Robinson),-0.710,-0.480
1,9:39,3,2,GNB 14,0,0,Aaron Rodgers pass incomplete deep left intended for Jared Cook (defended by Landon Collins),-0.480,-2.470
1,9:30,4,2,GNB 14,0,0,Jake Schum punts 48 yards,-2.470,-1.470
1,9:18,1,10,NYG 38,0,0,Paul Perkins right tackle for 2 yards (tackle by Mike Daniels and Jake Ryan),1.470,1.190
1,8:38,2,8,NYG 40,0,0,Eli Manning pass complete short left to Paul Perkins for 6 yards (tackle by Jake Ryan),1.190,1.290
1,7:58,3,2,NYG 46,0,0,Eli Manning pass complete deep right to Sterling Shepard for 26 yards (tackle by Micah Hyde),1.290,3.710
1,7:30,1,10,GNB 28,0,0,Eli Manning pass incomplete deep left intended for Odell Beckham,3.710,3.170
1,7:24,2,10,GNB 28,0,0,Eli Manning pass complete short middle to Sterling Shepard for 13 yards (tackle by Morgan Burnett),3.170,4.580
1,6:40,1,10,GNB 15,0,0,Eli Manning pass incomplete short left intended for Sterling Shepard (defended by Micah Hyde),4.580,3.950
1,6:35,2,10,GNB 15,0,0,Eli Manning pass complete short left to Victor Cruz for 7 yards (tackle by Jake Ryan),3.950,4.450
1,5:51,3,3,GNB 8,0,0,Eli Manning pass incomplete short right intended for Sterling Shepard,4.450,2.980
1,5:48,4,3,GNB 8,3,0,Robbie Gould 26 yard field goal good,2.980,3.000
1,5:44,,,NYG 35,3,0,"Robbie Gould kicks off 62 yards, returned by Jeff Janis for 20 yards (tackle by Deontae Skinner)",0.000,-0.480
1,5:37,1,10,GNB 23,3,0,Ty Montgomery left end for 2 yards (tackle by Jonathan Casillas and Devon Kennard),0.480,0.200
1,4:59,2,8,GNB 25,3,0,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Trevin Wade),0.200,1.470
1,4:11,1,10,GNB 38,3,0,Aaron Rodgers pass incomplete short left intended for Jared Cook,1.470,0.920
1,4:04,2,10,GNB 38,3,0,Aaron Rodgers pass incomplete deep right intended for Jared Cook,0.920,0.230
1,4:01,3,10,GNB 38,3,0,"Aaron Rodgers pass incomplete deep left intended for Jordy Nelson. Penalty on Janoris Jenkins: Defensive Pass Interference, 32 yards (no play)",0.230,3.580
1,3:54,1,10,NYG 30,3,0,Aaron Rodgers pass complete short middle to Ty Montgomery for -1 yards (tackle by Keenan Robinson),3.580,2.900
1,3:10,2,11,NYG 31,3,0,Aaron Rodgers sacked by Coty Sensabaugh for -11 yards,2.900,0.760
1,2:23,3,22,NYG 42,3,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,0.760,0.460
1,2:17,4,22,NYG 42,3,0,"Jake Schum punts 31 yards, fair catch by Dwayne Harris",0.460,0.370
1,2:09,1,10,NYG 11,3,0,"Penalty on Ereck Flowers: False Start, 5 yards (no play)",-0.370,-0.570
1,2:09,1,15,NYG 6,3,0,Rashad Jennings middle for 3 yards (tackle by Mike Daniels and Letroy Guion),-0.570,-0.930
1,1:24,2,12,NYG 9,3,0,Rashad Jennings middle for 1 yard (tackle by Jake Ryan and Datone Jones),-0.930,-1.540
1,0:40,3,11,NYG 10,3,0,Rashad Jennings middle for 10 yards (tackle by Micah Hyde and Joe Thomas),-1.540,-2.030
1,0:10,4,1,NYG 20,3,0,"Brad Wing punts 35 yards, out of bounds",-2.030,-1.930
1,0:02,1,10,GNB 45,3,0,Aaron Rodgers sacked by Kerry Wynn for -4 yards,1.930,0.840
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,GNB 41,3,0,Aaron Rodgers pass incomplete short left intended for Davante Adams,0.840,0.170
2,14:55,3,14,GNB 41,3,0,Aaron Rodgers sacked by Romeo Okwara for -15 yards,0.170,-1.630
2,14:22,4,29,GNB 26,3,0,"Jake Schum punts 40 yards, returned by Dwayne Harris for no gain",-1.630,-1.200
2,14:12,1,10,NYG 34,3,0,Eli Manning pass complete short middle to Sterling Shepard for 15 yards (tackle by Damarious Randall),1.200,2.190
2,13:30,1,10,NYG 49,3,0,Paul Perkins left tackle for 1 yard (tackle by Mike Daniels),2.190,1.780
2,12:43,2,9,,3,0,Eli Manning pass complete short right to Will Tye for 3 yards (tackle by Jake Ryan),1.780,0.000
2,11:54,,,,3,0,Timeout #1 by New York Giants,0.000,-1.490
2,11:54,3,6,GNB 47,3,0,Eli Manning pass incomplete short left intended for Sterling Shepard (defended by Damarious Randall),1.490,0.130
2,11:48,4,6,GNB 47,3,0,"Brad Wing punts 32 yards, returned by Micah Hyde for 7 yards (tackle by Roger Lewis)",0.130,-0.410
2,11:38,1,10,GNB 22,3,0,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Coty Sensabaugh),0.410,1.270
2,11:14,1,10,GNB 35,3,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Leon Hall),1.270,0.720
2,11:08,2,10,GNB 35,3,0,Ty Montgomery middle for 2 yards (tackle by Robert Thomas),0.720,0.300
2,10:29,3,8,GNB 37,3,0,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Eli Apple),0.300,-0.910
2,10:23,4,8,GNB 37,3,0,"Jake Schum punts 58 yards, returned by Dwayne Harris for 3 yards (tackle by Blake Martinez)",-0.910,0.380
2,10:11,1,10,NYG 8,3,0,Eli Manning pass complete short left to Odell Beckham for 2 yards (tackle by Damarious Randall),-0.380,-0.630
2,9:35,2,8,NYG 10,3,0,Rashad Jennings left tackle for 11 yards (tackle by Morgan Burnett and Blake Martinez),-0.630,0.340
2,9:13,1,10,NYG 21,3,0,Eli Manning pass complete deep middle to Will Tye for 51 yards (tackle by Ha Ha Clinton-Dix),0.340,3.710
2,8:22,1,10,GNB 28,3,0,Eli Manning pass complete short left to Victor Cruz for 6 yards (tackle by Jake Ryan and Micah Hyde),3.710,3.980
2,7:39,2,4,GNB 22,3,0,Eli Manning pass incomplete deep left intended for Odell Beckham,3.980,3.270
2,7:34,3,4,GNB 22,3,0,Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Joe Thomas),3.270,2.070
2,7:29,4,4,GNB 22,6,0,Robbie Gould 40 yard field goal good,2.070,3.000
2,7:24,,,NYG 35,6,0,"Robbie Gould kicks off 54 yards, returned by Jeff Janis for 33 yards (tackle by Leon Hall)",0.000,-1.860
2,7:18,1,10,GNB 44,6,0,Aaron Rodgers pass complete short middle to Jared Cook for 16 yards (tackle by Jonathan Casillas),1.860,2.920
2,6:33,1,10,NYG 40,6,0,Aaron Rodgers sacked by Landon Collins for 0 yards,2.920,2.370
2,5:57,2,10,NYG 40,6,0,Aaron Rodgers pass complete short middle to Jared Cook for 6 yards (tackle by Leon Hall),2.370,2.480
2,5:14,3,4,NYG 34,6,0,"Aaron Rodgers pass incomplete. Penalty on Aaron Rodgers: Intentional Grounding, 10 yards",2.480,0.330
2,5:06,4,14,NYG 44,6,0,"Jake Schum punts 37 yards, returned by Dwayne Harris for 1 yard (tackle by Jeff Janis)",0.330,0.380
2,4:56,1,10,NYG 8,6,0,Paul Perkins middle for 4 yards (tackle by Morgan Burnett),-0.380,-0.490
2,4:43,2,6,NYG 12,6,0,Eli Manning pass incomplete deep right intended for Tavarres King,-0.490,-0.950
2,4:38,3,6,NYG 12,6,0,Eli Manning sacked by Julius Peppers for -4 yards,-0.950,-2.490
2,3:57,4,10,NYG 8,6,0,"Brad Wing punts 37 yards, returned by Micah Hyde for 7 yards (tackle by Dwayne Harris)",-2.490,-3.050
2,3:45,1,10,NYG 38,6,0,Aaron Rodgers pass complete deep right to Davante Adams for 31 yards (tackle by Eli Apple),3.050,5.600
2,3:18,1,7,NYG 7,6,0,Ty Montgomery left end for 2 yards (tackle by Olivier Vernon and Keenan Robinson),5.600,5.150
2,2:32,2,5,NYG 5,6,6,"Aaron Rodgers pass complete short left to Davante Adams for 5 yards, touchdown",5.150,7.000
2,2:20,,,NYG 15,6,7,Mason Crosby kicks extra point good,0.000,0.000
2,2:20,,,GNB 35,6,7,"Mason Crosby kicks off 64 yards, returned by Dwayne Harris for 31 yards (tackle by Jordan Tripp)",0.000,-1.070
2,2:13,1,10,NYG 32,6,7,Paul Perkins middle for 1 yard (tackle by Julius Peppers),1.070,0.000
2,2:04,,,,6,7,Timeout #2 by Green Bay Packers,0.000,-0.660
2,2:04,2,9,NYG 33,6,7,Eli Manning pass complete short middle to Bobby Rainey for 8 yards (tackle by Jake Ryan),0.660,1.030
2,1:58,3,1,NYG 41,6,7,Bobby Rainey left guard for no gain (tackle by Morgan Burnett and Letroy Guion),1.030,0.000
2,1:46,,,,6,7,Timeout #3 by Green Bay Packers,0.000,0.650
2,1:46,4,1,NYG 41,6,7,"Brad Wing punts 43 yards, returned by Micah Hyde for 4 yards (tackle by Dwayne Harris)",-0.650,-0.280
2,1:38,1,10,GNB 20,6,7,Ty Montgomery middle for 9 yards (tackle by Landon Collins),0.280,0.950
2,1:18,2,1,GNB 29,6,7,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery (defended by Landon Collins),0.950,0.230
2,1:13,3,1,GNB 29,6,7,Ty Montgomery left tackle for 6 yards (tackle by Keenan Robinson and Coty Sensabaugh),0.230,1.270
2,0:56,1,10,GNB 35,6,7,Aaron Rodgers pass complete short middle to Randall Cobb for 15 yards (tackle by Leon Hall),1.270,2.260
2,0:38,1,10,,6,7,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.260,1.710
2,0:33,2,10,,6,7,Aaron Rodgers pass complete short right to Ty Montgomery for 8 yards (tackle by Coty Sensabaugh),1.710,2.080
2,0:12,3,2,NYG 42,6,7,Aaron Rodgers pass incomplete deep middle intended for Jared Cook (defended by Keenan Robinson),2.080,0.460
2,0:06,4,2,NYG 42,6,13,"Aaron Rodgers pass complete deep middle to Randall Cobb for 42 yards, touchdown",0.460,7.000
2,0:00,,,NYG 15,6,14,Mason Crosby kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,6,14,"Robbie Gould kicks off 60 yards, returned by Jeff Janis for 24 yards (tackle by Dwayne Harris)",0.000,-0.870
3,14:53,1,10,GNB 29,6,14,Ty Montgomery left tackle for 3 yards (tackle by Jonathan Casillas and Damon Harrison),0.870,0.730
3,14:10,2,7,GNB 32,6,14,Aaron Rodgers sacked by Johnathan Hankins for -1 yards,0.730,-0.100
3,13:30,3,8,GNB 31,6,14,Aaron Rodgers pass complete short left to Jared Cook for 6 yards (tackle by Leon Hall),-0.100,-0.910
3,12:57,4,2,GNB 37,6,14,Jake Schum punts 37 yards,-0.910,-0.670
3,12:46,1,10,NYG 26,6,14,Paul Perkins middle for 14 yards (tackle by Morgan Burnett),0.670,1.600
3,12:06,1,10,NYG 40,6,14,Eli Manning pass incomplete short left intended for Odell Beckham,1.600,1.050
3,12:02,2,10,NYG 40,6,14,Eli Manning pass complete short middle to Odell Beckham for 8 yards (tackle by Damarious Randall),1.050,1.420
3,11:27,3,2,NYG 48,6,14,Eli Manning pass complete short middle to Odell Beckham for 7 yards (tackle by Ladarius Gunter),1.420,2.590
3,11:01,1,10,GNB 45,6,14,Eli Manning pass incomplete short middle intended for Paul Perkins (defended by Jake Ryan),2.590,2.040
3,10:54,2,10,GNB 45,6,14,Paul Perkins left end for 4 yards (tackle by Ha Ha Clinton-Dix),2.040,1.880
3,10:21,3,6,GNB 41,6,14,Eli Manning pass incomplete short middle intended for Odell Beckham,1.880,0.530
3,10:17,4,6,GNB 41,6,14,"Brad Wing punts 31 yards, fair catch by Micah Hyde",0.530,0.380
3,10:10,1,10,GNB 10,6,14,Christine Michael right guard for 10 yards (tackle by Landon Collins),-0.380,0.280
3,9:29,1,10,GNB 20,6,14,Christine Michael right end for 4 yards (tackle by Damon Harrison),0.280,0.270
3,8:46,2,6,GNB 24,6,14,Christine Michael left tackle for 9 yards (tackle by Landon Collins),0.270,1.140
3,8:09,1,10,GNB 33,6,14,Christine Michael middle for 4 yards (tackle by Damon Harrison),1.140,1.130
3,7:31,2,6,GNB 37,6,14,Aaron Rodgers pass complete short right to Aaron Ripkowski for 5 yards (tackle by Landon Collins),1.130,0.000
3,6:42,,,,6,14,Timeout #1 by Green Bay Packers,0.000,-1.090
3,6:42,3,1,GNB 42,6,14,Aaron Ripkowski middle for no gain (tackle by Landon Collins),1.090,-0.590
3,6:08,4,1,GNB 42,6,14,Ty Montgomery left tackle for -1 yards (tackle by Landon Collins and Jonathan Casillas),-0.590,-2.850
3,6:01,1,10,GNB 41,6,14,Paul Perkins right tackle for no gain (tackle by Jake Ryan),2.850,2.310
3,5:23,2,10,GNB 41,12,14,"Eli Manning pass complete deep middle to Tavarres King for 41 yards, touchdown",2.310,7.000
3,5:16,,,GNB 15,13,14,Robbie Gould kicks extra point good,0.000,0.000
3,5:16,,,NYG 35,13,14,"Robbie Gould kicks off 59 yards, returned by Christine Michael for 31 yards (tackle by Dominique Rodgers-Cromartie)",0.000,-1.400
3,5:09,1,10,GNB 37,13,14,Christine Michael right end for no gain (tackle by Jonathan Casillas and Johnathan Hankins),1.400,0.860
3,4:26,2,10,GNB 37,13,14,Aaron Rodgers pass complete short middle to Jared Cook for 13 yards (tackle by Janoris Jenkins and Landon Collins),0.860,2.260
3,3:42,1,10,,13,14,Aaron Rodgers pass complete short middle to Davante Adams for 20 yards (tackle by Keenan Robinson and Landon Collins),2.260,3.580
3,3:00,1,10,NYG 30,13,20,"Aaron Rodgers pass complete deep middle to Randall Cobb for 30 yards, touchdown",3.580,7.000
3,2:53,,,NYG 15,13,21,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,13,21,"Mason Crosby kicks off 62 yards, returned by Bobby Rainey for no gain",,
3,2:52,1,10,NYG 3,13,21,Eli Manning pass complete short left to Will Tye for 7 yards (tackle by Jake Ryan),-0.380,-0.270
3,2:14,2,3,NYG 10,13,21,Eli Manning pass incomplete short middle intended for Will Tye (defended by Jake Ryan),-0.270,-0.600
3,2:10,3,3,NYG 10,13,21,Eli Manning pass incomplete short middle intended for Will Tye (defended by Julius Peppers),-0.600,-2.490
3,2:04,4,3,NYG 10,13,21,"Brad Wing punts 50 yards, returned by Micah Hyde for 23 yards (tackle by B.J. Goodson)",-2.490,-3.120
3,1:50,1,10,NYG 37,13,21,Aaron Rodgers pass complete deep left to Davante Adams for 23 yards (tackle by Eli Apple),3.120,4.650
3,1:19,1,10,NYG 14,13,21,Aaron Rodgers pass incomplete short right intended for Davante Adams,4.650,4.000
3,1:15,2,10,NYG 14,13,21,Christine Michael middle for no gain (tackle by Johnathan Hankins),4.000,3.110
3,0:30,3,10,NYG 14,13,21,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Coty Sensabaugh),3.110,2.510
3,0:25,4,10,NYG 14,13,24,Mason Crosby 32 yard field goal good,2.510,3.000
3,0:21,,,GNB 35,13,24,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
3,0:21,1,10,NYG 25,13,24,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",0.610,0.280
3,0:21,1,15,NYG 20,13,24,Rashad Jennings right guard for 4 yards (tackle by Mike Daniels),0.280,-0.070
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,NYG 24,13,24,Eli Manning pass incomplete deep middle intended for Odell Beckham,-0.070,-0.760
4,14:52,3,11,NYG 24,13,24,Eli Manning pass incomplete deep right intended for Odell Beckham,-0.760,-1.770
4,14:47,4,11,NYG 24,13,24,"Brad Wing punts 55 yards, returned by Micah Hyde for 15 yards (tackle by Devon Kennard). Penalty on Marwin Evans: Illegal Block Above the Waist (Declined), Penalty on Ty Montgomery: Illegal Block Above the Waist, 10 yards",-1.770,-0.280
4,14:33,1,10,GNB 20,13,24,Aaron Rodgers pass complete short middle to Davante Adams for 10 yards (tackle by Leon Hall),0.280,0.940
4,13:54,1,10,GNB 30,13,24,Aaron Rodgers pass incomplete deep right intended for Geronimo Allison,0.940,0.390
4,13:48,2,10,GNB 30,13,24,Ty Montgomery middle for no gain (tackle by Jay Bromley),0.390,-0.300
4,13:03,3,10,GNB 30,13,24,Aaron Rodgers pass complete deep middle to Ty Montgomery for 34 yards (tackle by Trevin Wade),-0.300,3.180
4,12:18,1,10,NYG 36,13,24,Ty Montgomery right tackle for 1 yard (tackle by Jonathan Casillas),3.180,2.770
4,11:36,2,9,NYG 35,13,24,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,2.770,0.000
4,11:31,,,,13,24,Timeout #2 by Green Bay Packers,0.000,-2.080
4,11:31,3,9,NYG 35,13,24,Aaron Rodgers pass complete short middle to Davante Adams for 12 yards (tackle by Coty Sensabaugh),2.080,4.040
4,10:45,1,10,NYG 23,13,24,Aaron Rodgers right end for 1 yard (tackle by Jonathan Casillas),4.040,3.630
4,10:07,2,9,NYG 22,13,24,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Eli Apple),3.630,3.850
4,9:27,3,3,NYG 16,13,30,"Aaron Rodgers pass complete deep middle to Randall Cobb for 16 yards, touchdown",3.850,7.000
4,9:19,,,NYG 15,13,31,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,13,31,"Mason Crosby kicks off 56 yards, returned by Odell Beckham for 24 yards (tackle by Jordan Tripp)",,
4,9:12,1,10,NYG 33,13,31,Eli Manning pass complete short middle to Tavarres King for 14 yards (tackle by Jake Ryan),1.140,2.060
4,8:44,1,10,NYG 47,13,31,"Eli Manning sacked by Clay Matthews for -7 yards. Eli Manning fumbles (forced by Clay Matthews), recovered by Clay Matthews at GNB-45 (tackle by Eli Manning)",2.060,-1.930
4,8:31,1,10,GNB 45,13,31,Christine Michael right end for 1 yard (tackle by Damon Harrison),1.930,1.520
4,7:45,2,9,GNB 46,13,31,Aaron Rodgers pass complete short left to Geronimo Allison for 8 yards (tackle by Eli Apple),1.520,1.880
4,7:03,3,1,NYG 46,13,31,Aaron Rodgers pass complete deep right to Davante Adams for 18 yards (tackle by Leon Hall),1.880,3.710
4,6:15,1,10,NYG 28,13,31,Christine Michael right tackle for 5 yards (tackle by Jonathan Casillas and Keenan Robinson),3.710,3.840
4,5:26,2,5,NYG 23,13,31,Christine Michael left tackle for 9 yards (tackle by Coty Sensabaugh),3.840,4.650
4,4:41,1,10,NYG 14,13,31,Christine Michael middle for 5 yards (tackle by Jonathan Casillas),4.650,0.000
4,3:52,,,,13,31,Timeout #3 by Green Bay Packers,0.000,-4.900
4,3:52,2,5,NYG 9,13,31,Aaron Rodgers pass complete short middle to Aaron Ripkowski for 6 yards (tackle by Jonathan Casillas),4.900,6.510
4,3:05,1,3,NYG 3,13,31,Ty Montgomery middle for 2 yards (tackle by Damon Harrison),6.510,0.000
