Quarter,Time,Tm,Detail,NYJ,MIA
1.0,4:08,Dolphins,Chris Chambers 8 yard pass from Gus Frerotte (Olindo Mare kick),0,7
2.0,3:57,Dolphins,Olindo Mare 32 yard field goal,0,10
,1:18,Jets,Laveranues Coles 4 yard pass from Brooks Bollinger (Mike Nugent kick),7,10
,0:03,Jets,Mike Nugent 42 yard field goal,10,10
3.0,8:49,Jets,Doug Jolley 60 yard pass from Brooks Bollinger (Mike Nugent kick),17,10
4.0,13:45,Dolphins,Ricky Williams 23 yard rush (Olindo Mare kick),17,17
,10:55,Dolphins,Marty Booker 50 yard pass from Sage Rosenfels (Olindo Mare kick),17,24
,4:32,Jets,Mike Nugent 42 yard field goal,20,24
