Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
1,0:24,,,,0,7,Timeout #1 by New York Jets,0.000,2.610
1,0:24,3,1,MIA 35,0,7,Brooks Bollinger pass complete to Doug Jolley for 12 yards (tackle by Lance Schulters),2.610,4.040
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 23,0,7,Cedric Houston right end for 4 yards (tackle by Kevin Carter),4.040,4.050
2,14:23,2,6,MIA 19,0,7,"Brooks Bollinger pass incomplete intended for Justin McCareins. Penalty on Jason Taylor: Roughing the Passer, 10 yards (no play)",4.050,5.140
2,14:18,1,9,MIA 9,0,7,Cedric Houston right end for 8 yards (tackle by Travares Tillman and Sam Madison),5.140,5.910
2,13:34,2,1,MIA 1,0,7,"Penalty on Brandon Moore: False Start, 4 yards (no play)",5.910,5.150
2,13:20,2,5,MIA 5,0,7,B.J. Askew up the middle for 2 yards (tackle by Vonnie Holliday and Kevin Carter),5.150,4.720
2,12:36,3,3,MIA 3,0,7,Brooks Bollinger pass incomplete intended for Justin McCareins (defended by Zach Thomas),4.720,3.040
2,12:32,4,3,MIA 3,0,7,"Ben Graham for no gain. Ben Graham fumbles, recovered by Yeremiah Bell at MIA-12 and returned for 12 yards (tackle by Mike Nugent)",3.040,-0.540
2,12:24,1,10,MIA 24,0,7,Gus Frerotte pass incomplete intended for Marty Booker,0.540,0.000
2,12:17,2,10,MIA 24,0,7,Ricky Williams up the middle for 4 yards (tackle by Barry Gardner),0.000,-0.160
2,11:41,3,6,MIA 28,0,7,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Erik Coleman),-0.160,-1.500
2,11:36,4,6,MIA 28,0,7,"Donnie Jones punts 40 yards, returned by Justin McCareins for no gain",-1.500,-1.070
2,11:28,1,10,NYJ 32,0,7,Brooks Bollinger for 2 yards (tackle by Vonnie Holliday),1.070,0.800
2,10:49,2,8,NYJ 34,0,7,"Brooks Bollinger pass complete to Doug Jolley for 6 yards (tackle by Sam Madison). Doug Jolley fumbles (forced by Sam Madison), recovered by Zach Thomas at NYJ-42",0.800,-2.790
2,10:42,1,10,NYJ 42,0,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by David Barrett),2.790,2.240
2,10:32,2,10,NYJ 42,0,7,Ricky Williams right end for 5 yards (tackle by Kerry Rhodes),2.240,2.210
2,9:53,3,5,NYJ 37,0,7,"Gus Frerotte pass complete to Ricky Williams for 1 yard (tackle by Jonathan Vilma). Penalty on Chris Chambers: Offensive Pass Interfere, 10 yards (no play)",2.210,0.890
2,9:30,3,15,NYJ 47,0,7,Gus Frerotte pass complete to Randy McMichael for 12 yards (tackle by Bryan Thomas and Oliver Celestin),0.890,0.990
2,8:53,4,3,NYJ 35,0,7,Olindo Mare 53 yard field goal no good,0.990,-1.800
2,8:46,1,10,NYJ 43,0,7,Brooks Bollinger sacked by Jason Taylor for -3 yards,1.800,0.850
2,8:16,2,13,NYJ 40,0,7,Cedric Houston left tackle for 3 yards (tackle by Matt Roth),0.850,0.560
2,7:39,3,10,NYJ 43,0,7,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,0.560,-0.520
2,7:34,4,10,NYJ 43,0,7,"Ben Graham punts 41 yards, returned by Wes Welker for 18 yards (tackle by Barry Gardner)",-0.520,-1.200
2,7:22,1,10,MIA 34,0,7,Ronnie Brown right tackle for 4 yards (tackle by Erik Coleman),1.200,1.200
2,6:49,2,6,MIA 38,0,7,Gus Frerotte pass incomplete intended for Randy McMichael,1.200,0.500
2,6:45,3,6,MIA 38,0,7,"Gus Frerotte pass incomplete intended for Chris Chambers. Penalty on Jonathan Vilma: Roughing the Passer, 15 yards (no play)",0.500,2.460
2,6:39,1,10,NYJ 47,0,7,Ronnie Brown right tackle for 12 yards (tackle by Erik Coleman),2.460,3.250
2,6:08,1,10,NYJ 35,0,7,Ricky Williams left guard for 5 yards (tackle by Victor Hobson),3.250,3.380
2,5:44,2,5,NYJ 30,0,7,Gus Frerotte pass complete to Randy McMichael for 19 yards (tackle by Rashad Washington),3.380,4.840
2,5:12,1,10,NYJ 11,0,7,Ricky Williams right tackle for 3 yards (tackle by Bryan Thomas and Lance Legree),4.840,4.700
2,4:32,2,7,NYJ 8,0,7,Gus Frerotte sacked by Lance Legree for -6 yards,4.700,3.030
2,4:07,3,13,NYJ 14,0,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by Erik Coleman),3.030,2.510
2,4:02,4,13,NYJ 14,0,10,Olindo Mare 32 yard field goal good,2.510,3.000
2,,,,MIA 30,0,10,"Olindo Mare kicks off 64 yards, returned by Jerricho Cotchery for 30 yards (tackle by Eddie Jackson)",0.000,1.330
2,3:51,1,10,NYJ 36,0,10,Brooks Bollinger pass complete to B.J. Askew for 11 yards (tackle by Zach Thomas and Manuel Wright),1.330,2.060
2,3:15,1,10,NYJ 47,0,10,Brooks Bollinger pass complete to Justin McCareins for 45 yards (tackle by Travis Daniels),2.060,5.370
2,2:30,1,8,MIA 8,0,10,B.J. Askew left guard for 2 yards (tackle by Kevin Carter),5.370,4.950
2,2:00,2,6,MIA 6,0,10,Brooks Bollinger up the middle for 2 yards (tackle by Jason Taylor),4.950,4.490
2,1:23,3,4,MIA 4,6,10,"Brooks Bollinger pass complete to Laveranues Coles for 4 yards, touchdown",4.490,7.000
2,,,,MIA 2,7,10,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,10,"Mike Nugent kicks off 61 yards, returned by Wes Welker for 22 yards (tackle by Rashad Washington)",0.000,1.000
2,1:13,1,10,MIA 31,7,10,Ronnie Brown up the middle for 2 yards (tackle by James Reed and Lance Legree),1.000,0.730
2,1:00,,,,7,10,Timeout #1 by Miami Dolphins,0.000,0.730
2,1:00,2,8,MIA 33,7,10,Gus Frerotte pass complete to Marty Booker for 15 yards (tackle by Justin Miller),0.730,2.130
2,0:41,1,10,MIA 48,7,10,Gus Frerotte spiked the ball,2.130,1.580
2,0:40,2,10,MIA 48,7,10,Gus Frerotte pass incomplete intended for Bryan Gilmore is intercepted by David Barrett at NYJ-40 and returned for 13 yards,1.580,-2.460
2,0:24,1,10,MIA 47,7,10,Brooks Bollinger pass complete to Laveranues Coles for 12 yards (tackle by Zach Thomas),2.460,3.250
2,0:17,,,,7,10,Timeout #2 by New York Jets,0.000,3.250
2,0:17,1,10,MIA 35,7,10,Brooks Bollinger pass incomplete intended for Doug Jolley,3.250,2.700
2,0:13,2,10,MIA 35,7,10,Brooks Bollinger pass complete to Jerricho Cotchery for 11 yards (tackle by Reggie Howard),2.700,3.970
2,0:08,,,,7,10,Timeout #3 by New York Jets,0.000,3.970
2,0:08,1,10,MIA 24,10,10,Mike Nugent 42 yard field goal good,3.970,3.000
2,,,,NYJ 30,10,10,"Mike Nugent kicks off 36 yards, returned by David Bowens for 5 yards (tackle by Terry Butler)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,10,"Mike Nugent kicks off 53 yards, returned by Wes Welker for 16 yards (tackle by Rashad Washington)",0.000,1.140
3,14:55,1,10,MIA 33,10,10,Sage Rosenfels pass complete to Chris Chambers for 13 yards (tackle by Ty Law),1.140,1.990
3,14:17,1,10,MIA 46,10,10,Ricky Williams left guard for -1 yards (tackle by John Abraham),1.990,1.320
3,13:50,2,11,MIA 45,10,10,Sage Rosenfels pass complete to Chris Chambers for 7 yards (tackle by Justin Miller),1.320,1.550
3,13:14,3,4,NYJ 48,10,10,Sage Rosenfels pass incomplete intended for Marty Booker,1.550,0.070
3,13:10,4,4,NYJ 48,10,10,"Donnie Jones punts 36 yards, fair catch by Justin McCareins",0.070,0.350
3,13:01,1,10,NYJ 12,10,10,Cedric Houston up the middle for 16 yards (tackle by Derrick Pope),-0.350,0.810
3,12:21,1,10,NYJ 28,10,10,"Brooks Bollinger sacked by Jeff Zgonina for -5 yards. Penalty on Kevin Carter: Face Mask (15 Yards), 15 yards",0.810,1.470
3,12:11,1,10,NYJ 38,10,10,Cedric Houston left end for no gain (tackle by Zach Thomas),1.470,0.920
3,11:48,2,10,NYJ 38,10,10,Cedric Houston right guard for no gain (tackle by Jeff Zgonina),0.920,0.230
3,11:09,3,10,NYJ 38,10,10,Brooks Bollinger up the middle for 7 yards (tackle by Sam Madison),0.230,-0.390
3,10:36,4,3,NYJ 45,10,10,Ben Graham punts 40 yards,-0.390,0.220
3,10:24,1,10,MIA 15,10,10,Ricky Williams right tackle for no gain (tackle by James Reed),-0.220,-0.710
3,9:50,2,10,MIA 15,10,10,Sage Rosenfels pass complete to Ricky Williams for 4 yards (tackle by Erik Coleman),-0.710,-0.880
3,9:11,3,6,MIA 19,10,10,Sage Rosenfels pass incomplete intended for Randy McMichael (defended by John Abraham),-0.880,-2.140
3,9:06,4,6,MIA 19,10,10,"Donnie Jones punts 41 yards, fair catch by Jerricho Cotchery",-2.140,-1.600
3,8:58,1,10,NYJ 40,16,10,"Brooks Bollinger pass complete to Doug Jolley for 60 yards, touchdown",1.600,7.000
3,,,,MIA 2,17,10,Mike Nugent kicks extra point good,0.000,0.000
3,,,,NYJ 30,17,10,"Mike Nugent kicks off 61 yards, returned by Wes Welker for 24 yards (tackle by Oliver Celestin)",0.000,1.140
3,8:42,1,10,MIA 33,17,10,Sage Rosenfels pass incomplete intended for Wes Welker (defended by Erik Coleman),1.140,0.590
3,8:36,2,10,MIA 33,17,10,Ronnie Brown up the middle for 3 yards (tackle by Kerry Rhodes),0.590,0.300
3,7:56,3,7,MIA 36,17,10,"Sage Rosenfels for no gain. Sage Rosenfels fumbles, recovered by Sage Rosenfels at MIA-25",0.300,-1.700
3,7:34,4,18,MIA 25,17,10,"Donnie Jones punts 52 yards, returned by Jerricho Cotchery for 15 yards (tackle by Donnie Spragan)",-1.700,-1.470
3,7:20,1,10,NYJ 38,17,10,Brooks Bollinger pass complete to Doug Jolley for 3 yards (tackle by Donnie Spragan),1.470,1.330
3,6:44,2,7,NYJ 41,17,10,Cedric Houston right guard for 7 yards (tackle by Zach Thomas and Jason Taylor),1.330,2.130
3,5:58,1,10,NYJ 48,17,10,Cedric Houston right guard for 5 yards (tackle by Manuel Wright),2.130,2.260
3,5:16,2,5,MIA 47,17,10,B.J. Askew up the middle for no gain (tackle by Jeff Zgonina and Derrick Pope),2.260,1.550
3,4:38,3,5,MIA 47,17,10,Brooks Bollinger pass complete to Jerricho Cotchery for 7 yards (tackle by Reggie Howard),1.550,2.920
3,4:08,1,10,MIA 40,17,10,Brooks Bollinger pass complete to Laveranues Coles for 13 yards (tackle by Sam Madison),2.920,3.780
3,3:23,1,10,MIA 27,17,10,"Brooks Bollinger pass incomplete intended for Jerricho Cotchery (defended by David Bowens). Penalty on Brooks Bollinger: Intentional Grounding, 10 yards",3.780,1.880
3,3:20,2,20,MIA 37,17,10,Cedric Houston up the middle for 7 yards (tackle by Lance Schulters and Jason Taylor),1.880,2.150
3,2:41,3,13,MIA 30,17,10,"Penalty on Adrian Jones: False Start, 5 yards (no play)",2.150,1.490
3,2:26,3,18,MIA 35,17,10,Brooks Bollinger pass incomplete intended for Laveranues Coles (defended by Travis Daniels),1.490,0.970
3,2:21,4,18,MIA 35,17,10,Mike Nugent punts 18 yards,0.970,0.060
3,2:12,1,10,MIA 17,17,10,"Sage Rosenfels pass complete to Marty Booker for 11 yards (tackle by Justin Miller). Penalty on Alonzo Ephraim: Face Mask (15 Yards), 8 yards (no play)",-0.060,-0.680
3,2:04,1,18,MIA 9,17,10,Ronnie Brown up the middle for 2 yards (tackle by Lance Legree),-0.680,-1.220
3,1:30,2,16,MIA 11,17,10,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",-1.220,-1.580
3,1:08,2,21,MIA 6,17,10,Sage Rosenfels pass incomplete intended for Chris Chambers. Penalty on Damion McIntosh: Offensive Holding (Declined),-1.580,-2.710
3,1:02,3,21,MIA 6,17,10,Sage Rosenfels pass incomplete intended for Chris Chambers (defended by Ty Law),-2.710,-2.490
3,0:54,4,21,MIA 6,17,10,"Donnie Jones punts 45 yards, returned by Jerricho Cotchery for 1 yard (tackle by Yeremiah Bell)",-2.490,-2.260
3,0:45,1,10,MIA 50,17,10,"Brooks Bollinger pass complete to Cedric Houston for 8 yards (tackle by Derrick Pope). Cedric Houston fumbles (forced by Derrick Pope), recovered by Matt Roth at MIA-39 (tackle by Scott Gragg)",2.260,-1.530
3,0:32,1,10,MIA 39,17,10,Ricky Williams left tackle for 4 yards (tackle by Jonathan Vilma),1.530,1.530
3,0:02,2,6,MIA 43,17,10,Sage Rosenfels pass complete to Wes Welker for 19 yards,1.530,3.050
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 38,17,10,Sage Rosenfels pass incomplete intended for Chris Chambers,3.050,2.510
4,14:55,2,10,NYJ 38,17,10,Sage Rosenfels up the middle for 12 yards (tackle by David Barrett),2.510,3.840
4,14:24,1,10,NYJ 26,17,10,Ricky Williams up the middle for 3 yards (tackle by Dave Ball and Victor Hobson),3.840,3.700
4,13:53,2,7,NYJ 23,17,16,"Ricky Williams left end for 23 yards, touchdown",3.700,7.000
4,,,,NYJ 2,17,17,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,17,17,"Olindo Mare kicks off 69 yards, returned by Justin Miller for 21 yards (tackle by Kiwaukee Thomas)",0.000,0.410
4,13:39,1,10,NYJ 22,17,17,Cedric Houston right guard for 1 yard (tackle by Donnie Spragan),0.410,0.000
4,12:59,2,9,NYJ 23,17,17,Brooks Bollinger pass incomplete intended for Laveranues Coles,0.000,-0.690
4,12:55,3,9,NYJ 23,17,17,Brooks Bollinger pass complete to Doug Jolley for 4 yards (tackle by Yeremiah Bell),-0.690,-1.570
4,12:25,4,5,NYJ 27,17,17,"Ben Graham punts 42 yards, returned by Wes Welker for 11 yards (tackle by Kenyatta Wright)",-1.570,-1.730
4,12:14,1,10,MIA 42,17,17,Ricky Williams left end for 7 yards (tackle by David Barrett),1.730,2.130
4,11:43,2,3,MIA 49,17,17,Ricky Williams right guard for 1 yard (tackle by James Reed),2.130,1.550
4,11:05,3,2,MIA 50,17,23,"Sage Rosenfels pass complete to Marty Booker for 50 yards, touchdown",1.550,7.000
4,,,,NYJ 2,17,24,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,17,24,"Olindo Mare kicks off 68 yards, returned by Justin Miller for 22 yards (tackle by Sammy Morris)",0.000,0.540
4,10:50,1,10,NYJ 24,17,24,Brooks Bollinger sacked by Matt Roth for -6 yards. Penalty on Justin McCareins: Illegal Motion (Declined),0.540,-0.910
4,10:28,2,16,NYJ 18,17,24,Brooks Bollinger pass complete to Laveranues Coles for 24 yards (tackle by Donnie Spragan),-0.910,1.730
4,9:49,1,10,NYJ 42,17,24,Brooks Bollinger pass complete to Joel Dreessen for 5 yards (tackle by Travares Tillman),1.730,1.860
4,9:14,2,5,NYJ 47,17,24,Brooks Bollinger pass complete to Jerald Sowell for 1 yard (tackle by Lance Schulters),1.860,1.290
4,8:34,3,4,NYJ 48,17,24,Brooks Bollinger pass complete to Doug Jolley for 5 yards (tackle by Lance Schulters),1.290,2.460
4,7:55,1,10,MIA 47,17,24,Brooks Bollinger pass complete to Cedric Houston for 9 yards (tackle by Sam Madison),2.460,3.130
4,7:28,2,1,MIA 38,17,24,Brooks Bollinger pass complete to Doug Jolley for 5 yards (tackle by Derrick Pope),3.130,3.380
4,6:47,1,10,MIA 33,17,24,Brooks Bollinger pass complete to Joel Dreessen for 6 yards (tackle by Derrick Pope),3.380,3.650
4,6:11,2,4,MIA 27,17,24,"Brooks Bollinger pass incomplete intended for Justin McCareins. Penalty on Sam Madison: Defensive Holding, 5 yards (no play)",3.650,4.110
4,6:06,1,10,MIA 22,17,24,Cedric Houston left guard for 7 yards (tackle by Zach Thomas),4.110,4.650
4,5:26,2,3,MIA 15,17,24,Brooks Bollinger sacked by Jason Taylor for -1 yards,4.650,3.740
4,4:51,3,4,MIA 16,17,24,Brooks Bollinger sacked by David Bowens for -8 yards,3.740,1.870
4,4:37,4,12,MIA 24,20,24,Mike Nugent 42 yard field goal good,1.870,3.000
4,,,,NYJ 30,20,24,"Mike Nugent kicks off 65 yards, returned by Wes Welker for 43 yards (tackle by Mike Nugent)",0.000,2.130
4,4:23,1,10,MIA 48,20,24,Ricky Williams left end for 1 yard (tackle by Jonathan Vilma),2.130,1.720
4,4:13,,,,20,24,Timeout #1 by New York Jets,0.000,1.720
4,4:13,2,9,MIA 49,20,24,Sage Rosenfels pass incomplete intended for Randy McMichael (defended by Kerry Rhodes),1.720,1.020
4,4:08,3,9,MIA 49,20,24,Sage Rosenfels pass complete to Chris Chambers for 6 yards (tackle by Kerry Rhodes),1.020,0.270
4,4:01,,,,20,24,Timeout #2 by New York Jets,0.000,0.270
4,4:01,4,3,NYJ 45,20,24,Donnie Jones punts 32 yards,0.270,0.320
4,3:53,1,10,NYJ 13,20,24,Brooks Bollinger pass complete to Jerricho Cotchery for 13 yards (tackle by Travis Daniels),-0.320,0.670
4,3:22,1,10,NYJ 26,20,24,Brooks Bollinger sacked by Jason Taylor for -6 yards,0.670,-0.680
4,2:55,2,16,NYJ 20,20,24,Brooks Bollinger pass complete to Doug Jolley for 3 yards (tackle by Lance Schulters),-0.680,-0.960
4,2:11,3,13,NYJ 23,20,24,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,-0.960,-1.830
4,2:06,4,13,NYJ 23,20,24,"Brooks Bollinger pass incomplete intended for Jerricho Cotchery. Penalty on Reggie Howard: Defensive Pass Interfere, 34 yards (no play)",-1.830,2.720
4,1:53,1,10,MIA 43,20,24,Brooks Bollinger pass incomplete intended for Laveranues Coles,2.720,2.180
4,1:53,2,10,MIA 43,20,24,"Penalty on Jonathan Goodwin: False Start, 5 yards (no play)",2.180,1.500
4,1:53,2,15,MIA 48,20,24,Brooks Bollinger pass complete to Cedric Houston for 16 yards (tackle by Reggie Howard and Travares Tillman),1.500,3.450
4,1:28,1,10,MIA 32,20,24,Brooks Bollinger pass complete to Jerricho Cotchery for 13 yards (tackle by Sam Madison and Travares Tillman),3.450,4.310
4,1:11,1,10,MIA 19,20,24,"Brooks Bollinger spiked the ball. Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",4.310,5.300
4,1:09,1,5,MIA 14,20,24,Brooks Bollinger pass incomplete intended for Justin McCareins (defended by Travis Daniels),5.300,4.530
4,1:03,2,5,MIA 14,20,24,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,4.530,3.760
4,0:57,3,5,MIA 14,20,24,Brooks Bollinger pass incomplete intended for Laveranues Coles,3.760,2.560
4,0:52,4,5,MIA 14,20,24,Brooks Bollinger pass incomplete intended for Doug Jolley (defended by Yeremiah Bell),2.560,0.280
4,0:48,1,10,MIA 14,20,24,Sage Rosenfels kneels for -1 yards,-0.280,-0.850
4,0:07,2,11,MIA 13,20,24,Sage Rosenfels kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
