Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2,1:26,1,10,DEN 36,3,17,Chris Redman pass complete to Todd Heap for 33 yards (tackle by Kenoy Kennedy),3.180,6.510
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:12,1,10,DEN 36,,,Timeout #1 by Baltimore Ravens,3.180,6.510
2,1:12,1,3,DEN 3,3,17,Chris Redman pass incomplete intended for Todd Heap (defended by Kenoy Kennedy),6.510,5.530
2,1:07,2,3,DEN 3,3,17,Jamal Lewis middle for no gain (tackle by Al Wilson and John Mobley),5.530,4.720
2,0:22,2,3,DEN 3,,,Timeout #2 by Baltimore Ravens,5.530,4.720
2,0:22,3,3,DEN 3,3,23,"Chris Redman pass complete to Todd Heap for 3 yards, touchdown",4.720,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:22,,,DEN 3,3,24,Matt Stover kicks extra point good,0.000,0.000
2,0:22,,,BAL 30,3,24,"J.R. Jenkins kicks off 48 yards, returned by Montae Reagor for 16 yards",0.000,-1.470
2,0:13,1,10,DEN 38,3,24,Brian Griese pass complete to Ed McCaffrey for 13 yards (tackle by Ray Lewis),1.470,2.320
2,0:06,1,10,DEN 38,,,Timeout #3 by Denver Broncos,1.470,2.320
2,0:06,1,10,BAL 49,3,24,Brian Griese pass complete to Clinton Portis for 10 yards (tackle by Chad Williams),2.320,2.980
2,0:01,1,10,BAL 39,3,30,"Jason Elam 57 yard field goal no good, returned by Chris McAlister 107 yards, touchdown",2.980,-7.000
2,0:00,,,DEN 39,3,31,Matt Stover kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,3,31,"Jason Elam kicks off 67 yards, returned by Robert Tate for 64 yards (tackle by Jason Elam)",0.000,3.380
3,14:51,1,10,DEN 33,3,31,Chris Redman pass complete to Travis Taylor for 8 yards (tackle by Ian Gold),3.380,3.920
3,14:25,2,2,DEN 25,3,31,Jamal Lewis middle for 1 yard (tackle by Izell Reese and Kavika Pittman),3.920,3.340
3,13:42,3,1,DEN 24,3,31,Jamal Lewis left guard for no gain (tackle by John Mobley and Ian Gold),3.340,2.020
3,13:16,4,1,DEN 24,3,34,Matt Stover 41 yard field goal good,2.020,3.000
3,13:16,,,BAL 30,3,34,"J.R. Jenkins kicks off 72 yards, returned by Scottie Montgomery for 40 yards (tackle by J.R. Jenkins)",0.000,-1.470
3,12:59,1,10,DEN 38,3,34,Brian Griese pass complete to Ed McCaffrey for 9 yards (tackle by Gary Baxter),1.470,2.140
3,12:38,2,1,DEN 47,3,34,Brian Griese pass complete to Shannon Sharpe for 10 yards (tackle by Ray Lewis),2.140,2.720
3,12:10,1,10,BAL 43,3,34,Brian Griese pass complete to Mike Anderson for 4 yards (tackle by Ed Hartwell and Ray Lewis),2.720,2.720
3,11:33,2,6,BAL 39,3,34,Brian Griese pass complete to Rod Smith for 14 yards (tackle by Will Demps),2.720,3.910
3,11:04,1,10,BAL 25,3,34,Brian Griese pass incomplete intended for Patrick Hape,3.910,3.360
3,10:55,2,10,BAL 25,3,34,Clinton Portis right end for 7 yards (tackle by Ed Reed and Ed Hartwell),3.360,3.660
3,10:17,3,3,BAL 18,3,34,Brian Griese pass incomplete intended for Clinton Portis (defended by Ray Lewis),3.660,2.350
3,10:07,4,3,BAL 18,3,34,Brian Griese pass complete to Ed McCaffrey for 8 yards (tackle by Gary Baxter),2.350,4.910
3,9:41,1,10,BAL 10,3,34,Brian Griese pass incomplete intended for Shannon Sharpe,4.910,4.190
3,9:30,2,10,BAL 10,3,34,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Ed Reed),4.190,5.170
3,8:48,2,10,BAL 10,,,Timeout #1 by Baltimore Ravens,4.190,5.170
3,8:48,3,1,BAL 1,9,34,"Reuben Droughns left end for 1 yard, touchdown. Penalty on Peter Boulware: Defensive Offside (Declined)",5.170,7.000
3,8:48,,,BAL 1,10,34,Jason Elam kicks extra point good,0.000,0.000
3,8:48,,,DEN 30,10,34,"Jason Elam kicks off 58 yards, returned by Robert Tate for 13 yards (tackle by Sam Brandon)",0.000,0.610
3,8:40,1,10,BAL 25,10,34,Chris Redman pass incomplete intended for Travis Taylor (defended by Tyrone Poole),0.610,0.060
3,8:35,2,10,BAL 25,10,34,Jamal Lewis right guard for 5 yards (tackle by John Mobley and Kenoy Kennedy),0.060,0.040
3,7:58,3,5,BAL 30,10,34,Chris Redman pass incomplete intended for Travis Taylor,0.040,-1.370
3,7:55,4,5,BAL 30,10,34,"Dave Zastudil punts 61 yards, returned by Tyrone Poole for 2 yards (tackle by Robert Tate)",-1.370,0.370
3,7:41,1,10,DEN 11,10,34,Brian Griese pass complete to Clinton Portis for 3 yards (tackle by Peter Boulware),-0.370,-0.530
3,7:24,2,7,DEN 14,10,34,Brian Griese pass incomplete intended for Shannon Sharpe (defended by Peter Boulware),-0.530,-1.070
3,7:14,3,7,DEN 14,10,34,Brian Griese pass complete to Ashley Lelie for 9 yards (tackle by Chris McAlister),-1.070,0.480
3,6:45,1,10,DEN 23,10,34,Brian Griese pass incomplete intended for Rod Smith,0.480,-0.070
3,6:30,2,10,DEN 23,10,34,Olandis Gary right tackle for 3 yards (tackle by Gary Baxter),-0.070,-0.360
3,5:56,3,7,DEN 26,10,34,Brian Griese pass incomplete intended for Rod Smith (defended by Chris McAlister). Penalty on Shannon Sharpe: Offensive Holding (Declined),-0.360,-1.630
3,5:46,4,7,DEN 26,10,34,"Tom Rouen punts 53 yards, returned by Chris McAlister for 7 yards (tackle by Lenny Walls)",-1.630,-0.810
3,5:35,1,10,BAL 28,10,34,Chris Redman pass incomplete intended for Brandon Stokley (defended by Tyrone Poole),0.810,0.260
3,5:29,2,10,BAL 28,10,34,Jamal Lewis left tackle for no gain (tackle by Kavika Pittman and Ian Gold),0.260,-0.430
3,4:59,3,10,BAL 28,10,34,"Penalty on Mike Flynn: False Start, 5 yards (no play)",-0.430,-1.090
3,4:52,3,15,BAL 23,10,34,Chris Redman pass incomplete intended for Jamal Lewis,-1.090,-1.830
3,4:25,4,15,BAL 23,10,34,"Dave Zastudil punts 52 yards, returned by Tyrone Poole for no gain. Penalty on J.R. Johnson: Illegal Formation, 5 yards (no play)",-1.830,-2.240
3,4:15,4,20,BAL 18,10,34,"Penalty on Keith Burns: Defensive Offside, 5 yards (no play)",-2.240,-1.830
3,4:15,4,15,BAL 23,10,34,"Dave Zastudil punts 53 yards, muffed catch by Tyrone Poole, recovered by Lenny Walls and returned for no gain",-1.830,-0.870
3,4:04,1,10,DEN 29,10,34,"Brian Griese pass incomplete intended for Olandis Gary (defended by Ed Hartwell). Penalty on Cornell Brown: Roughing the Passer, 15 yards (no play)",0.870,1.860
3,4:01,1,10,DEN 44,10,34,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Will Demps),1.860,2.530
3,3:42,2,1,BAL 47,10,34,Clinton Portis right tackle for 2 yards (tackle by Ray Lewis),2.530,2.590
3,2:58,1,10,BAL 45,10,34,Brian Griese pass complete to Dwayne Carswell for 8 yards (tackle by Ed Hartwell),2.590,3.120
3,2:34,2,2,BAL 37,10,34,Brian Griese pass complete to Rod Smith for 11 yards (tackle by Peter Boulware),3.120,3.840
3,2:08,1,10,BAL 26,10,34,Clinton Portis left tackle for 24 yards (tackle by Ray Lewis and Chris McAlister),3.840,6.740
3,1:36,1,2,BAL 2,16,34,"Brian Griese pass complete to Patrick Hape for 2 yards, touchdown",6.740,7.000
3,1:36,1,,BAL 2,16,34,"Two Point Attempt: Brian Griese, conversion fails",1.000,-1.000
3,1:36,,,DEN 30,16,34,"Jason Elam kicks off 58 yards, returned by Robert Tate for 26 yards (tackle by Willie Middlebrooks)",0.000,1.470
3,1:19,1,10,BAL 38,16,34,Jamal Lewis left tackle for 11 yards (tackle by Izell Reese and Denard Walker),1.470,2.190
3,0:56,1,10,BAL 49,16,34,Jamal Lewis middle for 1 yard (tackle by Trevor Pryce),2.190,1.780
3,0:13,2,9,,16,34,Chris Redman pass complete to Jamal Lewis for 3 yards (tackle by Ian Gold),1.780,1.490
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DEN 47,16,34,"Chris Redman sacked by Tyrone Poole for -7 yards. Chris Redman fumbles (forced by Tyrone Poole), recovered by Bertrand Berry at BAL-47 and returned for 8 yards (tackle by Ethan Brooks)",1.490,-2.980
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
4,14:48,1,10,BAL 39,16,34,Brian Griese pass complete to Ed McCaffrey for 13 yards (tackle by Gary Baxter),2.980,3.840
4,14:33,1,10,BAL 26,16,34,Brian Griese pass incomplete intended for Rod Smith,3.840,3.300
4,14:19,2,10,BAL 26,16,34,Brian Griese pass incomplete intended for Patrick Hape is intercepted by Ed Reed at BAL-3 and returned for 21 yards,3.300,-0.540
4,14:08,1,10,BAL 24,16,34,Jamal Lewis left guard for 6 yards (tackle by Kavika Pittman and Izell Reese),0.540,0.810
4,13:32,2,4,BAL 30,16,34,Chris Redman pass incomplete intended for Todd Heap,0.810,0.100
4,13:14,3,4,BAL 30,16,34,Chris Redman pass incomplete intended for Brandon Stokley,0.100,-1.370
4,13:12,4,4,BAL 30,16,34,"Dave Zastudil punts 54 yards, returned by Tyrone Poole for 16 yards (tackle by Anthony Mitchell)",-1.370,-1.070
4,13:00,1,10,DEN 32,16,34,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Gary Baxter),1.070,1.740
4,12:42,2,1,DEN 41,16,34,Brian Griese pass complete to Shannon Sharpe for 13 yards (tackle by Gary Baxter),1.740,2.520
4,12:05,1,10,BAL 46,16,34,Clinton Portis right guard for 2 yards (tackle by Ray Lewis),2.520,2.250
4,11:38,2,8,BAL 44,16,34,Brian Griese pass complete to Dwayne Carswell for 7 yards (tackle by Chad Williams),2.250,2.480
4,11:03,3,1,BAL 37,16,34,Olandis Gary left guard for 5 yards (tackle by Chad Williams),2.480,3.450
4,10:32,1,10,BAL 32,16,34,Brian Griese pass incomplete intended for Ashley Lelie is intercepted by Gary Baxter at BAL--2,3.450,-0.280
4,10:19,1,10,BAL 20,16,34,Jamal Lewis left end for 7 yards (tackle by Kenoy Kennedy),0.280,0.680
4,10:05,2,3,BAL 27,16,34,Jamal Lewis middle for 5 yards (tackle by Kenoy Kennedy),0.680,1.070
4,9:18,1,10,BAL 32,16,34,Jamal Lewis left guard for 1 yard (tackle by Kavika Pittman),1.070,0.660
4,8:33,2,9,BAL 33,16,34,Chris Redman pass complete to Brandon Stokley for 3 yards (tackle by Tyrone Poole),0.660,0.370
4,7:54,3,6,BAL 36,16,34,Chris Redman pass complete to Brandon Stokley for 32 yards (tackle by Tyrone Poole),0.370,3.450
4,7:03,1,10,DEN 32,16,34,"Jamal Lewis left tackle for -5 yards (tackle by Kavika Pittman). Jamal Lewis fumbles (forced by Kavika Pittman), recovered by John Mobley at DEN-37 and returned for 1 yards (tackle by Jamal Lewis)",3.450,-1.470
4,6:45,1,10,DEN 38,16,34,Brian Griese pass complete to Rod Smith for 24 yards (tackle by Chad Williams),1.470,3.050
4,6:23,1,10,BAL 38,16,34,Brian Griese pass incomplete intended for Olandis Gary,3.050,2.510
4,6:11,2,10,BAL 38,16,34,Brian Griese pass complete to Olandis Gary for 8 yards (tackle by Marques Douglas),2.510,2.870
4,5:51,3,2,BAL 30,16,34,Brian Griese pass complete to Shannon Sharpe for 4 yards (tackle by Chad Williams),2.870,3.840
4,5:27,1,10,BAL 26,16,34,Brian Griese pass incomplete intended for Ed McCaffrey (defended by Gary Baxter),3.840,3.300
4,5:22,2,10,BAL 26,16,34,"Brian Griese pass incomplete intended for Rod Smith (defended by Will Demps). Penalty on Shannon Taylor: Defensive Offside, 5 yards (no play)",3.300,3.970
4,5:17,2,5,BAL 21,16,34,"Brian Griese pass incomplete intended for Rod Smith (defended by Chris McAlister). Penalty on Chris McAlister: Illegal Use of Hands, 5 yards (no play)",3.970,4.510
4,5:12,1,10,BAL 16,16,34,Brian Griese pass complete to Ashley Lelie for 15 yards (tackle by Will Demps),4.510,6.970
4,4:51,1,1,BAL 1,22,34,"Brian Griese middle for 1 yard, touchdown",6.970,7.000
4,4:51,,,BAL 1,23,34,Jason Elam kicks extra point good,0.000,0.000
4,4:42,1,1,BAL 1,,,Timeout #3 by Baltimore Ravens,6.970,0.000
4,4:42,,,DEN 30,23,34,"Jason Elam kicks off 65 yards, returned by Robert Tate for 11 yards (tackle by Willie Middlebrooks). Penalty on Keith Burns: Offside on Free Kick (Declined)",0.000,-0.140
4,4:37,1,10,BAL 16,23,34,Jamal Lewis middle for 3 yards (tackle by Kavika Pittman),-0.140,-0.180
4,4:30,1,10,BAL 16,,,Timeout #1 by Denver Broncos,-0.140,-0.180
4,4:30,2,7,BAL 19,23,34,Brandon Stokley left end for 6 yards (tackle by Kenoy Kennedy),-0.180,-0.200
4,4:13,2,7,BAL 19,,,Timeout #2 by Denver Broncos,-0.180,-0.200
4,4:13,3,1,BAL 25,23,34,Jamal Lewis left guard for no gain (tackle by Al Wilson and Kavika Pittman),-0.200,-1.700
4,4:01,4,1,BAL 25,23,34,"Dave Zastudil punts 48 yards, returned by Tyrone Poole for 6 yards (tackle by Alvin Porter)",-1.700,-1.140
4,3:36,1,10,DEN 33,23,34,Brian Griese pass complete to Ed McCaffrey for 12 yards (tackle by Chad Williams),1.140,1.930
4,3:15,1,10,DEN 45,23,34,Brian Griese pass complete to Shannon Sharpe for 5 yards (tackle by Gary Baxter and Ray Lewis),1.930,2.060
4,2:58,1,10,DEN 45,,,Timeout #3 by Denver Broncos,1.930,2.060
4,2:58,2,5,,23,34,Brian Griese sacked by Michael McCrary for -2 yards,2.060,1.090
4,2:30,3,7,DEN 48,23,34,Brian Griese pass complete to Clinton Portis for 17 yards (tackle by Ray Lewis),1.090,3.250
4,2:15,1,10,BAL 35,23,34,Brian Griese pass complete to Rod Smith for 5 yards. Penalty on DEN: Illegal Shift (Offsetting) (no play),3.250,3.250
4,2:09,1,10,BAL 35,23,34,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Chad Williams),3.250,3.920
4,2:00,2,1,BAL 26,23,34,Brian Griese pass incomplete intended for Clinton Portis (defended by Anthony Weaver),3.920,3.200
4,1:56,3,1,BAL 26,23,34,Brian Griese pass incomplete intended for Rod Smith (defended by Chris McAlister),3.200,1.890
4,1:53,4,1,BAL 26,23,34,Jason Elam 44 yard field goal no good,1.890,-1.200
4,1:50,1,10,BAL 34,23,34,Chris Redman kneels for -1 yards,1.200,0.520
4,1:17,2,11,BAL 33,23,34,Chris Redman kneels for -1 yards,0.520,-0.300
4,0:33,3,12,BAL 32,23,34,Chris Redman kneels for -1 yards,-0.300,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
