Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,SDG 20,0,0,Jackie Battle up the middle for 1 yard (tackle by Elvis Dumervil and Wesley Woodyard),0.280,-0.130
1,14:21,2,9,SDG 21,0,0,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Keith Brooking),-0.130,1.200
1,13:40,1,10,SDG 34,0,0,Philip Rivers pass complete short left to Jackie Battle for 1 yard (tackle by Justin Bannan),1.200,0.790
1,13:01,2,9,SDG 35,0,0,Jackie Battle left end for no gain (tackle by Rahim Moore and Robert Ayers),0.790,0.100
1,12:28,3,9,SDG 35,0,0,Philip Rivers pass incomplete short right intended for Danario Alexander,0.100,-1.040
1,12:05,4,9,SDG 35,0,0,"Mike Scifres punts 56 yards, returned by Trindon Holliday for 6 yards (tackle by Shareece Wright)",-1.040,0.220
1,12:01,1,10,DEN 15,0,0,Peyton Manning pass complete short middle to Willis McGahee for 18 yards (tackle by Eric Weddle),-0.220,1.140
1,11:28,1,10,DEN 33,0,0,Peyton Manning pass complete short left to Joel Dreessen for 6 yards (tackle by Eric Weddle),1.140,1.400
1,11:02,2,4,DEN 39,0,0,Willis McGahee up the middle for 3 yards (tackle by Shaun Phillips and Marcus Gilchrist),1.400,1.090
1,10:28,3,1,DEN 42,0,0,Lance Ball up the middle for no gain (tackle by Vaughn Martin),1.090,-0.590
1,9:48,4,1,DEN 42,0,0,"Britton Colquitt punts 58 yards, touchback",-0.590,-0.280
1,9:38,1,10,SDG 20,0,0,Jackie Battle up the middle for -3 yards (tackle by Von Miller),0.280,-0.790
1,8:57,2,13,SDG 17,0,0,Philip Rivers pass complete short right to Malcom Floyd for 4 yards (tackle by Champ Bailey),-0.790,-0.820
1,8:15,3,9,SDG 21,0,0,Philip Rivers pass incomplete deep right intended for Eddie Royal,-0.820,-1.960
1,8:08,4,9,SDG 21,0,0,Mike Scifres punts 66 yards,-1.960,0.320
1,7:55,1,10,DEN 13,0,0,Peyton Manning pass complete short middle to Jacob Tamme for 7 yards (tackle by Takeo Spikes),-0.320,0.220
1,7:29,2,3,DEN 20,0,0,Peyton Manning pass complete short right to Joel Dreessen for 5 yards (tackle by Quentin Jammer),0.220,0.610
1,7:00,1,10,DEN 25,6,0,"Peyton Manning pass incomplete short left intended for Matt Willis is intercepted by Eric Weddle at DEN-23 and returned for 23 yards, touchdown",0.610,-7.000
1,,,,DEN 2,7,0,Nick Novak kicks extra point good,0.000,0.000
1,6:52,,,SDG 35,7,0,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
1,6:52,1,10,DEN 20,7,0,Willis McGahee right end for 9 yards (tackle by Donald Butler),0.280,0.950
1,6:23,2,1,DEN 29,7,0,Peyton Manning pass incomplete short left intended for Willis McGahee,0.950,0.230
1,6:17,3,1,DEN 29,7,0,Willis McGahee up the middle for 9 yards (tackle by Donald Butler),0.230,1.470
1,5:49,1,10,DEN 38,7,0,Ronnie Hillman right end for 21 yards (tackle by Quentin Jammer),1.470,2.850
1,5:17,1,10,SDG 41,7,0,Peyton Manning pass complete short left to Matt Willis for 4 yards (tackle by Marcus Gilchrist),2.850,2.850
1,4:40,2,6,SDG 37,7,0,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,2.850,2.150
1,4:34,3,6,SDG 37,7,0,Peyton Manning pass incomplete short left intended for Matt Willis,2.150,0.790
1,4:28,4,6,SDG 37,7,0,Matt Prater 55 yard field goal no good,0.790,-1.930
1,4:23,1,10,SDG 45,7,0,Philip Rivers pass complete short middle to Ryan Mathews for 9 yards (tackle by Wesley Woodyard),1.930,2.600
1,3:48,2,1,DEN 46,7,0,Philip Rivers pass incomplete short right intended for Eddie Royal,2.600,1.880
1,3:42,3,1,DEN 46,7,0,Jackie Battle up the middle for -1 yards (tackle by Wesley Woodyard),1.880,0.130
1,2:59,4,2,DEN 47,7,0,"Mike Scifres punts 47 yards, touchback",0.130,-0.280
1,2:54,1,10,DEN 20,7,0,Willis McGahee up the middle for 6 yards (tackle by Donald Butler),0.280,0.540
1,2:26,2,4,DEN 26,7,0,Peyton Manning pass incomplete short right intended for Joel Dreessen (defended by Takeo Spikes),0.540,-0.160
1,2:22,3,4,DEN 26,7,0,Peyton Manning pass incomplete deep right intended for Jacob Tamme,-0.160,-1.630
1,2:17,4,4,DEN 26,7,0,"Britton Colquitt punts 55 yards, returned by Eddie Royal for 1 yard (tackle by Nate Irving). Penalty on Shareece Wright: Offensive Holding, 10 yards",-1.630,0.380
1,1:56,1,10,SDG 10,7,0,Ryan Mathews up the middle for 6 yards (tackle by Kevin Vickerson),-0.380,-0.230
1,1:20,2,4,SDG 16,7,0,Ryan Mathews left tackle for no gain (tackle by Rahim Moore),-0.230,-0.720
1,0:38,3,4,SDG 16,7,0,Philip Rivers pass incomplete short left intended for Eddie Royal (defended by Chris Harris),-0.720,-2.390
1,0:29,4,4,SDG 16,7,0,Mike Scifres punts 40 yards,-2.390,-1.860
1,0:20,1,10,DEN 44,7,0,Willis McGahee up the middle for 15 yards (tackle by Donald Butler and Atari Bigby),1.860,2.850
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 41,7,0,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,2.850,2.310
2,14:54,2,10,SDG 41,7,0,Willis McGahee right guard for 5 yards (tackle by Melvin Ingram),2.310,2.280
2,14:17,3,5,SDG 36,7,0,Peyton Manning pass complete short right to Matt Willis for 10 yards (tackle by Quentin Jammer),2.280,3.840
2,14:17,1,10,SDG 26,7,0,"Penalty on Shaun Phillips: Neutral Zone Infraction, 5 yards (no play)",3.840,4.570
2,13:33,1,5,SDG 21,7,0,Willis McGahee right end for 8 yards (tackle by Atari Bigby),4.570,4.710
2,13:03,1,10,SDG 13,7,6,"Peyton Manning pass complete short left to Demaryius Thomas for 13 yards, touchdown",4.710,7.000
,,,,,,,"DEN challenged the runner was in bounds ruling, and the original play was overturned.",,
2,13:03,,,SDG 2,7,7,Matt Prater kicks extra point good,0.000,0.000
2,13:00,,,DEN 35,7,7,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,12:57,1,10,SDG 20,7,7,Philip Rivers pass incomplete short middle intended for Danario Alexander is intercepted by Wesley Woodyard at SDG-33 and returned for 25 yards (tackle by Philip Rivers),0.280,-5.370
2,12:47,1,8,SDG 8,7,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas,5.370,4.570
2,12:42,2,8,SDG 8,7,7,Ronnie Hillman up the middle for 1 yard (tackle by Eric Weddle),4.570,3.810
2,12:05,3,7,SDG 7,7,7,Peyton Manning pass complete short right to Lance Ball for 6 yards (tackle by Demorrio Williams),3.810,3.550
2,11:37,4,1,SDG 1,7,10,Matt Prater 19 yard field goal good,3.550,3.000
2,11:33,,,DEN 35,7,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,11:33,1,10,SDG 20,7,10,Ryan Mathews right end for no gain (tackle by Elvis Dumervil and Justin Bannan),0.280,-0.270
2,10:52,2,10,SDG 20,7,10,Philip Rivers pass incomplete short middle intended for Antonio Gates,-0.270,-0.960
2,10:46,3,10,SDG 20,7,10,Philip Rivers pass incomplete deep right intended for Malcom Floyd,-0.960,-2.030
2,10:41,4,10,SDG 20,7,10,"Mike Scifres punts 61 yards, returned by Trindon Holliday for 7 yards (tackle by Darrell Stuckey). Trindon Holliday fumbles (forced by Darrell Stuckey), recovered by Lance Ball at DEN-26 (tackle by Corey Lynch). Penalty on Corey Lynch: Offensive Holding, 10 yards",-2.030,-1.330
2,10:16,1,10,DEN 36,7,10,Ronnie Hillman up the middle for -1 yards (tackle by Marcus Gilchrist),1.330,0.660
2,9:51,2,11,DEN 35,7,10,Peyton Manning pass complete short right to Ronnie Hillman for 4 yards (tackle by Shareece Wright),0.660,0.500
2,9:08,3,7,DEN 39,7,10,Peyton Manning pass complete short left to Demaryius Thomas for 17 yards (tackle by Melvin Ingram),0.500,2.650
2,8:34,1,10,SDG 44,7,10,Lance Ball up the middle for 4 yards (tackle by Shareece Wright),2.650,2.650
2,8:02,2,6,SDG 40,7,10,Peyton Manning pass incomplete intended for Eric Decker,2.650,1.950
2,8:01,3,6,SDG 40,7,10,"Peyton Manning pass complete short right to Lance Ball for 4 yards (tackle by Donald Butler and Takeo Spikes). Lance Ball fumbles (forced by Donald Butler), recovered by Antwan Barnes at SDG-36 and returned for 1 yards (tackle by Orlando Franklin)",1.950,-1.400
2,7:53,1,10,SDG 37,7,10,Ryan Mathews left tackle for 2 yards (tackle by D.J. Williams and Wesley Woodyard),1.400,1.130
2,7:11,2,8,SDG 39,7,10,Philip Rivers pass incomplete intended for Ryan Mathews,1.130,0.430
2,7:06,3,8,SDG 39,7,10,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.430,-0.230
2,7:06,3,13,SDG 34,7,10,Philip Rivers pass complete short right to Ladarius Green for 12 yards (tackle by Chris Harris),-0.230,-0.320
2,6:18,4,1,SDG 46,7,10,"Mike Scifres punts 54 yards, touchback",-0.320,-0.280
2,6:17,1,10,DEN 20,7,10,Peyton Manning pass complete short middle to Brandon Stokley for 6 yards (tackle by Marcus Gilchrist),0.280,0.540
2,5:46,2,4,DEN 26,7,10,Ronnie Hillman up the middle for 3 yards (tackle by Shaun Phillips),0.540,0.230
2,5:07,3,1,DEN 29,7,10,Peyton Manning pass incomplete short right intended for Eric Decker,0.230,-1.440
2,5:00,4,1,DEN 29,7,10,"Britton Colquitt punts 41 yards, fair catch by Antoine Cason",-1.440,-0.940
2,4:52,1,10,SDG 30,7,10,Ryan Mathews right tackle for 1 yard (tackle by Kevin Vickerson),0.940,0.530
2,4:07,2,9,SDG 31,7,10,Philip Rivers pass complete short right to Danario Alexander for 8 yards (tackle by Tony Carter),0.530,0.890
2,3:34,3,1,SDG 39,7,10,"Philip Rivers pass incomplete deep middle intended for Randy McMichael. Penalty on Mike Adams: Defensive Holding, 5 yards (no play)",0.890,1.860
2,3:25,1,10,SDG 44,7,10,Ryan Mathews up the middle for 3 yards (tackle by Mitch Unrein),1.860,1.720
2,2:48,2,7,SDG 47,7,10,Philip Rivers pass complete short right to Ryan Mathews for 3 yards (tackle by D.J. Williams),1.720,1.420
2,2:03,3,4,,7,10,Philip Rivers sacked by Von Miller for -14 yards,1.420,-0.980
2,1:59,4,18,SDG 36,7,10,"Mike Scifres punts, blocked by Nate Irving, recovered by Lance Ball",-0.980,-3.510
2,1:51,1,10,SDG 31,7,16,"Peyton Manning pass complete deep right to Brandon Stokley for 31 yards, touchdown",3.510,7.000
2,1:51,,,SDG 2,7,17,Matt Prater kicks extra point good,0.000,0.000
2,1:44,,,DEN 35,7,17,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,1:42,1,10,SDG 20,7,17,Ronnie Brown up the middle for -1 yards (tackle by Danny Trevathan),0.280,-0.460
2,1:16,2,11,SDG 19,7,17,Philip Rivers pass complete short right to Ronnie Brown for 1 yard (tackle by Champ Bailey),-0.460,0.000
2,1:11,,,,7,17,Timeout #1 by Denver Broncos,0.000,-0.960
2,1:11,3,10,SDG 20,7,17,Philip Rivers pass complete short middle to Ladarius Green for 9 yards (tackle by David Bruton),-0.960,0.000
2,1:05,,,,7,17,Timeout #2 by Denver Broncos,0.000,-1.440
2,1:02,4,1,SDG 29,7,17,"Mike Scifres punts 55 yards, returned by Trindon Holliday for 9 yards (tackle by Shareece Wright)",-1.440,-0.610
2,0:51,1,10,DEN 25,7,17,Peyton Manning pass complete to Jacob Tamme for 9 yards (tackle by Eric Weddle and Atari Bigby),0.610,1.280
2,0:29,2,1,DEN 34,7,17,"Penalty on Manuel Ramirez: Offensive Offside, 5 yards (no play)",1.280,0.000
2,0:29,,,,7,17,Timeout #3 by Denver Broncos,0.000,0.600
2,0:29,2,6,DEN 29,7,17,Peyton Manning pass complete short middle to Demaryius Thomas for 12 yards (tackle by Antoine Cason),0.600,1.660
2,0:25,1,10,DEN 41,7,17,Peyton Manning pass incomplete,1.660,1.120
2,0:06,2,10,DEN 41,7,17,Peyton Manning pass complete to Lance Ball for 11 yards (tackle by Eric Weddle),1.120,2.390
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,17,"Nick Novak kicks onside 16 yards, recovered by Darrell Stuckey (onside kick successful)",0.000,2.320
3,14:50,1,10,DEN 49,7,17,Philip Rivers pass incomplete short middle intended for Danario Alexander,2.320,1.780
3,14:50,2,10,DEN 49,7,17,Ryan Mathews up the middle for -2 yards (tackle by D.J. Williams),1.780,0.830
3,14:10,3,12,SDG 49,7,17,"Philip Rivers sacked by Von Miller for -6 yards. Philip Rivers fumbles (forced by Von Miller), recovered by Rex Hadnot at SDG-43",0.830,-0.520
3,13:34,4,18,SDG 43,7,17,Mike Scifres punts 55 yards,-0.520,0.380
3,13:23,1,10,DEN 2,7,17,Ronnie Hillman up the middle for no gain (tackle by Corey Liuget),-0.380,-0.780
3,12:54,2,10,DEN 2,9,17,"Peyton Manning sacked by Shaun Phillips for -2 yards, safety",-0.780,-2.000
3,12:48,,,DEN 20,9,17,"Britton Colquitt kicks off 60 yards, returned by Antoine Cason for 16 yards (tackle by Nate Irving)",0.000,1.330
3,12:36,1,10,SDG 36,9,17,Philip Rivers pass incomplete intended for Ryan Mathews,1.330,0.790
3,12:36,2,10,SDG 36,9,17,Ryan Mathews up the middle for 5 yards (tackle by Champ Bailey),0.790,0.760
3,11:53,3,5,SDG 41,9,17,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Chris Harris),0.760,-0.650
3,11:48,4,5,SDG 41,9,17,"Mike Scifres punts 59 yards, touchback",-0.650,-0.280
3,11:38,1,10,DEN 20,9,17,Peyton Manning pass complete short middle to Brandon Stokley for 6 yards (tackle by Demorrio Williams),0.280,0.540
3,11:13,2,4,DEN 26,9,17,Peyton Manning pass incomplete short right intended for Joel Dreessen (defended by Atari Bigby),0.540,-0.160
3,11:10,3,4,DEN 26,9,17,Peyton Manning pass complete short left to Eric Decker for 3 yards (tackle by Marcus Gilchrist),-0.160,-1.440
