Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
1,9:38,1,10,JAX 45,7,0,Tom Brady right guard for 2 yards (tackle by Terry Cousin),2.590,2.310
1,9:03,2,8,JAX 43,7,0,Laurence Maroney right guard for 6 yards (tackle by Paul Spicer and Sammy Knight),2.310,2.410
1,8:21,3,2,JAX 37,7,0,Kevin Faulk right guard for -3 yards (tackle by Rob Meier),2.410,0.590
1,7:42,4,5,JAX 40,7,0,Tom Brady pass complete short middle to Randy Moss for 14 yards (tackle by Reggie Nelson),0.590,3.840
1,7:05,1,10,JAX 26,7,0,Tom Brady pass complete short middle to Kevin Faulk for 7 yards (tackle by Clint Ingram),3.840,4.270
1,6:26,2,3,JAX 19,7,0,Laurence Maroney left end for 6 yards (tackle by Rashean Mathis),4.270,4.710
1,5:40,1,10,JAX 13,7,0,Tom Brady pass complete short left to Jabar Gaffney for 10 yards (tackle by Sammy Knight),4.710,6.510
1,5:07,1,3,JAX 3,7,6,"Tom Brady pass complete short right to Ben Watson for 3 yards, touchdown",6.510,7.000
1,,,,JAX 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,7,"Stephen Gostkowski kicks off 66 yards, returned by Maurice Jones-Drew for 24 yards (tackle by Eric Alexander). Penalty on Brent Hawkins: Offensive Holding, 10 yards",0.000,0.040
1,4:56,1,10,JAX 18,7,7,Fred Taylor right guard for no gain (tackle by Ty Warren),0.040,-0.490
1,4:16,2,10,JAX 18,7,7,David Garrard pass complete deep middle to Dennis Northcutt for 19 yards (tackle by Randall Gay),-0.490,1.400
1,3:37,1,10,JAX 37,7,7,"David Garrard sacked by Ty Warren for -8 yards. David Garrard fumbles (forced by Ty Warren), recovered by Mike Vrabel at JAX-29 (tackle by Tony Pashos)",1.400,-3.640
1,3:30,1,10,JAX 29,7,7,Tom Brady pass complete short middle to Kevin Faulk for 5 yards (tackle by Terry Cousin),3.640,3.780
1,2:58,2,5,JAX 24,7,7,Kevin Faulk left tackle for 5 yards (tackle by Sammy Knight and Daryl Smith),3.780,4.310
1,2:12,1,10,JAX 19,7,7,Tom Brady pass complete short left to Kevin Faulk for 9 yards (tackle by Rashean Mathis),4.310,5.360
1,1:27,2,1,JAX 10,7,7,Laurence Maroney right guard for no gain (tackle by Justin Durant and Daryl Smith),5.360,4.690
1,0:52,3,1,JAX 10,7,7,Laurence Maroney left guard for 9 yards (tackle by Clint Ingram and Daryl Smith),4.690,6.970
1,0:08,1,1,JAX 1,7,7,Laurence Maroney right guard for no gain (tackle by Kenneth Pettway and John Henderson),6.970,5.910
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,JAX 1,7,13,"Laurence Maroney right guard for 1 yard, touchdown",5.910,7.000
2,,,,JAX 2,7,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,14,"Stephen Gostkowski kicks off 66 yards, returned by Maurice Jones-Drew for no gain",0.000,-0.380
2,14:53,1,10,JAX 5,7,14,Maurice Jones-Drew right guard for 3 yards (tackle by Tedy Bruschi),-0.380,-0.560
2,14:13,2,7,JAX 8,7,14,"David Garrard pass complete short left to Marcedes Lewis for 9 yards (tackle by Randall Gay). Marcedes Lewis fumbles (forced by Randall Gay), recovered by Maurice Jones-Drew at JAX-17",-0.560,-0.060
2,13:31,1,10,JAX 17,7,14,David Garrard pass complete short left to Isaac Smolko for 7 yards (tackle by Randall Gay),-0.060,0.480
2,12:57,2,3,JAX 24,7,14,Maurice Jones-Drew up the middle for 10 yards (tackle by Rodney Harrison and James Sanders),0.480,1.200
2,12:20,1,10,JAX 34,7,14,David Garrard pass complete short right to Maurice Jones-Drew for 18 yards (tackle by Asante Samuel),1.200,2.390
2,11:37,1,10,NWE 48,7,14,Fred Taylor up the middle for 15 yards (tackle by James Sanders),2.390,3.380
2,10:56,1,10,NWE 33,7,14,"Fred Taylor up the middle for 5 yards (tackle by Junior Seau and Randall Gay). Penalty on Junior Seau: Face Mask (15 Yards), 14 yards",3.380,4.650
2,10:25,1,10,NWE 14,7,14,David Garrard pass complete short left to Maurice Jones-Drew for 5 yards (tackle by Richard Seymour),4.650,4.900
2,9:42,2,5,NWE 9,7,14,Fred Taylor right guard for 7 yards (tackle by Mike Vrabel and Rodney Harrison),4.900,6.740
2,9:01,1,2,NWE 2,7,14,Fred Taylor up the middle for 1 yard (tackle by Jarvis Green and Junior Seau),6.740,5.910
2,8:18,2,1,NWE 1,7,14,"Penalty on Tony Pashos: False Start, 5 yards (no play)",5.910,4.950
2,7:54,2,6,NWE 6,13,14,"David Garrard pass complete short left to Ernest Wilford for 6 yards, touchdown",4.950,7.000
2,,,,,13,14,"Penalty on Vince Wilfork: Encroachment, 5 yards",0.000,0.000
2,,,,NWE 2,14,14,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 35,14,14,"Josh Scobee kicks off 66 yards, returned by Chad Jackson for 20 yards (tackle by Montell Owens)",0.000,0.150
2,7:42,1,10,NWE 19,14,14,Tom Brady pass complete short left to Laurence Maroney for 7 yards (tackle by John Henderson),0.150,0.610
2,7:05,2,3,NWE 26,14,14,Kevin Faulk up the middle for 5 yards (tackle by Daryl Smith and Terry Cousin),0.610,1.000
2,6:39,1,10,NWE 31,14,14,Laurence Maroney right guard for -1 yards (tackle by Justin Durant and Brian Iwuh),1.000,0.320
2,6:04,2,11,NWE 30,14,14,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by Daryl Smith),0.320,0.830
2,5:21,3,2,NWE 39,14,14,Tom Brady pass complete short right to Jabar Gaffney for 3 yards (tackle by Reggie Nelson),0.830,1.730
2,4:36,1,10,NWE 42,14,14,Tom Brady pass complete short middle to Kyle Brady for 12 yards (tackle by Clint Ingram),1.730,2.520
2,3:59,1,10,JAX 46,14,14,Laurence Maroney right guard for 6 yards (tackle by Daryl Smith),2.520,2.790
2,3:15,2,4,JAX 40,14,14,Laurence Maroney left guard for 6 yards (tackle by Daryl Smith and Justin Durant),2.790,3.310
2,2:38,1,10,JAX 34,14,14,Wes Welker right end for 13 yards (tackle by Reggie Hayward),3.310,4.170
2,2:00,1,10,JAX 21,14,14,Kevin Faulk left tackle for 2 yards (tackle by Paul Spicer and Justin Durant),4.170,3.900
2,1:23,2,8,JAX 19,14,14,"Tom Brady left guard for 2 yards. Penalty on Steve Neal: Chop Block, 15 yards (no play)",3.900,1.870
2,1:16,2,23,JAX 34,14,14,Laurence Maroney left end for 9 yards (tackle by Scott Starks and Reggie Nelson),1.870,2.410
2,1:12,3,14,JAX 25,14,14,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Terry Cousin),2.410,2.340
2,0:57,,,,14,14,Timeout #1 by Jacksonville Jaguars,0.000,2.340
2,0:57,4,6,JAX 17,14,14,Stephen Gostkowski 35 yard field goal no good,2.340,-0.610
2,0:53,1,10,JAX 25,14,14,David Garrard pass complete short right to Marcedes Lewis for 8 yards (tackle by James Sanders),0.610,1.140
2,0:30,2,2,JAX 33,14,14,David Garrard pass incomplete short left intended for Dennis Northcutt,1.140,0.430
2,0:26,3,2,JAX 33,14,14,Maurice Jones-Drew right end for no gain (tackle by James Sanders),0.430,-1.180
2,0:21,,,,14,14,Timeout #1 by New England Patriots,0.000,-1.180
2,0:21,4,2,JAX 33,14,14,"Adam Podlesh punts 50 yards, returned by Wes Welker for 14 yards (tackle by Montell Owens)",-1.180,-1.000
2,0:09,1,10,NWE 31,14,14,Tom Brady kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,14,14,"Josh Scobee kicks off 65 yards, returned by Willie Andrews for 13 yards (tackle by Jamaal Fudge)",0.000,0.040
3,14:57,1,10,NWE 18,14,14,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Daryl Smith),0.040,0.820
3,14:18,2,1,NWE 27,14,14,Laurence Maroney left guard for 2 yards (tackle by John Henderson and Sammy Knight),0.820,0.870
3,13:35,1,10,NWE 29,14,14,Tom Brady pass complete short right to Wes Welker for 2 yards (tackle by Terry Cousin),0.870,0.600
3,13:00,2,8,NWE 31,14,14,Laurence Maroney left tackle for 5 yards (tackle by Clint Ingram and Terry Cousin),0.600,0.560
3,12:19,3,3,NWE 36,14,14,Tom Brady pass complete short right to Kevin Faulk for 8 yards (tackle by Scott Starks),0.560,1.860
3,11:54,1,10,NWE 44,14,14,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Rashean Mathis),1.860,2.400
3,11:20,2,2,JAX 48,14,14,Laurence Maroney left end for 22 yards (tackle by Reggie Nelson),2.400,3.840
3,10:32,1,10,JAX 26,14,14,Tom Brady pass incomplete short right intended for Ben Watson,3.840,3.300
3,10:27,2,10,JAX 26,14,14,Tom Brady pass complete short right to Kevin Faulk for 7 yards (tackle by Paul Spicer),3.300,3.570
3,9:40,3,3,JAX 19,14,14,Tom Brady pass complete short middle to Jabar Gaffney for 13 yards (tackle by Reggie Nelson),3.570,5.830
3,8:55,1,6,JAX 6,14,20,"Tom Brady pass complete short middle to Wes Welker for 6 yards, touchdown",5.830,7.000
3,,,,JAX 2,14,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,14,21,"Stephen Gostkowski kicks off 60 yards, returned by Maurice Jones-Drew for 21 yards (tackle by Eric Alexander)",0.000,1.000
3,8:43,1,10,JAX 31,14,21,Fred Taylor up the middle for 4 yards (tackle by Vince Wilfork and Junior Seau),1.000,1.000
3,8:08,2,6,JAX 35,14,21,Fred Taylor right guard for 3 yards (tackle by Ty Warren and Richard Seymour),1.000,0.700
3,7:28,3,3,JAX 38,14,21,David Garrard pass complete short right to Matt Jones for 11 yards (tackle by Asante Samuel),0.700,2.190
3,6:51,1,10,JAX 49,14,21,Fred Taylor right guard for 2 yards (tackle by Tedy Bruschi and Ty Warren),2.190,1.920
3,6:12,2,8,NWE 49,14,21,David Garrard pass complete deep middle to Matt Jones for 29 yards (tackle by Randall Gay),1.920,4.240
3,5:27,1,10,NWE 20,14,21,"Penalty on Tony Pashos: False Start, 5 yards (no play)",4.240,3.910
3,5:02,1,15,NWE 25,14,21,Fred Taylor right guard for 4 yards (tackle by Richard Seymour and Rodney Harrison),3.910,3.560
3,4:18,,,,14,21,Timeout #1 by Jacksonville Jaguars,0.000,3.560
3,4:18,2,11,NWE 21,14,21,David Garrard pass incomplete short middle intended for Fred Taylor (defended by Mike Vrabel),3.560,2.870
3,4:14,3,11,NWE 21,14,21,David Garrard pass incomplete deep middle intended for Dennis Northcutt,2.870,2.060
3,4:08,4,11,NWE 21,17,21,Josh Scobee 39 yard field goal good,2.060,3.000
3,,,,JAX 30,17,21,"Josh Scobee kicks off 63 yards, returned by Chad Jackson for 17 yards (tackle by Scott Starks)",0.000,0.540
3,3:58,1,10,NWE 24,17,21,"Tom Brady pass complete short middle to Wes Welker for 6 yards (tackle by Justin Durant). Penalty on Derek Landri: Roughing the Passer, 15 yards",0.540,1.930
3,3:37,1,10,NWE 45,17,21,Laurence Maroney left tackle for 29 yards (tackle by Sammy Knight),1.930,3.840
3,3:02,1,10,JAX 26,17,21,Laurence Maroney right end for 11 yards (tackle by Terry Cousin),3.840,4.580
3,2:18,1,10,JAX 15,17,21,Tom Brady pass complete short left to Wes Welker for no gain,4.580,3.950
3,1:36,2,10,JAX 15,17,21,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Daryl Smith),3.950,4.220
3,0:55,3,4,JAX 9,17,27,"Tom Brady pass complete short middle to Ben Watson for 9 yards, touchdown",4.220,7.000
3,,,,JAX 2,17,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,17,28,"Stephen Gostkowski kicks off 70 yards, returned by Maurice Jones-Drew for 16 yards (tackle by Willie Andrews). Penalty on Marcedes Lewis: Offensive Holding, 7 yards",0.000,-0.380
3,0:43,1,10,JAX 7,17,28,Maurice Jones-Drew left guard for no gain (tackle by Vince Wilfork and Ty Warren),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,JAX 7,17,28,David Garrard pass complete short right to Dennis Northcutt for 5 yards (tackle by Rodney Harrison),-0.780,-0.840
4,14:36,3,5,JAX 12,17,28,"David Garrard pass complete short left to Ernest Wilford for 15 yards (tackle by Brandon Meriweather). Penalty on Rodney Harrison: Unnecessary Roughness, 15 yards",-0.840,1.730
4,14:11,1,10,JAX 42,17,28,David Garrard up the middle for 9 yards (tackle by Junior Seau),1.730,2.400
4,13:25,2,1,NWE 49,17,28,Fred Taylor left guard for 3 yards (tackle by Jarvis Green and Junior Seau),2.400,2.520
4,12:44,1,10,NWE 46,17,28,David Garrard pass complete deep left to Reggie Williams for 25 yards (tackle by James Sanders),2.520,4.170
4,12:00,1,10,NWE 21,17,28,David Garrard pass incomplete short right intended for Ernest Wilford,4.170,3.630
4,11:53,2,10,NWE 21,17,28,Maurice Jones-Drew right tackle for 4 yards (tackle by James Sanders and Rodney Harrison),3.630,3.460
4,11:10,3,6,NWE 17,17,28,David Garrard pass complete short left to Maurice Jones-Drew for 8 yards (tackle by Ellis Hobbs),3.460,5.140
4,10:37,1,9,NWE 9,17,28,Maurice Jones-Drew left guard for 2 yards (tackle by Vince Wilfork and Tedy Bruschi),5.140,4.760
4,9:58,2,7,NWE 7,17,28,David Garrard pass incomplete short middle intended for Reggie Williams (defended by Rodney Harrison),4.760,3.810
4,9:53,3,7,NWE 7,17,28,David Garrard pass incomplete short left intended for Matt Jones,3.810,2.970
4,9:47,4,7,NWE 7,20,28,Josh Scobee 25 yard field goal good,2.970,3.000
4,,,,JAX 30,20,28,"Josh Scobee kicks off 71 yards, returned by Chad Jackson for 21 yards (tackle by Brian Iwuh)",0.000,0.280
4,9:39,1,10,NWE 20,20,28,Laurence Maroney right tackle for 1 yard (tackle by Sammy Knight),0.280,-0.130
4,9:02,2,9,NWE 21,20,28,Tom Brady pass complete deep right to Donte Stallworth for 53 yards (tackle by Rashean Mathis),-0.130,3.840
4,8:11,1,10,JAX 26,20,28,Laurence Maroney right guard for 2 yards (tackle by John Henderson),3.840,3.570
4,7:31,2,8,JAX 24,20,28,Tom Brady pass complete short right to Donte Stallworth for 7 yards (tackle by Rashean Mathis),3.570,3.950
4,6:46,3,1,JAX 17,20,28,Tom Brady pass incomplete short left intended for Wes Welker,3.950,2.460
4,6:43,4,1,JAX 17,20,31,Stephen Gostkowski 35 yard field goal good,2.460,3.000
4,,,,NWE 30,20,31,"Stephen Gostkowski kicks off 59 yards, returned by Maurice Jones-Drew for 2 yards, lateral to Scott Starks for 2 yards (tackle by Kelley Washington)",0.000,-0.220
4,6:31,1,10,JAX 15,20,31,David Garrard pass complete short left to Maurice Jones-Drew for 12 yards (tackle by Randall Gay),-0.220,0.740
4,5:59,1,10,JAX 27,20,31,David Garrard up the middle for 1 yard (tackle by Vince Wilfork and Tedy Bruschi),0.740,0.330
4,5:25,2,9,JAX 28,20,31,David Garrard pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Junior Seau),0.330,0.170
4,4:49,3,5,JAX 32,20,31,David Garrard pass incomplete deep right intended for Dennis Northcutt,0.170,-1.240
4,4:42,,,,20,31,Timeout #2 by Jacksonville Jaguars,0.000,-1.240
4,4:42,4,5,JAX 32,20,31,"David Garrard pass complete short right to Dennis Northcutt for 8 yards (tackle by Rodney Harrison). Penalty on Rodney Harrison: Unnecessary Roughness, 15 yards",-1.240,2.590
4,4:34,1,10,NWE 45,20,31,David Garrard pass incomplete short left intended for Dennis Northcutt (defended by Adalius Thomas),2.590,2.040
4,4:30,2,10,NWE 45,20,31,David Garrard for 4 yards,2.040,1.880
4,4:23,3,6,NWE 41,20,31,David Garrard pass incomplete short middle intended for Marcedes Lewis,1.880,0.530
4,4:17,4,6,NWE 41,20,31,"David Garrard pass incomplete short middle intended for Matt Jones is intercepted by Rodney Harrison at NWE-31 and returned for 10 yards. Penalty on James Sanders: Offensive Holding, 10 yards",0.530,-1.000
4,3:46,1,10,NWE 31,20,31,Laurence Maroney right guard for no gain (tackle by Daryl Smith and Clint Ingram),1.000,0.460
4,3:13,2,10,NWE 31,20,31,Laurence Maroney left tackle for 3 yards (tackle by John Henderson),0.460,0.170
4,2:38,,,,20,31,Timeout #1 by New England Patriots,0.000,0.170
4,2:38,3,7,NWE 34,20,31,Tom Brady pass complete short left to Donte Stallworth for 8 yards (tackle by Rashean Mathis),0.170,1.730
4,2:18,,,,20,31,Timeout #3 by Jacksonville Jaguars,0.000,1.730
4,2:18,1,10,NWE 42,20,31,Laurence Maroney right guard for 2 yards (tackle by Grady Jackson and Daryl Smith),1.730,1.460
4,2:00,2,8,NWE 44,20,31,Laurence Maroney up the middle for 5 yards (tackle by John Henderson and Daryl Smith),1.460,1.420
4,1:16,3,3,NWE 49,20,31,Laurence Maroney up the middle for -2 yards (tackle by Paul Spicer and Justin Durant),1.420,-0.260
4,0:32,4,5,NWE 47,20,31,Chris Hanson punts 30 yards,-0.260,-0.480
4,0:21,1,10,JAX 23,20,31,David Garrard pass complete short left to Greg Jones for 12 yards (tackle by Junior Seau),0.480,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
