Quarter,Time,Down,ToGo,Location,IND,PHI,Detail,EPB,EPA
1,7:47,1,10,IND 14,0,0,Corey Clement right end for 1 yard (tackle by Nate Hairston),4.650,4.160
1,7:14,2,9,IND 13,0,6,"Carson Wentz pass complete short middle to Dallas Goedert for 13 yards, touchdown",4.160,7.000
1,7:10,,,IND 15,0,7,,0.000,0.000
1,7:10,,,PHI 35,0,7,"Jake Elliott kicks off 61 yards, returned by Zach Pascal for no gain (tackle by Avonte Maddox and D.J. Alexander). Penalty on Marcus Johnson: Illegal Wedge, 7 yards",0.000,-0.380
1,7:05,1,10,IND 7,0,7,Jordan Wilkins right tackle for 1 yard (tackle by Fletcher Cox),-0.380,-0.710
1,6:31,2,9,IND 8,0,7,Andrew Luck pass complete short right to Jordan Wilkins for 1 yard (tackle by Jalen Mills),-0.710,-1.190
1,5:50,3,8,IND 9,0,7,Andrew Luck pass incomplete short right intended for Ryan Grant (defended by Michael Bennett),-1.190,-2.490
1,5:43,4,8,IND 9,0,7,"Rigoberto Sanchez punts 53 yards, muffed catch by Corey Clement, recovered by Corey Clement at PHI-39, returned by Corey Clement for no gain (tackle by Zaire Franklin). Penalty on LaRoy Reynolds: Offensive Holding, 10 yards",-2.490,-0.870
1,5:33,1,10,PHI 29,0,7,Carson Wentz pass complete short right to Zach Ertz for 13 yards (tackle by Clayton Geathers),0.870,1.730
1,5:04,1,10,PHI 42,0,7,Wendell Smallwood right end for 8 yards (tackle by Clayton Geathers),1.730,2.270
1,4:36,2,2,PHI 50,0,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",2.270,1.590
1,4:14,2,7,PHI 45,0,7,"Carson Wentz pass complete short left to Dallas Goedert for 6 yards (tackle by Clayton Geathers). Penalty on Al-Quadin Muhammad: Roughing the Passer, 15 yards",1.590,3.310
1,3:44,1,10,IND 34,0,7,Corey Clement left tackle for -3 yards (tackle by Jabaal Sheard),3.310,2.370
1,3:08,2,13,IND 37,0,7,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Darius Leonard),2.370,1.690
1,3:05,3,13,IND 37,0,7,Carson Wentz sacked by Kemoko Turay for no gain,1.690,0.790
1,2:21,4,13,IND 37,0,7,Jake Elliott 55 yard field goal no good,0.790,-1.930
1,2:16,1,10,IND 45,0,7,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Ronald Darby),1.930,2.330
1,1:52,2,3,PHI 48,0,7,"Andrew Luck pass incomplete deep right intended for T.Y. Hilton. Penalty on Jalen Mills: Defensive Pass Interference, 33 yards (no play)",2.330,4.580
1,1:45,1,10,PHI 15,0,7,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by Jordan Hicks),4.580,3.950
1,1:39,2,10,PHI 15,0,7,Andrew Luck pass complete short right to Nyheim Hines for 2 yards (tackle by Corey Graham and Fletcher Cox),3.950,3.400
1,0:57,3,8,PHI 13,0,7,Andrew Luck pass complete short left to Ryan Grant for 8 yards (tackle by Sidney Jones),3.400,6.060
1,0:30,1,5,PHI 5,0,7,Andrew Luck pass incomplete short left intended for T.Y. Hilton,6.060,5.150
1,0:28,2,5,PHI 5,6,7,"Andrew Luck pass complete short left to Ryan Grant for 5 yards, touchdown",5.150,7.000
1,0:24,,,PHI 15,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,0:24,,,IND 35,7,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,0:24,1,10,PHI 25,7,7,Corey Clement up the middle for 6 yards (tackle by Kenny Moore and Darius Leonard),0.610,0.870
Quarter,Time,Down,ToGo,Location,IND,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,PHI 31,7,7,Josh Adams up the middle for -2 yards (tackle by Darius Leonard),0.870,-0.100
2,14:20,3,6,PHI 29,7,7,"Carson Wentz sacked by Jihad Ward for no gain. Penalty on Kenny Moore: Defensive Holding, 5 yards (no play)",-0.100,1.200
2,13:51,1,10,PHI 34,7,7,Corey Clement left tackle for no gain (tackle by Anthony Walker),1.200,0.660
2,13:12,2,10,PHI 34,7,7,Carson Wentz pass complete short left to Corey Clement for 8 yards (tackle by Pierre Desir and Darius Leonard),0.660,1.030
2,12:28,3,2,PHI 42,7,7,Carson Wentz pass incomplete deep right intended for Corey Clement,1.030,-0.590
2,12:22,4,2,PHI 42,7,7,Cameron Johnston punts 34 yards downed by Nathan Gerry,-0.590,-0.540
2,12:12,1,10,IND 24,7,7,Nyheim Hines up the middle for 1 yard (tackle by Brandon Graham),0.540,0.130
2,11:47,2,9,IND 25,7,7,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Jalen Mills),0.130,-0.560
2,11:43,3,9,IND 25,7,7,Andrew Luck right end for 33 yards (tackle by Malcolm Jenkins),-0.560,2.790
2,11:06,1,10,PHI 42,7,7,Marcus Johnson left end for -2 yards (tackle by Derek Barnett and Malcolm Jenkins),2.790,1.970
2,10:28,2,12,PHI 44,7,7,Jordan Wilkins left tackle for 3 yards (tackle by Brandon Graham),1.970,1.680
2,9:56,3,9,PHI 41,7,7,Andrew Luck pass incomplete short right intended for Chester Rogers (defended by Corey Graham),1.680,0.530
2,9:52,4,9,PHI 41,7,7,"Rigoberto Sanchez punts 31 yards, fair catch by Corey Clement at PHI-10",0.530,0.380
2,9:45,1,10,PHI 10,7,7,Carson Wentz pass complete deep right to Dallas Goedert for 19 yards (tackle by Clayton Geathers),-0.380,0.870
2,9:05,1,10,PHI 29,7,7,Carson Wentz pass incomplete short left intended for Zach Ertz,0.870,0.330
2,9:01,2,10,PHI 29,7,7,Josh Adams left end for 16 yards (tackle by Malik Hooker). Penalty on Al Woods: Defensive Offside (Declined),0.330,1.930
2,8:25,1,10,PHI 45,7,7,"Penalty on PHI: Delay of Game, 5 yards (no play)",1.930,1.600
2,7:54,1,15,PHI 40,7,7,Josh Adams left end for 10 yards (tackle by Clayton Geathers),1.600,2.060
2,7:29,2,5,PHI 50,7,7,Carson Wentz pass complete short right to Nelson Agholor for 5 yards (tackle by Anthony Walker),2.060,2.590
2,6:46,,,,,,Timeout #1 by Philadelphia Eagles,,
2,6:46,1,10,IND 45,7,7,"Carson Wentz right end for no gain (tackle by Darius Leonard). Penalty on Dallas Goedert: Offensive Holding, 10 yards (no play)",2.590,1.930
2,6:10,1,20,PHI 45,7,7,Carson Wentz pass complete short right to Jordan Matthews for 14 yards (tackle by Nate Hairston),1.930,2.580
2,5:24,2,6,IND 41,7,7,Carson Wentz pass complete deep left to Wendell Smallwood for 34 yards (tackle by Malik Hooker),2.580,5.600
2,4:39,1,7,IND 7,7,7,"Jason Kelce aborted snap, recovered by Carson Wentz at IND-14 (tackle by Margus Hunt)",5.600,3.580
2,3:58,2,14,IND 14,7,7,Wendell Smallwood right end for -1 yards (tackle by Margus Hunt),3.580,2.930
2,3:16,3,15,IND 15,7,7,Carson Wentz pass incomplete short right intended for Zach Ertz (defended by Nate Hairston),2.930,2.440
2,3:09,4,15,IND 15,7,10,Jake Elliott 33 yard field goal good,2.440,3.000
2,3:05,,,PHI 35,7,10,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,3:04,1,10,IND 25,7,10,Andrew Luck pass complete short middle to Eric Ebron for 4 yards (tackle by Jordan Hicks),0.610,0.600
2,2:35,2,6,IND 29,7,10,Andrew Luck pass complete short middle to Chester Rogers for 8 yards (tackle by Jordan Hicks),0.600,1.400
2,2:11,1,10,IND 37,7,10,Andrew Luck pass complete short right to Nyheim Hines for -1 yards (tackle by Jalen Mills),1.400,0.720
2,2:00,2,11,IND 36,7,10,Andrew Luck sacked by Fletcher Cox and Derek Barnett for -7 yards,0.720,-0.890
2,1:54,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:54,3,18,IND 29,7,10,Andrew Luck pass incomplete short left intended for Zach Pascal,-0.890,-1.440
2,1:51,4,18,IND 29,7,10,"Rigoberto Sanchez punts 47 yards, returned by Corey Clement for 4 yards (tackle by Matthew Adams)",-1.440,-0.810
2,1:40,1,10,PHI 28,7,10,Corey Clement right end for 4 yards (tackle by Anthony Walker and Darius Leonard),0.810,0.800
2,1:14,2,6,PHI 32,7,10,Carson Wentz pass complete short middle to Corey Clement for 5 yards (tackle by Anthony Walker),0.800,0.760
2,0:53,3,1,PHI 37,7,10,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.760,0.100
2,0:53,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:53,3,6,PHI 32,7,10,Carson Wentz left end for 6 yards,0.100,1.470
2,0:44,1,10,PHI 38,7,10,Carson Wentz sacked by Kemoko Turay and Jabaal Sheard for -3 yards,1.470,0.520
2,0:19,2,13,PHI 35,7,10,Carson Wentz pass complete short left to Corey Clement for 6 yards (tackle by Clayton Geathers),0.520,0.630
Quarter,Time,Down,ToGo,Location,IND,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,10,"Rigoberto Sanchez kicks off 65 yards, returned by Wendell Smallwood for no gain (tackle by Corey Moore and Matthew Adams)",0.000,-0.060
3,14:54,1,10,PHI 17,7,10,Josh Adams right end for 6 yards (tackle by Malik Hooker),-0.060,0.350
3,14:10,2,4,PHI 23,7,10,Josh Adams right end for no gain (tackle by Anthony Walker),0.350,-0.490
3,13:28,3,4,PHI 23,7,10,Carson Wentz pass incomplete short right intended for Wendell Smallwood (defended by Jabaal Sheard),-0.490,-1.830
3,13:22,4,4,PHI 23,7,10,"Cameron Johnston punts 42 yards, fair catch by Chester Rogers at IND-35",-1.830,-1.270
3,13:16,1,10,IND 35,7,10,Andrew Luck pass complete deep left to T.Y. Hilton for 29 yards (tackle by Nigel Bradham),1.270,3.180
3,12:36,1,10,PHI 36,7,10,Jordan Wilkins left tackle for 2 yards (tackle by Derek Barnett),3.180,2.910
3,12:02,2,8,PHI 34,7,10,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Rodney McLeod),2.910,2.210
3,11:56,3,8,PHI 34,7,10,Andrew Luck pass complete short right to Eric Ebron for 6 yards (tackle by Malcolm Jenkins),2.210,1.700
3,11:35,4,2,PHI 28,7,10,Jordan Wilkins left end for 5 yards (tackle by Jordan Hicks),1.700,4.040
3,10:58,1,10,PHI 23,7,10,Andrew Luck pass complete short right to T.Y. Hilton for 1 yard (tackle by Sidney Jones),4.040,3.630
3,10:33,2,9,PHI 22,7,10,Jordan Wilkins up the middle for 5 yards (tackle by Michael Bennett),3.630,3.660
3,9:51,3,4,PHI 17,7,10,Andrew Luck pass incomplete deep right intended for Chester Rogers,3.660,2.390
3,9:44,4,4,PHI 17,10,10,Adam Vinatieri 35 yard field goal good,2.390,3.000
3,9:41,,,IND 35,10,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,9:41,1,10,PHI 25,10,10,Carson Wentz pass short left intended for Zach Ertz is intercepted by Anthony Walker at PHI-28 and returned for 11 yards,0.610,-4.440
3,9:30,1,10,PHI 17,10,10,"Andrew Luck pass incomplete deep left intended for Chester Rogers. Penalty on Le'Raven Clark: Offensive Holding, 10 yards (no play)",4.440,3.780
3,9:24,1,20,PHI 27,10,10,Nyheim Hines up the middle for 14 yards (tackle by Jalen Mills and Rodney McLeod),3.780,4.500
3,8:51,2,6,PHI 13,10,10,Nyheim Hines right end for no gain (tackle by Haloti Ngata),4.500,3.680
3,8:32,3,6,PHI 13,10,10,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by Jalen Mills),3.680,2.590
3,8:26,4,6,PHI 13,13,10,Adam Vinatieri 31 yard field goal good,2.590,3.000
3,8:23,,,IND 35,13,10,"Rigoberto Sanchez kicks off 62 yards, returned by Wendell Smallwood for no gain (tackle by Marcus Johnson)",0.000,0.150
3,8:17,1,10,PHI 19,13,10,Corey Clement right end for 16 yards (tackle by Malik Hooker),0.150,1.270
3,7:58,1,10,PHI 35,13,10,Corey Clement right end for 4 yards (tackle by Darius Leonard),1.270,1.260
3,7:22,2,6,PHI 39,13,10,Carson Wentz left end for 4 yards (tackle by Al-Quadin Muhammad),1.260,1.090
3,6:52,3,2,PHI 43,13,10,Corey Clement left end for 4 yards (tackle by Pierre Desir),1.090,2.060
3,6:13,1,10,PHI 47,13,10,Carson Wentz pass incomplete short left intended for Joshua Perkins,2.060,1.520
3,6:10,2,10,PHI 47,13,10,Carson Wentz pass complete deep middle to Zach Ertz for 28 yards (tackle by Clayton Geathers),1.520,3.910
3,5:35,1,10,IND 25,13,10,Wendell Smallwood left end for 6 yards (tackle by Anthony Walker),3.910,4.200
3,4:52,2,4,IND 19,13,10,Carson Wentz pass complete short right to Nelson Agholor for 3 yards (tackle by Nate Hairston),4.200,4.060
3,4:24,3,1,IND 16,13,10,Wendell Smallwood right end for 8 yards (tackle by Anthony Walker),4.060,5.370
3,3:45,1,8,IND 8,13,10,Carson Wentz pass incomplete short right intended for Wendell Smallwood,5.370,4.570
3,3:41,2,8,IND 8,13,10,Corey Clement right end for 2 yards (tackle by Nate Hairston),4.570,4.040
3,2:57,3,6,IND 6,13,10,Carson Wentz pass incomplete short right intended for Zach Ertz (defended by Clayton Geathers),4.040,2.990
3,2:53,4,6,IND 6,13,13,Jake Elliott 24 yard field goal good,2.990,3.000
3,2:50,,,PHI 35,13,13,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,2:50,1,10,IND 25,13,13,Andrew Luck pass complete short right to Chester Rogers for 6 yards (tackle by Jordan Hicks),0.610,0.870
3,2:17,2,4,IND 31,13,13,Nyheim Hines up the middle for -1 yards (tackle by Derek Barnett),0.870,0.040
3,1:39,3,5,IND 30,13,13,Andrew Luck pass incomplete short right intended for T.Y. Hilton. Penalty on T.Y. Hilton: Offensive Pass Interference (Declined),0.040,-1.370
3,1:36,4,5,IND 30,13,13,"Rigoberto Sanchez punts 54 yards, returned by Corey Clement for 4 yards (tackle by George Odum). Penalty on D.J. Alexander: Running Into the Kicker, 4 yards (no play)",-1.370,-1.110
3,1:26,4,1,IND 34,13,13,"Penalty on IND: Delay of Game, 5 yards (no play)",-1.110,-1.440
3,1:26,4,6,IND 29,13,13,"Rigoberto Sanchez punts 52 yards, muffed catch by Corey Clement, recovered by Corey Clement at PHI-19, returned by Corey Clement for no gain (tackle by Christopher Milton)",-1.440,-0.150
3,1:16,1,10,PHI 19,13,13,Josh Adams left end for no gain (tackle by Anthony Walker),0.150,-0.390
3,0:34,2,10,PHI 19,13,13,Carson Wentz pass incomplete deep left intended for Nelson Agholor (defended by Malik Hooker),-0.390,-1.070
3,0:27,3,10,PHI 19,13,13,"Carson Wentz sacked by Margus Hunt for -6 yards. Carson Wentz fumbles (forced by Margus Hunt), recovered by Margus Hunt at PHI-13 (tackle by Carson Wentz)",-1.070,-4.710
3,0:20,1,10,PHI 13,13,13,Andrew Luck pass incomplete short middle intended for Eric Ebron (defended by Sidney Jones),4.710,4.050
3,0:15,2,10,PHI 13,13,13,Andrew Luck pass complete short right to Zach Pascal for 3 yards (tackle by Jalen Mills),4.050,3.650
Quarter,Time,Down,ToGo,Location,IND,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,PHI 10,13,13,Andrew Luck pass complete short right to Jordan Wilkins for no gain (tackle by Nigel Bradham),3.650,2.760
4,14:22,4,7,PHI 10,16,13,Adam Vinatieri 28 yard field goal good,2.760,3.000
4,14:20,,,IND 35,16,13,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,14:20,1,10,PHI 25,16,13,Corey Clement left end for -3 yards (tackle by Darius Leonard),0.610,-0.340
4,13:39,2,13,PHI 22,16,13,Carson Wentz pass complete short left to Dallas Goedert for 8 yards (tackle by Darius Leonard),-0.340,0.040
4,12:54,3,5,PHI 30,16,13,Carson Wentz pass complete short right to Nelson Agholor for 6 yards (tackle by Nate Hairston and Matthias Farley),0.040,1.330
4,12:11,1,10,PHI 36,16,13,Carson Wentz sacked by Darius Leonard for -10 yards,1.330,-0.560
4,11:30,2,20,PHI 26,16,13,"Corey Clement right end for 4 yards (tackle by Clayton Geathers). Penalty on Kamar Aiken: Offensive Holding, 10 yards",-0.560,-1.370
4,10:55,2,26,PHI 20,16,13,"Carson Wentz pass incomplete short right intended for Zach Ertz. Penalty on Nate Hairston: Defensive Holding, 5 yards (no play)",-1.370,0.610
4,10:51,1,10,PHI 25,16,13,Carson Wentz pass complete short left to Dallas Goedert for 7 yards (tackle by Kenny Moore),0.610,1.010
4,10:07,2,3,PHI 32,16,13,Wendell Smallwood up the middle for 4 yards (tackle by Clayton Geathers),1.010,1.330
4,9:26,1,10,PHI 36,16,13,"Penalty on Margus Hunt: Encroachment, 5 yards (no play)",1.330,2.060
4,9:02,1,5,PHI 41,16,13,Carson Wentz pass complete short left to Dallas Goedert for 12 yards (tackle by Pierre Desir). Penalty on Pierre Desir: Illegal Contact (Declined),2.060,2.460
4,8:34,1,10,IND 47,16,13,Wendell Smallwood up the middle for 7 yards (tackle by Clayton Geathers and Pierre Desir),2.460,2.860
4,7:50,2,3,IND 40,16,13,Carson Wentz sacked by Darius Leonard for -9 yards,2.860,0.960
4,6:57,3,12,IND 49,16,13,Carson Wentz pass complete short left to Jordan Matthews for 7 yards (tackle by Kenny Moore),0.960,0.460
4,6:24,4,5,IND 42,16,13,"Carson Wentz pass incomplete short left intended for Jordan Matthews. Penalty on Jabaal Sheard: Defensive Holding, 5 yards (no play)",0.460,3.120
4,6:19,1,10,IND 37,16,13,Carson Wentz pass complete short right to Wendell Smallwood for -8 yards (tackle by Margus Hunt),3.120,1.490
4,5:34,2,18,IND 45,16,13,Carson Wentz pass complete short right to Wendell Smallwood for 9 yards (tackle by Darius Leonard and Nate Hairston),1.490,2.010
4,4:47,3,9,IND 36,16,13,Carson Wentz pass complete short right to Nelson Agholor for 10 yards (tackle by Malik Hooker),2.010,3.840
4,4:40,1,10,IND 26,16,13,Corey Clement left end for 14 yards (tackle by Grover Stewart),3.840,4.780
4,3:50,1,10,IND 12,16,13,Corey Clement left end for 3 yards (tackle by Al-Quadin Muhammad),4.780,4.640
4,3:10,2,7,IND 9,16,13,"Carson Wentz pass complete short left to Wendell Smallwood for 6 yards (tackle by Al-Quadin Muhammad). Penalty on Al-Quadin Muhammad: Defensive Offside, 5 yards (no play)",4.640,5.600
4,3:06,2,2,IND 4,16,19,"Wendell Smallwood up the middle for 4 yards, touchdown",5.600,7.000
4,3:02,,,IND 15,16,20,Jake Elliott kicks extra point good,0.000,0.000
4,3:02,,,PHI 35,16,20,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:01,1,10,IND 25,16,20,Andrew Luck pass complete short right to Nyheim Hines for 12 yards (tackle by Jordan Hicks),0.610,1.400
4,2:49,1,10,IND 37,16,20,"Andrew Luck pass incomplete deep right intended for T.Y. Hilton. Penalty on Jalen Mills: Defensive Pass Interference, 18 yards (no play)",1.400,2.590
4,2:45,1,10,PHI 45,16,20,Andrew Luck pass incomplete deep middle intended for Eric Ebron,2.590,2.040
4,2:40,2,10,PHI 45,16,20,Andrew Luck pass complete deep left to Ryan Grant for 22 yards (tackle by Corey Graham),2.040,4.040
4,2:00,1,10,PHI 23,16,20,Andrew Luck pass complete short right to T.Y. Hilton for 8 yards (tackle by Jalen Mills),4.040,4.750
4,1:38,2,2,PHI 15,16,20,Nyheim Hines up the middle for 4 yards (tackle by Chris Long),4.750,4.840
4,1:35,,,,,,Timeout #1 by Philadelphia Eagles,,
4,1:35,1,10,PHI 11,16,20,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by Jordan Hicks),4.840,4.140
4,1:31,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:31,2,10,PHI 11,16,20,Andrew Luck pass complete short middle to Erik Swoope for 7 yards (tackle by Jordan Hicks),4.140,4.670
4,1:24,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:24,3,3,PHI 4,16,20,Andrew Luck pass incomplete short left intended for T.Y. Hilton,4.670,3.030
4,1:19,4,3,PHI 4,16,20,Andrew Luck sacked by Derek Barnett for -16 yards,3.030,-0.280
4,1:13,1,10,PHI 20,16,20,Corey Clement left end for -2 yards (tackle by Darius Leonard),0.280,-0.630
4,1:07,,,,,,Timeout #1 by Indianapolis Colts,,
4,1:07,2,12,PHI 18,16,20,Corey Clement up the middle for 3 yards (tackle by Jabaal Sheard),-0.630,-0.820
4,1:02,,,,,,Timeout #2 by Indianapolis Colts,,
4,1:01,3,9,PHI 21,16,20,Carson Wentz pass complete short right to Dallas Goedert for 8 yards (tackle by Nate Hairston and Zaire Franklin),-0.820,-1.440
4,0:53,,,,,,Timeout #3 by Indianapolis Colts,,
4,0:53,4,1,PHI 29,16,20,"Cameron Johnston punts 52 yards, returned by T.Y. Hilton for 2 yards. Penalty on George Odum: Offensive Holding, 10 yards",-1.440,0.370
4,0:43,1,10,IND 11,16,20,Andrew Luck pass complete short left to Eric Ebron for 9 yards (tackle by Ronald Darby),-0.370,0.360
4,0:33,2,1,IND 20,16,20,Andrew Luck pass complete short left to Nyheim Hines for 2 yards,0.360,0.410
4,0:27,1,10,IND 22,16,20,Andrew Luck pass incomplete short right intended for Eric Ebron,0.410,-0.130
4,0:20,2,10,IND 22,16,20,Andrew Luck pass complete short left to Nyheim Hines for 10 yards,-0.130,1.070
4,0:13,1,10,IND 32,16,20,Andrew Luck pass complete short left to Eric Ebron for 6 yards,1.070,1.340
4,0:09,2,4,IND 38,16,20,Andrew Luck pass complete short left to Eric Ebron for 8 yards,1.340,1.990
4,0:05,1,10,IND 46,16,20,Jacoby Brissett pass incomplete deep right intended for Ryan Grant (defended by Malcolm Jenkins),1.990,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
