Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
3,13:04,2,5,PIT 44,14,10,James Conner right guard for 17 yards (tackle by Jerome Baker),1.660,2.980
3,12:21,1,10,MIA 39,14,10,Benny Snell right tackle for 3 yards (tackle by Ryan Lewis),2.980,2.850
3,11:39,2,7,MIA 36,14,10,Mason Rudolph pass incomplete deep right intended for James Washington. Penalty on JuJu Smith-Schuster: Illegal Motion (Declined),2.850,2.150
3,11:33,,,,,,Timeout #1 by Miami Dolphins,,
3,11:33,3,7,MIA 36,14,10,Mason Rudolph pass incomplete short middle intended for JuJu Smith-Schuster (defended by Jomal Wiltz),2.150,0.880
3,11:28,4,7,MIA 36,14,10,Chris Boswell 54 yard field goal no good,0.880,-1.860
3,11:23,1,10,MIA 44,14,10,Ryan Fitzpatrick pass incomplete deep left intended for Preston Williams,1.860,1.320
3,11:17,2,10,MIA 44,14,10,Ryan Fitzpatrick pass incomplete short left intended for Mark Walton,1.320,0.630
3,11:14,3,10,MIA 44,14,10,Ryan Fitzpatrick pass deep middle intended for Jakeem Grant is intercepted by Minkah Fitzpatrick at PIT-3 and returned for no gain,0.630,0.380
3,11:03,1,10,PIT 3,14,10,James Conner right guard for 3 yards (tackle by Christian Wilkins and Jerome Baker),-0.380,-0.560
3,10:22,2,7,PIT 6,14,10,Mason Rudolph pass complete short middle to JuJu Smith-Schuster for 17 yards (tackle by Nik Needham),-0.560,0.480
3,9:35,1,10,PIT 23,14,10,"James Conner right guard for 20 yards (tackle by Xavien Howard and Raekwon McMillan). Penalty on Vance McDonald: Offensive Holding, 10 yards (no play)",0.480,-0.590
3,9:12,1,20,PIT 13,14,10,Mason Rudolph pass incomplete deep right intended for Vance McDonald (defended by Eric Rowe),-0.590,-1.500
3,9:06,2,20,PIT 13,14,10,Mason Rudolph pass complete deep middle to James Washington for 21 yards (tackle by Chris Lammons and Ryan Lewis),-1.500,1.200
3,8:21,1,10,PIT 34,14,10,James Conner left tackle for 14 yards (tackle by Jerome Baker),1.200,2.130
3,7:38,1,10,PIT 48,14,10,James Conner left tackle for 8 yards (tackle by Ryan Lewis),2.130,2.660
3,6:59,2,2,MIA 44,14,10,Mason Rudolph pass complete short middle to Vance McDonald for 4 yards (tackle by Trent Harris),2.660,2.920
3,6:19,1,10,MIA 40,14,10,Benny Snell up the middle for 4 yards (tackle by Raekwon McMillan and Davon Godchaux),2.920,2.910
3,5:35,2,6,MIA 36,14,10,Mason Rudolph sacked by Samuel Eguavoen for -2 yards,2.910,1.950
3,4:51,3,8,MIA 38,14,10,Mason Rudolph pass complete short left to Diontae Johnson for 11 yards (tackle by Ryan Lewis),1.950,3.780
3,4:07,1,10,MIA 27,14,10,Mason Rudolph pass complete short right to James Conner for 1 yard (tackle by Chris Lammons),3.780,3.370
3,3:23,2,9,MIA 26,14,16,"Mason Rudolph pass complete deep left to JuJu Smith-Schuster for 26 yards, touchdown",3.370,7.000
3,3:16,,,MIA 15,14,17,Chris Boswell kicks extra point good,0.000,0.000
3,3:16,,,PIT 35,14,17,"Chris Boswell kicks off 56 yards, returned by Jakeem Grant for 22 yards (tackle by Jordan Dangerfield)",0.000,1.000
3,3:11,1,10,MIA 31,14,17,Mark Walton right guard for 3 yards (tackle by Devin Bush and Bud Dupree),1.000,0.870
3,2:27,2,7,MIA 34,14,17,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 10 yards (tackle by Minkah Fitzpatrick),0.870,1.860
3,1:50,1,10,MIA 44,14,17,Ryan Fitzpatrick pass incomplete short left intended for Preston Williams,1.860,1.320
3,1:45,2,10,MIA 44,14,17,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 5 yards (tackle by Mark Barron),1.320,1.290
3,0:57,3,5,MIA 49,14,17,Ryan Fitzpatrick up the middle for 4 yards (tackle by Joe Haden),1.290,0.130
3,0:20,4,1,PIT 47,14,17,Ryan Fitzpatrick right end for no gain (tackle by Cameron Heyward and Joe Haden),0.130,-2.060
3,0:18,1,10,PIT 47,14,17,James Conner up the middle for 1 yard (tackle by Christian Wilkins and Raekwon McMillan),2.060,1.650
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,PIT 48,14,17,Mason Rudolph pass complete short left to Diontae Johnson for 13 yards (tackle by Vince Biegel),1.650,2.980
4,14:18,1,10,MIA 39,14,17,James Conner left end for 11 yards (tackle by Raekwon McMillan),2.980,3.710
4,13:42,1,10,MIA 28,14,17,"James Conner left guard for no gain (tackle by Trent Harris and John Jenkins). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards (no play)",3.710,3.050
4,13:19,1,20,MIA 38,14,17,"Mason Rudolph pass incomplete deep left intended for JuJu Smith-Schuster. Penalty on Ryan Lewis: Defensive Pass Interference, 25 yards (no play)",3.050,4.710
4,13:14,1,10,MIA 13,14,17,Mason Rudolph pass complete short middle to JuJu Smith-Schuster for 9 yards (tackle by Bobby McCain),4.710,5.730
4,12:25,2,1,MIA 4,14,17,"Penalty on PIT: Delay of Game, 5 yards (no play)",5.730,4.770
4,12:05,2,6,MIA 9,14,23,"James Conner up the middle for 9 yards, touchdown",4.770,7.000
4,12:01,,,MIA 15,14,24,Chris Boswell kicks extra point good,0.000,0.000
4,12:01,,,PIT 35,14,24,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,12:01,1,10,MIA 25,14,24,Ryan Fitzpatrick pass complete short left to Mark Walton for 7 yards (tackle by Mark Barron and Terrell Edmunds),0.610,1.010
4,11:20,2,3,MIA 32,14,24,Mark Walton up the middle for 6 yards (tackle by Mark Barron and Devin Bush),1.010,1.470
4,10:44,1,10,MIA 38,14,24,"Penalty on Jesse Davis: False Start, 5 yards (no play)",1.470,1.140
4,10:25,1,15,MIA 33,14,24,Mark Walton right guard for 2 yards (tackle by Cameron Heyward),1.140,0.520
4,9:51,2,13,MIA 35,14,24,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,0.520,-0.160
4,9:48,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,9:48,3,13,MIA 35,14,24,Ryan Fitzpatrick pass complete short left to Jakeem Grant for 15 yards,-0.160,2.260
4,9:18,1,10,MIA 50,14,24,"Ryan Fitzpatrick pass complete short middle to Mark Walton for 9 yards (tackle by Mike Hilton). Mark Walton fumbles (forced by Mike Hilton), recovered by Steven Nelson at PIT-27 (tackle by Michael Deiter)",2.260,-0.740
4,9:06,1,10,PIT 27,14,24,"James Conner right end for 1 yard (tackle by Trent Harris). Penalty on Zach Banner: Offensive Holding, 10 yards (no play)",0.740,-0.170
4,8:39,1,20,PIT 17,14,24,Mason Rudolph pass incomplete deep right intended for Diontae Johnson,-0.170,-1.290
4,8:33,2,20,PIT 17,14,24,Mason Rudolph pass incomplete deep left intended for James Washington,-1.290,-2.100
4,8:26,3,20,PIT 17,14,24,James Conner right tackle for 8 yards (tackle by Samuel Eguavoen and Vince Biegel),-2.100,-1.700
4,7:38,4,12,PIT 25,14,24,"Jordan Berry punts 49 yards, returned by Preston Williams for 2 yards (tackle by Tyler Matakevich)",-1.700,-0.810
4,7:23,1,10,MIA 28,14,24,"Ryan Fitzpatrick sacked by T.J. Watt for -6 yards. Ryan Fitzpatrick fumbles (forced by T.J. Watt), recovered by T.J. Watt at MIA-22",0.810,-4.110
4,7:13,1,10,MIA 22,14,24,James Conner left guard for 3 yards (tackle by Davon Godchaux and Vince Biegel),4.110,3.970
4,6:29,2,7,MIA 19,14,24,Mason Rudolph pass complete short right to Vance McDonald for 1 yard (tackle by Eric Rowe),3.970,3.400
4,6:22,,,,,,Timeout #2 by Miami Dolphins,,
4,6:22,3,6,MIA 18,14,24,Mason Rudolph pass complete short left to James Conner for -5 yards (tackle by Jerome Baker),3.400,1.930
4,5:37,4,11,MIA 23,14,27,Chris Boswell 41 yard field goal good,1.930,3.000
4,5:32,,,PIT 35,14,27,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,5:32,1,10,MIA 25,14,27,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 9 yards (tackle by Devin Bush),0.610,1.280
4,5:09,2,1,MIA 34,14,27,Mark Walton right guard for 9 yards (tackle by Mark Barron),1.280,1.800
4,4:45,1,10,MIA 43,14,27,Ryan Fitzpatrick right guard for 8 yards (tackle by Terrell Edmunds),1.800,2.330
4,4:12,2,2,PIT 49,14,27,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 15 yards (tackle by Devin Bush),2.330,3.310
4,3:41,1,10,PIT 34,14,27,Ryan Fitzpatrick pass complete short middle to Mark Walton for 3 yards (tackle by Devin Bush),3.310,3.180
4,3:13,2,7,PIT 31,14,27,Ryan Fitzpatrick pass incomplete short left,3.180,2.480
4,3:08,3,7,PIT 31,14,27,Ryan Fitzpatrick pass incomplete deep middle intended for Mike Gesicki,2.480,1.320
4,3:03,4,7,PIT 31,14,27,Ryan Fitzpatrick sacked by Cameron Heyward for -4 yards,1.320,-1.270
4,2:57,1,10,PIT 35,14,27,James Conner up the middle for 3 yards (tackle by Davon Godchaux and Vince Biegel),1.270,1.130
4,2:15,2,7,PIT 38,14,27,James Conner up the middle for 6 yards (tackle by Eric Rowe),1.130,1.220
4,2:10,,,,,,Timeout #3 by Miami Dolphins,,
4,2:10,3,1,PIT 44,14,27,Trey Edmunds up the middle for no gain (tackle by Eric Rowe),1.220,-0.460
4,2:00,4,1,PIT 44,14,27,"Jordan Berry punts 46 yards, returned by Preston Williams for 19 yards (tackle by Trey Edmunds)",-0.460,-0.870
4,1:50,1,10,MIA 29,14,27,Ryan Fitzpatrick pass incomplete short right intended for Mark Walton (defended by Cameron Heyward),0.870,0.330
4,1:46,2,10,MIA 29,14,27,Ryan Fitzpatrick pass complete short left to DeVante Parker for 5 yards (tackle by Steven Nelson),0.330,0.300
4,1:21,3,5,MIA 34,14,27,Ryan Fitzpatrick right end for 6 yards (tackle by Joe Haden),0.300,1.600
4,1:13,1,10,MIA 40,14,27,Ryan Fitzpatrick pass complete short middle to Michael Deiter for no gain (tackle by Javon Hargrave),1.600,1.050
4,0:40,2,10,MIA 40,14,27,"Ryan Fitzpatrick sacked by T.J. Watt for -10 yards. Ryan Fitzpatrick fumbles (forced by T.J. Watt), recovered by Ryan Fitzpatrick at MIA-30",1.050,-0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
