Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
1,4:10,3,12,CIN 45,0,0,Blake Bortles pass complete short middle to Keelan Cole for 28 yards (tackle by Josh Shaw),1.220,4.440
1,3:22,1,10,CIN 17,0,0,T.J. Yeldon middle for 3 yards (tackle by Chris Smith),4.440,4.320
1,2:47,2,7,CIN 14,0,0,Blake Bortles pass incomplete short right intended for Marcedes Lewis,4.320,3.500
1,2:43,3,7,CIN 14,0,0,Blake Bortles pass incomplete short middle intended for Keelan Cole,3.500,2.510
1,2:34,4,7,CIN 14,0,3,Josh Lambo 32 yard field goal good,2.510,3.000
1,2:34,,,JAX 35,0,3,"Josh Lambo kicks off 58 yards, returned by Alex Erickson for 20 yards (tackle by Jaydon Mickens)",0.000,-0.740
1,2:28,1,10,CIN 27,0,3,Joe Mixon right guard for 7 yards (tackle by Barry Church and Telvin Smith),0.740,1.140
1,1:52,2,3,CIN 34,0,3,Andy Dalton pass incomplete,1.140,0.430
1,1:45,3,3,CIN 34,0,3,Andy Dalton pass complete short middle to Josh Malone for 13 yards (tackle by Tashaun Gipson),0.430,2.060
1,1:00,1,10,CIN 47,0,3,Andy Dalton pass incomplete deep right intended for A.J. Green,2.060,1.520
1,0:53,2,10,CIN 47,0,3,Joe Mixon middle for 1 yard (tackle by Barry Church),1.520,0.960
1,0:11,3,9,CIN 48,0,3,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Jalen Ramsey),0.960,0.200
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,JAX 46,0,3,Kevin Huber punts 42 yards,0.200,0.380
2,14:52,1,10,JAX 4,0,3,Chris Ivory middle for 6 yards (tackle by Nick Vigil),-0.380,-0.340
2,14:10,2,4,JAX 10,0,3,Blake Bortles pass incomplete deep left intended for Marqise Lee,-0.340,-0.720
2,14:03,3,4,JAX 10,0,3,Blake Bortles pass complete short middle to Marqise Lee for 11 yards (tackle by Dre Kirkpatrick),-0.720,0.340
2,13:24,1,10,JAX 21,0,3,Blake Bortles pass complete short right to Chris Ivory for 29 yards (tackle by Nick Vigil),0.340,2.260
2,12:36,1,10,,0,3,Chris Ivory left end for 4 yards (tackle by Nick Vigil and Jordan Willis),2.260,2.250
2,11:59,2,6,CIN 46,0,3,T.J. Yeldon middle for 2 yards (tackle by Vontaze Burfict),2.250,1.820
2,11:27,3,4,CIN 44,0,3,Blake Bortles pass complete short left to Allen Hurns for 9 yards,1.820,3.250
2,10:55,1,10,CIN 35,0,3,Blake Bortles pass incomplete deep left intended for Marcedes Lewis,3.250,2.700
2,10:47,2,10,CIN 35,0,3,Chris Ivory middle for 14 yards (tackle by Darqueze Dennard and Nick Vigil),2.700,4.170
2,10:01,1,10,CIN 21,0,3,Blake Bortles pass complete short left to Marqise Lee for 1 yard (tackle by Nick Vigil),4.170,3.760
2,9:24,2,9,CIN 20,0,3,T.J. Yeldon middle for 5 yards (tackle by George Iloka),3.760,0.000
2,8:36,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-3.810
2,8:36,3,4,CIN 15,0,3,Blake Bortles pass complete short left to Marqise Lee for 5 yards (tackle by Adam Jones),3.810,4.910
2,7:49,1,10,CIN 10,0,3,Blake Bortles pass complete short middle to Chris Ivory for 7 yards (tackle by Dre Kirkpatrick),4.910,5.530
2,7:06,2,3,CIN 3,0,3,Blake Bortles pass incomplete short left intended for Marqise Lee,5.530,4.720
2,7:01,3,3,CIN 3,0,9,"Blake Bortles pass complete short left to Marqise Lee for 3 yards, touchdown",4.720,7.000
2,6:57,,,CIN 15,0,10,Josh Lambo kicks extra point good,0.000,0.000
2,6:57,,,JAX 35,0,10,"Josh Lambo kicks off 61 yards, returned by Alex Erickson for 16 yards (tackle by Arrelious Benn)",0.000,-0.280
2,6:53,1,10,CIN 20,0,10,Joe Mixon left end for 2 yards (tackle by Marcell Dareus),0.280,0.000
2,6:13,2,8,CIN 22,0,10,Andy Dalton pass complete deep middle to Tyler Kroft for 59 yards (tackle by Paul Posluszny),0.000,4.310
2,5:40,1,10,JAX 19,0,10,Andy Dalton pass complete short right to Joe Mixon for 10 yards (tackle by Paul Posluszny),4.310,5.140
2,5:01,1,9,JAX 9,0,10,Joe Mixon middle for 2 yards (tackle by Marcell Dareus),5.140,0.000
2,4:18,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-4.760
2,4:18,2,7,JAX 7,6,10,"Joe Mixon right end for 7 yards, touchdown. Penalty on Andre Smith: Unsportsmanlike Conduct, 15 yards",4.760,7.000
2,4:13,,,JAX 15,7,10,Marshall Koehn kicks extra point good,0.000,0.000
2,4:13,,,CIN 20,7,10,"Marshall Koehn kicks off 74 yards, returned by Corey Grant for 37 yards (tackle by Marshall Koehn). Penalty on Blair Brown: Offensive Holding, 10 yards",0.000,-0.610
2,4:04,1,10,JAX 25,7,10,Chris Ivory middle for 5 yards (tackle by Shawn Williams),0.610,0.740
2,3:34,2,5,JAX 30,7,10,"Chris Ivory middle for -2 yards (tackle by Carlos Dunlap). Penalty on Andrew Billings: Defensive Holding, 5 yards (no play)",0.740,1.270
2,3:16,1,10,JAX 35,7,10,Chris Ivory left end for 2 yards (tackle by Geno Atkins),1.270,0.990
2,2:39,2,8,JAX 37,7,10,Blake Bortles pass incomplete deep right intended for Marqise Lee,0.990,0.300
2,2:32,3,8,JAX 37,7,10,Blake Bortles pass complete short right to Marcedes Lewis for 8 yards (tackle by Darqueze Dennard),0.300,1.930
2,2:00,1,10,JAX 45,7,10,Blake Bortles pass incomplete,1.930,1.380
2,1:53,2,10,JAX 45,7,10,Blake Bortles pass complete short right to James O'Shaughnessy for 6 yards (tackle by Dre Kirkpatrick),1.380,1.490
2,1:22,3,4,CIN 49,7,10,Blake Bortles pass complete short middle to T.J. Yeldon for 5 yards (tackle by Nick Vigil),1.490,2.650
2,0:57,1,10,CIN 44,7,10,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,2.650,2.110
2,0:53,2,10,CIN 44,7,10,Blake Bortles pass incomplete deep middle intended for Marqise Lee,2.110,1.420
2,0:47,3,10,CIN 44,7,10,Blake Bortles pass complete short middle to T.J. Yeldon for 6 yards (tackle by Nick Vigil),1.420,0.000
2,0:28,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-0.720
2,0:28,4,4,CIN 38,7,13,Josh Lambo 56 yard field goal good,0.720,3.000
2,0:23,,,JAX 35,7,13,"Josh Lambo kicks off 60 yards, returned by Alex Erickson for 16 yards (tackle by Lerentee McCray)",0.000,-0.340
2,0:18,1,10,CIN 21,7,13,"Joe Mixon middle for 1 yard (tackle by Malik Jackson). Penalty on A.J. Green: Disqualification (Offsetting), Penalty on Jalen Ramsey: Disqualification (Offsetting)",0.340,-0.070
2,0:10,2,9,CIN 22,7,13,Andy Dalton kneels for -1 yards,-0.070,-0.890
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,13,"Josh Lambo kicks off 67 yards, returned by Alex Erickson for 18 yards (tackle by Jaydon Mickens)",0.000,0.140
3,14:55,1,10,CIN 16,7,13,Andy Dalton pass complete short right to Brandon LaFell for 9 yards (tackle by Aaron Colvin),-0.140,0.690
3,14:36,2,1,CIN 25,7,13,Joe Mixon middle for 2 yards (tackle by Barry Church),0.690,0.740
3,13:58,1,10,CIN 27,7,13,Andy Dalton pass complete short right to Tyler Kroft for 20 yards (tackle by Tashaun Gipson),0.740,2.060
3,13:30,1,10,CIN 47,7,13,Joe Mixon middle for -1 yards (tackle by Telvin Smith),2.060,1.380
3,12:53,2,11,CIN 46,7,13,Joe Mixon middle for 6 yards (tackle by Barry Church),1.380,1.490
3,12:11,3,5,JAX 48,7,13,"Andy Dalton for 3 yards (tackle by Myles Jack). Penalty on Cedric Ogbuehi: Offensive Holding, 10 yards (no play)",1.490,0.170
3,11:50,3,15,CIN 42,7,13,Andy Dalton pass incomplete short middle intended for Josh Malone. Penalty on Andre Smith: Illegal Use of Hands (Declined),0.170,-0.590
3,11:44,4,15,CIN 42,7,13,Kevin Huber punts 45 yards,-0.590,0.320
3,11:30,1,10,JAX 13,7,13,"Blake Bortles pass incomplete short right intended for Marqise Lee. Penalty on Dre Kirkpatrick: Defensive Pass Interference, 12 yards (no play)",-0.320,0.610
3,11:25,1,10,JAX 25,7,13,Chris Ivory middle for 2 yards (tackle by Dre Kirkpatrick),0.610,0.330
3,10:33,2,8,JAX 27,7,13,Corey Grant left end for 11 yards (tackle by Adam Jones),0.330,1.470
3,9:59,1,10,JAX 38,7,13,Blake Bortles left end for 6 yards (tackle by Clayton Fejedelem),1.470,1.730
3,9:28,2,4,JAX 44,7,13,T.J. Yeldon middle for 5 yards (tackle by Vincent Rey),1.730,2.190
3,8:59,1,10,JAX 49,7,13,"Blake Bortles pass complete deep middle to Marqise Lee for 19 yards (tackle by Adam Jones). Penalty on Adam Jones: Face Mask (15 Yards), 15 yards",2.190,4.440
3,8:26,1,10,CIN 17,7,13,Blake Bortles pass incomplete short middle intended for Chris Ivory,4.440,3.850
3,8:21,2,10,CIN 17,7,13,Chris Ivory middle for 8 yards (tackle by George Iloka),3.850,4.570
3,7:40,3,2,CIN 9,7,13,T.J. Yeldon middle for 1 yard (tackle by Carlos Dunlap),4.570,2.990
3,6:55,4,1,CIN 8,7,16,Josh Lambo 25 yard field goal good,2.990,3.000
3,6:51,,,JAX 35,7,16,"Josh Lambo kicks off 62 yards, returned by Alex Erickson for 32 yards (tackle by Donald Payne)",0.000,-1.270
3,6:43,1,10,CIN 35,7,16,Giovani Bernard middle for -1 yards (tackle by Barry Church and Telvin Smith),1.270,0.590
3,6:04,2,11,CIN 34,7,16,Andy Dalton sacked by Malik Jackson for -9 yards,0.590,-1.290
3,5:25,3,20,CIN 25,7,16,Andy Dalton pass complete short left to Giovani Bernard for -5 yards (tackle by Calais Campbell),-1.290,-2.030
3,4:44,4,25,CIN 20,7,16,"Kevin Huber punts 53 yards, returned by Jaydon Mickens for 2 yards, lateral to Corey Grant for 6 yards (tackle by Alex Erickson). Penalty on Arrelious Benn: Illegal Block Above the Waist, 10 yards",-2.030,-0.610
3,4:26,1,10,JAX 25,7,16,Chris Ivory left end for 8 yards (tackle by George Iloka),0.610,1.140
3,3:48,2,2,JAX 33,7,16,Corey Grant middle for 1 yard (tackle by Vontaze Burfict),1.140,0.560
3,3:07,3,1,JAX 34,7,16,Blake Bortles pass complete short right to Allen Hurns for 9 yards (tackle by Darqueze Dennard),0.560,1.800
3,2:39,1,10,JAX 43,7,16,T.J. Yeldon middle for 2 yards (tackle by Geno Atkins),1.800,1.520
3,2:07,2,8,JAX 45,7,16,T.J. Yeldon middle for 3 yards (tackle by Vincent Rey and Nick Vigil),1.520,1.220
3,1:27,3,5,JAX 48,7,16,Blake Bortles pass incomplete short right intended for Keelan Cole,1.220,-0.190
3,1:23,4,5,JAX 48,7,16,"Brad Nortman punts 45 yards, fair catch by Alex Erickson. Penalty on JAX: Illegal Formation (Declined), Penalty on Matt Overton: Offensive Holding, 10 yards (no play)",-0.190,-0.850
3,1:13,4,15,JAX 38,7,16,"Brad Nortman punts 62 yards, touchback. Penalty on Clayton Fejedelem: Offensive Holding, 10 yards",-0.850,0.380
3,1:06,1,10,CIN 10,7,16,"Andy Dalton pass complete short right to Giovani Bernard for 3 yards (tackle by Paul Posluszny). Penalty on Russell Bodine: Offensive Holding, 5 yards (no play)",-0.380,-0.570
3,0:35,1,15,CIN 5,7,16,Andy Dalton pass incomplete short middle intended for Joe Mixon (defended by Telvin Smith),-0.570,-1.150
3,0:29,2,15,CIN 5,7,16,Joe Mixon middle for 6 yards (tackle by Marcell Dareus),-1.150,-1.300
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CIN 11,7,16,Andy Dalton pass incomplete deep left intended for Josh Malone,-1.300,-2.490
4,14:54,4,9,CIN 11,7,22,"Kevin Huber punts 52 yards, returned by Jaydon Mickens for 63 yards, touchdown",-2.490,-7.000
4,,,,CIN 15,7,23,Josh Lambo kicks extra point good,,
4,14:35,,,JAX 35,7,23,"Josh Lambo kicks off 60 yards, returned by Alex Erickson for 21 yards (tackle by Blair Brown)",0.000,-0.670
4,14:29,1,10,CIN 26,7,23,Andy Dalton pass complete short right to Brandon LaFell for 19 yards,0.670,1.930
4,13:49,1,10,CIN 45,7,23,Joe Mixon right guard for -6 yards (tackle by Yannick Ngakoue),1.930,0.570
4,13:04,2,16,CIN 39,7,23,Andy Dalton sacked by Calais Campbell for -8 yards,0.570,-1.150
4,12:41,3,24,CIN 31,7,23,Andy Dalton pass incomplete deep left intended for Josh Malone,-1.150,-1.310
4,12:35,4,24,CIN 31,7,23,"Kevin Huber punts 54 yards, returned by Jaydon Mickens for 17 yards (tackle by Alex Erickson)",-1.310,-1.070
4,12:25,1,10,JAX 32,7,23,Chris Ivory middle for 4 yards (tackle by Nick Vigil),1.070,1.070
4,11:45,2,6,JAX 36,7,23,Blake Bortles pass incomplete short left intended for Marcedes Lewis,1.070,0.370
4,11:40,3,6,JAX 36,7,23,Blake Bortles pass complete short left to Marqise Lee for 9 yards (tackle by Adam Jones),0.370,1.930
4,11:01,1,10,JAX 45,7,23,Blake Bortles pass incomplete deep right intended for Allen Hurns,1.930,1.380
4,10:54,2,10,JAX 45,7,23,Blake Bortles pass complete short right to Marqise Lee for 8 yards (tackle by Dre Kirkpatrick),1.380,1.750
4,10:25,3,2,CIN 47,7,23,Blake Bortles pass incomplete short right intended for T.J. Yeldon,1.750,0.130
4,10:16,4,2,CIN 47,7,23,"Brad Nortman punts 32 yards, fair catch by Alex Erickson",0.130,0.220
4,10:10,1,10,CIN 15,7,23,Andy Dalton pass incomplete short left intended for C.J. Uzomah (defended by Lerentee McCray),-0.220,-0.710
4,10:07,2,10,CIN 15,7,23,Andy Dalton pass complete short middle to Joe Mixon for no gain,-0.710,-1.370
4,9:22,3,10,CIN 15,7,23,Andy Dalton pass incomplete deep right intended for Alex Erickson,-1.370,-2.440
4,9:17,4,10,CIN 15,7,23,Kevin Huber punts 55 yards,-2.440,-0.940
4,9:06,1,10,JAX 30,7,23,Chris Ivory middle for -2 yards (tackle by Jordan Willis),0.940,0.120
4,8:22,2,12,JAX 28,7,23,Blake Bortles left end for 5 yards (tackle by Michael Johnson),0.120,0.100
4,7:44,3,7,JAX 33,7,23,Blake Bortles pass complete short right to Allen Hurns for 13 yards (tackle by Darqueze Dennard),0.100,1.990
4,6:58,1,10,JAX 46,7,23,Blake Bortles pass complete short right to Tommy Bohanon for 6 yards (tackle by George Iloka),1.990,2.260
4,6:17,2,4,CIN 48,7,23,T.J. Yeldon left end for 15 yards (tackle by Josh Shaw),2.260,3.380
4,5:29,1,10,CIN 33,7,23,T.J. Yeldon left guard for 5 yards (tackle by Adam Jones),3.380,3.510
4,4:42,2,5,CIN 28,7,23,Blake Bortles left end for 7 yards,3.510,4.170
4,3:58,1,10,CIN 21,7,23,T.J. Yeldon middle for 5 yards (tackle by George Iloka),4.170,4.370
4,3:16,2,5,CIN 16,7,23,Chris Ivory right guard for 5 yards (tackle by Andrew Billings),4.370,4.840
4,2:32,1,10,CIN 11,7,23,Chris Ivory middle for no gain (tackle by Vontaze Burfict),4.840,4.140
4,2:00,2,10,CIN 11,7,23,"Chris Ivory left end for 1 yard (tackle by Vontaze Burfict). Penalty on Vontaze Burfict: Face Mask (15 Yards), 5 yards",4.140,6.060
4,1:53,1,5,CIN 5,7,23,Chris Ivory middle for 1 yard (tackle by George Iloka),6.060,0.000
4,1:35,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-5.340
4,1:35,2,4,CIN 4,7,23,Chris Ivory middle for 1 yard (tackle by Michael Johnson),5.340,4.720
4,0:55,3,3,CIN 3,7,23,Chris Ivory right guard for 2 yards (tackle by Vincent Rey),4.720,0.000
4,0:35,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-3.550
4,0:35,4,1,CIN 1,7,23,"Penalty on Josh Wells: False Start, 5 yards (no play)",3.550,2.990
4,0:35,4,6,CIN 6,7,23,Blake Bortles kneels for -1 yards,2.990,0.380
4,0:33,1,10,CIN 7,7,23,Andy Dalton kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
