Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
3,12:32,2,3,DEN 32,7,7,Rashad Jennings middle for 6 yards (tackle by Robert Ayers and D.J. Williams),3.390,3.840
3,12:01,1,10,DEN 26,7,7,Rashad Jennings left end for 15 yards (tackle by Renaldo Hill),3.840,4.840
3,11:19,1,10,DEN 11,7,7,Maurice Jones-Drew left end for 1 yard (tackle by Andre' Goodman),4.840,4.320
3,10:49,2,9,DEN 10,7,13,"David Garrard pass complete short left to Marcedes Lewis for 10 yards, touchdown",4.320,7.000
3,,,,DEN 2,7,14,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,7,14,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,10:42,1,10,DEN 20,7,14,Knowshon Moreno left end for 1 yard (tackle by Tyson Alualu),0.280,-0.130
3,10:09,2,9,DEN 21,7,14,Kyle Orton pass complete short right to Dan Gronkowski for 2 yards (tackle by Rashean Mathis and Justin Durant),-0.130,-0.560
3,9:29,3,7,DEN 23,7,14,Kyle Orton pass complete short left to Eddie Royal for 9 yards (tackle by Derek Cox),-0.560,1.070
3,8:54,1,10,DEN 32,7,14,Knowshon Moreno middle for 3 yards (tackle by Derek Cox),1.070,0.930
3,8:15,2,7,DEN 35,7,14,Kyle Orton pass incomplete short right intended for Eddie Royal (defended by Jeremy Mincey),0.930,0.230
3,8:11,3,7,DEN 35,7,14,Kyle Orton sacked by Aaron Kampman and Terrance Knighton for -7 yards,0.230,-1.500
3,7:49,4,14,DEN 28,7,14,"Britton Colquitt punts 47 yards, returned by Mike Thomas for 5 yards (tackle by Lance Ball)",-1.500,-0.940
3,7:38,1,10,JAX 30,7,14,David Garrard pass complete short right to Greg Jones for -1 yards (tackle by Champ Bailey),0.940,0.260
3,7:01,2,11,JAX 29,7,14,David Garrard pass incomplete short middle intended for Mike Sims-Walker,0.260,-0.430
3,6:55,3,11,JAX 29,7,14,David Garrard pass complete short left to Mike Thomas for 10 yards (tackle by D.J. Williams),-0.430,-0.780
3,6:16,4,1,JAX 39,7,14,Maurice Jones-Drew middle for no gain (tackle by D.J. Williams),-0.780,-2.920
3,6:06,1,10,JAX 40,7,14,Kyle Orton pass complete short middle to Jabar Gaffney for 15 yards (tackle by Sean Considine),2.920,3.910
3,5:37,1,10,JAX 25,7,14,Knowshon Moreno right end for 17 yards (tackle by Kirk Morrison),3.910,5.370
3,4:49,1,8,JAX 8,7,14,"Kyle Orton pass incomplete short left intended for Brandon Lloyd. Penalty on Derek Cox: Defensive Pass Interfere, 7 yards (no play)",5.370,6.970
,,,,,,,"JAX challenged the tipped pass ruling, and the play was upheld.",,
3,4:44,1,1,JAX 1,7,14,Knowshon Moreno left end for no gain (tackle by Anthony Smith),6.970,5.910
3,4:12,2,1,JAX 1,13,14,"Knowshon Moreno left end for 1 yard, touchdown",5.910,7.000
3,,,,JAX 2,14,14,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,14,14,"Matt Prater kicks off 76 yards, returned by Tiquan Underwood for 53 yards (tackle by Perrish Cox)",0.000,2.060
3,3:59,1,10,JAX 47,14,14,"Penalty on Justin Smiley: False Start, 5 yards (no play)",2.060,1.730
3,3:59,1,15,JAX 42,14,14,David Garrard pass incomplete short middle intended for Mike Thomas (defended by Brian Dawkins),1.730,0.840
3,3:54,2,15,JAX 42,14,14,Maurice Jones-Drew middle for 4 yards (tackle by Renaldo Hill),0.840,0.700
3,3:13,3,11,JAX 46,14,14,David Garrard pass complete deep middle to Mike Thomas for 20 yards (tackle by Renaldo Hill). Penalty on Andre' Goodman: Illegal Use of Hands (Declined),0.700,3.310
3,2:52,1,10,DEN 34,14,14,Maurice Jones-Drew right end for no gain (tackle by Kevin Vickerson),3.310,2.770
3,2:13,2,10,DEN 34,14,14,David Garrard pass complete short left to Zach Miller for 2 yards (tackle by D.J. Williams),2.770,2.350
3,1:30,3,8,DEN 32,14,14,David Garrard pass complete short right to Maurice Jones-Drew for 5 yards (tackle by D.J. Williams),2.350,1.770
3,0:50,4,3,DEN 27,14,17,Josh Scobee 45 yard field goal good,1.770,3.000
3,,,,JAX 30,14,17,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,0:45,1,10,DEN 20,14,17,Knowshon Moreno left end for 2 yards (tackle by Sean Considine),0.280,0.000
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DEN 22,14,17,Kyle Orton pass complete deep left to Brandon Lloyd for 27 yards,0.000,2.190
,,,,,,,"JAX challenged the pass completion ruling, and the play was upheld.",,
4,14:33,1,10,DEN 49,14,17,Knowshon Moreno right end for 5 yards (tackle by Kirk Morrison),2.190,2.320
4,14:27,2,5,JAX 46,14,17,Correll Buckhalter right end for 1 yard (tackle by Terrance Knighton),2.320,1.750
4,13:44,3,4,JAX 45,14,17,Kyle Orton middle for 5 yards (tackle by Sean Considine),1.750,2.920
4,12:58,,,,14,17,Timeout #1 by Denver Broncos,0.000,2.920
4,12:58,1,10,JAX 40,14,17,Correll Buckhalter left end for no gain (tackle by David Jones),2.920,2.370
4,12:15,2,10,JAX 40,14,17,Kyle Orton pass incomplete short right intended for Correll Buckhalter (defended by Derrick Harvey),2.370,1.680
4,12:15,3,10,JAX 40,14,17,"Penalty on Kyle Orton: Delay of Game, 5 yards (no play)",1.680,1.030
4,12:10,3,15,JAX 45,14,17,Kyle Orton pass complete short left to Eddie Royal for 9 yards (tackle by Sean Considine),1.030,0.880
4,11:26,4,6,JAX 36,17,17,Matt Prater 54 yard field goal good,0.880,3.000
4,,,,DEN 30,17,17,"Matt Prater kicks off 69 yards, returned by Tiquan Underwood for 16 yards (tackle by Spencer Larsen)",0.000,-0.060
4,11:13,1,10,JAX 17,17,17,"David Garrard pass complete short right to Maurice Jones-Drew for 2 yards (tackle by Ryan McBean). Penalty on Ryan McBean: Face Mask (15 Yards), 15 yards",-0.060,1.200
4,10:48,1,10,JAX 34,17,17,Maurice Jones-Drew right end for 8 yards (tackle by D.J. Williams),1.200,1.740
4,10:21,2,2,JAX 42,17,17,"Maurice Jones-Drew middle for 8 yards (tackle by Mario Haggan). Penalty on Ryan McBean: Face Mask (15 Yards), 15 yards",1.740,3.250
4,10:04,1,10,DEN 35,17,17,Rashad Jennings middle for no gain (tackle by Jason Hunter),3.250,2.700
4,9:27,2,10,DEN 35,17,17,David Garrard pass complete short left to Mike Thomas for 7 yards (tackle by Robert Ayers),2.700,2.940
4,8:46,3,3,DEN 28,17,17,David Garrard middle for 4 yards (tackle by Brian Dawkins),2.940,3.970
4,8:06,1,10,DEN 24,17,23,"David Garrard pass complete deep middle to Kassim Osgood for 24 yards, touchdown. Penalty on Kassim Osgood: Unsportsmanlike Conduct, 15 yards",3.970,7.000
4,,,,DEN 2,17,24,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 15,17,24,"Josh Scobee kicks off 67 yards, returned by Perrish Cox for 25 yards (tackle by Kassim Osgood)",0.000,1.800
4,7:49,1,10,DEN 43,17,24,Kyle Orton pass incomplete deep left intended for Brandon Lloyd,1.800,1.250
4,7:42,2,10,DEN 43,17,24,Kyle Orton pass complete deep right to Brandon Lloyd for 25 yards (tackle by Rashean Mathis),1.250,3.450
4,6:56,1,10,JAX 32,17,24,Knowshon Moreno middle for 11 yards (tackle by Anthony Smith),3.450,4.170
4,6:21,1,10,JAX 21,17,24,Knowshon Moreno left end for no gain (tackle by Aaron Kampman),4.170,3.630
4,5:37,2,10,JAX 21,17,24,Kyle Orton middle for 7 yards,3.630,4.020
4,4:51,3,3,JAX 14,17,24,Kyle Orton pass incomplete short right intended for Brandon Lloyd (defended by Sean Considine),4.020,2.610
4,4:47,,,,17,24,Timeout #3 by Jacksonville Jaguars,0.000,2.610
4,4:47,4,3,JAX 14,17,24,Kyle Orton pass incomplete short right intended for Brandon Lloyd,2.610,0.280
4,4:41,1,10,JAX 14,17,24,Maurice Jones-Drew right end for 6 yards (tackle by Jason Hunter),-0.280,0.150
4,3:57,2,4,JAX 20,17,24,Maurice Jones-Drew middle for 8 yards (tackle by Jamal Williams),0.150,0.810
4,3:14,1,10,JAX 28,17,24,Maurice Jones-Drew middle for 3 yards (tackle by Mario Haggan),0.810,0.670
4,3:14,2,7,JAX 31,17,24,Maurice Jones-Drew middle for 1 yard (tackle by Mario Haggan),0.670,0.100
4,2:23,,,,17,24,Timeout #2 by Denver Broncos,0.000,0.100
4,2:22,3,6,JAX 32,17,24,David Garrard middle for 3 yards (tackle by Marcus Thomas),0.100,-1.040
4,2:00,4,3,JAX 35,17,24,"Adam Podlesh punts 46 yards, returned by Perrish Cox for 4 yards (tackle by Sean Considine)",-1.040,-0.480
4,1:50,1,10,DEN 23,17,24,Kyle Orton pass complete short left to Eddie Royal for 2 yards (tackle by William Middleton),0.480,0.200
4,1:26,2,8,DEN 25,17,24,Kyle Orton pass complete short middle to Brandon Lloyd for 11 yards (tackle by David Jones),0.200,1.330
4,1:00,1,10,DEN 36,17,24,Kyle Orton pass incomplete deep right intended for Jabar Gaffney (defended by Rashean Mathis),1.330,0.790
4,0:53,2,10,DEN 36,17,24,Kyle Orton pass incomplete deep middle intended for Eddie Royal is intercepted by Daryl Smith at JAX-42 and returned for 8 yards,0.790,-2.260
4,0:46,1,10,,17,24,David Garrard kneels for -1 yards,2.260,1.580
4,0:15,2,11,JAX 49,17,24,David Garrard kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
