Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
2,11:30,2,3,MIA 37,0,6,Melvin Gordon middle for 1 yard (tackle by Reshad Jones and Olivier Vernon),3.060,2.480
2,10:46,3,2,MIA 36,0,6,"Philip Rivers pass incomplete deep left intended for Malcom Floyd. Penalty on Brice McCain: Defensive Pass Interference, 20 yards (no play)",2.480,4.510
2,10:41,1,10,MIA 16,0,6,Melvin Gordon right tackle for no gain (tackle by Reshad Jones),4.510,3.900
2,10:00,2,10,MIA 16,0,6,Philip Rivers pass complete short right to Melvin Gordon for 6 yards (tackle by Damontre Moore),3.900,4.170
2,9:14,3,4,MIA 10,0,6,Philip Rivers pass incomplete short left intended for Javontee Herndon (defended by Brice McCain),4.170,2.840
2,9:08,4,4,MIA 10,0,9,Josh Lambo 28 yard field goal good,2.840,3.000
2,9:08,,,SDG 35,0,9,"Josh Lambo kicks off 67 yards, returned by Reshad Jones for 18 yards (tackle by Donald Brown)",0.000,0.140
2,8:58,1,10,MIA 16,0,9,Lamar Miller middle for -5 yards (tackle by Jason Verrett),-0.140,-1.150
2,8:19,2,15,MIA 11,0,9,Ryan Tannehill pass incomplete deep right intended for DeVante Parker (defended by Jason Verrett). Penalty on Jason Fox: Offensive Holding (Declined),-1.150,-2.010
2,8:13,3,15,MIA 11,0,9,Lamar Miller middle for 7 yards (tackle by Jahleel Addae),-2.010,-2.240
2,7:40,4,8,MIA 18,0,9,"Matt Darr punts 46 yards, returned by Javontee Herndon for 1 yard (tackle by Michael Thomas)",-2.240,-1.400
2,7:27,1,10,SDG 37,0,9,Melvin Gordon left guard for 1 yard (tackle by Derrick Shelby),1.400,0.990
2,6:48,2,9,SDG 38,0,9,"Philip Rivers pass incomplete short left intended for Dontrelle Inman. Penalty on Joe Barksdale: False Start, 5 yards (no play)",0.990,0.320
2,6:26,2,14,SDG 33,0,9,Philip Rivers pass complete deep middle to Dontrelle Inman for 19 yards (tackle by Bobby McCain),0.320,2.390
2,5:58,1,10,MIA 48,0,9,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",2.390,3.120
2,5:42,1,5,MIA 43,0,9,Philip Rivers pass complete short right to Javontee Herndon for 10 yards (tackle by Koa Misi),3.120,3.380
2,5:11,1,10,MIA 33,0,9,Danny Woodhead middle for no gain (tackle by Kelvin Sheppard),3.380,2.840
2,4:32,2,10,MIA 33,0,9,Philip Rivers pass complete deep left to Dontrelle Inman for 31 yards (tackle by Michael Thomas),2.840,6.740
2,4:21,1,2,MIA 2,0,15,"Danny Woodhead left end for 2 yards, touchdown",6.740,7.000
2,4:21,,,MIA 2,0,16,Josh Lambo kicks extra point good,0.000,0.000
2,4:21,,,SDG 35,0,16,"Josh Lambo kicks off 65 yards, returned by Damien Williams for 26 yards (tackle by Darrell Stuckey)",0.000,-0.670
2,4:09,1,10,MIA 26,0,16,Ryan Tannehill pass incomplete deep right intended for Kenny Stills (defended by Eric Weddle),0.670,0.130
2,4:03,2,10,MIA 26,0,16,Jay Ajayi left end for 4 yards (tackle by Kendall Reyes),0.130,-0.030
2,3:22,3,6,MIA 30,0,16,Ryan Tannehill pass incomplete short right intended for DeVante Parker,-0.030,-1.370
2,3:18,4,6,MIA 30,0,16,"Matt Darr punts 45 yards, out of bounds",-1.370,-0.610
2,3:07,1,10,SDG 25,0,16,Philip Rivers pass complete deep right to Antonio Gates for 30 yards (tackle by Reshad Jones),0.610,2.590
2,2:38,1,10,MIA 45,0,16,Melvin Gordon middle for 10 yards (tackle by Michael Thomas),2.590,3.250
2,2:04,1,10,MIA 35,0,16,Philip Rivers pass incomplete short left intended for Dontrelle Inman,3.250,2.700
2,2:00,2,10,MIA 35,0,16,Melvin Gordon left end for -1 yards (tackle by Neville Hewitt),2.700,2.700
2,1:53,2,10,MIA 35,0,16,Timeout #1 by Los Angeles Chargers,2.700,1.880
2,1:53,3,11,MIA 36,0,16,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",1.880,2.540
2,1:53,3,6,MIA 31,0,16,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Olivier Vernon: Roughing the Passer, 15 yards (no play)",2.540,4.510
2,1:48,1,10,MIA 16,0,16,Danny Woodhead right end for 1 yard (tackle by Reshad Jones and Derrick Shelby),4.510,4.510
2,1:42,1,10,MIA 16,0,16,Timeout #2 by Los Angeles Chargers,4.510,4.050
2,1:42,2,9,MIA 15,0,16,Philip Rivers pass complete short middle to Danny Woodhead for 10 yards (tackle by Kelvin Sheppard),4.050,6.060
2,0:56,1,5,MIA 5,0,16,Danny Woodhead middle for -4 yards (tackle by Olivier Vernon and Derrick Shelby),6.060,6.060
2,0:51,1,5,MIA 5,0,16,Timeout #1 by Miami Dolphins,6.060,4.380
2,0:51,2,9,MIA 9,0,16,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Michael Thomas),4.380,3.360
2,0:46,3,9,MIA 9,0,22,"Philip Rivers pass complete short right to Danny Woodhead for 9 yards, touchdown",3.360,7.000
2,0:46,,,MIA 9,0,23,Josh Lambo kicks extra point good,0.000,0.000
2,0:46,,,SDG 35,0,23,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,0:39,1,10,MIA 20,0,23,Ryan Tannehill pass complete deep right to Kenny Stills for 23 yards (tackle by Craig Mager),0.280,0.280
2,0:29,1,10,MIA 20,0,23,Timeout #2 by Miami Dolphins,0.280,1.800
2,0:29,1,10,MIA 43,0,23,Ryan Tannehill pass complete short left to Jay Ajayi for 15 yards (tackle by Patrick Robinson),1.800,2.790
2,0:16,1,10,SDG 42,0,23,Ryan Tannehill spiked the ball,2.790,2.790
2,0:14,1,10,SDG 42,0,23,Timeout #3 by Los Angeles Chargers,2.790,2.240
2,0:14,2,10,SDG 42,0,23,"Ryan Tannehill sacked by Melvin Ingram for -10 yards. Ryan Tannehill fumbles (forced by Melvin Ingram), recovered by Mike Pouncey at MIA-48",2.240,0.230
2,0:07,3,20,MIA 48,0,23,Ryan Tannehill pass incomplete,0.230,-0.190
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,0,23,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,0,23,Philip Rivers pass complete short right to Javontee Herndon for 16 yards (tackle by Michael Thomas),0.280,1.330
3,14:30,1,10,SDG 36,0,23,Donald Brown middle for 1 yard (tackle by Kelvin Sheppard),1.330,0.930
3,13:54,2,9,SDG 37,0,23,Philip Rivers pass incomplete short left intended for Ladarius Green (defended by Kelvin Sheppard),0.930,0.230
3,13:49,3,9,SDG 37,0,23,Philip Rivers pass incomplete short left intended for Antonio Gates,0.230,-0.910
3,13:42,4,9,SDG 37,0,23,"Mike Scifres punts 35 yards, fair catch by Jarvis Landry. Penalty on Damontre Moore: Running Into the Kicker (Offsetting), Penalty on Nick Dzubnar: Offensive Holding (Offsetting) (no play)",-0.910,-0.910
3,13:35,4,9,SDG 37,0,23,"Mike Scifres punts 45 yards, returned by Jarvis Landry for 16 yards (tackle by Manti Te'o)",-0.910,-1.200
3,13:23,1,10,MIA 34,0,23,Lamar Miller right tackle for 1 yard (tackle by Jeremiah Attaochu),1.200,0.790
3,12:58,2,9,MIA 35,0,23,Ryan Tannehill pass incomplete short middle intended for Kenny Stills,0.790,0.100
3,12:53,3,9,MIA 35,0,23,Ryan Tannehill sacked by Jeremiah Attaochu and Melvin Ingram for -11 yards,0.100,-1.770
3,12:15,4,20,MIA 24,0,23,"Matt Darr punts 49 yards, returned by Javontee Herndon for 10 yards (tackle by Damien Williams)",-1.770,-1.400
3,12:05,1,10,SDG 37,0,23,Philip Rivers pass incomplete short left intended for Donald Brown,1.400,0.860
3,12:01,2,10,SDG 37,0,23,Philip Rivers pass complete short left to Ladarius Green for 7 yards (tackle by Michael Thomas),0.860,1.090
3,11:17,3,3,SDG 44,0,23,Philip Rivers sacked by Ndamukong Suh and Olivier Vernon for -9 yards,1.090,-1.040
3,10:32,4,12,SDG 35,0,23,Mike Scifres punts 37 yards,-1.040,-0.810
3,10:22,1,10,MIA 28,0,23,Ryan Tannehill sacked by Melvin Ingram for -8 yards,0.810,-0.820
3,9:42,2,18,MIA 20,0,23,Lamar Miller middle for no gain (tackle by Denzel Perryman and Darius Philon),-0.820,-1.480
3,8:57,3,18,MIA 20,0,23,Ryan Tannehill pass complete short right to Dion Sims for 9 yards (tackle by Craig Mager). Penalty on Daniel Thomas: Offensive Holding (Declined),-1.480,-1.440
3,8:37,4,9,MIA 29,0,23,"Matt Darr punts 53 yards, returned by Javontee Herndon for 3 yards (tackle by Michael Thomas)",-1.440,-0.340
3,8:25,1,10,SDG 21,0,23,"Donald Brown right end for 9 yards (tackle by Brent Grimes). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,7:50,1,20,SDG 11,0,23,Philip Rivers pass complete short right to Ladarius Green for 6 yards (tackle by Michael Thomas),-0.720,-0.860
3,7:11,2,14,SDG 17,0,23,Philip Rivers pass complete short right to Donald Brown for 11 yards (tackle by Ndamukong Suh),-0.860,0.040
3,6:42,3,3,SDG 28,0,23,"Philip Rivers pass incomplete short left intended for Malcom Floyd. Penalty on Tony Lippett: Defensive Pass Interference, 7 yards (no play)",0.040,1.270
3,6:38,1,10,SDG 35,0,23,Donald Brown middle for 4 yards (tackle by Deandre Coleman),1.270,1.260
3,6:00,2,6,SDG 39,0,23,Philip Rivers pass complete deep left to Malcom Floyd for 27 yards (tackle by Tony Lippett),1.260,3.310
3,5:25,1,10,MIA 34,0,23,Danny Woodhead middle for 1 yard (tackle by Olivier Vernon),3.310,2.910
3,4:48,2,9,MIA 33,0,23,Philip Rivers pass complete short right to Javontee Herndon for 4 yards (tackle by Kelvin Sheppard),2.910,2.910
3,4:03,2,9,MIA 33,0,23,Timeout #1 by Los Angeles Chargers,2.910,2.740
3,4:03,3,5,MIA 29,0,23,Philip Rivers pass complete short left to Danny Woodhead for -1 yards (tackle by Kelvin Sheppard),2.740,1.430
3,3:43,4,6,MIA 30,0,23,Josh Lambo 48 yard field goal no good,1.430,-1.470
3,3:39,1,10,MIA 38,0,23,Ryan Tannehill pass complete short middle to Jarvis Landry for 3 yards (tackle by Patrick Robinson),1.470,1.330
3,3:20,2,7,MIA 41,0,23,"Penalty on Daniel Thomas: False Start, 5 yards (no play)",1.330,0.650
3,3:08,2,12,MIA 36,0,23,Jay Ajayi right tackle for 4 yards (tackle by Manti Te'o and Melvin Ingram),0.650,0.500
3,2:31,3,8,MIA 40,0,23,Ryan Tannehill pass complete deep right to DeVante Parker for 35 yards,0.500,3.910
3,2:17,1,10,SDG 25,0,23,Ryan Tannehill pass complete short left to Jarvis Landry for 5 yards (tackle by Jason Verrett),3.910,4.040
3,2:08,2,5,SDG 20,0,23,Jay Ajayi middle for 8 yards (tackle by Denzel Perryman),4.040,4.780
3,1:36,1,10,SDG 12,6,23,"Jay Ajayi middle for 12 yards, touchdown",4.780,7.000
3,1:36,,,SDG 12,7,23,Andrew Franks kicks extra point good,0.000,0.000
3,1:36,,,MIA 35,7,23,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
3,1:30,1,10,SDG 20,7,23,Philip Rivers pass complete short right to Donald Brown for 3 yards (tackle by Michael Thomas and Olivier Vernon),0.280,0.140
3,0:49,2,7,SDG 23,7,23,Donald Brown left end for 15 yards (tackle by Olivier Vernon),0.140,1.470
3,0:17,1,10,SDG 38,7,23,Donald Brown left end for 2 yards (tackle by Deandre Coleman),1.470,1.190
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SDG 40,7,23,Donald Brown middle for 2 yards (tackle by Neville Hewitt and Tony Lippett),1.190,0.760
4,14:21,3,6,SDG 42,7,23,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Michael Thomas),0.760,2.520
4,13:35,1,10,MIA 46,7,23,Danny Woodhead middle for 1 yard (tackle by Deandre Coleman and Olivier Vernon),2.520,2.110
4,12:53,2,9,MIA 45,7,23,Danny Woodhead middle for 8 yards (tackle by Kelvin Sheppard),2.110,2.480
4,12:28,3,1,MIA 37,7,23,Danny Woodhead middle for 1 yard (tackle by Olivier Vernon and Michael Thomas),2.480,3.180
4,11:53,1,10,MIA 36,7,23,Donald Brown middle for 8 yards (tackle by Brent Grimes and Neville Hewitt),3.180,3.720
4,11:19,2,2,MIA 28,7,23,Donald Brown right end for -3 yards (tackle by Derrick Shelby and Brent Grimes),3.720,2.610
4,10:34,3,5,MIA 31,7,23,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Reshad Jones),2.610,4.240
4,9:51,1,10,MIA 20,7,23,"Donald Brown middle for no gain (tackle by Neville Hewitt). Penalty on Trevor Robinson: Offensive Holding, 10 yards (no play)",4.240,3.580
4,9:20,1,20,MIA 30,7,23,"Philip Rivers pass complete short left to Javontee Herndon for 7 yards (tackle by Brice McCain). Penalty on Dontrelle Inman: Offensive Pass Interference, 10 yards (no play)",3.580,2.920
4,8:47,1,30,MIA 40,7,23,Philip Rivers pass incomplete deep right intended for Malcom Floyd is intercepted by Brent Grimes at MIA-0 and returned for 1 yard,2.920,0.380
4,8:39,1,10,MIA 1,7,23,Ryan Tannehill pass complete short left to Damien Williams for 5 yards (tackle by Jahleel Addae),-0.380,-0.420
4,8:22,2,5,MIA 6,7,23,Ryan Tannehill pass complete short left to Jarvis Landry for 11 yards (tackle by Jeremiah Attaochu),-0.420,-0.060
4,7:54,1,10,MIA 17,7,23,Damien Williams middle for 1 yard (tackle by Cordarro Law),-0.060,-0.420
4,7:30,2,9,MIA 18,7,23,Ryan Tannehill pass incomplete,-0.420,-1.130
4,7:24,3,9,MIA 18,7,23,Ryan Tannehill pass incomplete short left intended for Jay Ajayi,-1.130,-2.240
4,7:18,4,9,MIA 18,7,23,"Matt Darr punts 51 yards, returned by Javontee Herndon for 11 yards (tackle by Michael Thomas)",-2.240,-1.730
4,7:05,1,10,SDG 42,7,23,Donald Brown middle for 53 yards (tackle by Brent Grimes),1.730,6.060
4,6:13,1,5,MIA 5,7,23,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",6.060,4.910
4,5:46,1,10,MIA 10,7,23,Donald Brown left tackle for -2 yards (tackle by Olivier Vernon),4.910,3.860
4,5:03,2,12,MIA 12,7,23,Philip Rivers pass complete short left to Javontee Herndon for 3 yards (tackle by Spencer Paysinger),3.860,3.360
4,4:18,3,9,MIA 9,7,29,"Philip Rivers pass complete short left to Danny Woodhead for 9 yards, touchdown",3.360,7.000
4,4:18,,,MIA 9,7,30,Josh Lambo kicks extra point good,0.000,0.000
4,4:18,,,SDG 35,7,30,"Josh Lambo kicks off 70 yards, returned by Damien Williams for 23 yards (tackle by Adrian Phillips)",0.000,-0.040
4,4:09,1,10,MIA 18,7,30,Ryan Tannehill pass complete short left to Jordan Cameron for 5 yards (tackle by Jahleel Addae),0.040,0.280
4,3:47,2,5,MIA 23,7,30,Ryan Tannehill pass incomplete short left intended for Jay Ajayi (defended by Kendall Reyes),0.280,-0.530
4,3:42,3,5,MIA 23,7,30,Ryan Tannehill pass incomplete deep right intended for Kenny Stills,-0.530,-1.830
4,3:38,4,5,MIA 23,7,30,Ryan Tannehill pass complete short left to DeVante Parker for 10 yards (tackle by Patrick Robinson),-1.830,1.140
4,3:20,1,10,MIA 33,7,30,Ryan Tannehill for 2 yards (tackle by Jeremiah Attaochu),1.140,0.860
4,3:14,2,8,MIA 35,7,30,Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards (tackle by Manti Te'o),0.860,0.700
4,2:50,3,4,MIA 39,7,30,Ryan Tannehill pass incomplete short left intended for Kenny Stills,0.700,0.700
4,2:45,3,4,MIA 39,7,30,Timeout #2 by Los Angeles Chargers,0.700,-0.780
4,2:45,4,4,MIA 39,7,30,Ryan Tannehill pass complete short left to Jarvis Landry for 14 yards (tackle by Patrick Robinson),-0.780,2.460
4,2:23,1,10,SDG 47,7,30,Ryan Tannehill pass incomplete deep middle intended for Jarvis Landry,2.460,1.910
4,2:19,2,10,SDG 47,7,30,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,1.910,1.220
4,2:15,3,10,SDG 47,7,30,Jay Ajayi left guard for 2 yards (tackle by Darius Philon and Adrian Phillips),1.220,0.270
4,2:00,4,8,SDG 45,7,30,Ryan Tannehill pass complete short left to DeVante Parker for 34 yards (tackle by Darrell Stuckey),0.270,0.270
4,1:49,4,8,SDG 45,7,30,Timeout #3 by Los Angeles Chargers,0.270,4.840
4,1:49,1,10,SDG 11,7,30,Ryan Tannehill pass complete short left to Jarvis Landry for 7 yards (tackle by Manti Te'o),4.840,5.470
4,1:45,2,3,SDG 4,7,30,"Ryan Tannehill pass incomplete short left intended for DeVante Parker. Penalty on Patrick Robinson: Defensive Pass Interference, 3 yards (no play)",5.470,6.970
4,1:41,1,1,SDG 1,13,30,"Ryan Tannehill left end for 1 yard, touchdown",6.970,7.000
4,1:41,,,SDG 1,14,30,Andrew Franks kicks extra point good,0.000,0.000
4,1:41,,,MIA 30,14,30,"Andrew Franks kicks onside 8 yards, recovered by Danny Woodhead. Penalty on Michael Thomas: Offside on Free Kick, 5 yards",0.000,-3.380
4,1:34,1,10,MIA 33,14,30,Donald Brown middle for 5 yards (tackle by Zach Vigil),3.380,3.380
4,1:29,1,10,MIA 33,14,30,Timeout #1 by Miami Dolphins,3.380,3.510
4,1:29,2,5,MIA 28,14,30,Donald Brown right guard for 1 yard (tackle by Kelvin Sheppard),3.510,3.510
4,1:24,2,5,MIA 28,14,30,Timeout #2 by Miami Dolphins,3.510,2.940
4,1:24,3,4,MIA 27,14,30,Donald Brown middle for 4 yards (tackle by Ndamukong Suh),2.940,4.040
4,1:24,1,10,MIA 23,14,30,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",4.040,3.710
4,0:34,1,15,MIA 28,14,30,Kellen Clemens kneels for -1 yards,3.710,2.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
