Quarter,Time,Tm,Detail,MIA,SDG
1.0,4:16,Chargers,Danny Woodhead 20 yard pass from Philip Rivers (Josh Lambo kick failed),0,6
2.0,9:05,Chargers,Josh Lambo 28 yard field goal,0,9
,4:18,Chargers,Danny Woodhead 2 yard rush (Josh Lambo kick),0,16
,0:39,Chargers,Danny Woodhead 9 yard pass from Philip Rivers (Josh Lambo kick),0,23
3.0,1:30,Dolphins,Jay Ajayi 12 yard rush (Andrew Franks kick),7,23
4.0,4:14,Chargers,Danny Woodhead 9 yard pass from Philip Rivers (Josh Lambo kick),7,30
,1:35,Dolphins,Ryan Tannehill 1 yard rush (Andrew Franks kick),14,30
