Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"John Carney kicks off 64 yards, returned by Maurice Hicks for 37 yards (tackle by Sam Madison)",0.000,1.800
1,14:50,1,10,MIN 43,0,0,Adrian Peterson right tackle for 1 yard (tackle by Mathias Kiwanuka and Fred Robbins),1.800,1.390
1,14:13,2,9,MIN 44,0,0,Adrian Peterson left tackle for -4 yards (tackle by Antonio Pierce),1.390,0.170
1,13:32,3,13,MIN 40,0,0,Tarvaris Jackson pass incomplete short left intended for Bernard Berrian,0.170,-0.720
1,13:27,4,13,MIN 40,0,0,"Chris Kluwe punts 48 yards, returned by R.W. McQuarters for 8 yards (tackle by Cullen Loeffler)",-0.720,-0.280
1,13:17,1,10,NYG 20,0,0,Eli Manning pass complete short left to Domenik Hixon for 6 yards (tackle by Cedric Griffin),0.280,0.540
1,12:42,2,4,NYG 26,0,0,Eli Manning pass complete short left to Madison Hedgecock for 7 yards (tackle by Napoleon Harris),0.540,1.140
1,12:19,1,10,NYG 33,0,0,Derrick Ward left guard for 10 yards (tackle by Darren Sharper),1.140,1.800
1,11:44,1,10,NYG 43,0,0,Eli Manning pass complete short left to Madison Hedgecock for 4 yards (tackle by Ben Leber),1.800,1.790
1,10:57,2,6,NYG 47,0,0,Eli Manning sacked by Ben Leber for -5 yards,1.790,0.430
1,10:23,,,,0,0,Timeout #1 by Minnesota Vikings,0.000,0.430
1,10:23,3,11,NYG 42,0,0,Eli Manning pass incomplete deep left intended for Domenik Hixon,0.430,-0.590
1,10:17,4,11,NYG 42,0,0,Jeff Feagles punts 54 yards,-0.590,0.380
1,10:07,1,10,MIN 4,0,0,Tarvaris Jackson pass incomplete short right intended for Naufahu Tahi,-0.380,-0.780
1,10:02,2,10,MIN 4,0,0,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",-0.780,-0.420
1,10:02,2,5,MIN 9,0,0,Adrian Peterson up the middle for 1 yard (tackle by Chase Blackburn),-0.420,-0.720
1,9:16,3,4,MIN 10,0,0,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 6 yards (tackle by Kevin Dockery),-0.720,-0.140
1,8:29,1,10,MIN 16,0,0,Adrian Peterson left guard for 4 yards (tackle by Danny Clark and Chase Blackburn),-0.140,0.010
1,7:59,2,6,MIN 20,0,0,Adrian Peterson right guard for 3 yards (tackle by Antonio Pierce),0.010,-0.450
1,7:15,3,3,MIN 23,0,0,Tarvaris Jackson pass complete short left to Bobby Wade for 16 yards (tackle by Michael Johnson),-0.450,1.530
1,6:29,1,10,MIN 39,0,0,Tarvaris Jackson pass incomplete short right intended for Bernard Berrian,1.530,0.990
1,6:22,2,10,MIN 39,0,0,Chester Taylor up the middle for 4 yards (tackle by Chase Blackburn),0.990,0.830
1,5:41,3,6,MIN 43,0,0,Tarvaris Jackson sacked by Michael Johnson for -13 yards,0.830,-1.370
1,5:14,4,19,MIN 30,0,0,"Chris Kluwe punts 51 yards, returned by R.W. McQuarters for -4 yards (tackle by Vinny Ciurciu)",-1.370,0.220
1,5:02,1,10,NYG 15,0,0,Derrick Ward left end for 6 yards (tackle by Cedric Griffin and Darren Sharper),-0.220,0.210
1,4:22,2,4,NYG 21,0,0,Derrick Ward left guard for 2 yards (tackle by Kevin Williams),0.210,-0.390
1,3:42,3,2,NYG 23,0,0,Eli Manning pass incomplete short left intended for Domenik Hixon,-0.390,-1.830
1,3:38,4,2,NYG 23,0,0,"Jeff Feagles punts 44 yards, fair catch by Bobby Wade",-1.830,-1.140
1,3:30,1,10,MIN 33,0,0,Adrian Peterson left tackle for no gain (tackle by Chase Blackburn),1.140,0.590
1,2:55,2,10,MIN 33,0,0,Tarvaris Jackson pass complete short right to Jeff Dugan for 9 yards (tackle by Kevin Dockery),0.590,1.090
1,2:22,3,1,MIN 42,0,0,"Adrian Peterson left end for 3 yards (tackle by Danny Clark). Adrian Peterson fumbles (forced by Danny Clark), recovered by Jim Kleinsasser at MIN-45",1.090,1.930
1,1:53,1,10,MIN 45,0,0,Tarvaris Jackson pass complete short right to Chester Taylor for 19 yards (tackle by James Butler),1.930,3.180
1,1:15,1,10,NYG 36,0,0,Chester Taylor right guard for 8 yards (tackle by Kenny Phillips),3.180,3.720
1,0:43,2,2,NYG 28,0,0,Chester Taylor up the middle for -2 yards (tackle by Jeremy Clark and Antonio Pierce),3.720,2.740
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 30,0,0,Tarvaris Jackson pass incomplete short right intended for Visanthe Shiancoe (defended by Justin Tuck),2.740,1.460
2,15:00,4,4,NYG 30,0,3,Ryan Longwell 48 yard field goal good,1.460,3.000
2,,,,MIN 30,0,3,"Ryan Longwell kicks off 65 yards, returned by Ahmad Bradshaw for 20 yards (tackle by Eric Frampton)",0.000,0.610
2,14:47,1,10,NYG 25,0,3,Derrick Ward right end for 4 yards (tackle by Ray Edwards),0.610,0.600
2,14:06,2,6,NYG 29,0,3,Derrick Ward right guard for -1 yards (tackle by Antoine Winfield and Ray Edwards),0.600,-0.230
2,13:23,3,7,NYG 28,0,3,Eli Manning pass complete short left to Amani Toomer for 4 yards (tackle by Cedric Griffin),-0.230,-1.240
2,13:05,4,3,NYG 32,0,3,"Jeff Feagles punts 54 yards, returned by Bernard Berrian for 10 yards (tackle by Chase Blackburn)",-1.240,-0.540
