Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
1,7:28,1,10,STL 35,7,0,"Brett Favre pass complete short left to Ryan Grant for 3 yards (tackle by Brandon Chillar). Ryan Grant fumbles (forced by Brandon Chillar), recovered by Adam Carriker at STL-33 (tackle by Jason Spitz)",3.250,-1.140
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
1,7:21,1,10,STL 33,7,0,Steven Jackson up the middle for 5 yards (tackle by A.J. Hawk),1.140,1.270
1,6:46,2,5,STL 38,7,0,"Penalty on Alex Barron: False Start, 5 yards (no play)",1.270,0.590
1,6:24,2,10,STL 33,7,0,"Steven Jackson right guard for 6 yards (tackle by A.J. Hawk). Penalty on Justin Harrell: Defensive Holding, 5 yards",0.590,1.860
1,5:59,1,10,STL 44,7,0,Steven Jackson left tackle for 7 yards (tackle by Nick Barnett),1.860,2.260
1,5:23,2,3,GNB 49,7,0,Steven Jackson left guard for 6 yards (tackle by Atari Bigby),2.260,2.720
1,4:41,1,10,GNB 43,7,0,Marc Bulger pass complete short left to Torry Holt for 10 yards (tackle by Frank Walker),2.720,3.380
1,4:12,1,10,GNB 33,7,0,Antonio Pittman right guard for 13 yards (tackle by Nick Barnett),3.380,4.240
1,3:27,1,10,GNB 20,7,0,Marc Bulger pass incomplete deep left intended for Torry Holt,4.240,3.690
1,3:21,2,10,GNB 20,7,0,Steven Jackson up the middle for 3 yards (tackle by Aaron Kampman),3.690,3.360
1,2:35,,,,7,0,Timeout #1 by St. Louis Rams,0.000,3.360
1,2:35,3,7,GNB 17,7,0,Marc Bulger pass complete short middle to Dane Looker for 8 yards (tackle by Frank Walker),3.360,5.140
1,1:57,1,9,GNB 9,7,0,Steven Jackson left tackle for 5 yards (tackle by Nick Barnett),5.140,5.340
1,1:18,2,4,GNB 4,7,6,"Marc Bulger pass complete short left to Torry Holt for 4 yards, touchdown",5.340,7.000
1,,,,GNB 2,7,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,7,7,"Jeff Wilkins kicks off 71 yards, returned by Koren Robinson for 88 yards (tackle by Travis Minor). Penalty on Tramon Williams: Offensive Holding, 10 yards",0.000,2.590
1,0:54,1,10,STL 45,7,7,Ryan Grant left tackle for 4 yards (tackle by Victor Adeyanju),2.590,2.580
1,0:20,2,6,STL 41,7,7,Brett Favre pass complete short right to Donald Driver for 37 yards (tackle by O.J. Atogwe),2.580,6.280
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,STL 4,7,7,Ryan Grant left end for no gain (tackle by Brandon Chillar),6.280,5.340
2,14:26,2,4,STL 4,13,7,"Brett Favre pass complete short left to Donald Lee for 4 yards, touchdown",5.340,7.000
2,,,,STL 2,14,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,7,"Mason Crosby kicks off 73 yards, returned by Derek Stanley for 19 yards (tackle by Desmond Bishop)",0.000,-0.140
2,14:08,1,10,STL 16,14,7,Steven Jackson left tackle for 4 yards (tackle by Nick Barnett),-0.140,0.010
2,13:33,2,6,STL 20,14,7,Marc Bulger pass complete short right to Steven Jackson for 15 yards (tackle by Brady Poppinga),0.010,1.270
2,12:45,1,10,STL 35,14,7,"Penalty on Mike Montgomery: Neutral Zone Infraction, 5 yards (no play)",1.270,2.000
2,12:28,1,5,STL 40,14,7,Marc Bulger pass incomplete short right intended for Antonio Pittman,2.000,1.400
2,12:19,2,5,STL 40,14,7,Antonio Pittman right tackle for -1 yards (tackle by Nick Barnett),1.400,0.560
2,11:40,3,6,STL 39,14,7,Marc Bulger pass complete short left to Torry Holt for 7 yards (tackle by Al Harris),0.560,1.990
2,11:04,1,10,STL 46,14,7,Marc Bulger pass complete short middle to Drew Bennett for 8 yards (tackle by Charles Woodson),1.990,2.530
2,10:19,2,2,GNB 46,14,13,"Steven Jackson right guard for 46 yards, touchdown",2.530,7.000
2,,,,GNB 2,14,14,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,14,14,"Jeff Wilkins kicks off 59 yards, returned by Koren Robinson for 21 yards (tackle by Darius Vinnett)",0.000,1.070
2,10:02,1,10,GNB 32,14,14,Ryan Grant left tackle for -1 yards (tackle by Will Witherspoon),1.070,0.390
2,9:24,2,11,GNB 31,14,14,Ryan Grant up the middle for 1 yard (tackle by Will Witherspoon),0.390,-0.160
2,8:38,3,10,GNB 32,14,14,Brett Favre pass complete short left to Vernand Morency for 8 yards (tackle by Fakhir Brown),-0.160,-0.720
2,8:09,4,2,GNB 40,14,14,"Jon Ryan punts 60 yards, touchback",-0.720,-0.280
2,8:00,1,10,STL 20,14,14,Marc Bulger pass incomplete short right intended for Antonio Pittman,0.280,-0.270
2,7:53,2,10,STL 20,14,14,Steven Jackson right guard for 2 yards (tackle by Cullen Jenkins and Ryan Pickett),-0.270,-0.690
2,7:10,3,8,STL 22,14,14,Marc Bulger pass incomplete short middle intended for Isaac Bruce,-0.690,-1.900
2,7:05,4,8,STL 22,14,14,"Donnie Jones punts 39 yards, returned by Will Blackmon for 16 yards (tackle by Todd Johnson)",-1.900,-2.590
2,6:55,1,10,STL 45,14,14,Brett Favre pass complete short right to Greg Jennings for -3 yards (tackle by Jonathan Wade),2.590,1.640
2,6:18,2,13,STL 48,14,14,"Penalty on James Hall: Defensive Offside, 5 yards (no play)",1.640,2.310
2,5:54,2,8,STL 43,14,14,Brett Favre pass incomplete intended for Donald Lee (defended by Ronald Bartell),2.310,1.620
2,5:47,3,8,STL 43,14,14,Brett Favre pass complete to James Jones for 8 yards (tackle by Jonathan Wade),1.620,3.250
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
2,5:23,1,10,STL 35,14,14,Ryan Grant left tackle for 3 yards (tackle by Victor Adeyanju),3.250,3.110
2,4:46,2,7,STL 32,14,14,Brett Favre pass complete short right to Donald Driver for 6 yards (tackle by Ronald Bartell),3.110,3.200
2,4:07,3,1,STL 26,14,14,Brett Favre pass incomplete deep right intended for Vernand Morency,3.200,1.890
2,3:59,4,1,STL 26,17,14,Mason Crosby 44 yard field goal good,1.890,3.000
2,,,,GNB 30,17,14,"Mason Crosby kicks off 72 yards, returned by Derek Stanley for 20 yards (tackle by Charlie Peprah). Derek Stanley fumbles (forced by Charlie Peprah), recovered by Richard Owens at STL-9. Penalty on Adam Carriker: Offensive Holding, 4 yards",0.000,-0.380
2,3:46,1,10,STL 5,17,14,Steven Jackson left guard for 1 yard (tackle by Justin Harrell),-0.380,-0.710
2,3:10,2,9,STL 6,17,14,Marc Bulger pass complete deep right to Isaac Bruce for 37 yards (tackle by Atari Bigby),-0.710,1.800
2,2:34,1,10,STL 43,17,14,Steven Jackson left guard for 9 yards (tackle by Nick Collins),1.800,2.470
2,2:00,2,1,GNB 48,17,14,Steven Jackson up the middle for 2 yards (tackle by A.J. Hawk),2.470,2.520
2,1:26,1,10,GNB 46,17,14,Marc Bulger pass complete short left to Steven Jackson for 1 yard (tackle by Nick Barnett),2.520,2.110
2,0:55,2,9,GNB 45,17,14,Marc Bulger pass complete short right to Drew Bennett for 10 yards (tackle by Charles Woodson),2.110,3.250
2,0:47,1,10,GNB 35,17,14,"Penalty on Randy McMichael: False Start, 5 yards (no play)",3.250,2.920
2,0:47,1,15,GNB 40,17,14,Marc Bulger pass incomplete deep middle intended for Drew Bennett is intercepted by Atari Bigby at GNB-22 and returned for 18 yards (tackle by Randy McMichael),2.920,-1.600
2,0:37,1,10,GNB 40,17,14,Brett Favre pass complete short left to Greg Jennings for 14 yards (tackle by Fakhir Brown),1.600,2.520
2,0:31,1,10,STL 46,17,14,Brett Favre pass complete to Greg Jennings for 11 yards (tackle by Jonathan Wade),2.520,3.250
2,0:25,1,10,STL 35,17,14,Brett Favre pass incomplete short left intended for Donald Driver,3.250,2.700
2,0:23,2,10,STL 35,17,14,Brett Favre pass incomplete deep left intended for Greg Jennings is intercepted by O.J. Atogwe at STL-6,2.700,0.380
2,0:17,1,10,STL 6,17,14,Marc Bulger kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,14,"Mason Crosby kicks off 72 yards, returned by Derek Stanley for 21 yards (tackle by Brandon Jackson)",0.000,0.150
3,14:56,1,10,STL 19,17,14,Steven Jackson left guard for 5 yards (tackle by A.J. Hawk),0.150,0.340
3,14:24,2,5,STL 24,17,14,Steven Jackson left end for 4 yards (tackle by Brady Poppinga and Atari Bigby),0.340,0.100
3,13:39,3,1,STL 28,17,14,Marc Bulger pass complete short left to Steven Jackson for 4 yards (tackle by A.J. Hawk),0.100,1.070
3,13:00,1,10,STL 32,17,14,"Penalty on Alex Barron: False Start, 5 yards (no play)",1.070,0.740
3,12:36,1,15,STL 27,17,14,Marc Bulger pass complete short right to Isaac Bruce for 10 yards (tackle by Charles Woodson),0.740,1.200
3,12:10,2,5,STL 37,17,14,Steven Jackson left tackle for 1 yard (tackle by Mike Montgomery),1.200,0.630
3,11:25,3,4,STL 38,17,14,Marc Bulger pass incomplete short right intended for Torry Holt is intercepted by Atari Bigby at STL-44 and returned for 8 yards (tackle by Torry Holt),0.630,-3.180
3,11:10,1,10,STL 36,17,14,Brett Favre pass complete short right to Donald Driver for 4 yards (tackle by Ronald Bartell),3.180,3.180
3,10:35,2,6,STL 32,17,14,Brett Favre pass incomplete short middle intended for Donald Driver,3.180,2.480
3,10:31,3,6,STL 32,17,14,Brett Favre pass incomplete deep middle intended for Donald Driver (defended by Ronald Bartell),2.480,1.250
3,10:26,4,6,STL 32,20,14,Mason Crosby 50 yard field goal good,1.250,3.000
3,,,,GNB 30,20,14,"Mason Crosby kicks off 70 yards, returned by Derek Stanley for 21 yards (tackle by Desmond Bishop)",0.000,0.340
3,10:15,1,10,STL 21,20,14,Marc Bulger pass complete short left to Isaac Bruce for 5 yards (tackle by Charles Woodson),0.340,0.480
3,9:42,2,5,STL 26,20,14,Steven Jackson up the middle for 4 yards (tackle by Brady Poppinga),0.480,0.300
3,9:02,3,1,STL 30,20,14,Steven Jackson right guard for 2 yards (tackle by Aaron Kampman and Corey Williams),0.300,1.070
3,8:21,1,10,STL 32,20,14,"Marc Bulger pass incomplete short right intended for Torry Holt. Penalty on Milford Brown: Personal Foul, 15 yards (no play)",1.070,-0.230
3,8:12,1,25,STL 17,20,14,Steven Jackson right end for 4 yards (tackle by Nick Collins),-0.230,-0.960
3,8:00,2,21,STL 21,20,14,Marc Bulger sacked by Nick Barnett for -8 yards,-0.960,-3.520
3,7:08,3,29,STL 13,20,14,Marc Bulger pass complete short right to Brian Leonard for 4 yards (tackle by Charles Woodson),-3.520,-2.320
3,6:30,4,25,STL 17,20,14,"Donnie Jones punts 36 yards, returned by Will Blackmon for 9 yards (tackle by Eric Bassey)",-2.320,-2.650
3,6:15,1,10,STL 44,20,14,Brett Favre pass incomplete deep right intended for James Jones,2.650,2.110
3,6:09,2,10,STL 44,20,14,Brett Favre pass incomplete short right intended for Ryan Grant (defended by Victor Adeyanju),2.110,1.420
3,6:05,3,10,STL 44,26,14,"Brett Favre pass complete short middle to Greg Jennings for 44 yards, touchdown",1.420,7.000
3,,,,STL 2,27,14,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,27,14,"Mason Crosby kicks off 68 yards, returned by Derek Stanley for 19 yards (tackle by Jason Hunter)",0.000,0.340
3,5:53,1,10,STL 21,27,14,Steven Jackson up the middle for 2 yards (tackle by A.J. Hawk),0.340,0.070
3,5:16,2,8,STL 23,27,14,Steven Jackson right tackle for 4 yards (tackle by Nick Barnett),0.070,-0.100
3,4:34,3,4,STL 27,27,14,Marc Bulger pass complete short middle to Drew Bennett for 13 yards (tackle by Aaron Rouse),-0.100,1.600
3,3:55,1,10,STL 40,27,14,Marc Bulger pass complete short right to Randy McMichael for 4 yards (tackle by Brady Poppinga),1.600,1.590
3,3:19,2,6,STL 44,27,14,Steven Jackson right guard for 5 yards (tackle by Atari Bigby),1.590,1.550
3,2:40,3,1,STL 49,27,14,Marc Bulger pass incomplete short right intended for Isaac Bruce,1.550,-0.130
3,2:32,4,1,STL 49,27,14,Steven Jackson right end for 8 yards (tackle by Nick Barnett),-0.130,2.720
3,1:51,1,10,GNB 43,27,14,Antonio Pittman right tackle for 1 yard (tackle by Corey Williams),2.720,2.310
3,1:12,2,9,GNB 42,27,14,Marc Bulger pass incomplete short left intended for Antonio Pittman,2.310,1.620
3,1:06,3,9,GNB 42,27,14,"Penalty on Marc Bulger: Delay of Game, 5 yards (no play)",1.620,0.960
3,1:06,3,14,GNB 47,27,14,Marc Bulger pass complete short left to Drew Bennett for 16 yards (tackle by Tramon Williams),0.960,3.510
3,0:24,1,10,GNB 31,27,14,Steven Jackson left guard for 1 yard (tackle by Cullen Jenkins),3.510,3.100
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 30,27,14,Marc Bulger pass incomplete deep middle intended for Torry Holt,3.100,2.410
4,14:55,3,9,GNB 30,27,14,Marc Bulger pass incomplete deep left intended for Drew Bennett,2.410,1.410
4,14:49,4,9,GNB 30,27,14,Jeff Wilkins 48 yard field goal no good,1.410,-1.470
4,14:45,1,10,GNB 38,27,14,Brett Favre pass complete short left to Donald Driver for 7 yards (tackle by Fakhir Brown),1.470,1.870
4,14:26,2,3,GNB 45,27,14,Ryan Grant right guard for 24 yards (tackle by Will Witherspoon),1.870,3.510
4,13:41,1,10,STL 31,27,14,Ryan Grant right tackle for -1 yards (tackle by La'Roi Glover),3.510,2.830
4,13:02,2,11,STL 32,27,14,Brett Favre pass complete short right to Ryan Grant for 2 yards (tackle by Chris Draft),2.830,2.410
4,12:20,3,9,STL 30,27,14,"Brett Favre pass incomplete short middle intended for Donald Lee (defended by Corey Chavous). Penalty on O.J. Atogwe: Defensive Pass Interference, 10 yards, Penalty on STL: Unsportsmanlike Conduct, 9 yards (no play)",2.410,4.840
4,12:12,1,10,STL 11,27,14,"Ryan Grant left tackle for -1 yards. Penalty on O.J. Atogwe: Delay of Game, 5 yards",4.840,4.890
4,11:55,2,6,STL 7,27,14,Brett Favre pass incomplete intended for Donald Driver,4.890,3.980
4,11:55,,,,27,14,Timeout #1 by Green Bay Packers,0.000,3.980
4,11:30,3,6,STL 7,27,14,Brett Favre pass incomplete short right intended for James Jones,3.980,2.980
4,11:25,4,6,STL 7,30,14,Mason Crosby 25 yard field goal good,2.980,3.000
4,,,,GNB 30,30,14,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
4,11:22,1,10,STL 20,30,14,Marc Bulger pass complete to Randy McMichael for 18 yards (tackle by Will Blackmon),0.280,1.470
4,10:54,1,10,STL 38,30,14,Marc Bulger pass complete short right to Steven Jackson for 7 yards (tackle by Nick Barnett),1.470,1.870
4,10:27,2,3,STL 45,30,14,Marc Bulger pass incomplete short right intended for Randy McMichael,1.870,1.160
4,10:20,3,3,STL 45,30,14,Marc Bulger pass incomplete short right intended for Dane Looker,1.160,-0.390
4,10:16,4,3,STL 45,30,14,Marc Bulger pass incomplete short right intended for Isaac Bruce,-0.390,-2.590
4,10:12,1,10,STL 45,30,14,Ryan Grant right tackle for 4 yards (tackle by Corey Chavous),2.590,2.580
4,9:32,2,6,STL 41,30,14,Brett Favre pass incomplete deep left intended for Greg Jennings is intercepted by O.J. Atogwe at STL-11 and returned for -8 yards (tackle by Greg Jennings),2.580,0.380
4,9:23,1,10,STL 3,30,14,Marc Bulger pass incomplete deep left intended for Isaac Bruce,-0.380,-0.780
4,9:17,2,10,STL 3,30,14,Antonio Pittman left tackle for 5 yards (tackle by Nick Barnett),-0.780,-0.840
4,8:35,3,5,STL 8,30,14,"Marc Bulger pass incomplete intended for Dane Looker. Penalty on Al Harris: Defensive Holding, 5 yards (no play)",-0.840,-0.320
4,8:29,1,10,STL 13,30,14,Marc Bulger pass incomplete short middle intended for Antonio Pittman,-0.320,-0.770
4,8:25,2,10,STL 13,30,14,Antonio Pittman up the middle for 12 yards (tackle by Aaron Rouse),-0.770,0.610
4,7:49,1,10,STL 25,30,14,Marc Bulger pass complete deep middle to Isaac Bruce for 20 yards (tackle by Tramon Williams),0.610,1.930
4,7:16,1,10,STL 45,30,14,Marc Bulger sacked by Aaron Kampman for -8 yards,1.930,0.300
4,6:43,2,18,STL 37,30,14,Marc Bulger sacked by A.J. Hawk for -7 yards,0.300,-1.290
4,6:15,3,25,STL 30,30,14,Marc Bulger pass complete deep right to Drew Bennett for 18 yards (tackle by Tramon Williams),-1.290,-0.190
4,5:39,4,7,STL 48,30,14,Marc Bulger pass incomplete short left intended for Isaac Bruce,-0.190,-2.390
4,5:34,1,10,STL 48,30,14,"Penalty on James Jones: False Start, 5 yards (no play)",2.390,2.060
4,5:34,1,15,GNB 47,30,14,"Ryan Grant right tackle for 2 yards (tackle by Clifton Ryan). Penalty on Clifton Ryan: Personal Foul, 15 yards",2.060,3.180
4,5:00,1,10,STL 36,30,14,"Penalty on Ryan Krause: False Start, 5 yards (no play)",3.180,2.850
4,5:00,1,15,STL 41,30,14,Ryan Grant right tackle for 3 yards (tackle by La'Roi Glover),2.850,2.370
4,4:40,,,,30,14,Timeout #1 by St. Louis Rams,0.000,2.370
4,4:40,2,12,STL 38,30,14,Ryan Grant left tackle for no gain (tackle by Clifton Ryan),2.370,1.690
4,4:34,,,,30,14,Timeout #2 by St. Louis Rams,0.000,1.690
4,4:34,3,12,STL 38,30,14,Brett Favre pass complete short right to Koren Robinson for 10 yards (tackle by Adam Carriker),1.690,1.700
4,3:47,4,2,STL 28,33,14,Mason Crosby 46 yard field goal good,1.700,3.000
4,,,,GNB 30,33,14,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
4,3:43,1,10,STL 20,33,14,Antonio Pittman up the middle for 1 yard (tackle by Justin Harrell),0.280,-0.130
4,3:13,2,9,STL 21,33,14,Marc Bulger pass incomplete intended for Randy McMichael (defended by Will Blackmon),-0.130,-0.820
4,3:09,3,9,STL 21,33,14,Marc Bulger pass incomplete short middle intended for Antonio Pittman,-0.820,-1.960
4,3:04,4,9,STL 21,33,14,"Donnie Jones punts 53 yards, returned by Will Blackmon for 5 yards (tackle by Chris Draft)",-1.960,-1.000
4,2:50,1,10,GNB 31,33,14,Brandon Jackson right tackle for -1 yards (tackle by Adam Carriker),1.000,0.320
4,2:43,,,,33,14,Timeout #3 by St. Louis Rams,0.000,0.320
4,2:43,2,11,GNB 30,33,14,Brandon Jackson right guard for 1 yard (tackle by Will Witherspoon),0.320,-0.230
4,2:00,3,10,GNB 31,33,14,Brett Favre pass complete short middle to Donald Driver for 26 yards (tackle by O.J. Atogwe),-0.230,2.720
4,1:53,1,10,STL 43,33,14,Brett Favre kneels for -1 yards,2.720,2.040
4,1:14,2,11,STL 44,33,14,Brett Favre kneels for -1 yards,2.040,1.220
4,0:31,3,12,STL 45,33,14,Brett Favre kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
