0,1
Game Info,Game Info
Won Toss,Jets (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:04
Attendance,68756
Weather,"64 degrees, relative humidity 93%, wind 9 mph, wind chill 0"
Vegas Line,New England Patriots -9.5
Over/Under,44.5 (over)
