Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,8,39,0,3,17,2.1,22,2.8,2,4.0
Chase Edmonds,ARI,6,53,0,2,34,5.7,19,3.2,1,6.0
Kyler Murray,ARI,4,3,0,0,3,0.8,0,0.0,0,
Colt McCoy,ARI,1,3,0,1,3,3.0,0,0.0,0,
Rondale Moore,ARI,1,1,0,0,1,1.0,0,0.0,0,
Jonathan Ward,ARI,1,6,0,,3,3.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Craig Reynolds,DET,26,112,0,5,54,2.1,58,2.2,2,13.0
Jermar Jefferson,DET,5,9,0,,4,0.8,5,1.0,0,
Godwin Igwebuike,DET,2,0,0,0,0,0.0,0,0.0,0,
Amon-Ra St. Brown,DET,1,5,0,0,3,3.0,2,2.0,0,
