Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1,10:31,2,4,MIN 47,0,7,Matthew Stafford sacked by Jared Allen for -10 yards,2.330,0.300
1,9:54,3,14,DET 43,0,13,"Matthew Stafford pass complete deep left to Titus Young for 57 yards, touchdown",0.300,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,,,,MIN 2,0,14,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 35,0,14,"Jason Hanson kicks off 70 yards, returned by Marcus Sherels for 16 yards (tackle by Ashlee Palmer)",0.000,-0.370
1,9:39,1,10,MIN 11,0,14,Toby Gerhart left tackle for 3 yards (tackle by Stephen Tulloch),-0.370,-0.530
1,9:05,2,7,MIN 14,0,14,Toby Gerhart left tackle for -2 yards (tackle by Sammie Lee Hill),-0.530,-1.300
1,8:32,3,9,MIN 12,0,14,Christian Ponder sacked by Cliff Avril for -3 yards,-1.300,-2.490
1,8:00,4,12,MIN 9,0,14,"Chris Kluwe punts 53 yards, returned by Stefan Logan for 28 yards (tackle by Greg Camarillo)",-2.490,-3.310
1,7:46,1,10,MIN 34,0,14,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,3.310,2.770
1,7:41,2,10,MIN 34,0,14,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",2.770,2.090
1,7:41,2,15,MIN 39,0,14,Matthew Stafford pass complete short left to Nate Burleson for 5 yards (tackle by Marcus Sherels),2.090,2.080
1,6:59,3,10,MIN 34,0,14,Matthew Stafford pass complete short middle to Brandon Pettigrew for 17 yards (tackle by Jamarca Sanford and Kevin Williams),2.080,4.440
1,6:24,1,10,MIN 17,0,14,"Penalty on Kevin Williams: Encroachment, 5 yards (no play)",4.440,5.520
1,5:59,1,5,MIN 12,0,20,"Matthew Stafford pass complete short right to Brandon Pettigrew for 12 yards, touchdown",5.520,7.000
1,,,,MIN 2,0,21,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 35,0,21,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
1,5:54,1,10,MIN 20,0,21,"Penalty on Corey Williams: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
1,5:54,1,5,MIN 25,0,21,Christian Ponder pass complete short right to Percy Harvin for -4 yards (tackle by Cliff Avril),1.010,-0.130
1,5:18,2,9,MIN 21,0,21,Toby Gerhart right end for 15 yards (tackle by Amari Spievey),-0.130,1.330
1,4:38,1,10,MIN 36,0,21,Christian Ponder pass incomplete short left intended for Kyle Rudolph (defended by Aaron Berry),1.330,0.790
1,4:33,2,10,MIN 36,0,21,"Lorenzo Booker left tackle for 13 yards (tackle by Chris Harris). Lorenzo Booker fumbles (forced by Chris Harris), recovered by Devin Aromashodu at DET-46 and returned for 5 yards",0.790,2.850
1,3:49,1,10,DET 41,0,21,Christian Ponder pass incomplete deep right intended for Percy Harvin (defended by Eric Wright),2.850,2.310
1,3:41,2,10,DET 41,0,21,Christian Ponder pass complete deep right to Visanthe Shiancoe for 18 yards (tackle by Chris Harris),2.310,4.040
1,3:07,1,10,DET 23,0,21,Christian Ponder pass incomplete short left intended for Visanthe Shiancoe,4.040,3.500
1,3:03,2,10,DET 23,0,21,Percy Harvin up the middle for 6 yards (tackle by Stephen Tulloch),3.500,3.660
1,2:32,3,4,DET 17,0,21,Christian Ponder pass complete short middle to Percy Harvin for 10 yards (tackle by Stephen Tulloch and Amari Spievey),3.660,5.600
1,1:57,1,7,DET 7,6,21,"Christian Ponder pass complete short left to Visanthe Shiancoe for 7 yards, touchdown",5.600,7.000
1,,,,DET 2,7,21,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 35,7,21,"Ryan Longwell kicks off 70 yards, returned by Stefan Logan for 42 yards (tackle by Kenny Onatolu)",0.000,1.400
1,1:44,1,10,DET 37,7,21,Matthew Stafford pass complete short middle to Maurice Morris for 3 yards (tackle by E.J. Henderson),1.400,1.260
1,1:08,2,7,DET 40,7,21,"Penalty on Brandon Pettigrew: False Start, 5 yards (no play)",1.260,0.590
1,0:48,2,12,DET 35,7,21,Matthew Stafford pass complete short middle to Brandon Pettigrew for 11 yards (tackle by Jamarca Sanford and E.J. Henderson),0.590,1.360
1,0:06,3,1,DET 46,7,21,Matthew Stafford pass complete short middle to Brandon Pettigrew for 6 yards (tackle by Jamarca Sanford),1.360,2.390
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 48,7,21,Maurice Morris up the middle for 4 yards (tackle by Letroy Guion),2.390,2.390
2,14:22,2,6,MIN 44,7,21,"Matthew Stafford pass incomplete short right intended for Maurice Morris. Penalty on Gosder Cherilus: Offensive Holding, 10 yards (no play)",2.390,1.040
2,14:14,2,16,DET 46,7,21,Matthew Stafford up the middle for 1 yard (tackle by Everson Griffen),1.040,0.500
2,13:30,3,15,DET 47,7,21,Matthew Stafford pass incomplete short middle intended for Nate Burleson,0.500,-0.260
2,13:26,4,15,DET 47,7,21,"Ben Graham punts 53 yards, touchback",-0.260,-0.280
2,13:18,1,10,MIN 20,7,21,Toby Gerhart up the middle for 1 yard (tackle by Cliff Avril),0.280,-0.130
2,12:45,2,9,MIN 21,7,27,"Christian Ponder pass incomplete short right intended for Greg Camarillo is intercepted by Alphonso Smith at MIN-30 and returned for 30 yards, touchdown",-0.130,-7.000
2,,,,MIN 2,7,28,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,7,28,Jason Hanson kicks off 62 yards,0.000,1.600
2,12:33,1,10,MIN 40,7,28,Percy Harvin left tackle for no gain (tackle by Aaron Berry),1.600,1.050
2,12:13,2,10,MIN 40,7,28,Toby Gerhart left end for 8 yards (tackle by Alphonso Smith),1.050,1.420
2,11:46,3,2,MIN 48,7,28,Percy Harvin right end for 2 yards (tackle by Don Carey and Stephen Tulloch),1.420,2.260
2,11:13,1,10,,7,28,Toby Gerhart right end for 3 yards (tackle by Eric Wright),2.260,2.120
2,10:38,2,7,DET 47,7,28,Christian Ponder pass complete short left to Percy Harvin for 16 yards (tackle by Alphonso Smith),2.120,3.510
2,10:04,1,10,DET 31,7,28,Christian Ponder left tackle for 14 yards (tackle by Chris Harris),3.510,4.440
2,9:25,1,10,DET 17,7,28,Christian Ponder pass complete short right to Devin Aromashodu for 7 yards (tackle by Eric Wright),4.440,5.100
2,8:50,2,3,DET 10,7,28,Toby Gerhart right tackle for no gain (tackle by Sammie Lee Hill),5.100,4.340
2,8:15,3,3,DET 10,7,28,Christian Ponder pass complete short right to Devin Aromashodu for 4 yards (tackle by Eric Wright),4.340,5.830
2,7:41,1,6,DET 6,13,28,"Christian Ponder pass complete short middle to Percy Harvin for 6 yards, touchdown",5.830,7.000
2,,,,DET 2,14,28,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 35,,,"Ryan Longwell kicks off 52 yards, returned by Stefan Logan for 3 yards",,
2,7:35,1,10,DET 16,14,28,Maurice Morris right tackle for 4 yards (tackle by Jamarca Sanford and Kevin Williams),-0.140,0.010
2,6:57,2,6,DET 20,14,28,Matthew Stafford sacked by Jared Allen for -2 yards,0.010,-1.070
2,6:16,3,8,DET 18,14,28,Matthew Stafford pass incomplete deep left intended for Titus Young (defended by Benny Sapp),-1.070,-2.240
2,6:03,4,8,DET 18,14,28,Ben Graham punts 42 yards (tackle by Chris Harris),-2.240,-2.260
2,5:56,1,10,,14,28,Toby Gerhart left tackle for 6 yards (tackle by DeAndre Levy),2.260,2.520
2,5:21,2,4,DET 44,14,28,Christian Ponder pass incomplete deep middle intended for Devin Aromashodu,2.520,1.820
2,5:14,3,4,DET 44,14,28,Christian Ponder pass incomplete deep left intended for Devin Aromashodu,1.820,0.330
2,5:08,4,4,DET 44,14,28,"Chris Kluwe punts 44 yards, touchback",0.330,-0.280
2,4:58,1,10,DET 20,14,28,Nate Burleson right end for 1 yard (tackle by E.J. Henderson),0.280,-0.130
2,4:18,2,9,DET 21,14,28,"Calvin Johnson right end for 11 yards (tackle by Mistral Raymond). Penalty on Maurice Stovall: Offensive Holding, 10 yards",-0.130,0.000
2,3:45,2,8,DET 22,14,28,Keiland Williams left tackle for 6 yards (tackle by Chad Greenway),0.000,0.100
2,3:20,3,2,DET 28,14,28,Keiland Williams left tackle for 1 yard (tackle by Letroy Guion),0.100,-1.440
2,2:44,4,1,DET 29,14,28,"Ben Graham punts 57 yards, returned by Marcus Sherels for 24 yards (tackle by Doug Hogue). Penalty on Lorenzo Booker: Illegal Block Above the Waist, 10 yards",-1.440,0.140
2,2:29,1,10,MIN 16,14,28,"Lorenzo Booker up the middle for no gain. Lorenzo Booker fumbles, recovered by Sammie Lee Hill at MIN-16 (tackle by Phil Loadholt)",-0.140,-4.510
2,2:20,1,10,MIN 16,14,28,Matthew Stafford sacked by Jared Allen for -3 yards,4.510,3.520
2,2:00,2,13,MIN 19,14,28,Keiland Williams left tackle for 7 yards (tackle by Kevin Williams),3.520,3.730
2,1:15,,,,14,28,Timeout #1 by Detroit Lions,0.000,3.730
2,1:15,3,6,MIN 12,14,28,Matthew Stafford pass incomplete short right intended for Nate Burleson (defended by Asher Allen),3.730,2.660
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,1:10,,,,14,28,Timeout #2 by Detroit Lions,0.000,2.660
2,1:10,4,6,MIN 12,14,31,Jason Hanson 30 yard field goal good,2.660,3.000
2,,,,DET 35,14,31,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,1:05,1,10,MIN 20,14,31,Toby Gerhart left tackle for 14 yards (tackle by Don Carey and Chris Harris),0.280,1.200
2,0:56,,,,14,31,Timeout #1 by Minnesota Vikings,0.000,1.200
2,0:56,1,10,MIN 34,14,31,Christian Ponder pass complete short middle to Toby Gerhart for 8 yards (tackle by Don Carey and Stephen Tulloch),1.200,1.740
2,0:49,,,,14,31,Timeout #2 by Minnesota Vikings,0.000,1.740
2,0:49,2,2,MIN 42,14,31,Christian Ponder pass complete short right to Percy Harvin for 15 yards,1.740,2.720
2,0:44,1,10,DET 43,14,31,Christian Ponder pass incomplete short right intended for Kyle Rudolph (defended by Eric Wright),2.720,2.180
2,0:38,2,10,DET 43,14,31,"Christian Ponder sacked by Kyle Vanden Bosch for -8 yards. Christian Ponder fumbles (forced by Kyle Vanden Bosch), recovered by Toby Gerhart at MIN-42",2.180,-0.490
2,0:20,,,,14,31,Timeout #3 by Detroit Lions,0.000,-0.490
2,0:20,3,25,MIN 42,14,31,Christian Ponder kneels for -1 yards,-0.490,-0.650
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,31,"Jason Hanson kicks off 71 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,14,31,Christian Ponder pass incomplete short right intended for Greg Camarillo (defended by Eric Wright),0.280,-0.270
3,14:56,2,10,MIN 20,14,31,Toby Gerhart up the middle for 12 yards (tackle by Bobby Carpenter),-0.270,1.070
3,14:21,1,10,MIN 32,14,31,Toby Gerhart right end for 3 yards (tackle by Eric Wright),1.070,0.930
3,13:51,2,7,MIN 35,14,31,Christian Ponder pass complete deep left to Devin Aromashodu for 28 yards (tackle by Alphonso Smith),0.930,3.120
3,13:29,1,10,DET 37,14,31,"Christian Ponder pass incomplete short left intended for Percy Harvin is intercepted by Eric Wright at DET-28 and returned for 15 yards (tackle by Toby Gerhart). Penalty on Stephen Tulloch: Personal Foul, 15 yards",3.120,-0.810
3,13:20,1,10,DET 28,14,31,"Keiland Williams right end for 11 yards (tackle by Mistral Raymond). Penalty on Brandon Pettigrew: Offensive Holding, 10 yards (no play)",0.810,-0.040
3,12:59,1,20,DET 18,14,31,Keiland Williams left tackle for 8 yards (tackle by Brian Robison),-0.040,-0.010
3,12:20,2,12,DET 26,14,31,Matthew Stafford pass complete short middle to Calvin Johnson for 14 yards (tackle by Chad Greenway),-0.010,1.600
3,11:36,1,10,DET 40,14,31,Matthew Stafford pass complete short right to Brandon Pettigrew for 4 yards (tackle by Jamarca Sanford and Marcus Sherels),1.600,1.590
3,10:53,2,6,DET 44,14,31,Keiland Williams left tackle for 5 yards (tackle by E.J. Henderson),1.590,1.550
3,10:17,3,1,DET 49,14,31,Keiland Williams up the middle for 2 yards (tackle by E.J. Henderson and Marcus Sherels),1.550,2.320
3,9:39,1,10,MIN 49,14,31,Matthew Stafford right end for 3 yards (tackle by Chad Greenway),2.320,2.190
3,8:55,2,7,MIN 46,14,31,Matthew Stafford sacked by Remi Ayodele and Brian Robison for -3 yards,2.190,1.090
3,8:15,3,10,MIN 49,14,31,Matthew Stafford pass incomplete short right intended for Nate Burleson (defended by Marcus Sherels),1.090,0.000
3,8:09,4,10,MIN 49,14,31,"Ben Graham punts 37 yards, fair catch by Marcus Sherels",0.000,0.350
3,8:02,1,10,MIN 12,14,31,Toby Gerhart left tackle for 2 yards (tackle by Amari Spievey),-0.350,-0.610
3,7:28,2,8,MIN 14,14,31,Toby Gerhart right tackle for 7 yards (tackle by Andre Fluellen),-0.610,-0.370
3,6:51,3,1,MIN 21,14,31,Joe Webb for 3 yards (tackle by Bobby Carpenter),-0.370,0.540
3,6:21,1,10,MIN 24,14,31,Toby Gerhart left tackle for 2 yards (tackle by Jovan Haye and Stephen Tulloch),0.540,0.270
3,5:47,2,8,MIN 26,14,31,Joe Webb pass incomplete deep right intended for Visanthe Shiancoe,0.270,-0.430
3,5:41,3,8,MIN 26,14,31,Joe Webb for 9 yards (tackle by Cliff Avril),-0.430,1.270
3,5:10,1,10,MIN 35,14,31,Joe Webb pass incomplete short middle intended for Devin Aromashodu,1.270,0.720
3,5:03,2,10,MIN 35,14,31,Toby Gerhart right end for no gain (tackle by Corey Williams),0.720,0.040
3,4:34,3,10,MIN 35,20,31,"Joe Webb right end for 65 yards, touchdown",0.040,7.000
3,,,,DET 2,21,31,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 35,21,31,"Ryan Longwell kicks off 69 yards, returned by Stefan Logan for 71 yards (tackle by Brandon Burton). Penalty on Ricardo Silva: Offensive Holding, 10 yards",0.000,-0.380
3,4:10,1,10,DET 10,21,31,Matthew Stafford pass complete short right to Aaron Brown for 9 yards (tackle by Asher Allen),-0.380,0.240
3,3:44,2,1,DET 19,21,31,Aaron Brown up the middle for no gain (tackle by Brian Robison),0.240,-0.370
3,3:09,3,1,DET 19,21,31,Matthew Stafford pass complete short right to Titus Young for 25 yards (tackle by Asher Allen),-0.370,1.860
3,2:40,1,10,DET 44,21,31,Matthew Stafford pass incomplete deep left intended for Titus Young,1.860,1.320
3,2:34,2,10,DET 44,21,31,Keiland Williams left tackle for 6 yards (tackle by Jamarca Sanford),1.320,1.420
3,1:49,3,4,,21,31,Matthew Stafford pass complete short left to Titus Young for 4 yards (tackle by Benny Sapp),1.420,2.520
3,1:08,1,10,MIN 46,21,31,Maurice Morris left tackle for 4 yards (tackle by Fred Evans and E.J. Henderson),2.520,2.520
3,0:27,2,6,MIN 42,21,31,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Marcus Sherels),2.520,1.820
3,0:22,3,6,MIN 42,21,31,Matthew Stafford pass complete short middle to Brandon Pettigrew for 7 yards (tackle by Chad Greenway and Everson Griffen),1.820,3.250
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 35,21,31,Matthew Stafford pass complete short right to Keiland Williams for 12 yards (tackle by Asher Allen),3.250,4.040
4,14:28,1,10,MIN 23,21,31,"Keiland Williams right end for no gain (tackle by Brian Robison). Penalty on Brian Robison: Horse Collar Tackle, 12 yards",4.040,4.840
4,14:06,1,10,MIN 11,21,31,Matthew Stafford pass incomplete short right intended for Titus Young,4.840,4.140
4,14:02,2,10,MIN 11,21,31,Keiland Williams left tackle for 8 yards (tackle by Chad Greenway and Jamarca Sanford),4.140,4.890
4,13:23,3,2,MIN 3,21,31,Keiland Williams up the middle for 1 yard (tackle by Fred Evans),4.890,3.250
4,12:36,4,1,MIN 2,21,31,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",3.250,2.980
4,12:21,4,6,MIN 7,21,34,Jason Hanson 26 yard field goal good,2.980,3.000
4,,,,DET 35,21,34,"Jason Hanson kicks off 72 yards, returned by Percy Harvin for 47 yards (tackle by Don Carey)",0.000,1.600
4,12:09,1,10,MIN 40,21,34,Joe Webb pass complete short right to Percy Harvin for 4 yards (tackle by Don Carey),1.600,1.590
4,11:35,2,6,MIN 44,21,34,Joe Webb pass incomplete short right intended for Visanthe Shiancoe,1.590,0.890
4,11:27,3,6,MIN 44,21,34,Joe Webb pass complete short middle to Greg Camarillo for 14 yards (tackle by Stephen Tulloch),0.890,2.790
4,10:45,1,10,DET 42,21,34,Joe Webb pass incomplete short left intended for Kyle Rudolph,2.790,2.240
4,10:38,2,10,DET 42,21,34,Toby Gerhart right end for 11 yards (tackle by Stephen Tulloch and Amari Spievey),2.240,3.510
4,9:59,1,10,DET 31,21,34,Joe Webb pass incomplete deep left intended for Percy Harvin,3.510,2.970
4,9:53,2,10,DET 31,21,34,Joe Webb pass incomplete deep middle intended for Visanthe Shiancoe (defended by Amari Spievey),2.970,2.280
4,9:47,3,10,DET 31,21,34,Joe Webb for 8 yards (tackle by Cliff Avril),2.280,2.050
4,9:22,,,,21,34,Timeout #1 by Minnesota Vikings,0.000,2.050
4,9:22,4,2,DET 23,21,34,Toby Gerhart right end for 5 yards (tackle by Stephen Tulloch),2.050,4.370
4,8:54,1,10,DET 18,21,34,Joe Webb pass complete short right to Percy Harvin for 7 yards (tackle by Amari Spievey),4.370,5.010
4,8:28,2,3,DET 11,21,34,Joe Webb right end for 9 yards (tackle by Amari Spievey),5.010,6.740
4,7:57,1,2,DET 2,27,34,"Joe Webb pass complete short left to Toby Gerhart for 2 yards, touchdown",6.740,7.000
4,,,,DET 2,28,34,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 35,28,34,"Ryan Longwell kicks off 63 yards, returned by Stefan Logan for 24 yards (tackle by Larry Dean)",0.000,0.670
4,7:47,1,10,DET 26,28,34,Matthew Stafford pass complete short right to Keiland Williams for 5 yards (tackle by Asher Allen and Chad Greenway),0.670,0.810
4,7:12,2,5,DET 31,28,34,Keiland Williams right tackle for no gain (tackle by Kevin Williams),0.810,0.100
4,6:34,3,5,DET 31,28,34,Matthew Stafford pass complete short middle to Nate Burleson for 6 yards (tackle by Chad Greenway),0.100,1.400
4,5:52,1,10,DET 37,28,34,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Marcus Sherels),1.400,2.070
4,5:12,2,1,DET 46,28,34,Keiland Williams left tackle for -1 yards (tackle by Kevin Williams),2.070,1.220
4,4:29,3,2,DET 45,28,34,Matthew Stafford pass complete short middle to Titus Young for 1 yard (tackle by Chad Greenway),1.220,-0.320
4,3:42,4,1,DET 46,28,34,"Ben Graham punts 54 yards, touchback",-0.320,-0.280
4,3:32,1,10,MIN 20,28,34,Joe Webb pass complete short right to Visanthe Shiancoe for 8 yards (tackle by Bobby Carpenter),0.280,0.810
4,3:02,2,2,MIN 28,28,34,Joe Webb right end for 5 yards (tackle by Bobby Carpenter),0.810,1.140
4,2:56,1,10,MIN 33,28,34,Joe Webb pass incomplete short left intended for Percy Harvin,1.140,0.590
4,2:51,2,10,MIN 33,28,34,Joe Webb pass incomplete short left intended for Greg Camarillo (defended by Alphonso Smith),0.590,-0.100
4,2:40,3,10,MIN 33,28,34,Joe Webb pass complete short left to Toby Gerhart for 9 yards (tackle by Jovan Haye and Andre Fluellen),-0.100,-0.590
4,2:07,4,1,MIN 42,28,34,Toby Gerhart right tackle for 2 yards (tackle by Bobby Carpenter),-0.590,1.860
4,2:00,1,10,MIN 44,28,34,Joe Webb pass complete short right to Kyle Rudolph for no gain,1.860,1.320
4,1:36,2,10,MIN 44,28,34,Joe Webb pass complete deep right to Greg Camarillo for 17 yards (tackle by Chris Harris),1.320,2.980
4,1:29,1,10,DET 39,28,34,Joe Webb pass incomplete deep right intended for Devin Aromashodu (defended by Don Carey),2.980,2.440
4,1:22,2,10,DET 39,28,34,Joe Webb pass complete short right to Percy Harvin for 8 yards (tackle by Bobby Carpenter),2.440,2.810
4,1:11,,,,28,34,Timeout #2 by Minnesota Vikings,0.000,2.810
4,1:11,3,2,DET 31,28,34,Lorenzo Booker left tackle for 4 yards (tackle by Corey Williams),2.810,3.780
4,0:53,1,10,DET 27,28,34,Joe Webb pass complete short left to Percy Harvin for 3 yards (tackle by Alphonso Smith),3.780,3.640
4,0:47,2,7,DET 24,28,34,Joe Webb pass complete short left to Devin Aromashodu for 8 yards (tackle by Alphonso Smith),3.640,4.510
4,0:42,1,10,DET 16,28,34,Joe Webb pass incomplete deep left intended for Devin Aromashodu,4.510,3.900
4,0:36,2,10,DET 16,28,34,Joe Webb pass complete short right to Percy Harvin for 4 yards (tackle by Bobby Carpenter),3.900,3.730
4,0:29,,,,28,34,Timeout #3 by Minnesota Vikings,0.000,3.730
4,0:29,3,6,DET 12,28,34,Joe Webb pass incomplete short left intended for Percy Harvin,3.730,2.660
4,0:26,4,6,DET 12,28,34,Joe Webb up the middle for 10 yards (tackle by Cliff Avril and Corey Williams),2.660,6.740
4,0:09,1,2,DET 2,28,34,"Penalty on Cliff Avril: Defensive Offside, 1 yards (no play)",6.740,6.970
4,0:09,,,,28,34,Timeout #1 by Detroit Lions,0.000,6.970
4,0:09,1,1,DET 1,28,34,"Joe Webb sacked by DeAndre Levy for -10 yards. Joe Webb fumbles (forced by DeAndre Levy), recovered by Cliff Avril at MIN-43",6.970,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
