Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Patrick Peterson,ARI,0,0,,0,0,6,27,4.5,0,10
LaRod Stephens-Howling,ARI,3,51,17.0,0,21,0,0,,0,0
Andre Roberts,ARI,1,12,12.0,0,12,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jeremy Maclin,PHI,0,0,,0,0,2,17,8.5,0,11
Steve Smith,PHI,0,0,,0,0,1,0,0.0,0,0
Dion Lewis,PHI,2,55,27.5,0,33,0,0,,0,0
Dominique Rodgers-Cromartie,PHI,2,52,26.0,0,29,0,0,,0,0
