#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 14,3,1:34,8,Punt
2,1,10:23,ARI 38,8,4:18,45,Missed FG
3,1,4:58,ARI 26,3,0:55,1,Punt
4,1,3:37,ARI 26,6,2:08,49,Missed FG
5,2,14:49,ARI 15,6,2:23,7,Punt
6,2,10:19,ARI 7,2,0:44,5,Interception
7,2,9:35,ARI 16,10,4:47,84,Touchdown
8,2,0:17,ARI 29,1,0:17,0,End of Half
9,3,10:49,ARI 18,3,2:47,-8,Punt
10,3,6:06,ARI 14,3,0:42,1,Punt
11,3,2:27,ARI 17,6,2:35,31,Punt
12,4,13:18,ARI 11,8,4:00,89,Touchdown
13,4,7:45,ARI 13,3,0:46,3,Interception
14,4,5:06,ARI 13,11,3:13,87,Touchdown
15,4,0:33,ARI 16,2,0:33,-2,End of Game
